MANDT,EBELN,EBELP,MATNR,WERKS,LGORT,MATKL,INFNR,IDNLF,KTMNG,MENGE,MEINS,BPRME,BPUMZ,BPUMN,NETPR,PEINH,NETWR,BRTWR,BUGSZ,RETPO,WEPOS,WEUNB,REPOS,MWSKZ,ADRNR,PACKNO,FPLNR,BELNR,LOEKZ,BANFN,BNFPO,EBELN2,EBELP2
100,0200000758,00020,MZ-FG-R100,1000,1789,588426,,,,1,EA,EA,,,5733.89,1,"4374,13",4999,,,,,,,,,,,,,,,
100,0200000758,00030,MZ-TG-A20,2001,6022,996628,,,,5,EA,EA,,,6260.55,1,"3499,13",3999,,,,,,V2,,,,,,,,,
100,0200000758,00040,MZ-FG-M550,4000,9690,439224,,,,8,EA,EA,,,2382.75,1,"2186,63",2499,,,X,,,,,,,,,,,,
200,0200000758,00050,MZ-FG-P010,4000,6559,426023,,,,9,EA,EA,,,8260.93,1,"1049,13",1199,,,,,,V1,,,,,,,,,
100,0200000759,00010,MZ-FG-R300,2000,8682,988316,,,,5,EA,EA,,,2636.45,1,"1093,75",1250,,,,,,V3,,,,,,,,,
100,0200000760,00010,MZ-TG-Y200,1001,8470,057256,,,,10,EA,EA,,,9024.61,1,"349,13",399,,,X,,,V2,,,,,,,,,
100,0200000760,00020,MZ-TG-Y120,5001,3802,611138,,,,9,EA,EA,,,9051.35,1,"6912,5",7900,,,,,,V1,,,,,,,,,
100,0200000760,00030,MZ-TG-SR01,2000,1421,937424,,,,6,EA,EA,,,700.0,1,4200,4800,,,X,,,,,,,,,,,,
100,0200000760,00040,MZ-FG-E103,4000,5909,641134,,,,7,EA,EA,,,5525.49,1,"392,88",449,,,X,,,,,,,,,,,,
100,0200000761,00010,MZ-FG-R200,5001,9070,943917,,,,5,EA,EA,,,7831.44,1,"1311,63",1499,,,X,,,V2,,,,,,,,,
100,0200000761,00020,MZ-FG-C20,1001,9904,309854,,,,8,EA,EA,,,5278.07,1,"1190,88",1361,,,,,,V2,,,,,,,,,
100,0200000761,00030,MZ-FG-R100,3000,1882,500519,,,,9,EA,EA,,,2426.5,1,"4374,13",4999,,,X,,,V1,,,,,,,,,
100,0200000761,00040,MZ-FG-C990,1000,1439,454005,,,,7,EA,EA,,,4562.39,1,"630,88",721,,,,,,,,,,,,,,,
100,0200000763,00010,MZ-TG-E202,3000,7715,128611,,,,9,EA,EA,,,410.14,1,"4024,13",4599,,,X,,,V2,,,,,,,,,
100,0200000763,00020,MZ-FG-E108,5001,7153,904386,,,,9,EA,EA,,,2567.75,1,"1136,63",1299,,,,,,V1,,,,,,,,,
100,0200000763,00030,MZ-TG-Y120,1001,5657,420648,,,,2,EA,EA,,,9411.62,1,"6912,5",7900,,,,,,,,,,,,,,,
100,0200000763,00040,MZ-FG-P010,2001,8781,744691,,,,9,EA,EA,,,1024.8,1,"1049,13",1199,,,X,,,V3,,,,,,,,,
100,0200000764,00010,MZ-TG-SR01,1000,1755,855723,,,,3,EA,EA,,,1400.0,1,4200,4800,,,X,,,V3,,,,,,,,,
100,0200000764,00020,MZ-TG-A25,2000,2897,053476,,,,4,EA,EA,,,4267.61,1,"1312,5",1500,,,X,,,V2,,,,,,,,,
100,0200000764,00030,MZ-FG-C20,4000,5441,393436,,,,7,EA,EA,,,9214.65,1,"1190,88",1361,,,,,,,,,,,,,,,
100,0200000764,00040,MZ-FG-E16,2000,9441,388242,,,,3,EA,EA,,,3713.92,1,"2186,63",2499,,,,,,,,,,,,,,,
100,0200000765,00010,MZ-FG-C900,3001,2299,884442,,,,7,EA,EA,,,5063.61,1,"459,38",525,,,X,,,,,,,,,,,,
100,0200000765,00020,M-01,2000,1650,358119,,,,8,EA,EA,,,381.18,1,"279,13",319,,,,,,V3,,,,,,,,,
100,0200000765,00030,MZ-FG-P010,5001,0974,950261,,,,5,EA,EA,,,2433.63,1,"1049,13",1199,,,,,,V1,,,,,,,,,
100,0200000765,00040,MZ-FG-C21,1000,4054,185469,,,,7,EA,EA,,,8297.77,1,"567,88",649,,,,,,V2,,,,,,,,,
100,0200000765,00050,MZ-FG-C21,1001,8104,128151,,,,5,EA,EA,,,1492.9,1,"567,88",649,,,,,,,,,,,,,,,
100,0200000765,00060,MZ-TG-Y120,3001,4035,440980,,,,1,EA,EA,,,5954.8,1,"6912,5",7900,,,X,,,,,,,,,,,,
100,0200000766,00010,MZ-FG-C900,5001,9646,570179,,,,7,EA,EA,,,6739.91,1,"459,38",525,,,X,,,,,,,,,,,,
100,0200000766,00020,MZ-FG-E15,5001,0566,472450,,,,6,EA,EA,,,8686.28,1,"3499,13",3999,,,,,,V3,,,,,,,,,
100,0200000766,00030,MZ-TG-A20,5000,4201,756400,,,,1,EA,EA,,,4873.23,1,"3499,13",3999,,,X,,,V2,,,,,,,,,
100,0200000766,00040,MZ-TG-A25,3001,8881,383852,,,,10,EA,EA,,,1642.31,1,"1312,5",1500,,,X,,,,,,,,,,,,
100,0200000766,00050,MZ-FG-P010,5000,2300,521166,,,,1,EA,EA,,,435.36,1,"1049,13",1199,,,,,,,,,,,,,,,
100,0200000767,00010,MZ-TG-E202,2000,5382,412426,,,,6,EA,EA,,,4466.75,1,"4024,13",4599,,,X,,,V2,,,,,,,,,
100,0200000767,00020,MZ-FG-C20,1001,3279,879597,,,,1,EA,EA,,,9218.04,1,"1190,88",1361,,,X,,,V3,,,,,,,,,
100,0200000767,00030,MZ-FG-R100,4000,3705,480979,,,,9,EA,EA,,,4095.43,1,"4374,13",4999,,,X,,,V2,,,,,,,,,
100,0200000767,00040,CM-FL-V00,5001,5106,671598,,,,4,EA,EA,,,8884.66,1,"699,13",799,,,X,,,V1,,,,,,,,,
100,0200000768,00010,MZ-FG-R300,1001,1723,730196,,,,9,EA,EA,,,6327.34,1,"1093,75",1250,,,X,,,V2,,,,,,,,,
100,0200000768,00020,MZ-FG-E102,3000,6592,951192,,,,4,EA,EA,,,5710.83,1,"349,13",399,,,X,,,V1,,,,,,,,,
100,0200000769,00010,MZ-TG-Y240,1000,7112,572955,,,,9,EA,EA,,,38.89,1,350,400,,,,,,V1,,,,,,,,,
100,0200000769,00020,MZ-TG-A26,5000,3070,789810,,,,1,EA,EA,,,5099.58,1,"1662,5",1900,,,X,,,V3,,,,,,,,,
100,0200000769,00030,MZ-FG-C900,3000,4886,857634,,,,7,EA,EA,,,3258.12,1,"459,38",525,,,X,,,V2,,,,,,,,,
100,0200000769,00040,MZ-FG-C950,5000,0621,065883,,,,6,EA,EA,,,8548.26,1,"602,88",689,,,,,,V1,,,,,,,,,
100,0200000770,00010,FG226,1001,3921,395195,,,,3,EA,EA,,,1990.75,1,"261,63",299,,,,,,V1,,,,,,,,,
100,0200000771,00010,MZ-FG-E15,1000,1769,488361,,,,5,EA,EA,,,4742.4,1,"3499,13",3999,,,X,,,V1,,,,,,,,,
100,0200000771,00020,M-01,1001,6785,125262,,,,6,EA,EA,,,8831.66,1,"279,13",319,,,,,,V1,,,,,,,,,
100,0200000771,00030,MZ-FG-C10,2000,3107,058066,,,,7,EA,EA,,,150.0,1,1050,1200,,,,,,,,,,,,,,,
100,0200000771,00040,MZ-FG-E108,1002,0268,142365,,,,2,EA,EA,,,8980.14,1,"1136,63",1299,,,,,,V3,,,,,,,,,
100,0200000771,00050,MZ-FG-E15,1001,9675,052442,,,,4,EA,EA,,,1235.39,1,"3499,13",3999,,,X,,,V3,,,,,,,,,
100,0200000771,00060,MZ-FG-E15,5001,3865,737300,,,,3,EA,EA,,,3845.45,1,"3499,13",3999,,,,,,V2,,,,,,,,,
100,0200000772,00010,MZ-FG-E102,5000,5154,410789,,,,1,EA,EA,,,4557.54,1,"349,13",399,,,X,,,V3,,,,,,,,,
100,0200000772,00020,MZ-TG-SR01,1002,9834,180622,,,,4,EA,EA,,,1050.0,1,4200,4800,,,,,,V1,,,,,,,,,
100,0200000772,00030,MZ-TG-A20,4000,7129,616644,,,,10,EA,EA,,,9455.82,1,"3499,13",3999,,,X,,,,,,,,,,,,
100,0200000772,00040,MZ-FG-M500,2001,2684,493773,,,,4,EA,EA,,,246.73,1,"4811,63",5499,,,,,,V1,,,,,,,,,
100,0200000772,00050,MZ-TG-Y240,3001,2627,961219,,,,4,EA,EA,,,87.5,1,350,400,,,X,,,V3,,,,,,,,,
100,0200000774,00010,FG226,3000,6208,213878,,,,8,EA,EA,,,7453.67,1,"261,63",299,,,,,,V3,,,,,,,,,
100,0200000774,00020,MZ-TG-SR01,3000,1575,924153,,,,2,EA,EA,,,2100.0,1,4200,4800,,,X,,,V2,,,,,,,,,
100,0200000774,00030,MZ-TG-A20,3001,1030,411195,,,,9,EA,EA,,,2974.4,1,"3499,13",3999,,,X,,,,,,,,,,,,
100,0200000774,00040,MZ-TG-A25,2000,5903,866433,,,,10,EA,EA,,,1919.46,1,"1312,5",1500,,,,,,,,,,,,,,,
100,0200000774,00050,MZ-FG-C990,2001,4856,706720,,,,2,EA,EA,,,9768.52,1,"630,88",721,,,,,,V2,,,,,,,,,
100,0200000775,00010,MZ-FG-C10,1002,4595,704396,,,,10,EA,EA,,,105.0,1,1050,1200,,,X,,,V2,,,,,,,,,
100,0200000775,00020,MZ-FG-R100,2000,3850,948832,,,,10,EA,EA,,,7924.59,1,"4374,13",4999,,,,,,V1,,,,,,,,,
100,0200000775,00030,MZ-FG-E15,4000,2719,811055,,,,4,EA,EA,,,292.8,1,"3499,13",3999,,,X,,,V1,,,,,,,,,
100,0200000776,00010,MZ-FG-E102,2001,9582,053274,,,,8,EA,EA,,,4296.56,1,"349,13",399,,,X,,,,,,,,,,,,
100,0200000776,00020,MZ-TG-Y120,5001,4580,308991,,,,8,EA,EA,,,40.07,1,"6912,5",7900,,,X,,,,,,,,,,,,
100,0200000776,00030,MZ-FG-R200,5001,1742,258246,,,,9,EA,EA,,,1465.45,1,"1311,63",1499,,,X,,,V2,,,,,,,,,
100,0200000776,00040,MZ-FG-R300,3000,4515,412898,,,,7,EA,EA,,,2932.34,1,"1093,75",1250,,,X,,,V1,,,,,,,,,
100,0200000776,00050,MZ-FG-C950,3000,7567,482211,,,,9,EA,EA,,,6034.92,1,"602,88",689,,,X,,,,,,,,,,,,
100,0200000776,00060,MZ-FG-E101,2000,5474,163394,,,,8,EA,EA,,,6238.65,1,"217,88",249,,,X,,,V2,,,,,,,,,
100,0200000778,00010,MZ-TG-SR01,1002,0381,769754,,,,2,EA,EA,,,2100.0,1,4200,4800,,,X,,,,,,,,,,,,
100,0200000778,00020,MZ-FG-R300,2000,2544,824942,,,,8,EA,EA,,,7483.94,1,"1093,75",1250,,,X,,,,,,,,,,,,
100,0200000778,00030,MZ-FG-C20,3000,1737,264480,,,,8,EA,EA,,,4928.77,1,"1190,88",1361,,,,,,V3,,,,,,,,,
100,0200000778,00040,MZ-TG-A26,1001,3373,473956,,,,3,EA,EA,,,8679.14,1,"1662,5",1900,,,,,,V3,,,,,,,,,
100,0200000781,00010,MZ-FG-E101,3000,9409,563051,,,,3,EA,EA,,,5825.64,1,"217,88",249,,,X,,,V2,,,,,,,,,
100,0200000781,00020,TG11,5000,3724,104289,,,,7,EA,EA,,,375.0,1,2625,3000,,,,,,V1,,,,,,,,,
100,0200000781,00030,MZ-TG-E202,2000,4955,046580,,,,3,EA,EA,,,2032.82,1,"4024,13",4599,,,,,,,,,,,,,,,
100,0200000781,00040,MZ-FG-R300,1001,1970,848082,,,,1,EA,EA,,,9158.39,1,"1093,75",1250,,,X,,,,,,,,,,,,
100,0200000781,00050,MZ-FG-E102,3001,1416,321214,,,,7,EA,EA,,,6995.93,1,"349,13",399,,,,,,V2,,,,,,,,,
100,0200000781,00060,MZ-FG-C990,1001,7230,390266,,,,5,EA,EA,,,6629.68,1,"630,88",721,,,,,,V1,,,,,,,,,
100,0200000782,00010,CM-FL-V00,5001,1398,111483,,,,4,EA,EA,,,7547.03,1,"699,13",799,,,X,,,V3,,,,,,,,,
100,0200000783,00010,MZ-FG-C21,5000,7355,709107,,,,3,EA,EA,,,6828.17,1,"567,88",649,,,,,,,,,,,,,,,
100,0200000784,00010,MZ-FG-E102,3000,1965,262537,,,,6,EA,EA,,,5677.96,1,"349,13",399,,,,,,V2,,,,,,,,,
100,0200000784,00020,MZ-FG-R200,1000,5673,880114,,,,5,EA,EA,,,5153.27,1,"1311,63",1499,,,,,,,,,,,,,,,
100,0200000784,00030,MZ-FG-C20,1001,2983,144272,,,,6,EA,EA,,,3043.47,1,"1190,88",1361,,,,,,V2,,,,,,,,,
100,0200000784,00040,MZ-FG-C20,5001,4737,497433,,,,3,EA,EA,,,9065.78,1,"1190,88",1361,,,X,,,V2,,,,,,,,,
100,0200000785,00010,MZ-FG-P010,3000,4585,978453,,,,8,EA,EA,,,5987.48,1,"1049,13",1199,,,X,,,V3,,,,,,,,,
100,0200000785,00020,MZ-TG-E202,5000,4998,294634,,,,4,EA,EA,,,9461.41,1,"4024,13",4599,,,X,,,,,,,,,,,,
100,0200000785,00030,MZ-FG-P010,1002,5458,739799,,,,7,EA,EA,,,322.31,1,"1049,13",1199,,,,,,V1,,,,,,,,,
100,0200000785,00040,MZ-TG-Y240,4000,8027,514546,,,,1,EA,EA,,,350.0,1,350,400,,,,,,V2,,,,,,,,,
100,0200000785,00050,FG226,1002,3830,314499,,,,4,EA,EA,,,1760.26,1,"261,63",299,,,X,,,V3,,,,,,,,,
100,0200000785,00060,MZ-FG-E102,1002,2222,449182,,,,7,EA,EA,,,7251.77,1,"349,13",399,,,X,,,V1,,,,,,,,,
100,0200000786,00010,MZ-FG-E101,2000,4933,651955,,,,6,EA,EA,,,8554.14,1,"217,88",249,,,,,,,,,,,,,,,
100,0200000786,00020,MZ-FG-R100,2000,2015,724067,,,,8,EA,EA,,,1984.09,1,"4374,13",4999,,,X,,,V1,,,,,,,,,
100,0200000786,00030,MZ-FG-R200,5001,5843,999187,,,,7,EA,EA,,,9287.08,1,"1311,63",1499,,,,,,V3,,,,,,,,,
100,0200000786,00040,MZ-FG-R100,1000,2358,176970,,,,3,EA,EA,,,7991.51,1,"4374,13",4999,,,,,,V2,,,,,,,,,
100,0200000786,00050,MZ-TG-Y200,5000,4696,173370,,,,7,EA,EA,,,391.61,1,"349,13",399,,,,,,V3,,,,,,,,,
100,0200000786,00060,MZ-FG-E17,2001,2108,163517,,,,3,EA,EA,,,9862.03,1,"2186,63",2499,,,,,,V2,,,,,,,,,
100,0200000787,00010,MZ-TG-SR01,5001,6263,006803,,,,8,EA,EA,,,525.0,1,4200,4800,,,,,,V2,,,,,,,,,
100,0200000790,00010,MZ-TG-Y200,3001,1590,038505,,,,10,EA,EA,,,3682.47,1,"349,13",399,,,,,,V2,,,,,,,,,
100,0200000790,00020,M1,1000,5347,001279,,,,4,EA,EA,,,250.25,1,1001,1144,,,,,,V1,,,,,,,,,
100,0200000790,00030,MZ-FG-C10,5001,7602,444207,,,,6,EA,EA,,,175.0,1,1050,1200,,,,,,V3,,,,,,,,,
100,0200000790,00040,MZ-TG-A25,3000,0200,028195,,,,10,EA,EA,,,5215.31,1,"1312,5",1500,,,,,,V2,,,,,,,,,
100,0200000790,00050,M1,3001,0596,086591,,,,10,EA,EA,,,100.1,1,1001,1144,,,X,,,V1,,,,,,,,,
100,0200000791,00010,MZ-FG-E102,3000,1030,319307,,,,4,EA,EA,,,8040.15,1,"349,13",399,,,X,,,V2,,,,,,,,,
100,0200000791,00020,FG226,1002,3224,209041,,,,6,EA,EA,,,8160.37,1,"261,63",299,,,,,,V3,,,,,,,,,
100,0200000791,00030,MZ-TG-E202,2001,5411,547888,,,,10,EA,EA,,,5366.92,1,"4024,13",4599,,,,,,V1,,,,,,,,,
100,0200000791,00040,MZ-FG-R100,3000,3455,145989,,,,7,EA,EA,,,6717.34,1,"4374,13",4999,,,X,,,V1,,,,,,,,,
100,0200000791,00050,MZ-FG-E108,1001,5270,171820,,,,9,EA,EA,,,3828.09,1,"1136,63",1299,,,,,,V1,,,,,,,,,
100,0200000792,00010,MZ-TG-A26,5000,3350,252309,,,,3,EA,EA,,,5180.6,1,"1662,5",1900,,,X,,,V2,,,,,,,,,
100,0200000792,00020,FG226,4000,9681,568548,,,,3,EA,EA,,,7231.6,1,"261,63",299,,,,,,V2,,,,,,,,,
100,0200000792,00030,MZ-FG-E103,1000,7982,801081,,,,8,EA,EA,,,8950.61,1,"392,88",449,,,,,,,,,,,,,,,
100,0200000794,00010,MZ-FG-E17,2001,9193,671344,,,,2,EA,EA,,,7585.47,1,"2186,63",2499,,,,,,,,,,,,,,,
100,0200000794,00020,FG226,3000,6723,354605,,,,4,EA,EA,,,3108.28,1,"261,63",299,,,X,,,V1,,,,,,,,,
100,0200000794,00030,MZ-FG-C20,1000,4090,472939,,,,3,EA,EA,,,7135.21,1,"1190,88",1361,,,X,,,V3,,,,,,,,,
100,0200000794,00040,MZ-FG-C900,5000,6251,946503,,,,1,EA,EA,,,2716.63,1,"459,38",525,,,X,,,V2,,,,,,,,,
100,0200000795,00010,MZ-FG-C21,5000,7559,220019,,,,7,EA,EA,,,9742.23,1,"567,88",649,,,,,,V2,,,,,,,,,
100,0200000795,00020,MZ-FG-C990,1002,4435,676393,,,,1,EA,EA,,,1645.94,1,"630,88",721,,,X,,,V3,,,,,,,,,
100,0200000795,00030,MZ-FG-C10,2001,4359,683502,,,,6,EA,EA,,,175.0,1,1050,1200,,,,,,V2,,,,,,,,,
100,0200000795,00040,MZ-TG-A20,3001,6893,939335,,,,2,EA,EA,,,6022.37,1,"3499,13",3999,,,X,,,V3,,,,,,,,,
100,0200000795,00050,MZ-FG-E15,5001,7810,072844,,,,10,EA,EA,,,8462.5,1,"3499,13",3999,,,,,,,,,,,,,,,
100,0200000797,00010,MZ-FG-M500,1001,6151,460755,,,,6,EA,EA,,,1821.18,1,"4811,63",5499,,,X,,,V3,,,,,,,,,
100,0200000797,00020,MZ-FG-R300,3001,1086,983591,,,,5,EA,EA,,,5749.46,1,"1093,75",1250,,,,,,,,,,,,,,,
100,0200000797,00030,MZ-FG-C21,1000,0703,008375,,,,3,EA,EA,,,7007.93,1,"567,88",649,,,,,,V1,,,,,,,,,
100,0200000797,00040,MZ-TG-Y240,4000,4224,795574,,,,10,EA,EA,,,35.0,1,350,400,,,X,,,V2,,,,,,,,,
100,0200000798,00010,MZ-TG-A25,3001,0963,727256,,,,2,EA,EA,,,9700.21,1,"1312,5",1500,,,X,,,V1,,,,,,,,,
100,0200000798,00020,MZ-TG-Y120,5000,6874,453476,,,,6,EA,EA,,,9216.04,1,"6912,5",7900,,,X,,,,,,,,,,,,
100,0200000798,00030,MZ-TG-A20,4000,6785,794819,,,,9,EA,EA,,,3060.54,1,"3499,13",3999,,,,,,,,,,,,,,,
100,0200000798,00040,MZ-FG-R300,2000,0795,169935,,,,9,EA,EA,,,987.37,1,"1093,75",1250,,,X,,,,,,,,,,,,
100,0200000798,00050,CM-FL-V00,1000,6442,037682,,,,6,EA,EA,,,380.46,1,"699,13",799,,,X,,,V2,,,,,,,,,
100,0200000799,00010,MZ-FG-E101,5000,1324,229377,,,,9,EA,EA,,,8556.0,1,"217,88",249,,,X,,,V2,,,,,,,,,
100,0200000799,00020,MZ-FG-R100,5000,0752,316544,,,,3,EA,EA,,,2845.15,1,"4374,13",4999,,,X,,,V2,,,,,,,,,
100,0200000800,00010,MZ-FG-E102,3000,3387,775514,,,,4,EA,EA,,,7258.95,1,"349,13",399,,,X,,,V2,,,,,,,,,
100,0200000801,00010,MZ-FG-C990,1001,8985,095793,,,,6,EA,EA,,,7359.03,1,"630,88",721,,,,,,V2,,,,,,,,,
100,0200000801,00020,MZ-FG-R200,2000,5065,192288,,,,5,EA,EA,,,4131.64,1,"1311,63",1499,,,X,,,V3,,,,,,,,,
100,0200000801,00030,MZ-FG-E103,3000,8355,797659,,,,9,EA,EA,,,9213.58,1,"392,88",449,,,X,,,V3,,,,,,,,,
100,0200000801,00040,MZ-TG-A25,1000,2962,092372,,,,9,EA,EA,,,4675.05,1,"1312,5",1500,,,,,,V3,,,,,,,,,
100,0200000801,00050,MZ-TG-Y240,1000,8252,173329,,,,10,EA,EA,,,35.0,1,350,400,,,,,,V1,,,,,,,,,
100,0200000801,00060,MZ-FG-M550,1002,3747,760668,,,,9,EA,EA,,,5459.71,1,"2186,63",2499,,,X,,,V1,,,,,,,,,
100,0200000802,00010,MZ-FG-E108,2000,3789,602182,,,,5,EA,EA,,,6980.64,1,"1136,63",1299,,,X,,,V1,,,,,,,,,
100,0200000802,00020,MZ-FG-C10,3000,0309,056943,,,,5,EA,EA,,,210.0,1,1050,1200,,,,,,V1,,,,,,,,,
100,0200000802,00030,MZ-FG-E103,2001,5252,904092,,,,3,EA,EA,,,5006.48,1,"392,88",449,,,X,,,V2,,,,,,,,,
100,0200000803,00010,MZ-FG-C950,5001,2848,629912,,,,4,EA,EA,,,7336.95,1,"602,88",689,,,,,,V3,,,,,,,,,
100,0200000803,00020,MZ-TG-Y120,5001,1904,193865,,,,6,EA,EA,,,4409.7,1,"6912,5",7900,,,,,,V2,,,,,,,,,
100,0200000803,00030,MZ-FG-M525,1002,5150,797127,,,,4,EA,EA,,,6512.62,1,"1749,13",1999,,,X,,,,,,,,,,,,
100,0200000803,00040,MZ-TG-A27,2001,2694,092759,,,,8,EA,EA,,,7795.48,1,"1968,75",2250,,,,,,V3,,,,,,,,,
100,0200000804,00010,MZ-FG-E15,5001,6228,670965,,,,4,EA,EA,,,782.69,1,"3499,13",3999,,,X,,,V1,,,,,,,,,
100,0200000804,00020,MZ-FG-C950,4000,6663,093043,,,,4,EA,EA,,,1626.01,1,"602,88",689,,,X,,,V3,,,,,,,,,
100,0200000804,00030,MZ-FG-C20,5000,9513,944978,,,,6,EA,EA,,,8292.78,1,"1190,88",1361,,,,,,V1,,,,,,,,,
100,0200000804,00040,MZ-FG-C10,5000,9079,838703,,,,10,EA,EA,,,105.0,1,1050,1200,,,,,,V3,,,,,,,,,
100,0200000805,00010,MZ-TG-A26,3001,4398,576375,,,,3,EA,EA,,,2395.65,1,"1662,5",1900,,,X,,,V2,,,,,,,,,
100,0200000805,00020,MZ-TG-Y240,1002,8483,715398,,,,5,EA,EA,,,70.0,1,350,400,,,X,,,V3,,,,,,,,,
100,0200000806,00010,MZ-TG-SR01,1001,0427,150952,,,,8,EA,EA,,,525.0,1,4200,4800,,,,,,V3,,,,,,,,,
100,0200000806,00020,MZ-FG-C900,1001,3236,288643,,,,9,EA,EA,,,3743.44,1,"459,38",525,,,,,,V3,,,,,,,,,
100,0200000806,00030,MZ-FG-R200,3000,7232,699424,,,,9,EA,EA,,,9182.79,1,"1311,63",1499,,,X,,,V1,,,,,,,,,
100,0200000806,00040,MZ-FG-R300,3001,6006,859209,,,,3,EA,EA,,,3122.02,1,"1093,75",1250,,,X,,,,,,,,,,,,
100,0200000806,00050,MZ-FG-C990,1000,8978,386314,,,,7,EA,EA,,,1030.45,1,"630,88",721,,,X,,,V3,,,,,,,,,
100,0200000806,00060,MZ-TG-SR01,2001,0262,259008,,,,3,EA,EA,,,1400.0,1,4200,4800,,,X,,,V2,,,,,,,,,
100,0200000807,00010,MZ-FG-E15,1000,6906,605882,,,,6,EA,EA,,,6354.49,1,"3499,13",3999,,,X,,,V3,,,,,,,,,
100,0200000807,00020,TG11,2000,6992,754256,,,,4,EA,EA,,,656.25,1,2625,3000,,,,,,V1,,,,,,,,,
100,0200000807,00030,MZ-FG-C10,5001,2545,468125,,,,3,EA,EA,,,350.0,1,1050,1200,,,X,,,V1,,,,,,,,,
100,0200000807,00040,MZ-FG-C900,5000,9661,740942,,,,6,EA,EA,,,349.04,1,"459,38",525,,,X,,,V1,,,,,,,,,
100,0200000808,00010,MZ-FG-C990,1000,3594,008266,,,,8,EA,EA,,,4191.26,1,"630,88",721,,,X,,,,,,,,,,,,
100,0200000808,00020,MZ-FG-C900,1002,1519,313696,,,,7,EA,EA,,,8351.19,1,"459,38",525,,,,,,V1,,,,,,,,,
100,0200000810,00010,MZ-TG-E202,3000,5118,956916,,,,5,EA,EA,,,7801.58,1,"4024,13",4599,,,X,,,,,,,,,,,,
100,0200000810,00020,CM-FL-V00,1002,9299,220950,,,,1,EA,EA,,,5307.71,1,"699,13",799,,,,,,V2,,,,,,,,,
100,0200000810,00030,MZ-FG-E15,2001,1732,793027,,,,5,EA,EA,,,3574.9,1,"3499,13",3999,,,X,,,V1,,,,,,,,,
100,0200000811,00010,MZ-FG-R300,4000,1350,662119,,,,4,EA,EA,,,4510.39,1,"1093,75",1250,,,,,,,,,,,,,,,
100,0200000813,00010,MZ-TG-Y200,5000,4694,875418,,,,5,EA,EA,,,2226.98,1,"349,13",399,,,,,,V1,,,,,,,,,
100,0200000813,00020,MZ-FG-R100,4000,7353,915743,,,,1,EA,EA,,,2814.55,1,"4374,13",4999,,,X,,,V3,,,,,,,,,
100,0200000814,00010,MZ-FG-R300,1002,0268,000655,,,,9,EA,EA,,,3271.2,1,"1093,75",1250,,,X,,,,,,,,,,,,
100,0200000814,00020,MZ-FG-R300,5000,2928,884751,,,,1,EA,EA,,,1971.17,1,"1093,75",1250,,,,,,V1,,,,,,,,,
100,0200000814,00030,MZ-TG-A20,3000,0903,019579,,,,1,EA,EA,,,6100.7,1,"3499,13",3999,,,,,,,,,,,,,,,
100,0200000814,00040,MZ-FG-E102,1001,6176,125647,,,,6,EA,EA,,,4291.3,1,"349,13",399,,,,,,V3,,,,,,,,,
100,0200000814,00050,MZ-FG-E16,3000,8214,376215,,,,9,EA,EA,,,5850.5,1,"2186,63",2499,,,X,,,,,,,,,,,,
100,0200000816,00010,MZ-FG-P010,1002,7474,543647,,,,6,EA,EA,,,9495.92,1,"1049,13",1199,,,,,,V2,,,,,,,,,
100,0200000816,00020,MZ-FG-C900,1002,5187,955730,,,,2,EA,EA,,,9857.86,1,"459,38",525,,,X,,,V3,,,,,,,,,
100,0200000816,00030,MZ-FG-C20,2001,8185,812689,,,,2,EA,EA,,,3434.33,1,"1190,88",1361,,,,,,,,,,,,,,,
100,0200000816,00040,M1,1002,9937,769019,,,,9,EA,EA,,,111.22,1,1001,1144,,,,,,V2,,,,,,,,,
100,0200000817,00010,MZ-TG-A20,1001,7539,857968,,,,1,EA,EA,,,587.3,1,"3499,13",3999,,,,,,,,,,,,,,,
100,0200000817,00020,MZ-FG-C20,1000,4480,229858,,,,8,EA,EA,,,4633.69,1,"1190,88",1361,,,,,,V2,,,,,,,,,
100,0200000817,00030,MZ-FG-E16,4000,4103,372097,,,,9,EA,EA,,,6090.74,1,"2186,63",2499,,,,,,V2,,,,,,,,,
100,0200000818,00010,MZ-FG-M500,5000,0175,347246,,,,8,EA,EA,,,2518.89,1,"4811,63",5499,,,X,,,V2,,,,,,,,,
100,0200000818,00020,MZ-FG-C900,1001,0372,410955,,,,6,EA,EA,,,4894.26,1,"459,38",525,,,X,,,V2,,,,,,,,,
100,0200000818,00030,MZ-FG-C20,3001,3877,657880,,,,10,EA,EA,,,6764.37,1,"1190,88",1361,,,,,,V3,,,,,,,,,
100,0200000818,00040,M-01,1001,6286,109233,,,,7,EA,EA,,,7080.11,1,"279,13",319,,,X,,,,,,,,,,,,
100,0200000819,00010,MZ-FG-E101,4000,9388,310333,,,,7,EA,EA,,,6885.22,1,"217,88",249,,,,,,V1,,,,,,,,,
100,0200000820,00010,MZ-TG-Y240,1001,9294,479082,,,,8,EA,EA,,,43.75,1,350,400,,,,,,,,,,,,,,,
100,0200000820,00020,MZ-FG-E16,1002,3385,678176,,,,9,EA,EA,,,6429.41,1,"2186,63",2499,,,,,,V3,,,,,,,,,
100,0200000820,00030,MZ-FG-P010,5001,2907,558147,,,,1,EA,EA,,,4453.95,1,"1049,13",1199,,,X,,,V2,,,,,,,,,
