MANDT,LIFNR,LAND1,NAME1,NAME2,NAME3,NAME4,ORT01,ORT02,PFACH,PSTL2,PSTLZ,REGIO,SORTL,STRAS,ADRNR,MCOD1,MCOD2,MCOD3,ANRED,BAHNS,BBBNR,BBSNR,BEGRU,BRSCH,BUBKZ,DATLT,DTAMS,DTAWS,ERDAT,ERNAM,ESRNR,KONZS,KTOKK,KUNNR,LNRZA,LOEVM,SPERR,SPERM,SPRAS,STCD1,STCD2,STKZA,STKZU,TELBX,TELF1,TELF2,TELFX,TELTX,TELX1,XCPDK,XZEMP,VBUND,FISKN,STCEG,STKZN,SPERQ,GBORT,GBDAT,SEXKZ,KRAUS,REVDB,QSSYS,KTOCK,PFORT,WERKS,LTSNA,WERKR,PLKAL,DUEFL,TXJCD,SPERZ,SCACD,SFRGR,LZONE,XLFZA,DLGRP,STCD3,STCD4,STCD5,PROFS,EMNFR,LFURL,CONFS,UPDAT,UPTIM,NODEL,PODKZB
100,0000000541,BE,"Mcdaniel, Cox and Mills",N/A,,,Hildburghausen   ,,951-0380,69894,89317,RN,"MCDANIEL, ",419 Turner Mills,310808,"MCDANIEL, COX AND MILLS",,,Mr.,,,,0002,A,,,,,18.06.2024,beatesteinbe,,,0001,,,,,,P,4809854487,,,X,,+33 2 43 09 86 3,,+33 2 14 68 96 0,,,,,,,DE90483346586,,,,,,,,,,,1000,,,03,,,,,,,,,,,,,,https://www.coulon.org/,,20250524,084502,,
100,0000000542,ES,شركة أرامكو السعودية,KGaA,matrix collaborative,N/A,Câmara do Sul,N/A,N/A,510-9105,92606,NV,شركة أرامك,371 加藤 Street,415578,شركة أرامكو السعودية,,,Herr,,,,0002,T,,,,,25.10.2017,dda-rosa,,,0001,,,,,,F,1373142175,,,,,(0114)4960806   ,+33 4 22 79 94 4,,,,,,,,DE17827305976,,,,,,,,,,,1002,,,02,,,,,,,,,,,,,,,,20240930,142844,,
100,0000000543,SE,Meyer-Espinoza,SARL,enable turn-key supp,,Cassiano Paulista   ,Lobenstein,22724,B7C 6UZ,60154,IN,MEYER-ESPI,386 岡本 Street,898622,MEYER-ESPINOZA   ,,,Frau,,,,0003,S,,,,,20130725,uyamaguchi,,,KRED,,,,,,D,4686296610,,,,,0143157746,+441314960657,,,,,,,,DE80843714926,,,,,,,,,,,1002,,,03,,,,,,,,,,,,,,,,20250610,191457,,
100,0000000544,ES,Andrade,N/A,N/A,,横浜市旭区   ,Höxter,00178,27420,22589-873,NM,ANDRADE,6 Patel Trail,910708,ANDRADE   ,,,,,,,0001,E,,,,,20120308,qmyers,,,LIEF,,,X,,,D,6117134025,,,,,001-212-366-4609,,,,,,,,,DE06422764349,,,,,,,,,,,1001,,,03,,,,,,,,,,,,,,,,20250203,113326,,
100,0000000545,SE,شركة أرامكو السعودية,- EI,N/A,,Thibault,Araújo,,55282,E6 3AJ,PA,شركة أرامك,"54, rue Diallo",294578,شركة أرامكو السعودية,,,Mr.,,,,,K,,,,,22.01.2024,mnakamura,,,0001,,,,,,F,7404772464,,,,,734-577-4116x028,,,,,,,,,DE72834190671,,,,,,,,,,,2001,,,01,,,,,,,,,,,,,,,,20240717,061205,,
100,0000000546,FR,Gerlach Schmiedecke GmbH & Co. OHG   ,,,N/A,Guillou,N/A,02489,00732,79991,SP,GERLACH SC,456 藤原 Street,434407,GERLACH SCHMIEDECKE GMBH ,,,Firma,,,,0001,T,,,,,20210107,clarkemalcol,,,KRED,,,,,,D,0806313959,,,,,(020) 74960931,,,,,,,,,DE43578459073,,,,,,,,,,,5001,,,01,,,,,,,,,,,,,,,,20251208,035300,,
100,0000000547,US,Todd Inc,,N/A,,国分寺市,,RH70 0QA,04736,62632,MG,TODD INC   ,"Studio 32B
Price Alley",980470,TODD INC,,,Herr,,,,0003,Q,,,,,20190222,jonas78,,,LIEF,,,,,,P,8937987752,,,,,(0141) 4960421,,,,,,,,,DE39996369184,,,,,,,,,,,5001,,,02,,,,,,,,,,,,,,,,20250112,155053,,
100,0000000548,SE,合同会社藤井ガス,- EI,N/A,,Neunburg vorm Wald,Prenzlau,15533-317,963-3730,87682,SD,合同会社藤井ガス,Krausgasse 2-8,502100,合同会社藤井ガス,,,Mr.,,,,,C,,,,,08.10.2017,jopichdunja,,,0001,,,,,,F,2786499587,,,,,0300 282 6290   ,,,,,,,,,,,,,,,,,,,,5000,,,03,,,,,,,,,,,,,,,,20260106,100521,,
100,0000000549,PL,Wilson-Bartlett   ,Ltd,leverage back-end e-,,立川市,N/A,BB7N 9HE,49419,45962-438,AC,WILSON-BAR   ,715 石井 Street,685070,WILSON-BARTLETT,,,,,,,0001,P,,,,,29.05.2017,fyamamoto,,,KRED,,,,,,J,,,,,,+1-963-419-0537x,,,,,,,,,DE18251103186,,,,,,,,,,,5000,,,01,,,,,,,,,,,,,,https://vasconcelos.com/,,20240927,094642,,
100,0000000550,JP,有限会社渡辺銀行,N/A,N/A,N/A,East Philipstad,Koblenz,N/A,75665-732,658-7808,MA,有限会社渡辺銀行,0685 Laura Unions,233094,有限会社渡辺銀行   ,,,Mr.,,,,,M,,,,,20160621,ravy40,,,0001,,,,,,J,2147061653,,,,,0619667601,,,,,,,,,DE30534289078,,,,,,,,,,,2000,,,03,,,,,,,,,,,,,,,,20251001,094327,,
100,0000000551,ES,McDonald Ltd,LLC,streamline real-time,N/A,Sandovalshire,Macedo de Pereira,N/A,86307,78413,PA,MCDONALD L,boulevard de Chevallier,087496,MCDONALD LTD,,,Mr.,,,,,R,,,,,09.06.2017,ryanberg,,,LIEF,,,,,,P,2298308788,,,,,+33 (0)4 89 07 1,07988 824375,,,,,,,,,,,,,,,,,,,3000,,,03,,,,,,,,,,,,,,,,20250414,132053,,
100,0000000552,PL,中川ガス有限会社,e.G.,,N/A,Raynaud   ,N/A,,37165094,31596378,WY,中川ガス有限会社,915 Sally Stream,369004,中川ガス有限会社   ,,,,,,,,K,,,,,20.08.2015,kumikotanaka,,,LIEF,,,,,,E,9046449405,,,X,,080-3009-7154   ,,0490013367,,,,,,,DE81519394278,,,,,,,,,,,2001,,,01,,,,,,,,,,,,,,http://www.palmer-miller.net/,,20260403,120020,,
100,0000000553,NL,"Madden, Martin and Clarke",N/A,,N/A,West Joystad,印旛郡酒々井町,N/A,49779,72400-303,MN,"MADDEN, MA",75989 Thompson Drive Suite 947   ,419495,"MADDEN, MARTIN AND CLARKE",,,Herr,,,,0001,O,,,,,20150827,eoneal,,,KRED,,,X,,,E,,,,,,070-0986-0681,080-2519-9010,+49(0)1666 11772,,,,,,,DE63349227770,,,,,,,,,,,5001,,,03,,,,,,,,,,,,,,,,20250218,222358,,
100,0000000554,IT,Lowe-Henry,PLC,disintermediate inte,,Evanshaven   ,Smithmouth,52324,SN2 3YQ,96562-807,FM,LOWE-HENRY,"Flat 0
Ellis Walks",558048,LOWE-HENRY,,,Herr,,,,,B,,,,,05.07.2020,molly13,,,LIEF,,,,,,E,9407828625,,,X,,21 5434 4821,(084) 8729 3706,,,,,,,,,,,,,,,,,,,2000,,,03,,,,,,,,,,,,,,http://www.sinclair.info/,,20250927,151828,,
100,0000000555,IN,Gillet Moreau S.A.S.,e.G.,N/A,N/A,Grégoirenec,Archermouth,,601-8800,02637,VI,GILLET MOR,"Feira Natália Cirino, 298",239657,GILLET MOREAU S.A.S.,,,Herr,,,,0003,F,,,,,05.01.2024,sharon77,,,LIEF,,,,,,D,,,,X,,(258)322-6231x67,21 3764 4512,,,,,,,,DE56222083464,,,,,,,,,,,4000,,,01,,,,,,,,,,,,,,https://www.fields.com/,,20250106,214330,,
100,0000000556,IT,Campos,N/A,,N/A,Mendonça,N/A,,382-8116,98831,IA,CAMPOS,"60, boulevard Xavier Gilles",625096,CAMPOS   ,,,,,,,0002,F,,,,,23.03.2019,talbuquerque,,,LIEF,,,,,,E,4123528889,,,,,0191 498 0071,070-8886-0811,06-9939-9451   ,,,,,,,DE71492360368,,,,,,,,,,,4000,,,02,,,,,,,,,,,,,,https://www.le.com/,,20250630,010433,,
100,0000000557,IN,da Luz   ,e.G.,N/A,N/A,Auger-la-Forêt,New Adrianside,09113,868-7741,29131,GA,DA LUZ,"774, rue Boyer",312178,DA LUZ   ,,,Firma,,,,0001,B,,,,,15.12.2021,fhudson,,,0001,,,,,,E,7042327588,,,X,,+49(0) 721326776,,(0909)8790831,,,,,,,,,,,,,,,,,,3000,,,02,,,,,,,,,,,,,,http://www.da.edu.br/,,20240830,185912,,
100,0000000558,IT,株式会社加藤水産,Inc,monetize clicks-and-,,Schwandorf,,N/A,11986,60772720,MS,株式会社加藤水産,3533 Michael Creek   ,262510,株式会社加藤水産,,,Firma,,,,0001,H,,,,,20210601,anthonyknigh,,,0001,,,,,,P,9461730515,,,X,,+49(0)6527 26189,,001-453-710-0179,,,,,,,DE33209673092,,,,,,,,,,,1002,,,01,,,,,,,,,,,,,,http://jackson.com/,,20260607,175156,,
100,0000000559,IT,Fernandes Nunes e Filhos   ,S.A.,,N/A,Mendonça da Praia,Lake Kylehaven,CM4P 0AJ,261-6064,64201,WV,FERNANDES ,"Conjunto Cunha, 20   ",519889,FERNANDES NUNES E FILHOS,,,Firma,,,,0003,P,,,,,09.10.2011,popekenneth,,,LIEF,,,,,,F,6091750751,,,,,84 6533 9036,0800 267 7504,029 2018857,,,,,,,DE16228439656,,,,,,,,,,,1002,,,,,,,,,,,,,,,,,http://www.ditschlerin.de/,,20260329,063232,,
100,0000000560,SE,Viana,N/A,N/A,,Blanc   ,N/A,,27197,31459,MS,VIANA   ,29069 Torres Flat,642729,VIANA,,,,,,,0003,C,,,,,20230324,karstenneusc,,,0001,,,,,,P,3610909824,,,,,01134960204,,,,,,,,,,,,,,,,,,,,2001,,,03,,,,,,,,,,,,,,https://www.sakamoto.net/,,20240804,201200,,
100,0000000561,AT,Rios,Ltd,N/A,N/A,Correia,Meppen,23291,028-9437,17540,MS,RIOS   ,"Studio 05
Naylor Plaza   ",739339,RIOS,,,Ms.,,,,,T,,,,,02.09.2011,leslie55,,,0001,,,,,,E,6910829656,,,,,00236 074170,,,,,,,,,DE20646467647,,,,,,,,,,,4000,,,01,,,,,,,,,,,,,,,,20260210,045058,,
100,0000000562,AU,"Green, Gomez and Garner",PLC,cultivate robust con,,Port Rachael,N/A,44916,S7 0XJ,30253,AC,"GREEN, GOM",776 Heather Ways Apt. 910,071970,"GREEN, GOMEZ AND GARNER",,,Ms.,,,,0001,S,,,,,25.08.2011,kholt,,,LIEF,,,,,,P,5744540691,,,,,+1-843-399-9257x,,(785)751-4382,,,,,,,DE38767384315,,,,,,,,,,,1000,,,01,,,,,,,,,,,,,,,,20260130,135238,,
100,0000000563,KR,斎藤ガス合同会社   ,Group,aggregate strategic ,,Duarte,Salmonboeuf,N/A,41343076,667-3779,OK,斎藤ガス合同会社,816 福田 Street,170242,斎藤ガス合同会社,,,Firma,,,,,A,,,,,09.12.2013,jacquesaubry,,,0001,,,,,,F,N/A,,,X,,020 7946 0626,,,,,,,,,DE63743738013,,,,,,,,,,,5001,,,01,,,,,,,,,,,,,,,,20250713,215405,,
100,0000000564,BE,Cooper Ltd,,re-contextualize cro,,Eutin,Port Randyside,66370,71992,38301-485,PE,COOPER LTD   ,Núcleo Luana Albuquerque,804189,COOPER LTD,,,Frau,,,,0002,G,,,,,14.09.2018,graeme14,,,KRED,,,,,,E,2446288261,,,,,+33 (0)5 86 82 6,+33 4 11 60 87 3,(011) 7620 7347   ,,,,,,,DE14931813722,,,,,,,,,,,2000,,,03,,,,,,,,,,,,,,,,20251215,023751,,
100,0000000565,CA,Morgan-Santos,- ME,enable granular func,,HenryBourg   ,Freising,N/A,58830213,62164,AL,MORGAN-SAN   ,"Rodovia das Neves, 8",760287,MORGAN-SANTOS,,,Mr.,,,,0002,S,,,,,01.11.2021,martinsnicol,,,LIEF,,,X,,,F,9072648810,,,X,,001-983-549-1164   ,,,,,,,,,DE03916781288,,,,,,,,,,,5001,,,01,,,,,,,,,,,,,,,,20241218,230346,,
100,0000000566,BR,青木通信株式会社,Ltd,N/A,N/A,Burg,,56230678,08957,67014-128,KS,青木通信株式会社,Renate-Freudenberger-Gasse 9624   ,485623,青木通信株式会社   ,,,,,,,,K,,,,,25.03.2019,clivethomas,,,0001,,,,,,D,8861732776,,,,,001-582-827-8146,,,,,,,,,DE63951368990,,,,,,,,,,,1001,,,01,,,,,,,,,,,,,,,,20250313,050725,,
100,0000000567,CN,Société Générale,and Sons,,,Thomasberg,,,50256,81163,DE,SOCIÉTÉ GÉ,"69, boulevard de Morvan",610376,SOCIÉTÉ GÉNÉRALE,,,Mr.,,,,0003,T,,,,,20141226,scottcollins,,,0001,,,,,,E,2940380437,,,X,,090-3663-3756,+49(0)2698 08655,645.735.7777x859,,,,,,,DE86199707839,,,,,,,,,,,4000,,,03,,,,,,,,,,,,,,,,20251101,144311,,
100,0000000568,CA,Geisel OHG mbH   ,S.A.,N/A,N/A,Novais,Lake Rebeccafort,56055738,10960-066,53981,TN,GEISEL OHG,Thies-Kostolzin-Straße 2,456979,GEISEL OHG MBH,,,Frau,,,,0001,G,,,,,20161211,hjacobi-jaec,,,0001,,,,,,P,8143369757,,,X,,0443250165,,,,,,,,,DE54606834260,,,,,,,,,,,3000,,,02,,,,,,,,,,,,,,,,20241113,010051,,
100,0000000569,US,Pereira,N/A,N/A,,Kerrymouth,,,12619,PO02 9HA,MA,PEREIRA   ,213 Turner Station   ,579990,PEREIRA,,,,,,,0002,H,,,,,20130205,correialaris,,,LIEF,,,,,,P,N/A,,,,,0900 696 6081,,,,,,,,,DE72566872306,,,,,,,,,,,1001,,,01,,,,,,,,,,,,,,https://yamaguchi.com/,,20241124,120350,,
100,0000000570,AU,有限会社橋本運輸,SARL,N/A,,Roth,North Mary,40289,43882-697,73385,IA,有限会社橋本運輸   ,"Residencial Vitor Hugo Vargas, 986",969087,有限会社橋本運輸,,,Firma,,,,,M,,,,,23.03.2017,ahooper,,,KRED,,,,,,P,6391418359,,,X,,31 1041 3677   ,,07 49 59 32 24,,,,,,,,,,,,,,,,,,1002,,,02,,,,,,,,,,,,,,,,20251221,151210,,
100,0000000571,CN,"Campbell, Carter and Owens   ",Inc,synergize clicks-and,,RoyVille   ,N/A,N/A,KA8 0XQ,506-7869,AC,"CAMPBELL,    ","Alameda Heitor Correia, 393",679746,"CAMPBELL, CARTER AND OWEN",,,Firma,,,,0003,H,,,,,19.01.2025,eric93,,,KRED,,,,,,J,1771862667,,,X,,+44(0)151 496 00,,+49(0)4527 86109,,,,,,,DE86163386381,,,,,,,,,,,1000,,,03,,,,,,,,,,,,,,https://froehlich.de/,,20240701,215831,,
100,0000000572,CA,Bailly Pottier S.A.S.,,N/A,,Garcia de Cavalcante   ,N/A,N/A,71394,12893482,PW,BAILLY POT,53650 Schultz Locks   ,696900,BAILLY POTTIER S.A.S.,,,Herr,,,,0002,I,,,,,20210324,eigenwillige,,,KRED,,,,,,F,9233152404,,,X,,40-9466-5497,,+33 (0)4 69 36 4   ,,,,,,,DE57584276861,,,,,,,,,,,1001,,,,,,,,,,,,,,,,,,,20260206,232021,,
100,0000000573,JP,da Costa Câmara S.A.,,repurpose virtual ne,,Aragão das Pedras,Ansbach,M1 3GS,34655,12038,SC,DA COSTA C   ,"56, rue Denis Marion",928914,DA COSTA CÂMARA S.A.,,,,,,,0001,J,,,,,20170521,legrosvaleri,,,0001,,,,,,J,3535425628,,,,,0942018445,,,,,,,,,,,,,,,,,,,,1002,,,,,,,,,,,,,,,,,,,20260317,082312,,
100,0000000574,BE,Thierry S.A.,Ltda.,enable leading-edge ,,鴨川市,Caldeira do Campo,,969-5714,465-3580,BA,THIERRY S.   ,Hinrich-Drubin-Ring 7/5   ,944280,THIERRY S.A.,,,Frau,,,,0001,N,,,,,20150521,kristine46,,,0001,,,,,,J,5400923195,,,,,090-7513-4074,487.430.5390x034,,,,,,,,DE20555562849,,,,,,,,,,,2001,,,,,,,,,,,,,,,,,http://sato.com/,,20250322,060051,,
100,0000000575,CH,Rolland Valentin S.A.,,N/A,N/A,川崎市中原区,Timothyhaven,,W8D 1XZ,442-5920,MG,ROLLAND VA,"Alameda de Machado, 75",567032,ROLLAND VALENTIN S.A.   ,,,Mr.,,,,0003,M,,,,,12.10.2016,llaporte,,,0001,,,,,,P,1887587509,,,X,,090-3109-5188,070-2075-2046,,,,,,,,DE07439064847,,,,,,,,,,,2000,,,03,,,,,,,,,,,,,,,,20241109,175518,,
100,0000000576,AT,Hermighausen,Ltd,,,Mallersdorf   ,,84206,53778,35595,AK,HERMIGHAUS,"335, chemin Astrid Poulain",083130,HERMIGHAUSEN   ,,,Firma,,,,0003,A,,,,,20210911,sousaisabela,,,LIEF,,,,,,D,,,,,,+49(0)7319718901,,,,,,,,,DE01618321529,,,,,,,,,,,3001,,,,,,,,,,,,,,,,,http://www.todd.com/,,20240806,224027,,
100,0000000577,KR,Garcia,N/A,incentivize holistic,N/A,調布市,,168-1186,81007,B8S 7ZX,VA,GARCIA,0564 Little Springs,585757,GARCIA,,,,,,,,T,,,,,20120315,perretcecile,,,LIEF,,,,,,J,N/A,,,,,+55 81 3086-0428,070-3367-5947,+55 41 1672-3246,,,,,,,DE10999937848,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,https://camargo.com/,,20260309,194253,,
100,0000000578,IN,"Smith, Stewart and Lewis",,deliver granular inf,,Chevallier   ,N/A,N/A,EH0V 4XA,910-8446,RR,"SMITH, STE",58044 Brian Island,772112,"SMITH, STEWART AND LEWIS",,,Ms.,,,,0002,J,,,,,20180719,leelucas,,,LIEF,,,,,,E,,,,X,,+49(0) 049820700   ,,(867)655-4753,,,,,,,,,,,,,,,,,,3001,,,01,,,,,,,,,,,,,,http://moura.com/,,20240910,185100,,
100,0000000579,IT,"Schmidt, Davis and Riggs   ",,N/A,,日野市,Sigmaringen,,37290,57768,RR,"SCHMIDT, D","751, avenue de Fontaine",237014,"SCHMIDT, DAVIS AND RIGGS",,,Ms.,,,,,J,,,,,04.11.2015,lynda46,,,LIEF,,,,,,D,0950715199,,,,,(051) 6635-2152   ,,03 57 71 10 70,,,,,,,,,,,,,,,,,,2001,,,03,,,,,,,,,,,,,,https://humbert.org/,,20251208,161146,,
100,0000000580,CN,Tomlinson LLC,,revolutionize distri,,Boulay,N/A,,62881566,87223,AK,TOMLINSON ,183 福田 Street   ,363568,TOMLINSON LLC   ,,,,,,,0003,A,,,,,12.12.2025,mai33,,,KRED,,,,,,J,,,,,,02 85 59 61 15,,,,,,,,,,,,,,,,,,,,3001,,,01,,,,,,,,,,,,,,,,20251112,104625,,
100,0000000581,GB,Société Générale,S.A.,,N/A,横浜市港北区,Lüdinghausen,N/A,89084548,CR77 3EG,PE,SOCIÉTÉ GÉ,876 Walker Avenue,197447,SOCIÉTÉ GÉNÉRALE,,,,,,,0003,B,,,,,20160103,texiermichel,,,KRED,,,,,,D,5224696851,,,,,+55 71 1676-2187,,(021) 3096 4742,,,,,,,DE92175171352,,,,,,,,,,,1000,,,01,,,,,,,,,,,,,,http://www.kato.net/,,20250802,002720,,
100,0000000582,CN,Mendès et Fils,and Sons,N/A,,Plauen,N/A,WR2M 2NX,121-6338,87448,FM,MENDÈS ET ,Dörrstraße 6-5   ,141191,MENDÈS ET FILS,,,Firma,,,,,M,,,,,20140228,costaelise,,,KRED,,,,,,J,1473912983,,,X,,+49(0)0574580766,,,,,,,,,DE84480127712,,,,,,,,,,,4000,,,,,,,,,,,,,,,,,https://hecker.net/,,20260610,084927,,
100,0000000583,IN,Seifert Otto GmbH   ,,N/A,,Lake Jamesside,新島村,B64 9ZR,02937,32429,GU,SEIFERT OT,"88, boulevard Garcia   ",386562,SEIFERT OTTO GMBH,,,Frau,,,,0002,J,,,,,12.09.2021,zoltan94,,,0001,,,,,,J,0080598018,,,,,+44808 1570909,070-0300-5378,,,,,,,,,,,,,,,,,,,3000,,,,,,,,,,,,,,,,,,,20250728,234346,,
100,0000000584,AU,Pires,N/A,leverage frictionles,N/A,Garcia de Ramos,N/A,,21215,15198,NV,PIRES   ,2929 Sweeney Drives,863583,PIRES,,,Herr,,,,0003,J,,,,,18.04.2018,lamroger,,,0001,,,,,,P,9263898749,,,X,,+44(0)306 999 02,,,,,,,,,DE59109233558,,,,,,,,,,,5000,,,01,,,,,,,,,,,,,,,,20250305,043334,,
100,0000000585,XX,da Luz Guerra e Filhos,SARL,utilize B2C applicat,N/A,Sainte MichelleVille   ,Azevedo das Pedras,,72435,02798914,GO,DA LUZ GUE,891 清水 Street,848749,DA LUZ GUERRA E FILHOS,,,Firma,,,,0002,D,,,,,14.09.2012,nakamurasayu,,,0001,,,,,,P,0092628865,,,X,,+44(0)28 9018 08,,,,,,,,,DE80720080570,,,,,,,,,,,1001,,,,,,,,,,,,,,,,,,,20250814,004411,,
100,0000000586,GB,"Adams, Storey and Storey",e Filhos,,N/A,長生郡長南町,Chauveau-sur-Richard,14124,23624,49470025,OK,"ADAMS, STO",Via Manuela Carvalho,460957,"ADAMS, STOREY AND STOREY   ",,,,,,,,E,,,,,25.05.2026,laura80,,,KRED,,,,,,P,7248774763,,,X,,029 2018 0925,,,,,,,,,DE83572890910,,,,,,,,,,,2001,,,,,,,,,,,,,,,,,,,20251129,042831,,
100,0000000587,XX,das Neves   ,,N/A,,Ingolstadt,Natashachester,N/A,331-6294,368-0400,SP,DAS NEVES,"378, avenue de Ruiz   ",713000,DAS NEVES,,,Firma,,,,,A,,,,,20230206,cowens,,,0001,,,,,,P,N/A,,,X,,+55 21 8042 0223   ,,,,,,,,,DE55464533479,,,,,,,,,,,5001,,,,,,,,,,,,,,,,,https://bryant-lewis.biz/,,20250306,053352,,
100,0000000588,ES,da Paz   ,PLC,,N/A,Saint Élisabethdan,Hildesheim,N/A,286-2679,E3D 4DZ,PB,DA PAZ   ,Rua Abreu   ,677436,DA PAZ,,,Frau,,,,0002,E,,,,,20200712,bolzmannanne,,,LIEF,,,,,,J,4890985927,,,X,,+33 (0)4 38 14 5,,(0306) 999 0370,,,,,,,DE43694749347,,,,,,,,,,,3001,,,,,,,,,,,,,,,,,,,20251115,214829,,
100,0000000589,US,"Lowe, Francis and Mistry",N/A,extend robust functi,,Jamesland,Brownmouth,40284-595,780-7238,73428,RJ,"LOWE, FRAN   ",8130 Stone Mission   ,183594,"LOWE, FRANCIS AND MISTRY   ",,,Mr.,,,,0003,M,,,,,20160401,salesmaite,,,LIEF,,,,,,E,2345923258,,,X,,001-387-876-4580,,,,,,,,,DE24557116274,,,,,,,,,,,5000,,,03,,,,,,,,,,,,,,,,20250222,075450,,
100,0000000590,FR,田中ガス合同会社,- ME,,,Lake Claire,Legrand,29870-252,47685,43517236,AL,田中ガス合同会社,Geislerstraße 2,354722,田中ガス合同会社,,,Herr,,,,0001,C,,,,,05.09.2015,arnaudmanon,,,KRED,,,,,,J,0553061139,,,,,(231)874-0281,,,,,,,,,DE04589275234,,,,,,,,,,,2000,,,03,,,,,,,,,,,,,,https://greer.com/,,20250629,131730,,
100,0000000591,FR,Vasseur Daniel SARL,Inc,re-intermediate end-,,Abreu Verde,,N/A,04475-017,56655,SD,VASSEUR DA,"869, rue de Goncalves   ",242043,VASSEUR DANIEL SARL,,,Firma,,,,,K,,,,,20240804,mariana33,,,LIEF,,,,,,D,0631910697,,,,,0385981828,,+49(0) 997486980   ,,,,,,,DE36359114202,,,,,,,,,,,1002,,,,,,,,,,,,,,,,,,,20250410,004121,,
100,0000000592,AT,Fisher Ltd,Inc,enable customized de,,印旛郡本埜村,羽村市,,43509791,53295617,CE,FISHER LTD   ,676 佐藤 Street,953614,FISHER LTD   ,,,Ms.,,,,,M,,,,,16.09.2013,danielalbuqu,,,KRED,,,X,,,J,8307090633,,,X,,602-545-4224x922,+33 (0)2 55 73 1,,,,,,,,,,,,,,,,,,,4000,,,03,,,,,,,,,,,,,,,,20241021,003810,,
100,0000000593,AT,Birch-Lane,Group,,,Vargas,横浜市港南区,,01441-245,G45 7AW,OK,BIRCH-LANE,"Via de Ferreira, 5",293374,BIRCH-LANE,,,Firma,,,,,I,,,,,20220423,grace06,,,LIEF,,,,,,E,5358338789,,,,,(08977) 738243,,080-1462-9222,,,,,,,DE91905309458,,,,,,,,,,,2000,,,03,,,,,,,,,,,,,,http://www.atkinson.com/,,20250315,041903,,
100,0000000594,JP,Ferreira Mendes S.A.,- EI,N/A,N/A,Amystad,Fonseca do Norte,653-6242,139-2283,84100,MA,FERREIRA M,"Studio 41Y
Dorothy Circle",562412,FERREIRA MENDES S.A.   ,,,Frau,,,,0003,I,,,,,21.05.2017,chantal52,,,LIEF,,,,,,F,6768094059,,,X,,+44(0)116 496030,,+33 (0)5 62 18 6,,,,,,,DE47033642453,,,,,,,,,,,3000,,,,,,,,,,,,,,,,,,,20241015,211414,,
100,0000000595,ES,Carvalho Jesus e Filhos,- ME,,,Eberswalde,杉並区,N/A,07078101,12448056,BA,CARVALHO J,874 Anthony Glens,100723,CARVALHO JESUS E FILHOS,,,Mr.,,,,0002,G,,,,,20190919,ogonzales,,,LIEF,,,,,,E,1492049930,,,X,,334-703-7152x431,,81 8309 5312   ,,,,,,,DE64041210704,,,,,,,,,,,4000,,,03,,,,,,,,,,,,,,https://www.taylor.com/,,20260601,194749,,
100,0000000596,FR,Zimmer Anders AG & Co. OHG,,strategize vertical ,,Groß-Gerau,Marques,07801,N3 1EP,15899,PW,ZIMMER AND,"Recanto Brito, 63   ",341061,ZIMMER ANDERS AG & CO. OH,,,Herr,,,,0002,999,,,,,21.03.2013,yukifukuda,,,0001,,,,,,J,6504725531,,,X,,(788)378-5066x06   ,+55 (051) 7371 2,,,,,,,,,,,,,,,,,,,3001,,,03,,,,,,,,,,,,,,,,20250214,075438,,
100,0000000597,XX,Ullrich Weinhold AG & Co. KGaA,N/A,N/A,,匝瑳市,Howarthville,,138-3026,533-7331,SC,ULLRICH WE   ,949 Lauren Greens Apt. 450,664273,ULLRICH WEINHOLD AG & CO.   ,,,Frau,,,,,D,,,,,20240115,shepherdcher,,,KRED,,,,,,D,6966481105,,,,,+49(0)8860969253,,+441414960010,,,,,,,DE29272430677,,,,,,,,,,,5001,,,01,,,,,,,,,,,,,,http://www.murakami.com/,,20250918,214808,,
100,0000000598,NL,Guillou,N/A,N/A,,Colin-sur-Lefèvre,香取郡神崎町,N/A,66162017,N1S 6RB,RJ,GUILLOU   ,rue Lenoir,039092,GUILLOU,,,Firma,,,,0003,S,,,,,20220321,lewisturner,,,KRED,,,,,,E,,,,,,5707824089,(081) 6736-0863,,,,,,,,DE39950666760,,,,,,,,,,,4000,,,02,,,,,,,,,,,,,,,,20250227,164307,,
100,0000000599,AU,"Johnson, Decker and Williams   ",AG & Co. OHG,N/A,,Sainte Benoîtboeuf,New Cynthia,624-0693,51194,120-8269,WA,"JOHNSON, D   ",Nohlmansstr. 1/4,177491,"JOHNSON, DECKER AND WILLI",,,Firma,,,,0002,F,,,,,25.06.2023,yoko12,,,LIEF,,,,,,E,7675500437,,,,,070-8306-9250,,,,,,,,,,,,,,,,,,,,2001,,,01,,,,,,,,,,,,,,http://lopes.org/,,20251006,151555,,
100,0000000600,CA,Geisel   ,LLC,matrix turn-key acti,N/A,Güstrow   ,South David,107-2798,60557,045-0422,NM,GEISEL,103 小川 Street,234160,GEISEL,,,,,,,0001,M,,,,,20180210,xmude,,,0001,,,,,,P,9097578851,,,,,+55 81 2950 8386,,,,,,,,,,,,,,,,,,,,2000,,,02,,,,,,,,,,,,,,http://www.coleman.net/,,20250411,034459,,
