MANDT,LIFNR,EKORG,WERKS,SPERM,LOEVM,PLIFZ,MNGLG,MNGKO,MNGZE,UEBTO,UNTTO,UGBTO
100,0000001315,3000,2001,,,20,,,,15.5,1.3,
100,0000000495,1000,1001,,,8,,,,6.7,3.4,
100,0000001278,4000,3000,,,16,,,,16.5,8.3,
100,0000001107,3000,2001,,,15,,,,3.0,4.8,
100,0000001020,1000,3001,,,13,,,,3.0,1.1,
100,0000001165,2000,1002,,,4,,,,15.9,3.0,
100,0000000908,5000,2001,,,17,,,,18.3,9.4,
100,0000001751,3000,2001,,,27,,,,15.4,6.3,
100,0000000008,1000,3001,,,17,,,,6.7,7.7,
100,0000001368,1000,5001,,,10,,,,3.7,4.9,
100,0000001126,4000,5000,,,5,,,,4.3,8.1,
100,0000001405,4000,3000,,,8,,,,1.7,2.5,
100,0000001896,4000,1001,,,23,,,,14.5,9.6,
100,0000001848,4000,4000,,,15,,,,9.2,5.1,
100,0000000588,2000,3001,,,24,,,,0.3,6.3,
100,0000000612,4000,1001,,,23,,,,18.5,2.4,
100,0000000952,4000,3001,,,25,,,,9.6,10.0,
100,0000000424,5000,3000,,,4,,,,17.7,4.3,
100,0000000784,2000,2000,,,23,,,,18.4,3.2,
100,0000000055,4000,2001,,,28,,,,13.1,3.8,
100,0000001372,2000,2000,,,22,,,,11.0,8.3,
100,0000000694,3000,3000,,,26,,,,17.0,6.7,
100,0000001901,4000,3000,,,29,,,,0.7,4.6,
100,0000000204,4000,1002,,,8,,,,17.7,4.9,
100,0000000350,3000,3001,,,5,,,,10.3,9.7,
100,0000000825,2000,2001,,,25,,,,19.3,1.9,
100,0000001776,4000,1002,,,15,,,,6.6,3.5,
100,0000001802,4000,1002,,,5,,,,6.9,6.9,
100,0000001193,2000,2000,,,26,,,,19.4,5.1,
100,0000000605,2000,5000,,,15,,,,9.7,6.6,
100,0000001990,1000,1000,,,3,,,,2.9,1.3,
100,0000000124,4000,5001,,,6,,,,7.5,0.0,
100,0000001500,4000,4000,,,4,,,,0.8,7.3,
100,0000000242,1000,5001,,,7,,,,6.1,8.1,
100,0000000130,4000,1000,,,21,,,,8.3,7.0,
100,0000000263,5000,5000,,,11,,,,1.6,3.5,
100,0000001727,2000,5000,,,29,,,,9.8,9.5,
100,0000001447,4000,2000,,,28,,,,9.0,7.4,
100,0000000676,2000,5000,,,28,,,,8.5,4.5,
100,0000000453,5000,3001,,,24,,,,20.0,0.7,
100,0000001242,1000,1000,,,18,,,,14.0,7.9,
100,0000001880,5000,5000,,,27,,,,7.6,9.1,
100,0000001911,2000,2000,,,11,,,,1.9,2.9,
100,0000001024,2000,1000,,,3,,,,11.7,5.5,
100,0000000166,1000,1002,,,21,,,,7.2,6.6,
100,0000001922,3000,2001,,,16,,,,2.1,0.7,
100,0000001721,3000,1002,,,14,,,,7.9,0.0,
100,0000001485,3000,4000,,,2,,,,9.4,1.5,
100,0000000340,2000,5000,,,26,,,,1.4,7.1,
100,0000000060,3000,3000,,,30,,,,15.7,8.8,
100,0000000019,1000,4000,,,6,,,,5.0,0.4,
200,0000000924,3000,4000,,,9,,,,18.4,7.2,
100,0000000184,4000,2001,,,5,,,,14.3,9.5,
100,0000000376,1000,5001,,,28,,,,2.8,3.7,
100,0000000647,1000,2001,,,13,,,,12.3,0.0,
100,0000000389,2000,1001,,,4,,,,3.8,7.1,
100,0000001558,2000,1002,,,25,,,,5.6,7.2,
100,0000001754,5000,5000,,,4,,,,7.3,5.9,
100,0000001967,1000,4000,,,18,,,,0.4,9.3,
100,0000000711,5000,3001,,,17,,,,11.2,1.4,
100,0000001027,2000,2001,,,30,,,,8.7,1.0,
100,0000000570,2000,2001,,,30,,,,5.1,7.0,
100,0000001308,4000,4000,,,23,,,,11.2,2.3,
100,0000001833,1000,5000,,,21,,,,7.7,6.5,
100,0000001577,5000,5000,,,14,,,,6.7,1.6,
100,0000000731,1000,1000,,,28,,,,5.2,8.5,
100,0000000034,4000,5000,,,6,,,,10.1,7.5,
100,0000001069,2000,5000,,,19,,,,6.0,6.4,
100,0000001140,3000,2001,,,13,,,,5.6,2.2,
100,0000001143,3000,1002,,,5,,,,14.8,8.9,
100,0000001620,2000,1001,,,3,,,,12.4,9.5,
100,0000001892,5000,1000,,,4,,,,8.5,5.7,
100,0000000477,4000,4000,,,1,,,,16.3,1.8,
100,0000001912,2000,1000,,,22,,,,4.1,1.1,
100,0000000426,1000,5000,,,18,,,,1.9,6.5,
100,0000001346,2000,5000,,,27,,,,11.2,2.5,
100,0000000949,1000,1000,,,23,,,,17.6,3.0,
100,0000001187,2000,2001,,,26,,,,15.0,0.5,
100,0000000451,4000,1000,,,29,,,,11.6,4.0,
100,0000000494,4000,2000,,,8,,,,17.8,1.5,
100,0000000115,1000,5000,,,21,,,,19.1,6.1,
100,0000000984,4000,5000,,,14,,,,18.8,1.8,
100,0000001801,5000,5001,,,13,,,,18.7,9.6,
100,0000001627,5000,2001,,,26,,,,5.3,2.8,
100,0000001954,3000,1000,,,15,,,,12.5,0.7,
100,0000001270,2000,2001,,,20,,,,2.7,9.9,
100,0000001184,4000,1001,,,1,,,,13.2,7.3,
100,0000001548,4000,3000,,,26,,,,7.5,4.1,
100,0000001798,2000,2000,,,22,,,,11.0,4.9,
100,0000000208,3000,5000,,,27,,,,2.8,1.2,
100,0000001778,4000,2001,,,17,,,,14.8,8.9,
100,0000000302,1000,5000,,,8,,,,18.0,4.8,
100,0000001458,3000,2000,,,25,,,,14.7,9.8,
100,0000000747,4000,3000,,,7,,,,0.8,8.2,
100,0000000420,5000,5001,,,3,,,,17.3,9.1,
100,0000001945,3000,2000,,,15,,,,10.0,2.0,
100,0000000331,5000,4000,,,12,,,,10.6,3.7,
100,0000001160,2000,1002,,,14,,,,1.4,1.6,
100,0000001492,3000,1001,,,30,,,,0.6,1.5,
100,0000001978,3000,3000,,,13,,,,14.7,0.7,
100,0000001338,2000,1002,,,13,,,,1.8,1.0,
100,0000000810,4000,4000,,,15,,,,16.7,8.3,
100,0000000073,3000,2001,,,4,,,,2.6,9.6,
100,0000001352,1000,4000,,,18,,,,13.2,9.3,
100,0000000158,5000,3000,,,7,,,,10.6,3.5,
100,0000001402,1000,5001,,,25,,,,12.0,7.8,
100,0000001964,3000,3001,,,23,,,,14.6,3.0,
100,0000000355,4000,2000,,,3,,,,10.2,9.4,
100,0000000198,2000,2000,,,24,,,,3.8,0.2,
100,0000000629,3000,3001,,,28,,,,8.4,1.8,
100,0000000726,1000,3000,,,9,,,,13.4,9.9,
100,0000000169,2000,4000,,,22,,,,4.2,2.6,
100,0000000865,2000,5000,,,22,,,,18.9,4.0,
100,0000000755,1000,3000,,,16,,,,4.9,5.3,
100,0000000760,3000,5000,,,26,,,,15.0,4.4,
100,0000001136,3000,2001,,,8,,,,13.0,9.6,
100,0000001161,3000,5000,,,20,,,,18.7,7.8,
100,0000001888,4000,2001,,,24,,,,10.4,8.7,
100,0000001451,1000,1000,,,7,,,,8.3,1.7,
100,0000000842,3000,1000,,,25,,,,9.2,3.6,
100,0000000467,3000,4000,,,14,,,,12.9,5.8,
100,0000001852,1000,2001,,,5,,,,18.9,1.1,
100,0000001401,4000,5001,,,6,,,,10.4,6.9,
100,0000000627,5000,5001,,,28,,,,4.2,7.4,
100,0000000940,1000,1002,,,22,,,,14.6,4.3,
100,0000000953,5000,5000,,,3,,,,19.0,9.3,
100,0000000629,4000,2000,,,12,,,,10.4,1.9,
100,0000000951,3000,2001,,,17,,,,9.3,4.8,
100,0000000106,2000,1002,,,17,,,,1.7,8.2,
100,0000000373,1000,2000,,,7,,,,14.0,9.4,
100,0000001007,3000,1001,,,18,,,,8.8,5.8,
100,0000001555,2000,2000,,,1,,,,9.6,8.2,
100,0000000204,5000,1001,,,24,,,,14.6,0.0,
100,0000001509,5000,5000,,,9,,,,3.2,9.4,
100,0000000945,2000,1001,,,25,,,,11.1,1.5,
100,0000001306,2000,1001,,,27,,,,6.2,1.6,
100,0000000974,5000,5000,,,26,,,,1.6,4.8,
100,0000001336,4000,2000,,,11,,,,10.7,1.1,
100,0000001601,5000,3001,,,27,,,,13.4,7.2,
100,0000001243,5000,5000,,,1,,,,15.5,6.9,
100,0000000614,2000,1002,,,17,,,,4.6,7.1,
100,0000001900,1000,3001,,,26,,,,15.4,9.2,
100,0000000374,4000,2001,,,11,,,,9.0,5.9,
100,0000001086,2000,1002,,,12,,,,0.8,1.7,
100,0000000481,5000,3000,,,6,,,,6.8,9.9,
100,0000000508,3000,2001,,,19,,,,0.6,5.3,
100,0000001245,4000,2001,,,27,,,,13.3,2.5,
100,0000000986,4000,5000,,,27,,,,4.2,1.4,
100,0000000586,2000,4000,,,3,,,,13.9,4.2,
100,0000001976,2000,1000,,,26,,,,1.9,8.1,
100,0000000016,2000,3001,,,11,,,,2.0,5.3,
100,0000000893,2000,1001,,,10,,,,5.8,9.5,
100,0000001818,5000,4000,,,8,,,,5.5,8.4,
100,0000002000,1000,2000,,,17,,,,3.3,4.7,
100,0000000134,5000,4000,,,28,,,,15.1,1.2,
100,0000001806,5000,2000,,,28,,,,11.8,5.0,
100,0000000893,5000,5000,,,21,,,,14.4,4.1,
100,0000001676,2000,1000,,,23,,,,16.0,4.0,
100,0000001515,1000,5001,,,15,,,,5.6,5.6,
100,0000000213,1000,1001,,,30,,,,16.6,5.7,
100,0000001626,2000,5001,,,23,,,,17.4,1.0,
100,0000000858,2000,3001,,,30,,,,15.4,1.8,
100,0000000456,5000,4000,,,28,,,,1.3,9.4,
100,0000000539,4000,1002,,,11,,,,0.8,8.8,
100,0000001906,2000,4000,,,5,,,,4.2,5.3,
100,0000000115,3000,1001,,,1,,,,15.4,9.4,
100,0000001456,4000,1002,,,27,,,,16.2,6.8,
100,0000001505,2000,3000,,,11,,,,18.1,3.0,
100,0000000526,4000,2001,,,13,,,,7.8,6.6,
100,0000000697,4000,1000,,,1,,,,13.3,6.4,
100,0000001702,2000,1000,,,12,,,,16.3,4.8,
100,0000001749,4000,4000,,,16,,,,4.1,4.2,
100,0000001149,2000,5000,,,30,,,,11.3,2.8,
100,0000000628,1000,3000,,,10,,,,11.4,0.6,
100,0000000676,5000,3001,,,27,,,,3.4,7.3,
100,0000000392,5000,5001,,,12,,,,2.8,3.0,
100,0000001577,2000,5001,,,9,,,,5.3,4.9,
100,0000001724,2000,1001,,,9,,,,9.2,0.7,
100,0000001164,5000,1000,,,30,,,,14.7,8.7,
100,0000000617,1000,5001,,,30,,,,8.5,1.0,
100,0000000729,1000,1000,,,17,,,,0.0,3.9,
100,0000001322,2000,1001,,,11,,,,15.3,3.5,
100,0000000789,4000,1002,,,15,,,,14.4,7.7,
100,0000000772,5000,3000,,,1,,,,0.2,2.5,
100,0000001397,2000,1000,,,22,,,,4.1,2.4,
100,0000000438,3000,5001,,,9,,,,18.1,5.8,
100,0000000342,5000,2001,,,2,,,,6.9,3.0,
100,0000001847,4000,3001,,,8,,,,4.2,2.1,
100,0000000686,5000,1000,,,25,,,,4.0,9.0,
100,0000001426,3000,1000,,,26,,,,10.1,3.5,
100,0000001912,5000,1002,,,14,,,,6.0,1.6,
100,0000000128,5000,1001,,,27,,,,17.6,6.5,
100,0000000463,3000,5001,,,29,,,,7.1,1.1,
100,0000001795,3000,4000,,,13,,,,18.8,7.0,
100,0000001467,1000,2001,,,4,,,,10.3,5.3,
100,0000001335,5000,1000,,,25,,,,14.4,8.0,
100,0000001797,2000,1002,,,30,,,,10.6,3.2,
100,0000001923,3000,1001,,,2,,,,5.1,0.1,
100,0000001612,4000,1002,,,26,,,,17.3,1.4,
100,0000000853,2000,4000,,,22,,,,2.1,4.0,
100,0000001502,4000,4000,,,23,,,,14.5,0.7,
100,0000000430,4000,2000,,,18,,,,8.5,8.8,
100,0000001271,1000,5001,,,12,,,,9.7,0.3,
100,0000000396,3000,4000,,,13,,,,7.9,2.7,
100,0000001026,1000,1001,,,4,,,,0.6,10.0,
100,0000000391,2000,1002,,,12,,,,5.1,9.9,
100,0000001586,3000,1000,,,7,,,,7.5,5.7,
100,0000000755,5000,4000,,,8,,,,6.7,1.8,
100,0000001248,1000,2000,,,28,,,,9.2,7.8,
100,0000001076,1000,3001,,,18,,,,6.7,2.2,
100,0000001489,3000,4000,,,29,,,,17.3,3.9,
100,0000001194,2000,5001,,,22,,,,2.3,4.8,
100,0000001261,4000,3001,,,7,,,,14.4,2.9,
100,0000000913,5000,2000,,,5,,,,19.5,6.3,
100,0000000791,4000,1002,,,14,,,,17.5,9.1,
100,0000000920,4000,3000,,,27,,,,0.3,8.6,
100,0000000882,4000,5001,,,19,,,,12.4,5.6,
100,0000001576,4000,3000,,,12,,,,0.2,2.2,
100,0000000800,1000,1000,,,7,,,,4.2,5.1,
100,0000000328,5000,1000,,,21,,,,11.8,4.9,
100,0000001719,4000,3001,,,11,,,,15.0,0.5,
100,0000000459,5000,5000,,,7,,,,1.4,3.4,
100,0000001427,2000,1002,,,18,,,,4.4,5.3,
100,0000001511,5000,2000,,,22,,,,15.8,1.4,
100,0000000558,1000,1002,,,8,,,,7.9,1.5,
100,0000000792,4000,2000,,,12,,,,2.4,0.1,
100,0000001530,1000,1002,,,23,,,,6.5,0.6,
100,0000001382,2000,3000,,,13,,,,16.6,4.8,
100,0000001325,2000,5001,,,19,,,,10.0,3.1,
100,0000000924,2000,2000,,,9,,,,4.7,0.2,
100,0000001678,1000,2001,,,2,,,,13.8,1.4,
100,0000000679,4000,3001,,,24,,,,18.0,0.6,
100,0000000803,5000,3001,,,16,,,,1.4,6.5,
100,0000001552,1000,5001,,,12,,,,6.5,8.8,
100,0000000169,4000,4000,,,6,,,,12.6,0.7,
100,0000000262,4000,2001,,,28,,,,9.4,7.8,
100,0000000222,5000,2001,,,26,,,,9.4,8.9,
100,0000001926,2000,5001,,,3,,,,0.4,0.2,
100,0000000245,5000,1001,,,4,,,,11.8,4.0,
100,0000000928,2000,2000,,,27,,,,10.2,1.8,
100,0000001283,1000,1001,,,8,,,,19.3,8.6,
100,0000001846,5000,2000,,,12,,,,2.4,4.3,
100,0000000068,1000,3000,,,14,,,,15.4,8.6,
100,0000000772,2000,5000,,,4,,,,3.5,6.6,
100,0000000150,1000,3000,,,9,,,,13.6,6.0,
100,0000000118,2000,5001,,,12,,,,14.0,1.5,
100,0000000215,4000,1001,,,7,,,,6.2,4.9,
100,0000001058,2000,1002,,,28,,,,6.8,8.7,
100,0000000406,2000,5000,,,23,,,,17.4,1.8,
100,0000000410,1000,3000,,,5,,,,1.8,2.3,
100,0000001709,1000,5000,,,20,,,,2.5,1.6,
100,0000000820,2000,3000,,,3,,,,13.3,8.9,
100,0000000476,1000,1001,,,4,,,,11.3,7.6,
100,0000001118,2000,4000,,,27,,,,0.3,1.6,
100,0000000259,3000,5000,,,9,,,,1.1,6.9,
100,0000001211,2000,3000,,,25,,,,10.2,9.3,
100,0000000761,1000,3000,,,2,,,,0.6,5.6,
100,0000000946,5000,4000,,,27,,,,5.9,4.3,
100,0000000996,3000,2001,,,18,,,,5.0,4.7,
100,0000000137,3000,3000,,,23,,,,4.0,8.1,
100,0000001134,2000,1000,,,19,,,,1.4,5.1,
100,0000001175,4000,1002,,,25,,,,19.3,1.5,
100,0000001685,4000,2000,,,13,,,,17.6,1.6,
100,0000001182,2000,5000,,,19,,,,14.6,7.6,
100,0000000586,1000,4000,,,3,,,,0.3,0.7,
100,0000000503,5000,1002,,,28,,,,11.6,3.6,
100,0000000270,2000,1002,,,1,,,,4.3,8.9,
100,0000000319,4000,2000,,,17,,,,18.4,3.6,
100,0000000405,5000,1001,,,19,,,,1.7,4.6,
100,0000000316,3000,2001,,,13,,,,9.0,3.4,
100,0000000870,3000,1002,,,12,,,,5.7,3.8,
100,0000000997,3000,5001,,,28,,,,14.2,3.2,
100,0000001308,4000,4000,,,13,,,,12.0,1.4,
100,0000001208,1000,4000,,,3,,,,3.6,0.5,
100,0000000641,1000,5001,,,7,,,,0.9,5.4,
100,0000000366,4000,3001,,,23,,,,7.6,4.6,
100,0000001015,5000,4000,,,14,,,,0.7,0.8,
100,0000000367,1000,1001,,,10,,,,11.6,4.7,
100,0000000885,3000,5000,,,15,,,,10.4,4.3,
100,0000000571,2000,1002,,,28,,,,7.9,5.4,
100,0000000191,1000,1002,,,24,,,,2.9,8.7,
100,0000001339,5000,5000,,,10,,,,9.4,9.9,
100,0000001649,4000,1001,,,12,,,,19.9,6.4,
100,0000000450,5000,1001,,,2,,,,14.2,3.8,
100,0000000909,5000,3000,,,27,,,,19.2,7.1,
100,0000000891,1000,3000,,,12,,,,13.0,1.2,
100,0000000585,5000,5001,,,7,,,,15.7,2.8,
100,0000000925,4000,2001,,,20,,,,1.6,3.5,
100,0000000641,4000,2000,,,20,,,,15.9,5.1,
100,0000001779,3000,1002,,,3,,,,19.4,4.9,
200,0000001144,4000,5000,,,17,,,,8.1,8.6,
100,0000000597,4000,3000,,,18,,,,8.6,9.8,
100,0000001124,5000,5001,,,2,,,,10.1,4.6,
100,0000000672,4000,4000,,,28,,,,6.1,2.4,
100,0000001521,3000,5001,,,20,,,,17.2,7.3,
100,0000001688,4000,3001,,,23,,,,5.7,1.7,
100,0000000409,2000,1000,,,19,,,,12.5,5.0,
100,0000001315,5000,3000,,,20,,,,15.5,1.5,
100,0000001484,5000,1001,,,22,,,,1.3,5.6,
100,0000001758,2000,1000,,,4,,,,8.0,8.8,
100,0000000802,4000,2000,,,3,,,,13.0,0.9,
100,0000000547,2000,2001,,,4,,,,18.6,9.1,
100,0000001414,1000,2000,,,16,,,,4.4,2.5,
100,0000000485,5000,1000,,,11,,,,5.4,5.5,
100,0000000900,3000,5000,,,9,,,,16.1,3.8,
100,0000000666,2000,5000,,,12,,,,6.3,9.7,
100,0000001897,2000,5000,,,28,,,,3.3,4.3,
100,0000001441,4000,4000,,,16,,,,8.6,2.1,
100,0000001868,3000,1001,,,23,,,,19.9,8.2,
100,0000000938,1000,1002,,,14,,,,14.1,5.4,
100,0000000069,3000,3000,,,30,,,,11.1,5.8,
100,0000000978,2000,3000,,,26,,,,4.3,9.3,
100,0000000733,4000,3000,,,22,,,,17.9,7.3,
100,0000000319,3000,3001,,,18,,,,9.9,2.4,
100,0000001153,5000,2000,,,16,,,,8.8,4.8,
100,0000001727,1000,5001,,,17,,,,1.6,4.5,
100,0000001097,5000,2001,,,12,,,,1.1,6.6,
100,0000000133,4000,1002,,,22,,,,1.8,5.5,
100,0000000329,5000,1001,,,25,,,,12.4,1.7,
100,0000001602,1000,3001,,,3,,,,11.9,4.1,
100,0000000204,5000,5001,,,9,,,,6.6,10.0,
100,0000001912,1000,2001,,,5,,,,18.5,2.2,
100,0000001836,5000,5000,,,4,,,,18.5,3.4,
100,0000001953,2000,4000,,,16,,,,10.3,6.8,
100,0000000059,3000,1000,,,26,,,,16.1,6.5,
100,0000001345,1000,2001,,,1,,,,7.5,1.9,
100,0000001849,1000,3000,,,1,,,,15.1,8.5,
100,0000000364,1000,1001,,,15,,,,18.1,9.1,
100,0000001872,4000,1000,,,23,,,,4.9,5.4,
100,0000001424,3000,1002,,,2,,,,3.5,9.5,
100,0000001007,4000,5001,,,25,,,,9.3,0.8,
100,0000001908,5000,1000,,,8,,,,0.9,2.2,
100,0000001880,2000,1002,,,25,,,,1.2,5.5,
100,0000001534,5000,1001,,,8,,,,15.9,6.4,
100,0000000367,3000,4000,,,6,,,,7.7,4.6,
100,0000000066,1000,3000,,,24,,,,13.3,1.9,
100,0000000372,1000,2001,,,14,,,,4.4,8.5,
100,0000000831,2000,1000,,,30,,,,16.9,4.9,
100,0000001938,1000,1000,,,26,,,,6.8,5.8,
100,0000001981,2000,2001,,,4,,,,18.0,3.6,
100,0000000011,2000,5000,,,17,,,,11.8,4.2,
100,0000001284,4000,2001,,,29,,,,12.4,2.3,
100,0000001404,5000,2000,,,4,,,,10.3,6.3,
100,0000001593,2000,4000,,,13,,,,14.4,9.4,
100,0000001002,4000,1002,,,7,,,,5.2,5.3,
100,0000001612,5000,5000,,,14,,,,15.2,2.8,
100,0000001270,4000,1002,,,26,,,,2.1,2.6,
100,0000000679,4000,1002,,,10,,,,4.1,1.9,
100,0000000230,1000,1000,,,9,,,,7.2,3.6,
100,0000001498,1000,5000,,,14,,,,18.2,7.4,
100,0000000477,3000,1002,,,16,,,,4.4,5.0,
100,0000000944,4000,1002,,,11,,,,11.5,7.0,
100,0000001774,2000,1002,,,20,,,,2.6,2.7,
100,0000000709,1000,3000,,,3,,,,12.4,8.1,
100,0000000086,2000,3000,,,8,,,,8.3,8.6,
100,0000000598,3000,5001,,,27,,,,18.1,2.4,
100,0000001432,3000,3000,,,9,,,,6.5,7.7,
100,0000001940,4000,5001,,,5,,,,16.4,7.0,
100,0000000214,1000,5001,,,5,,,,19.9,2.4,
100,0000001791,5000,2000,,,11,,,,9.7,0.0,
100,0000000091,2000,3001,,,19,,,,17.6,3.3,
100,0000000103,3000,4000,,,27,,,,8.1,1.9,
100,0000000933,3000,2000,,,22,,,,0.4,4.5,
100,0000000004,1000,5001,,,4,,,,13.5,1.8,
100,0000000089,1000,1002,,,2,,,,18.2,9.1,
100,0000000802,5000,2000,,,24,,,,5.8,5.6,
100,0000000268,3000,2000,,,29,,,,14.6,7.6,
100,0000000290,2000,3000,,,19,,,,8.3,3.5,
100,0000000387,1000,1001,,,27,,,,16.6,3.8,
100,0000001219,2000,1002,,,2,,,,15.0,4.8,
100,0000000420,1000,2000,,,5,,,,16.4,7.8,
100,0000000177,1000,1001,,,15,,,,6.8,6.6,
100,0000000343,2000,2000,,,4,,,,9.7,1.4,
100,0000001496,4000,2001,,,9,,,,10.3,7.5,
100,0000000928,5000,1002,,,2,,,,0.5,6.3,
100,0000001948,2000,4000,,,3,,,,2.4,3.6,
100,0000000911,3000,4000,,,29,,,,11.1,9.4,
100,0000000284,3000,5001,,,4,,,,0.1,9.2,
100,0000001260,3000,5001,,,1,,,,17.1,8.1,
100,0000000371,4000,2000,,,12,,,,18.8,3.6,
100,0000000613,5000,3000,,,27,,,,7.9,4.0,
100,0000001899,4000,5000,,,18,,,,8.4,6.2,
100,0000001762,2000,1001,,,27,,,,15.1,5.0,
100,0000001739,5000,4000,,,27,,,,8.3,1.1,
100,0000000269,1000,5001,,,8,,,,3.1,9.1,
100,0000000132,2000,1002,,,14,,,,15.7,6.9,
100,0000001678,2000,5001,,,7,,,,6.6,0.2,
100,0000001165,1000,4000,,,21,,,,18.6,7.6,
100,0000001142,1000,3000,,,24,,,,5.6,0.1,
100,0000000805,4000,3000,,,4,,,,18.3,9.7,
100,0000000048,5000,1000,,,20,,,,6.9,4.7,
100,0000001726,2000,1002,,,3,,,,15.7,9.2,
100,0000001873,5000,2001,,,22,,,,10.0,7.7,
100,0000001593,2000,1002,,,12,,,,8.0,1.9,
100,0000000602,1000,5001,,,14,,,,19.7,7.2,
100,0000001581,5000,1001,,,22,,,,17.7,0.2,
100,0000000124,5000,1000,,,19,,,,19.0,5.8,
100,0000001026,1000,2000,,,24,,,,5.7,9.9,
100,0000001831,3000,1002,,,19,,,,0.6,6.8,
100,0000001527,4000,1002,,,19,,,,12.3,5.6,
100,0000000144,3000,1000,,,27,,,,19.6,10.0,
100,0000001712,5000,5000,,,19,,,,2.4,7.1,
100,0000000051,1000,2000,,,1,,,,7.1,7.1,
100,0000001933,3000,5000,,,9,,,,13.9,6.1,
100,0000001787,2000,1000,,,18,,,,9.4,7.1,
100,0000000383,1000,3001,,,15,,,,4.9,2.0,
100,0000001733,1000,5001,,,22,,,,6.2,2.6,
100,0000001919,1000,3000,,,8,,,,1.4,0.6,
100,0000000091,5000,5000,,,21,,,,6.2,4.8,
100,0000001029,2000,5000,,,25,,,,15.0,1.1,
100,0000001696,5000,2001,,,18,,,,4.2,1.2,
100,0000001084,4000,4000,,,2,,,,17.8,1.3,
100,0000001823,5000,2000,,,22,,,,15.7,2.7,
100,0000001232,3000,5001,,,6,,,,13.7,9.8,
100,0000000645,2000,2001,,,5,,,,9.9,1.6,
100,0000000693,5000,5001,,,2,,,,18.7,1.7,
100,0000001136,2000,5001,,,2,,,,6.5,4.8,
100,0000001468,1000,3001,,,3,,,,12.8,6.2,
100,0000001421,4000,2000,,,15,,,,10.6,2.5,
100,0000001299,3000,5000,,,6,,,,2.2,5.5,
100,0000000731,1000,4000,,,19,,,,19.0,8.6,
100,0000001681,2000,1000,,,12,,,,16.3,4.0,
100,0000000104,3000,1002,,,16,,,,18.6,5.3,
100,0000000463,5000,1002,,,19,,,,14.8,7.6,
100,0000001025,1000,2000,,,26,,,,0.6,5.3,
100,0000000118,1000,2001,,,9,,,,3.2,6.1,
100,0000000365,5000,5000,,,29,,,,6.3,2.7,
100,0000000143,5000,5001,,,21,,,,11.2,8.6,
100,0000000199,3000,4000,,,22,,,,0.7,7.1,
100,0000001767,1000,5001,,,1,,,,10.6,3.5,
100,0000001620,4000,1000,,,8,,,,3.5,9.7,
100,0000001825,3000,4000,,,1,,,,7.3,7.3,
100,0000000571,4000,3001,,,19,,,,10.9,2.4,
100,0000001031,2000,1001,,,3,,,,18.0,3.6,
100,0000001224,5000,1000,,,7,,,,8.5,9.9,
100,0000000796,2000,1002,,,10,,,,2.2,1.9,
100,0000001932,3000,5001,,,15,,,,4.7,6.1,
100,0000001654,4000,5000,,,3,,,,1.4,9.2,
100,0000001666,1000,5001,,,23,,,,2.4,7.8,
100,0000000247,3000,3000,,,30,,,,19.5,3.4,
100,0000001497,3000,2001,,,10,,,,13.2,3.0,
100,0000001697,5000,1000,,,9,,,,9.4,4.8,
100,0000000495,3000,2000,,,20,,,,0.9,4.4,
100,0000000723,2000,5000,,,6,,,,11.5,7.3,
100,0000000343,2000,5001,,,28,,,,2.4,9.6,
100,0000000190,2000,3000,,,20,,,,6.0,7.6,
100,0000000829,3000,2000,,,14,,,,16.8,6.8,
100,0000001745,5000,1000,,,28,,,,7.2,6.1,
100,0000001189,5000,1000,,,29,,,,7.3,0.8,
100,0000000195,4000,1001,,,21,,,,4.0,0.8,
100,0000000528,2000,2001,,,17,,,,4.5,5.3,
100,0000001983,3000,5001,,,15,,,,11.3,2.1,
100,0000001332,2000,4000,,,27,,,,19.1,0.8,
100,0000001647,1000,3000,,,29,,,,6.2,6.7,
100,0000000132,2000,5000,,,20,,,,1.4,9.8,
100,0000001884,3000,3001,,,3,,,,5.5,5.0,
100,0000000894,4000,5001,,,5,,,,10.1,8.3,
100,0000001543,5000,1001,,,3,,,,14.7,2.9,
100,0000001280,2000,3000,,,10,,,,6.3,0.7,
100,0000000777,2000,2000,,,7,,,,15.6,6.0,
100,0000001014,3000,4000,,,6,,,,17.8,8.7,
100,0000000971,4000,1000,,,15,,,,14.3,8.2,
100,0000001541,5000,5000,,,3,,,,14.7,1.0,
100,0000001147,1000,2001,,,17,,,,18.2,2.1,
100,0000000769,3000,1001,,,8,,,,9.6,2.3,
100,0000000710,2000,1002,,,7,,,,12.2,3.3,
100,0000000924,2000,3001,,,6,,,,4.4,9.1,
100,0000000426,5000,2001,,,19,,,,11.7,1.9,
100,0000000674,1000,1001,,,13,,,,4.3,5.5,
100,0000001654,5000,3000,,,26,,,,11.2,3.2,
100,0000000301,1000,2000,,,28,,,,14.6,1.4,
100,0000001029,4000,1002,,,27,,,,14.8,2.3,
100,0000001641,4000,2000,,,11,,,,5.3,3.6,
100,0000000372,2000,1000,,,24,,,,2.4,9.2,
100,0000000783,1000,5001,,,30,,,,19.6,3.4,
100,0000001738,5000,1002,,,29,,,,18.0,4.9,
100,0000001461,5000,3001,,,1,,,,12.7,5.1,
100,0000001376,2000,1000,,,2,,,,14.5,6.4,
100,0000001672,2000,1002,,,29,,,,17.7,2.4,
100,0000001515,1000,1002,,,18,,,,0.3,5.2,
