MANDT,KUNNR,BUKRS,AKONT,ZTERM,WAERS,ZUAWA,BEGRU,ALTKN,REPRF
100,0000000993,1000,586444,NT60,EUR,001,0003,,X
100,0000000635,4000,118491,2/10NET30,KRW,002,0002,,X
100,0000000340,2000,607758,NT90,CNY,001,0002,,
100,0000000334,1000,967217,NT90,USD,001,0002,,X
100,0000000077,5000,446971,0002,AUD,001,0003,,
100,0000000329,1000,097780,0001,BRL,001,0001,,X
100,0000000674,5000,473308,NT60,CNY,003,,,X
100,0000001065,1000,298163,2/10NET30,BRL,001,,,X
100,0000000109,2000,512670,NT90,CNY,003,0002,,X
100,0000000816,2000,299876,0001,BRL,002,0003,,
100,0000001745,1000,135258,NT60,KRW,003,0002,,
100,0000000356,1000,333179,NT30,AUD,003,0001,,
100,0000000783,2000,125939,0001,CHF,003,0002,,
100,0000001082,4000,779038,2/10NET30,CAD,002,,,
100,0000001073,2000,176198,0003,USD,001,0003,,
100,0000001243,4000,660423,NT90,CHF,002,0001,,
100,0000000630,3000,518273,NT30,AUD,001,0003,,
100,0000000757,4000,324815,NT90,USD,003,0003,,
100,0000000941,2000,401264,NT60,BRL,002,0001,,
100,0000000634,5000,324945,0003,BRL,003,0002,,X
100,0000000521,4000,328606,0002,CHF,003,,,
100,0000001387,5000,928162,0003,AUD,002,0001,,X
100,0000000598,1000,691419,0001,AUD,002,0001,,
100,0000001910,4000,454442,0002,EUR,001,0001,,X
100,0000000248,4000,139033,0002,JPY,002,,,X
100,0000001896,1000,210972,NT30,CHF,001,0001,,X
100,0000001316,5000,087691,0003,JPY,002,,,X
100,0000000122,2000,367798,0001,KRW,003,0003,,X
100,0000000962,3000,856774,0003,CAD,003,,,X
100,0000000808,3000,928077,0003,CNY,003,0002,,
100,0000001057,5000,721799,0002,CNY,002,,,X
100,0000001936,2000,941899,2/10NET30,CHF,003,0001,,X
100,0000001240,2000,247323,2/10NET30,CAD,003,0002,,
100,0000001053,1000,608014,2/10NET30,CAD,003,0001,,X
100,0000001736,2000,758779,NT90,CHF,002,0002,,X
100,0000001524,3000,925454,NT30,AUD,001,0002,,X
100,0000001452,1000,671335,0002,CAD,003,0002,,X
100,0000000452,1000,778968,0002,GBP,003,0002,,X
100,0000000106,1000,300891,0003,AUD,002,0002,,X
100,0000001304,3000,356123,NT60,AUD,002,0001,,
100,0000000414,4000,310876,0001,KRW,002,0003,,X
100,0000001119,2000,390791,NT60,KRW,001,0002,,
100,0000000981,2000,248296,NT30,EUR,002,0001,,
100,0000001192,5000,612233,NT90,GBP,001,0002,,X
100,0000001973,5000,251430,0003,BRL,001,0001,,
100,0000001142,4000,780161,0003,KRW,001,0001,,
100,0000000250,5000,657416,NT30,CHF,003,0003,,
100,0000000817,1000,933713,NT90,CHF,003,0003,,X
100,0000001174,2000,136184,0002,CHF,003,0003,,
100,0000000642,2000,831526,NT30,KRW,002,0001,,X
100,0000001547,2000,377927,0003,KRW,002,0002,,X
100,0000000700,5000,033394,NT30,CHF,003,0002,,X
100,0000001392,4000,455885,0001,KRW,001,0003,,
100,0000000821,3000,166407,NT90,CNY,002,0003,,X
100,0000000471,2000,497130,NT90,GBP,003,0003,,X
100,0000001117,3000,297799,NT90,CNY,002,0003,,
100,0000001162,5000,401832,0002,USD,001,0001,,X
100,0000001485,3000,358260,2/10NET30,AUD,002,,,X
100,0000000411,1000,945600,2/10NET30,CHF,002,0002,,X
100,0000001177,5000,468124,0003,EUR,002,0001,,
100,0000001376,4000,328636,0001,BRL,001,0002,,
100,0000001927,5000,023971,0003,CNY,003,,,X
100,0000000452,4000,397753,NT60,KRW,002,0003,,X
100,0000000155,4000,300080,0003,CNY,003,0001,,
100,0000001810,3000,509425,2/10NET30,CAD,001,0002,,X
100,0000001768,3000,259661,NT30,GBP,001,0002,,X
100,0000000026,4000,848694,0002,AUD,001,0001,,X
100,0000000068,4000,708179,NT60,CNY,002,0003,,
100,0000000145,5000,547765,0003,BRL,003,0002,,X
100,0000001947,4000,755134,0001,BRL,001,,,
100,0000001346,4000,132051,NT30,GBP,002,0001,,X
100,0000000342,4000,282839,0003,USD,001,,,X
100,0000001767,2000,712928,NT60,KRW,002,0001,,
100,0000001426,3000,257001,2/10NET30,GBP,002,0002,,X
100,0000001368,2000,433739,0003,AUD,001,0003,,
100,0000001027,4000,055318,0001,CNY,003,,,X
100,0000001744,1000,762810,0002,JPY,002,0003,,
100,0000001409,2000,976281,NT60,EUR,003,0001,,
100,0000000044,3000,533436,0002,CAD,002,0002,,
100,0000001816,3000,387600,0003,EUR,001,0003,,X
100,0000001319,1000,007839,2/10NET30,KRW,001,0003,,X
100,0000001912,4000,950226,NT30,GBP,003,0002,,
100,0000000435,2000,283555,0002,EUR,001,0003,,X
100,0000000884,5000,014879,NT90,EUR,003,,,X
100,0000001908,3000,151049,NT90,KRW,003,0001,,X
100,0000001399,1000,030855,0001,CNY,002,0002,,
100,0000001043,2000,477696,2/10NET30,JPY,001,,,
100,0000000596,3000,952839,2/10NET30,USD,002,0003,,
100,0000000995,5000,387839,NT90,AUD,002,,,
100,0000001281,3000,434275,0001,BRL,001,0003,,
100,0000000767,1000,530796,2/10NET30,KRW,001,0001,,
100,0000000417,1000,652376,0001,KRW,002,0003,,
100,0000001909,5000,054769,0002,GBP,002,0003,,X
100,0000001984,4000,443033,0003,GBP,003,0001,,
100,0000001200,2000,369571,NT90,EUR,002,,,X
100,0000001842,3000,026597,0001,CHF,002,,,X
100,0000000090,4000,985233,NT90,EUR,001,0002,,X
100,0000001331,4000,943551,NT30,CAD,003,0001,,
100,0000000796,5000,534209,0001,CAD,002,0002,,X
100,0000001634,3000,838363,0003,CAD,002,,,
100,0000001035,4000,745118,NT90,JPY,001,0001,,X
100,0000001597,2000,622859,0003,EUR,002,,,X
100,0000001464,5000,586847,0003,USD,003,0001,,X
100,0000001983,2000,740620,0001,JPY,002,,,
100,0000000789,1000,809537,NT30,CHF,002,0003,,X
100,0000001309,2000,360138,NT90,CHF,002,0002,,X
100,0000000256,5000,595943,NT90,CAD,001,,,X
100,0000001359,2000,844393,0003,AUD,002,0001,,
100,0000000322,4000,284386,0003,EUR,001,0001,,X
100,0000000283,3000,143534,0002,CAD,001,,,X
100,0000000170,1000,626234,0003,CAD,003,0001,,
100,0000001703,2000,651105,NT60,CAD,002,0003,,X
100,0000000701,5000,122476,0001,KRW,001,0001,,
100,0000001460,3000,297133,NT60,KRW,003,0001,,X
100,0000001195,2000,890007,2/10NET30,EUR,001,0002,,X
100,0000001627,5000,475032,0001,BRL,001,,,X
100,0000001102,1000,802239,NT60,AUD,003,0002,,
100,0000000013,5000,898229,NT60,CAD,003,,,X
100,0000000347,1000,188028,0002,KRW,002,0002,,X
100,0000001139,5000,985556,NT30,CNY,001,0002,,X
100,0000000749,4000,200384,2/10NET30,CHF,002,0002,,
100,0000001687,1000,347254,NT30,CHF,002,,,
200,0000000025,5000,667837,0003,BRL,003,0003,,
100,0000000271,3000,901462,2/10NET30,JPY,001,0001,,X
100,0000000465,2000,716274,2/10NET30,EUR,003,0002,,X
100,0000000103,1000,400739,NT60,USD,001,0002,,X
200,0000000321,5000,300398,0002,USD,003,0003,,
100,0000000797,3000,721576,2/10NET30,USD,001,0002,,
100,0000001537,3000,427569,NT60,EUR,002,0002,,X
100,0000001355,3000,931690,0001,BRL,001,0001,,
100,0000001019,1000,539461,NT60,CHF,003,0001,,
100,0000000674,4000,711902,2/10NET30,CNY,002,0002,,
100,0000000700,5000,564208,NT90,AUD,001,,,X
100,0000001743,4000,526297,0003,AUD,001,0001,,
100,0000001619,5000,398478,NT30,BRL,001,0002,,X
100,0000001406,3000,474733,0002,KRW,003,0001,,X
100,0000000185,2000,874179,2/10NET30,AUD,003,,,X
100,0000001137,4000,841086,NT60,USD,002,0001,,X
100,0000001009,1000,524146,2/10NET30,BRL,003,0003,,X
100,0000001450,5000,682259,NT30,BRL,002,0001,,X
100,0000001396,2000,415549,NT30,CNY,002,0003,,
100,0000001753,2000,718986,2/10NET30,GBP,002,0001,,
100,0000001649,2000,520563,0003,CHF,003,,,
100,0000000582,1000,961354,NT90,KRW,001,0002,,X
100,0000001164,5000,568414,NT60,CNY,001,,,X
100,0000000874,2000,910489,0002,CNY,003,,,X
100,0000001645,1000,927804,NT30,BRL,001,0001,,X
100,0000001629,1000,367849,0003,CHF,002,,,X
100,0000001561,1000,683413,NT90,AUD,001,0003,,X
100,0000000575,2000,138236,0002,EUR,001,,,X
100,0000001731,5000,496645,NT30,USD,001,0001,,
100,0000000594,2000,429470,0003,JPY,002,,,
100,0000000171,5000,456675,0003,JPY,003,0002,,
100,0000001576,5000,784334,NT60,KRW,001,0001,,
100,0000000883,1000,054915,NT30,CHF,001,0002,,X
100,0000000681,4000,925550,0003,EUR,002,0003,,X
100,0000001349,1000,310350,NT60,CAD,003,,,X
100,0000000025,4000,065791,NT60,CAD,002,0002,,
100,0000001160,1000,731895,NT60,BRL,003,0003,,
100,0000000546,4000,560232,NT30,KRW,001,,,
100,0000001484,5000,726484,0001,KRW,002,0002,,X
100,0000001146,3000,545820,0001,CAD,002,0003,,X
100,0000000637,3000,688641,NT90,KRW,003,0001,,
100,0000001698,3000,541252,0001,JPY,001,,,
100,0000001983,5000,090556,NT90,CAD,001,0001,,
100,0000000648,3000,234858,NT60,GBP,003,,,
100,0000000090,2000,149286,0003,USD,002,,,
100,0000000992,1000,529775,0001,CAD,003,0003,,X
100,0000001119,5000,232412,NT60,AUD,003,,,X
100,0000001126,1000,766721,0002,USD,003,0002,,X
100,0000001711,1000,387001,NT90,CHF,003,,,X
100,0000001483,4000,512630,0002,CAD,001,0002,,X
100,0000001616,1000,636984,NT60,CAD,003,0003,,X
100,0000001112,3000,611170,NT90,KRW,001,,,X
100,0000001647,4000,547895,0001,KRW,001,0001,,X
100,0000000595,5000,057777,NT30,EUR,003,0001,,
100,0000000758,4000,786611,NT90,CNY,003,0003,,X
100,0000000484,1000,974608,NT30,BRL,001,0003,,
100,0000001218,1000,335184,NT90,KRW,001,0002,,X
100,0000000124,1000,042573,NT30,CAD,001,0003,,
100,0000001513,4000,284452,NT90,USD,003,,,X
100,0000001326,5000,907166,0001,JPY,001,0003,,X
100,0000000400,1000,539471,2/10NET30,GBP,001,0003,,X
100,0000001167,1000,615865,NT60,CHF,001,,,
100,0000001867,1000,730816,NT30,AUD,002,0002,,
100,0000000778,4000,116874,2/10NET30,EUR,002,0003,,
100,0000001739,2000,316409,0002,CHF,001,0002,,X
100,0000001541,3000,357369,NT60,USD,002,,,
100,0000000565,5000,141209,NT90,BRL,001,0003,,
100,0000001680,3000,000072,0003,JPY,001,0003,,X
100,0000000431,4000,322184,2/10NET30,GBP,003,,,X
100,0000000147,5000,563064,NT60,KRW,002,0003,,
100,0000000045,1000,718583,2/10NET30,BRL,002,,,
100,0000001360,4000,074245,NT30,JPY,002,0001,,X
100,0000001920,1000,552489,2/10NET30,CAD,001,0001,,
100,0000000118,3000,901300,NT60,KRW,002,0002,,X
100,0000000153,2000,271560,NT60,GBP,001,0001,,
100,0000000221,1000,895981,NT60,AUD,001,0001,,X
100,0000001899,1000,410972,0001,BRL,001,0003,,X
100,0000001169,5000,394779,2/10NET30,CHF,003,0001,,
100,0000001887,5000,048056,0003,BRL,001,0002,,X
100,0000001202,3000,227249,NT60,USD,002,0002,,
100,0000000737,3000,124048,2/10NET30,EUR,002,0002,,
100,0000001413,2000,170336,NT60,CAD,002,,,
100,0000000006,4000,494292,0001,USD,003,,,
100,0000001353,2000,977120,0001,JPY,002,,,
100,0000001010,1000,795494,0003,JPY,002,0001,,
100,0000000386,2000,340384,NT60,EUR,002,,,
100,0000000183,2000,301408,NT60,CNY,003,,,
100,0000001615,2000,359939,NT30,AUD,002,,,
100,0000001940,5000,360541,NT60,CNY,003,,,X
100,0000001622,2000,564862,0001,AUD,002,0001,,X
100,0000000962,2000,657572,0001,AUD,003,,,X
100,0000001897,4000,529056,NT30,GBP,003,0003,,
100,0000001030,2000,465983,NT60,GBP,003,0001,,X
100,0000001450,3000,466023,NT90,CHF,003,0002,,
100,0000000381,4000,710079,NT30,USD,003,0003,,X
100,0000001533,3000,564707,0002,GBP,003,0002,,X
100,0000001570,3000,009634,0002,EUR,001,0001,,
100,0000001901,2000,241768,2/10NET30,EUR,003,0003,,X
100,0000001400,4000,415014,NT60,EUR,001,0001,,
100,0000001463,4000,424677,NT90,CHF,001,0001,,X
100,0000001659,1000,701854,0003,AUD,003,0001,,X
100,0000000936,3000,577789,NT60,BRL,002,0002,,X
100,0000001822,1000,120089,0001,CAD,003,0001,,
100,0000000526,2000,487541,NT60,CNY,003,0001,,X
100,0000000572,2000,116356,NT60,BRL,001,0002,,X
100,0000000439,5000,444949,0002,JPY,001,0002,,
100,0000000116,4000,968646,0003,KRW,003,0001,,X
100,0000001632,2000,706963,0003,EUR,002,0001,,X
100,0000001741,4000,439310,0003,KRW,001,,,
100,0000001427,3000,373536,2/10NET30,CNY,002,,,
100,0000000866,3000,923936,0003,BRL,003,0002,,
100,0000001039,3000,046687,NT90,CAD,001,0002,,
100,0000000909,4000,297703,0002,AUD,002,0001,,
100,0000001339,3000,306135,NT90,BRL,003,0001,,X
100,0000001319,2000,979134,0003,GBP,003,0003,,X
100,0000001478,1000,299191,NT30,USD,003,,,
100,0000000097,2000,840689,0002,AUD,002,0001,,X
100,0000000322,5000,019031,NT30,GBP,002,,,
100,0000001609,2000,480012,0002,USD,001,0002,,X
100,0000000162,2000,630107,0003,GBP,001,0003,,X
100,0000001949,1000,275581,NT60,KRW,002,0002,,X
100,0000000710,3000,913654,NT60,GBP,002,0002,,X
100,0000001497,1000,265769,NT90,CAD,003,0001,,
100,0000000827,5000,767483,0003,CHF,003,,,
100,0000001045,2000,790822,0002,GBP,001,,,
100,0000001158,3000,958264,NT60,JPY,003,0002,,X
100,0000000541,4000,080187,NT60,JPY,002,0003,,X
100,0000001738,2000,528232,0001,KRW,002,,,
100,0000001967,4000,123278,NT60,EUR,001,0002,,
100,0000000759,3000,869964,0002,CNY,002,0003,,
100,0000000925,2000,290425,2/10NET30,EUR,001,0003,,
100,0000001608,4000,127272,0001,GBP,003,0001,,
100,0000000652,2000,863492,NT30,JPY,002,0002,,X
100,0000000674,2000,607601,2/10NET30,CHF,001,0003,,
100,0000000949,3000,244120,NT90,BRL,002,0003,,
100,0000000478,1000,905176,0001,KRW,001,0001,,X
100,0000001597,5000,693013,0001,USD,001,0003,,X
100,0000000449,5000,033856,0003,AUD,003,0001,,
100,0000000364,3000,549039,0001,CHF,001,0002,,X
100,0000000893,3000,097944,0001,EUR,002,0001,,X
100,0000001734,1000,259021,NT30,BRL,001,0003,,X
100,0000000060,5000,029061,NT90,JPY,001,0002,,
100,0000000715,5000,819956,NT90,AUD,003,0003,,X
100,0000001617,2000,130171,0001,CAD,002,0003,,X
100,0000001527,3000,337143,NT60,AUD,003,0001,,
100,0000001134,5000,507362,0001,JPY,001,,,
100,0000001581,4000,631993,2/10NET30,EUR,002,0002,,X
100,0000001252,5000,844981,0001,BRL,001,0001,,X
100,0000000956,5000,417017,0001,CAD,002,0001,,
100,0000001230,1000,230538,0002,GBP,002,0003,,X
100,0000001102,1000,514274,NT60,JPY,003,0003,,
100,0000001534,5000,123942,0002,EUR,003,0002,,
100,0000000790,2000,758483,0002,AUD,001,0002,,X
100,0000000128,2000,640722,0001,KRW,003,0003,,
100,0000000726,2000,099371,NT60,KRW,001,0001,,X
100,0000000738,1000,221762,2/10NET30,AUD,003,0003,,
100,0000000173,1000,214965,0002,KRW,001,,,
100,0000001951,2000,255877,0003,CHF,002,0001,,X
100,0000000374,1000,722414,0001,USD,002,0003,,
100,0000000104,2000,094710,NT30,GBP,001,0001,,
100,0000001901,4000,398300,NT60,CAD,002,0001,,
100,0000001059,2000,143897,0001,EUR,002,0001,,X
100,0000001913,1000,585253,NT90,CNY,003,,,X
100,0000001135,3000,656402,0003,CHF,002,,,
100,0000001203,3000,823060,0001,GBP,002,0003,,
100,0000000521,4000,917170,0001,KRW,003,0002,,
100,0000001000,4000,873693,NT90,CHF,003,0001,,
100,0000001692,3000,074034,0002,JPY,002,0001,,X
100,0000000470,4000,125022,NT90,USD,003,0001,,
100,0000000012,4000,824272,0001,CHF,002,0003,,X
100,0000001975,3000,135248,0002,JPY,002,,,X
100,0000000257,1000,329534,0003,BRL,003,0001,,X
100,0000001336,3000,823161,NT90,CHF,003,0003,,X
100,0000001508,1000,092366,0001,CHF,001,0003,,
100,0000000419,3000,495641,NT60,EUR,001,,,X
100,0000001127,1000,773620,0001,CNY,002,,,X
100,0000001467,4000,390114,2/10NET30,CAD,001,0002,,X
100,0000000165,1000,142732,2/10NET30,USD,002,0002,,X
100,0000001813,3000,275907,NT60,BRL,002,0001,,X
100,0000000657,3000,672211,NT90,KRW,001,,,
100,0000000398,2000,110382,0001,JPY,003,0003,,
100,0000001100,5000,004914,NT30,CNY,001,0003,,X
100,0000000945,3000,056232,2/10NET30,EUR,002,0002,,
100,0000000353,2000,018771,NT30,JPY,001,0003,,X
100,0000000661,3000,181985,NT90,EUR,001,0001,,X
200,0000000054,2000,216673,0001,CNY,001,,,
100,0000001559,1000,363625,NT30,CAD,001,0001,,
100,0000000684,4000,530099,0001,KRW,001,0002,,X
100,0000001898,4000,923134,NT30,CNY,001,0001,,X
100,0000000043,1000,259436,0003,CNY,002,0002,,
100,0000001135,4000,323856,0003,BRL,002,,,X
100,0000000019,4000,425792,0002,CAD,003,0003,,X
100,0000000630,4000,092041,0001,KRW,002,0001,,
100,0000000980,5000,045916,2/10NET30,GBP,001,,,
100,0000001860,3000,402210,0001,BRL,001,0001,,X
100,0000000824,1000,788237,NT90,KRW,003,,,X
100,0000000332,1000,985128,0003,CHF,002,0002,,X
100,0000001716,3000,372213,NT30,CHF,003,,,
100,0000000856,1000,279352,0002,CAD,002,0002,,X
100,0000001362,2000,230681,NT60,CHF,003,0003,,X
100,0000000642,2000,932899,NT60,CAD,002,0001,,
100,0000000382,2000,632604,0002,CNY,003,0003,,X
100,0000000054,1000,098658,0002,CNY,001,,,X
100,0000001618,3000,297215,0002,JPY,003,,,X
100,0000001663,5000,761048,NT60,GBP,001,0002,,X
100,0000000557,2000,539036,0003,JPY,002,,,X
100,0000001065,2000,844123,NT90,GBP,003,,,X
100,0000001071,3000,628655,NT60,CAD,003,0003,,X
100,0000001612,1000,079742,0002,GBP,001,0001,,
100,0000000222,4000,001583,NT60,AUD,001,0002,,X
100,0000001248,3000,730281,2/10NET30,BRL,002,0001,,X
100,0000000636,4000,483308,NT90,GBP,002,0001,,X
100,0000001400,3000,203890,NT60,KRW,003,,,
100,0000001823,4000,831835,0002,CNY,002,0001,,X
100,0000000559,3000,483873,0001,KRW,003,0003,,X
100,0000000132,1000,607604,0001,GBP,003,0003,,
100,0000001027,1000,337374,2/10NET30,USD,003,0003,,X
100,0000000415,5000,478887,0003,USD,002,0002,,
100,0000001032,2000,423557,0002,CNY,003,,,
100,0000001447,4000,613359,0001,KRW,002,0001,,
200,0000000693,5000,510316,NT30,CHF,002,0001,,X
100,0000000217,1000,727067,0002,GBP,003,0001,,
100,0000001462,3000,328878,NT60,EUR,001,0002,,X
100,0000000856,1000,952375,NT60,USD,002,0003,,
100,0000000257,3000,819177,NT90,CAD,001,,,X
100,0000001825,4000,079705,NT90,AUD,003,0001,,X
100,0000000444,1000,658124,NT90,KRW,003,0003,,X
100,0000001651,1000,896191,0002,USD,002,0002,,
100,0000000389,5000,461005,NT30,GBP,003,0003,,X
100,0000000153,3000,415109,NT60,CAD,002,0002,,X
100,0000000246,4000,195686,2/10NET30,AUD,003,0001,,X
100,0000000504,2000,036768,0001,GBP,001,,,X
100,0000001676,3000,553578,0002,JPY,001,0001,,X
100,0000001311,3000,663607,0001,KRW,002,0002,,
100,0000000611,2000,638443,NT90,GBP,003,0001,,X
100,0000000179,1000,069716,0001,CHF,003,,,
100,0000000876,4000,063210,0001,USD,001,0002,,
100,0000000391,4000,179691,NT30,USD,003,0001,,X
100,0000000530,3000,176009,NT30,CHF,001,0001,,X
100,0000001466,1000,709965,NT90,AUD,001,,,X
100,0000000581,4000,808122,NT90,CHF,003,0001,,X
100,0000000311,5000,596060,NT60,KRW,002,0003,,X
100,0000001969,3000,684678,0001,KRW,003,,,
100,0000000789,3000,319302,0003,AUD,003,0002,,
100,0000000232,1000,115685,0002,JPY,002,,,
100,0000001169,3000,739245,0001,CAD,002,,,X
100,0000000848,3000,012431,0002,GBP,001,,,X
100,0000001963,5000,329405,0003,KRW,002,0001,,
100,0000000880,1000,180841,NT90,CNY,003,,,X
100,0000000497,5000,405828,NT90,KRW,001,,,X
100,0000000380,1000,454150,NT30,CNY,001,0002,,X
100,0000000280,4000,858131,NT30,JPY,001,0002,,X
100,0000001669,2000,187171,0002,CHF,002,0001,,
100,0000000270,5000,000116,0002,AUD,002,,,X
100,0000001935,4000,791303,NT90,JPY,002,0003,,X
100,0000001334,4000,462274,NT90,CHF,003,0003,,X
100,0000001837,5000,419924,2/10NET30,CAD,002,0002,,X
100,0000001991,1000,311996,0003,JPY,002,0001,,
100,0000001116,5000,372883,0001,GBP,002,0003,,
100,0000000334,1000,527916,0002,CAD,002,,,X
100,0000000762,4000,170774,0001,CAD,002,0001,,
100,0000001865,5000,916362,2/10NET30,BRL,002,0001,,
100,0000001439,4000,196564,NT60,GBP,001,0002,,X
100,0000001300,4000,582245,NT30,AUD,002,0003,,
100,0000001555,5000,396393,2/10NET30,CAD,001,0001,,X
100,0000001034,4000,745390,2/10NET30,EUR,001,0003,,
100,0000000855,5000,913663,NT60,CNY,001,0001,,X
100,0000001007,4000,590054,0003,USD,002,0003,,
100,0000000669,1000,720687,0002,CAD,001,,,
100,0000000854,4000,060319,NT60,KRW,003,0001,,X
100,0000000595,4000,972559,NT90,KRW,002,,,X
100,0000000930,3000,342521,NT30,JPY,002,0001,,X
100,0000001411,5000,945379,NT30,KRW,003,0001,,
100,0000000485,4000,303021,NT30,GBP,002,0003,,X
100,0000000790,2000,643907,NT30,CAD,001,0001,,X
100,0000001346,3000,091554,NT30,AUD,002,,,X
100,0000001893,3000,415492,NT30,EUR,001,0001,,X
100,0000000842,3000,590228,0003,EUR,001,0003,,
100,0000000440,1000,035883,NT60,KRW,001,0001,,X
100,0000001744,5000,669116,NT90,GBP,001,0002,,
100,0000001906,1000,465357,NT30,BRL,001,0001,,X
100,0000000824,1000,713499,NT60,EUR,001,0003,,
100,0000001834,1000,400896,NT90,EUR,001,,,X
100,0000000931,3000,902595,0002,CNY,002,,,
100,0000001846,5000,844057,NT60,CAD,001,0002,,
100,0000001382,5000,319636,NT60,AUD,001,0003,,X
100,0000001817,1000,992396,2/10NET30,BRL,003,0002,,X
100,0000001345,5000,535183,NT60,BRL,001,,,
100,0000000040,5000,606328,NT90,AUD,002,0001,,
100,0000001038,3000,404776,0001,USD,003,0003,,X
100,0000000302,1000,327022,NT90,BRL,002,0002,,
100,0000001547,2000,947622,NT60,CAD,002,0001,,X
100,0000001012,5000,034377,0003,CAD,002,0002,,X
100,0000001092,4000,643830,0002,CAD,001,0001,,
100,0000000012,3000,094430,2/10NET30,CHF,003,,,X
100,0000001567,1000,043064,0003,KRW,002,0002,,X
100,0000001972,2000,656464,0003,USD,003,0002,,X
100,0000001451,1000,379635,0001,USD,001,0002,,X
100,0000001689,5000,369739,2/10NET30,KRW,003,0002,,X
100,0000000009,1000,071097,0001,CHF,001,0002,,
100,0000001519,2000,885793,0003,BRL,003,0002,,X
100,0000001393,5000,201512,0003,CAD,003,0002,,X
100,0000000984,4000,052945,0003,CHF,003,,,X
100,0000000285,5000,226470,NT90,BRL,003,,,X
100,0000001737,4000,105016,0001,AUD,002,,,X
100,0000000323,1000,517918,0001,CHF,002,0003,,
100,0000000236,1000,382924,NT60,EUR,002,0002,,X
100,0000000400,1000,878439,NT30,CNY,003,0002,,
100,0000000538,4000,406961,2/10NET30,AUD,002,,,X
100,0000001964,1000,147749,2/10NET30,BRL,002,,,X
100,0000001555,1000,531500,NT30,JPY,001,,,
100,0000000493,1000,547280,NT30,AUD,002,0001,,
100,0000001095,1000,388522,NT30,KRW,003,,,X
100,0000001583,3000,622567,NT90,GBP,003,0002,,X
100,0000001435,3000,729761,0002,GBP,001,0001,,
100,0000000421,5000,537298,NT30,KRW,003,0003,,
100,0000001604,5000,472011,0003,BRL,002,0002,,X
100,0000000445,1000,490086,NT90,JPY,002,0001,,
100,0000001466,4000,765560,0001,CAD,003,0003,,
100,0000001240,4000,107336,0002,BRL,001,0001,,
100,0000001731,2000,203816,NT30,KRW,002,,,
100,0000000325,1000,327671,NT30,EUR,001,,,
100,0000000971,3000,439170,0001,BRL,003,0001,,
100,0000001786,2000,280326,NT30,BRL,003,0003,,X
200,0000000394,4000,983242,NT90,KRW,001,,,X
100,0000001867,4000,480208,NT90,CHF,003,0003,,
200,0000001867,2000,832791,0003,GBP,001,0001,,X
100,0000000018,2000,782656,0001,JPY,002,0002,,X
100,0000001686,3000,304545,NT30,EUR,002,0001,,X
100,0000000151,2000,904766,NT60,KRW,002,0002,,X
100,0000000568,1000,955305,0002,CNY,002,0001,,X
100,0000001069,1000,823201,0002,CHF,003,,,X
100,0000001925,5000,033115,0003,CHF,003,,,
100,0000000603,1000,571821,2/10NET30,AUD,001,,,
100,0000001136,1000,422596,NT90,CNY,003,0001,,X
100,0000001023,2000,701099,0002,BRL,002,0002,,
100,0000000490,4000,893732,NT90,CAD,003,0003,,X
100,0000001712,1000,603478,0002,JPY,003,0002,,
100,0000001649,1000,951990,0001,AUD,003,0002,,X
100,0000000267,5000,125747,2/10NET30,CHF,003,0003,,X
100,0000001544,4000,158885,0003,CNY,002,0002,,
100,0000001515,5000,284536,0001,CNY,001,0001,,X
100,0000000286,4000,633782,0001,GBP,003,,,X
100,0000000800,3000,951755,NT60,USD,001,0001,,X
100,0000001376,2000,155253,2/10NET30,USD,001,,,X
100,0000000278,2000,496289,NT30,JPY,003,0003,,X
100,0000001971,3000,153103,NT90,GBP,003,0002,,X
100,0000001345,5000,544137,NT30,JPY,003,0002,,X
100,0000000523,1000,025735,NT60,CNY,003,0001,,X
100,0000001680,3000,099289,NT90,BRL,001,0002,,X
100,0000001595,3000,064893,NT30,GBP,002,0003,,X
100,0000000904,1000,636509,2/10NET30,GBP,001,,,X
100,0000001616,4000,781270,0002,GBP,002,0001,,
100,0000000728,3000,459396,NT60,GBP,002,,,X
100,0000001005,5000,624825,0003,CHF,001,0002,,X
100,0000000360,4000,004317,2/10NET30,KRW,002,,,
100,0000001420,2000,176636,NT30,CNY,001,0003,,
100,0000000631,1000,087990,2/10NET30,EUR,003,0002,,X
100,0000000058,2000,107145,NT30,USD,003,0002,,
100,0000000475,1000,672073,NT60,AUD,002,0002,,X
100,0000000090,1000,398691,NT30,CHF,003,0001,,
100,0000001667,5000,755696,NT60,CAD,003,0003,,
100,0000001964,2000,463145,NT30,AUD,002,0003,,
100,0000001747,4000,595927,NT30,CHF,003,0003,,
100,0000000262,1000,424826,0002,AUD,001,0001,,X
100,0000000655,2000,225523,NT30,CNY,002,0002,,X
100,0000000353,4000,447287,0003,CNY,001,,,
100,0000001604,3000,088117,NT90,GBP,003,0003,,X
100,0000000639,1000,729043,0002,KRW,001,0001,,
100,0000001689,3000,457762,0002,KRW,001,,,
100,0000001075,2000,388037,NT30,USD,001,0002,,X
100,0000001086,1000,111035,2/10NET30,CNY,002,0003,,X
100,0000001016,2000,664591,NT30,CNY,001,0003,,
100,0000001926,4000,790771,0001,CHF,003,0001,,
100,0000000918,5000,715702,0002,AUD,003,0002,,X
100,0000000954,3000,944799,0003,BRL,003,0001,,X
100,0000000605,4000,038934,2/10NET30,AUD,001,0001,,
