MANDT,EBELN,BUKRS,BSART,LIFNR,EKORG,EKGRP,WAERS,WKURS,KUFIX,BEDAT,KDATB,KDATE,KDATV,ABGRU,AUTLF,WEAKT,MEMORY,KZABS,RLWRT,ZTERM,ZBD1T,ZBD2T,ZBD3T,ZBD1P,ZBD2P,MWSKZ,IHREZ,VERKF,EXNUM,UNSEZ,INCO1,INCO2,KONNR,KTPNR,ABTYP,WGLIF,KNUMV
100,0200001402,2000,FO,0000001609,3000,426,USD,1.14695,,20201202,,20250127,,,,,,,,NT30,22,51,49,0.0,0.0,V3,,,,,EXW,,,,,,3335045335
100,0200001403,3000,FO,0000000111,1000,884,USD,0.52608,,20201205,,20220201,,,X,,,,,0001,26,15,82,2.0,0.0,,,,,,DAP,,,,,,6082945320
100,0200001404,4000,NB,0000000933,2000,144,USD,1.6809,,20201207,,20240408,,,X,,,,,0003,28,52,55,0.0,1.8,V1,,,,,DAT,,,,,,4107440363
100,0200001406,4000,NB,0000000849,1000,640,USD,0.79945,,20201209,,20250530,,,X,X,,,,0002,25,38,33,1.2,1.9,V1,,,,,DDP,,,,,,7547350796
100,0200001407,4000,ZB,0000000528,3000,726,USD,1.78664,,20201212,,20210907,,,X,,,,,0002,4,46,19,2.3,0.1,,,,,,CFR,,,,,,5294039955
100,0200001408,1000,UB,0000001332,2000,359,USD,1.36585,,20201215,,20230528,,,,,,,,0003,8,7,62,1.6,1.1,,,,,,CIF,,,,,,4441231897
100,0200001408,1000,NB,0000000068,2000,427,USD,1.25325,,20201215,,20240203,,,X,X,,,,0003,22,3,47,1.4,0.2,V1,,,,,DAT,,,,,,0400361919
100,0200001408,3000,ZB,0000000473,2000,660,USD,1.53516,,20201215,,20250201,,,,,,,,NT90,17,43,66,2.1,1.7,V2,,,,,DDP,,,,,,2095132426
100,0200001409,2000,FO,0000001790,1000,785,USD,1.74388,,20201217,,20240507,,,,X,,,,0001,29,54,59,2.8,1.1,V2,,,,,FOB,,,,,,8109314540
100,0200001410,1000,ZB,0000001851,3000,942,USD,1.97942,,20201217,,20230419,,,,,,,,NT30,5,19,77,2.1,1.4,V1,,,,,CFR,,,,,,1990910978
100,0200001411,5000,UB,0000000487,1000,086,USD,1.68987,,20201220,,20220420,,,,,,,,0002,4,25,22,2.8,0.9,,,,,,DAT,,,,,,9742702957
100,0200001412,4000,FO,0000000337,2000,782,USD,1.05242,,20201223,,20230831,,,X,,,,,2/10NET30,29,16,66,2.4,0.6,V1,,,,,EXW,,,,,,8135709502
100,0200001416,2000,UB,0000000714,1000,234,USD,1.34796,,20201229,,20220316,,,X,,,,,0002,27,57,29,1.7,0.3,V3,,,,,EXW,,,,,,0555331880
100,0200001417,1000,FO,0000001894,1000,627,USD,1.90794,,20210101,,20220208,,,,,,,,NT30,11,27,83,1.3,0.9,V2,,,,,FOB,,,,,,4620274229
100,0200001419,2000,NB,0000000081,3000,845,USD,1.6404,,20210104,,20230306,,,X,,,,,0001,8,24,47,0.7,1.8,V2,,,,,CIF,,,,,,1765295184
100,0200001422,2000,ZB,0000001069,3000,325,USD,1.90918,,20210111,,20241109,,,X,,,,,NT90,30,41,72,2.9,0.2,V1,,,,,DDP,,,,,,7991104517
100,0200001425,1000,ZB,0000000650,1000,253,USD,1.39715,,20210115,,20250727,,,X,,,,,NT60,26,13,68,0.8,1.4,V1,,,,,DDP,,,,,,5100637399
100,0200001427,5000,NB,0000000297,3000,632,USD,1.91221,,20210117,,20250927,,,,,,,,0001,19,21,11,1.9,1.3,V1,,,,,DAT,,,,,,5280302750
100,0200001428,4000,FO,0000000860,2000,851,USD,1.82918,,20210117,,20230611,,,,,,,,2/10NET30,27,49,60,2.6,0.7,V1,,,,,DDP,,,,,,5700913991
100,0200001429,1000,ZB,0000001577,2000,998,USD,0.89083,,20210117,,20231116,,,,X,,,,0003,18,44,61,1.5,0.8,V1,,,,,DDP,,,,,,0249465474
100,0200001430,2000,UB,0000000972,2000,202,USD,0.79135,,20210119,,20211210,,,X,,,,,0002,20,48,38,0.8,0.3,V1,,,,,FCA,,,,,,5089284355
100,0200001431,4000,NB,0000000983,3000,879,USD,1.27918,,20210121,,20260620,,,X,,,,,0002,1,12,19,2.2,0.5,V2,,,,,CIF,,,,,,8766668568
100,0200001432,3000,ZB,0000001154,3000,633,USD,1.24122,,20210121,,20250925,,,X,X,,,,2/10NET30,10,11,55,2.8,1.3,,,,,,DDP,,,,,,2059867799
100,0200001433,2000,UB,0000000119,2000,508,USD,0.57299,,20210123,,20230920,,,X,X,,,,NT90,2,35,70,2.2,0.1,V3,,,,,CIP,,,,,,7901717421
100,0200001433,4000,UB,0000000905,2000,540,USD,1.03306,,20210123,,20230308,,,,,,,,NT90,26,17,48,1.1,0.6,V2,,,,,FOB,,,,,,6138114882
100,0200001434,4000,NB,0000001755,2000,043,USD,1.67256,,20210124,,20251214,,,X,X,,,,NT30,8,5,41,2.5,1.2,,,,,,CIF,,,,,,0559689624
100,0200001434,5000,FO,0000001214,2000,034,USD,0.67248,,20210124,,20250331,,,,X,,,,NT90,30,41,87,2.1,1.0,V1,,,,,DAT,,,,,,5193255481
100,0200001434,5000,FO,0000000841,2000,811,USD,1.5563,,20210124,,20231004,,,,,,,,2/10NET30,25,11,31,2.4,1.7,V1,,,,,CFR,,,,,,4077459322
100,0200001434,2000,FO,0000001648,2000,751,USD,0.89052,,20210124,,20230519,,,X,X,,,,NT60,6,26,43,1.9,0.1,V2,,,,,DDP,,,,,,4423037135
100,0200001436,1000,NB,0000000513,3000,101,USD,1.2131,,20210125,,20250430,,,X,,,,,NT60,24,14,45,2.4,1.5,V1,,,,,DDP,,,,,,4155441618
100,0200001437,1000,FO,0000000774,2000,477,USD,1.38884,,20210125,,20251001,,,X,X,,,,NT90,23,44,37,1.2,1.3,V3,,,,,EXW,,,,,,1840096183
100,0200001438,3000,FO,0000001823,2000,491,USD,1.30549,,20210126,,20260328,,,X,,,,,NT90,22,44,3,2.7,1.5,,,,,,FOB,,,,,,1179069761
100,0200001439,5000,UB,0000000048,1000,934,USD,1.03364,,20210129,,20241021,,,X,,,,,0003,4,35,61,1.6,0.4,V2,,,,,CIP,,,,,,1962693119
100,0200001439,1000,ZB,0000000751,1000,565,USD,0.52899,,20210129,,20240722,,,X,X,,,,NT30,12,32,71,2.2,1.8,V1,,,,,FCA,,,,,,9352082709
100,0200001442,4000,FO,9999999999,2000,127,USD,1.84436,,20210131,,20240205,,,,X,,,,0002,10,22,76,0.5,1.8,V1,,,,,CPT,,,,,,2975627667
100,0200001443,5000,ZB,0000000578,1000,577,USD,1.64168,,20210203,,20230409,,,X,,,,,NT30,29,7,39,0.6,1.0,V1,,,,,FCA,,,,,,9816820123
100,0200001443,3000,FO,0000000916,1000,105,USD,1.00701,,20210203,,20250801,,,X,X,,,,0001,29,24,4,1.8,0.1,,,,,,FCA,,,,,,1676957986
100,0200001444,1000,ZB,0000001051,1000,426,USD,0.73132,,20210204,,20210831,,,X,X,,,,NT30,19,28,9,1.8,1.6,,,,,,CFR,,,,,,0441423838
100,0200001445,2000,NB,0000001029,2000,677,USD,0.63541,,20210205,,20260308,,,,X,,,,0002,19,53,14,2.8,1.5,V1,,,,,DAT,,,,,,0940700851
100,0200001446,3000,NB,0000001894,2000,231,USD,1.11493,,20210205,,20231127,,,X,X,,,,0001,12,43,11,1.2,0.1,,,,,,DAT,,,,,,1145805299
100,0200001447,4000,FO,0000000702,1000,608,USD,1.94309,,20210208,,20240803,,,,,,,,NT30,10,57,21,0.1,0.2,V2,,,,,CPT,,,,,,9063009574
100,0200001449,2000,NB,0000000749,2000,559,USD,1.63171,,20210212,,20220609,,,,,,,,0002,15,32,2,0.5,1.2,,,,,,FCA,,,,,,4218045452
100,0200001449,3000,NB,0000000872,2000,061,USD,1.28645,,20210212,,20251115,,,X,,,,,NT60,6,58,35,1.1,1.9,V1,,,,,EXW,,,,,,9948174396
100,0200001451,5000,FO,0000001531,3000,213,USD,1.73786,,20210215,,20250420,,,X,X,,,,0001,16,16,5,1.4,1.5,V2,,,,,DDP,,,,,,3041797096
100,0200001452,3000,NB,0000000780,1000,946,USD,0.93671,,20210215,,20240904,,,,X,,,,0003,4,27,52,0.5,0.8,,,,,,DAP,,,,,,1897474694
100,0200001453,2000,FO,0000001567,3000,177,USD,1.34919,,20210217,,20220113,,,,X,,,,0001,29,56,6,1.6,1.1,V1,,,,,FCA,,,,,,1888506876
100,0200001454,3000,UB,0000001203,2000,398,USD,0.88839,,20210217,,20220814,,,X,X,,,,0002,28,10,7,2.8,0.1,V2,,,,,FCA,,,,,,1160356644
100,0200001457,5000,NB,0000001274,2000,468,USD,0.98418,,20210221,,20240618,,,X,X,,,,NT60,2,15,72,0.2,1.3,V2,,,,,DAT,,,,,,8189736705
100,0200001458,4000,ZB,0000001292,2000,662,USD,1.9979,,20210221,,20221104,,,X,X,,,,0003,20,56,32,0.4,0.4,,,,,,CPT,,,,,,4544845271
100,0200001459,4000,FO,0000000689,2000,062,USD,0.79413,,20210224,,20220415,,,,,,,,2/10NET30,0,3,60,1.6,0.7,V1,,,,,DAT,,,,,,9870195993
100,0200001460,3000,UB,0000001864,2000,934,USD,0.89888,,20210225,,20240406,,,,,,,,NT30,22,44,83,2.4,1.4,,,,,,FOB,,,,,,7765403435
100,0200001462,1000,NB,0000001308,2000,431,USD,1.0895,,20210301,,20230218,,,,X,,,,0002,8,53,74,0.8,1.6,,,,,,CPT,,,,,,4266292813
100,0200001462,1000,FO,0000001293,2000,183,USD,1.32315,,20210301,,20230721,,,,X,,,,2/10NET30,23,35,29,2.9,1.5,V2,,,,,FOB,,,,,,0358527418
100,0200001462,1000,UB,0000001446,2000,078,USD,0.9149,,20210301,,20220608,,,X,X,,,,2/10NET30,5,36,32,1.7,1.7,V1,,,,,DDP,,,,,,1860632565
100,0200001464,1000,FO,0000001629,1000,400,USD,1.81891,,20210303,,20220908,,,,,,,,NT60,23,31,33,2.1,1.0,V1,,,,,CFR,,,,,,7237408126
100,0200001465,5000,NB,0000001297,2000,842,USD,1.11919,,20210303,,20220415,,,X,X,,,,NT60,15,24,72,1.8,1.2,,,,,,DAT,,,,,,8014421691
100,0200001467,2000,UB,0000001353,3000,927,USD,0.5294,,20210303,,20250510,,,X,X,,,,NT90,15,42,33,1.5,0.5,V1,,,,,FCA,,,,,,7572077241
100,0200001468,3000,ZB,0000001863,3000,146,USD,1.32714,,20210306,,20260222,,,,,,,,NT90,25,59,16,1.3,0.0,,,,,,DDP,,,,,,7982428082
100,0200001470,5000,UB,0000000756,2000,758,USD,1.06765,,20210309,,20260604,,,X,,,,,NT30,28,32,66,0.7,1.6,V3,,,,,CPT,,,,,,0935453009
100,0200001472,3000,NB,0000001750,1000,063,USD,0.91811,,20210313,,20241029,,,X,,,,,0003,15,12,33,1.1,1.7,V3,,,,,CPT,,,,,,7940734403
100,0200001473,3000,ZB,0000000222,2000,573,USD,1.12456,,20210316,,20230106,,,,,,,,NT90,24,8,88,0.1,1.7,V3,,,,,EXW,,,,,,5663990250
100,0200001474,5000,FO,0000000965,2000,096,USD,1.50147,,20210318,,20260409,,,,,,,,0001,23,39,50,0.2,1.4,V1,,,,,CIF,,,,,,0483759036
100,0200001475,5000,UB,0000001678,3000,393,USD,1.32215,,20210319,,20241129,,,,X,,,,0003,5,20,71,1.8,0.3,,,,,,DAT,,,,,,3603562423
100,0200001475,5000,UB,0000001427,3000,265,USD,1.50197,,20210319,,20241219,,,,X,,,,0002,24,57,81,3.0,0.6,V3,,,,,DDP,,,,,,8704128334
100,0200001476,2000,ZB,0000000468,3000,936,USD,1.2044,,20210322,,20211008,,,,,,,,0003,4,33,45,2.7,1.5,V2,,,,,DDP,,,,,,3268781356
100,0200001477,4000,FO,0000001402,2000,752,USD,1.63199,,20210323,,20250127,,,X,X,,,,NT90,24,32,12,1.7,0.5,V1,,,,,CPT,,,,,,5034728124
100,0200001478,3000,NB,0000001209,2000,871,USD,0.51236,,20210326,,20220922,,,X,,,,,0003,8,57,4,2.5,1.7,V3,,,,,EXW,,,,,,1791406099
100,0200001479,2000,UB,0000000881,3000,820,USD,1.78865,,20210327,,20210924,,,X,X,,,,2/10NET30,25,15,22,2.8,1.2,,,,,,FCA,,,,,,6838407087
100,0200001481,3000,ZB,0000001115,1000,320,USD,1.15027,,20210330,,20260502,,,,,,,,2/10NET30,30,4,83,0.1,0.1,,,,,,DDP,,,,,,1246024851
100,0200001481,4000,NB,0000001293,1000,450,USD,0.67791,,20210330,,20241106,,,X,X,,,,NT60,8,24,87,0.8,0.6,V1,,,,,EXW,,,,,,1333869603
100,0200001482,3000,UB,0000001449,1000,936,USD,1.6088,,20210401,,20250228,,,,X,,,,NT90,25,16,37,1.2,1.9,V3,,,,,CPT,,,,,,6945057464
100,0200001482,1000,ZB,0000001968,1000,928,USD,0.5722,,20210401,,20260301,,,X,,,,,2/10NET30,1,20,57,0.5,1.3,V1,,,,,DAT,,,,,,8230703016
100,0200001483,1000,FO,0000001450,3000,413,USD,0.90978,,20210403,,20220630,,,X,,,,,2/10NET30,9,15,1,0.6,0.6,V2,,,,,CPT,,,,,,8769062023
100,0200001485,1000,NB,0000001189,2000,999,USD,0.6994,,20210406,,20251103,,,,X,,,,0001,1,56,21,2.5,0.6,V3,,,,,DAP,,,,,,6622584729
100,0200001486,2000,FO,0000000397,2000,929,USD,0.73306,,20210408,,20260505,,,,,,,,0003,26,8,89,1.8,0.1,V1,,,,,CPT,,,,,,2536880089
100,0200001487,5000,UB,0000001465,2000,831,USD,0.83746,,20210408,,20240308,,,X,,,,,2/10NET30,9,12,3,2.8,0.5,V3,,,,,FCA,,,,,,5251590404
100,0200001488,3000,ZB,0000001978,3000,976,USD,0.67434,,20210411,,20250119,,,,X,,,,NT90,15,4,79,2.4,1.6,,,,,,CPT,,,,,,4079136306
100,0200001488,5000,UB,0000000479,3000,608,USD,0.64047,,20210411,,20220605,,,,X,,,,NT30,27,17,39,1.9,1.9,V3,,,,,EXW,,,,,,3813363644
100,0200001490,2000,FO,0000000827,2000,210,USD,0.8301,,20210413,,20221217,,,X,X,,,,0002,25,44,75,1.9,0.0,V1,,,,,EXW,,,,,,4143415045
100,0200001490,1000,FO,0000001660,2000,477,USD,1.96787,,20210413,,20211029,,,X,,,,,2/10NET30,30,12,20,1.6,1.2,V3,,,,,DAT,,,,,,0242773665
100,0200001490,3000,NB,0000000047,2000,318,USD,1.65866,,20210413,,20220426,,,X,X,,,,0001,25,42,43,2.8,1.7,V1,,,,,CIP,,,,,,8428842681
100,0200001492,4000,ZB,0000000503,2000,943,USD,0.60825,,20210417,,20241109,,,,,,,,NT90,2,32,80,2.8,1.1,V1,,,,,FCA,,,,,,3745045278
100,0200001492,2000,ZB,0000001187,2000,811,USD,0.79468,,20210417,,20250125,,,,X,,,,0003,30,23,9,0.5,1.9,,,,,,CPT,,,,,,0593985780
100,0200001493,3000,FO,0000001422,3000,991,USD,0.66397,,20210418,,20231007,,,,X,,,,0003,29,39,35,2.4,1.3,V3,,,,,CIF,,,,,,4277033305
100,0200001495,1000,ZB,0000001148,2000,485,USD,1.85522,,20210419,,20220917,,,,X,,,,NT90,13,40,13,1.8,1.5,,,,,,CFR,,,,,,1290269978
100,0200001497,4000,FO,0000000065,2000,727,USD,1.8998,,20210422,,20240131,,,,,,,,NT90,6,55,79,0.7,1.1,,,,,,DDP,,,,,,1472162946
100,0200001498,3000,FO,0000001722,2000,061,USD,1.79987,,20210424,,20260511,,,X,,,,,0003,6,58,33,0.9,0.4,V2,,,,,CIP,,,,,,7773729588
100,0200001500,1000,UB,0000001063,3000,210,USD,0.92681,,20210429,,20260605,,,,X,,,,NT30,1,31,74,2.3,1.5,,,,,,DAP,,,,,,9782101670
100,0200001501,2000,FO,0000001469,3000,330,USD,1.78989,,20210429,,20240624,,,,X,,,,NT90,7,50,38,2.4,0.2,V1,,,,,EXW,,,,,,6945702557
100,0200001503,3000,NB,0000000619,2000,537,USD,1.49117,,20210430,,20250203,,,,X,,,,0002,4,41,5,0.5,0.6,,,,,,FOB,,,,,,2719519086
100,0200001503,4000,ZB,0000000686,2000,214,USD,1.63169,,20210430,,20231205,,,X,,,,,0001,24,9,12,2.2,0.3,V2,,,,,EXW,,,,,,5629132960
100,0200001503,1000,UB,0000000094,2000,945,USD,1.6344,,20210430,,20220321,,,,,,,,NT60,0,15,27,0.1,1.6,V2,,,,,FOB,,,,,,1523937449
100,0200001505,3000,ZB,0000000410,1000,476,USD,1.85994,,20210430,,20221222,,,,X,,,,0002,4,14,59,2.6,0.4,V1,,,,,FOB,,,,,,1577193486
100,0200001506,1000,NB,0000000775,2000,264,USD,1.88704,,20210502,,20230531,,,X,X,,,,2/10NET30,4,31,57,0.2,0.9,V3,,,,,FOB,,,,,,8707662787
100,0200001507,4000,FO,0000000306,3000,181,USD,1.75939,,20210502,,20221112,,,X,X,,,,0002,1,32,62,2.7,0.3,V3,,,,,FCA,,,,,,5482875430
100,0200001508,1000,ZB,0000001741,2000,101,USD,1.59575,,20210502,,20250501,,,,,,,,NT60,2,16,88,0.5,1.5,V2,,,,,FCA,,,,,,6977858912
100,0200001509,5000,UB,0000001851,2000,113,USD,0.96549,,20210505,,20240813,,,,,,,,NT30,2,3,80,1.6,0.2,V1,,,,,FOB,,,,,,6140244411
100,0200001511,4000,UB,0000001966,2000,790,USD,1.86398,,20210508,,20231020,,,,X,,,,NT90,4,47,17,0.2,0.4,V3,,,,,CIF,,,,,,2403026658
100,0200001512,2000,UB,0000000852,2000,111,USD,1.68647,,20210510,,20260115,,,,X,,,,NT30,18,30,25,1.2,0.5,V2,,,,,DAP,,,,,,5481014960
100,0200001513,5000,UB,0000001744,3000,261,USD,1.71421,,20210513,,20231010,,,X,X,,,,0002,21,0,45,2.9,1.3,V2,,,,,CIP,,,,,,0052729982
100,0200001514,5000,ZB,0000000407,2000,423,USD,1.44323,,20210516,,20220513,,,,X,,,,0003,7,21,35,1.7,1.7,V2,,,,,DAP,,,,,,7299766436
100,0200001514,4000,NB,0000000338,2000,293,USD,0.75815,,20210516,,20220802,,,X,X,,,,NT30,15,13,29,3.0,0.0,V2,,,,,DAT,,,,,,2525182703
100,0200001516,3000,FO,0000001365,1000,313,USD,1.00424,,20210520,,20220921,,,X,X,,,,0003,4,1,73,0.1,0.8,V2,,,,,DAT,,,,,,8054699634
100,0200001517,5000,UB,0000000190,3000,985,USD,1.44758,,20210523,,20220623,,,,X,,,,2/10NET30,17,4,8,0.8,0.7,V2,,,,,DAT,,,,,,7258199839
100,0200001518,3000,ZB,0000000004,3000,913,USD,0.57583,,20210526,,20241216,,,X,X,,,,NT90,12,11,66,0.9,0.2,V2,,,,,FOB,,,,,,6026384465
100,0200001519,1000,ZB,0000000437,2000,595,USD,1.56136,,20210526,,20220115,,,X,,,,,NT30,16,58,51,0.3,1.5,V3,,,,,CIF,,,,,,8414868264
100,0200001520,5000,NB,0000000499,3000,730,USD,0.86561,,20210528,,20230512,,,X,X,,,,2/10NET30,16,56,69,0.5,1.1,V3,,,,,CPT,,,,,,9176155971
100,0200001521,3000,ZB,0000000386,2000,555,USD,1.84126,,20210530,,20230916,,,,,,,,2/10NET30,7,1,61,0.3,0.1,V2,,,,,EXW,,,,,,5808071526
100,0200001522,2000,ZB,0000001336,1000,832,USD,1.42857,,20210601,,20230120,,,X,,,,,0003,7,53,46,1.2,0.5,V3,,,,,CIF,,,,,,8352380129
100,0200001523,2000,NB,0000001223,3000,264,USD,1.18781,,20210601,,20241118,,,X,X,,,,0003,0,31,16,0.9,1.7,V1,,,,,CFR,,,,,,5163898745
100,0200001524,2000,UB,0000000079,3000,353,USD,0.83862,,20210603,,20210730,,,,,,,,NT30,4,13,36,0.9,0.8,V3,,,,,EXW,,,,,,0721338793
100,0200001525,5000,UB,0000001266,3000,466,USD,1.9777,,20210604,,20220922,,,,,,,,NT90,15,8,26,1.1,0.5,V2,,,,,CIF,,,,,,5778466700
100,0200001527,3000,ZB,0000000035,1000,457,USD,1.19295,,20210604,,20230823,,,,,,,,2/10NET30,18,26,66,1.9,0.5,,,,,,FCA,,,,,,0998292093
100,0200001529,3000,FO,0000001697,3000,391,USD,0.58506,,20210610,,20221030,,,X,,,,,NT90,4,1,43,0.9,0.4,V1,,,,,CPT,,,,,,8959662972
100,0200001531,4000,NB,0000001850,2000,472,USD,1.34931,,20210613,,20241103,,,X,,,,,0003,18,30,27,2.4,1.0,V1,,,,,EXW,,,,,,6451579540
100,0200001532,5000,UB,0000001877,2000,101,USD,1.88878,,20210614,,20241025,,,X,X,,,,0003,4,39,1,2.9,1.4,V1,,,,,DAP,,,,,,0528236419
100,0200001532,5000,ZB,0000001506,2000,311,USD,1.40359,,20210614,,20230118,,,X,X,,,,0003,28,0,32,0.2,1.5,,,,,,EXW,,,,,,3981237755
100,0200001535,3000,NB,0000001564,1000,636,USD,1.39894,,20210618,,20230829,,,X,X,,,,0002,6,45,4,1.7,1.8,V3,,,,,DAT,,,,,,5835100640
100,0200001537,5000,NB,0000000960,3000,904,USD,1.68869,,20210623,,20240422,,,,,,,,2/10NET30,27,27,15,1.5,1.3,V3,,,,,CFR,,,,,,2847525961
100,0200001539,3000,FO,0000001193,1000,367,USD,0.96497,,20210629,,20240130,,,,,,,,0001,24,26,21,1.0,0.6,V1,,,,,CIF,,,,,,1833428802
200,0200001540,2000,NB,0000001851,3000,744,USD,1.78949,,20210702,,20231104,,,,X,,,,0003,13,59,83,2.3,0.8,,,,,,DAP,,,,,,9995203972
100,0200001542,3000,NB,0000000262,1000,415,USD,0.98697,,20210704,,20250526,,,X,X,,,,NT60,16,31,46,2.3,1.5,,,,,,DDP,,,,,,7127779141
100,0200001543,3000,ZB,0000001036,1000,016,USD,1.6913,,20210706,,20240916,,,,X,,,,2/10NET30,2,53,59,1.3,0.7,V2,,,,,EXW,,,,,,9798853990
100,0200001545,5000,NB,0000000497,2000,654,USD,0.58118,,20210706,,20230826,,,X,X,,,,0001,3,58,28,0.0,0.3,V1,,,,,DAT,,,,,,0632416326
100,0200001547,1000,NB,0000000315,1000,716,USD,1.32017,,20210708,,20240424,,,X,,,,,0002,8,58,49,0.2,0.3,V1,,,,,EXW,,,,,,2603595525
100,0200001548,2000,UB,0000001442,1000,766,USD,1.40333,,20210711,,20211019,,,X,,,,,0002,14,4,47,0.4,0.6,V3,,,,,DAP,,,,,,0084266514
100,0200001549,5000,FO,0000001924,2000,014,USD,1.49581,,20210714,,20210917,,,X,X,,,,0002,4,50,38,0.8,1.0,V2,,,,,DAT,,,,,,1181768147
100,0200001550,5000,FO,0000001961,2000,671,USD,1.78318,,20210715,,20240803,,,,X,,,,0002,30,11,58,2.3,0.9,V1,,,,,EXW,,,,,,1763316409
100,0200001550,2000,FO,0000000195,2000,171,USD,1.8796,,20210715,,20240305,,,,,,,,NT60,18,19,4,2.1,1.0,,,,,,EXW,,,,,,9423713227
100,0200001552,5000,UB,0000000961,1000,329,USD,1.09059,,20210718,,20230315,,,,,,,,0001,20,42,84,1.3,0.8,V1,,,,,CIP,,,,,,4984609546
100,0200001552,5000,FO,0000000891,1000,513,USD,1.7431,,20210718,,20231013,,,X,,,,,0002,14,20,58,0.1,1.1,V1,,,,,EXW,,,,,,2824426583
100,0200001553,1000,ZB,0000001504,2000,327,USD,1.97827,,20210720,,20230824,,,,,,,,NT60,30,44,69,2.1,1.7,,,,,,DAP,,,,,,7909647175
100,0200001554,3000,FO,0000001919,1000,725,USD,1.19321,,20210722,,20210720,,,,,,,,NT90,29,20,27,0.1,0.1,V3,,,,,CIF,,,,,,9358975503
100,0200001557,4000,FO,0000000978,3000,303,USD,0.81324,,20210723,,20260506,,,X,,,,,2/10NET30,14,13,57,2.7,1.6,V3,,,,,FOB,,,,,,0189865766
100,0200001558,2000,ZB,0000001482,2000,812,USD,1.75969,,20210726,,20250115,,,,,,,,0002,30,47,14,1.7,1.0,V1,,,,,CFR,,,,,,8152132835
100,0200001560,5000,FO,0000001442,2000,710,USD,1.28967,,20210727,,20211020,,,,X,,,,NT30,11,0,51,0.2,1.5,V1,,,,,EXW,,,,,,1981222628
100,0200001562,3000,FO,0000001305,1000,576,USD,1.74143,,20210731,,20210901,,,,X,,,,NT30,27,17,24,2.7,1.9,V1,,,,,EXW,,,,,,9755533364
100,0200001563,3000,ZB,0000001265,3000,241,USD,1.20102,,20210801,,20231028,,,X,X,,,,0001,3,36,2,1.4,1.5,V3,,,,,DDP,,,,,,3683774125
100,0200001565,3000,ZB,0000001679,2000,380,USD,1.89806,,20210803,,20240821,,,X,,,,,NT30,13,34,51,0.9,1.2,V2,,,,,CPT,,,,,,8937499041
100,0200001566,5000,ZB,0000001344,3000,983,USD,1.97564,,20210803,,20260615,,,X,X,,,,0001,9,9,36,0.7,1.8,V1,,,,,CFR,,,,,,7804002583
100,0200001567,2000,NB,0000001187,1000,453,USD,1.16444,,20210803,,20221110,,,,X,,,,0002,9,20,34,1.1,1.0,V2,,,,,FCA,,,,,,8987535402
100,0200001567,4000,NB,0000000896,1000,806,USD,1.40472,,20210803,,20240317,,,,X,,,,0001,5,49,25,2.7,0.3,V1,,,,,CFR,,,,,,3734243092
100,0200001569,1000,ZB,0000000875,3000,463,USD,1.46771,,20210808,,20230524,,,X,,,,,NT60,19,22,74,2.7,0.1,,,,,,DAP,,,,,,4815117775
100,0200001570,5000,ZB,0000001988,2000,693,USD,1.64444,,20210809,,20231208,,,,,,,,0002,23,34,61,0.5,1.2,,,,,,CPT,,,,,,3699023334
100,0200001571,4000,UB,0000000882,1000,906,USD,1.74173,,20210811,,20260129,,,X,,,,,NT30,19,4,19,1.9,0.0,V3,,,,,DAP,,,,,,9599371236
100,0200001573,4000,ZB,0000000217,3000,609,USD,1.99753,,20210814,,20240525,,,X,,,,,0003,2,45,19,0.0,2.0,V1,,,,,DAT,,,,,,1576209477
100,0200001575,2000,NB,0000000189,3000,062,USD,0.81269,,20210817,,20260612,,,X,,,,,2/10NET30,15,7,4,1.1,1.4,V3,,,,,CPT,,,,,,9255024315
100,0200001575,5000,FO,0000001173,3000,643,USD,1.87247,,20210817,,20230110,,,X,,,,,NT30,15,47,56,0.5,0.0,V2,,,,,FCA,,,,,,4204294412
100,0200001576,1000,ZB,0000001301,2000,234,USD,1.88683,,20210819,,20210731,,,X,X,,,,NT90,8,38,7,1.2,1.0,V1,,,,,FCA,,,,,,5070765485
100,0200001578,1000,FO,0000001559,2000,955,USD,1.04206,,20210822,,20250406,,,X,,,,,NT90,7,18,56,2.7,0.9,V3,,,,,CFR,,,,,,1905946718
100,0200001580,4000,FO,0000001000,2000,977,USD,0.84958,,20210822,,20210804,,,,X,,,,0003,11,13,78,0.2,1.4,V2,,,,,EXW,,,,,,7433802344
100,0200001581,5000,NB,0000001980,2000,839,USD,0.94013,,20210824,,20250901,,,X,,,,,0003,15,25,67,2.2,0.3,V2,,,,,EXW,,,,,,9356765170
100,0200001583,2000,NB,0000000519,2000,879,USD,1.26099,,20210825,,20220629,,,X,X,,,,NT90,4,23,12,2.8,0.2,,,,,,DAP,,,,,,8816262760
100,0200001584,4000,UB,0000000585,3000,140,USD,0.76678,,20210827,,20210911,,,X,,,,,2/10NET30,20,25,69,2.3,0.2,,,,,,CIP,,,,,,6431096799
100,0200001585,1000,FO,0000001090,1000,186,USD,0.69332,,20210829,,20240409,,,,,,,,0001,11,52,28,1.7,2.0,,,,,,EXW,,,,,,6198673260
100,0200001586,4000,FO,0000001532,1000,071,USD,1.41779,,20210829,,20260226,,,X,,,,,0002,1,4,71,0.6,0.2,V1,,,,,FCA,,,,,,4465990645
100,0200001588,5000,NB,0000001312,1000,146,USD,1.32613,,20210903,,20230405,,,,,,,,NT60,0,18,81,2.3,2.0,V1,,,,,DDP,,,,,,1161809789
