MANDT,MATNR,WERKS,PSTAT,LVORM,BWTTY,XCHAR,MMSTA,MMSTD,MAABC,KZKRI,EKGRP,DISMM,DISPO,DISLS,BERID,BSTMI,MINBE,EISBE,MABST,STRGR,LGPRO,LGFSB,HERKL,INSMK,SSQSS,MTVFP,KZAUS,AUSDT,NFMAT,MFLHN,KZBED,LGPBE,LGOBE,INSMK2
100,MAT0001182,4000,,,,,,,A,,224,MRP,dVs,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000704,3000,,,,,,,B,,550,MRP,wvU,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001494,5001,,,,,,,B,,354,VB,hip,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001700,3001,,,,,,,B,,706,PD,Lqo,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001358,4000,,,,,,,,,269,MRP,ftp,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001025,2000,,,,,,,C,,023,MRP,lwX,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000513,1000,,,,,,,,,324,VB,IJw,,,,,,,,,,,,,,,,,,,,,
100,MAT0001722,2000,,,,,,,B,,252,MRP,AHa,,,,,,,,,,,,,,,,,,,,,
100,MAT0000421,5001,,,,,,,C,,556,PD,Kpv,,,,,,,,,,,,,,,,,,,,,
100,MAT0001837,2001,,,,,,,B,,477,MRP,rae,,,,,,,,,,,,,,,,,,,,,
100,MAT0001347,1001,,,,,,,B,,423,VB,vYx,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001216,5000,,,,,,,A,,275,VB,kIu,,,,,,,,,,,,,,,,,,,,,
100,MAT0000286,4000,,,,,,,A,,365,VB,URz,,,,,,,,,,,,,,,,,,,,,
100,MAT0000200,1001,,,,,,,,,696,,CuD,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001656,5001,,,,,,,B,,846,VB,iJr,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000461,2001,,,,,,,C,,724,VB,cbJ,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000901,3001,,,,,,,C,,151,PD,lFD,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001919,1000,,,,,,,A,,480,PD,VvU,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001232,2001,,,,,,,A,,877,PD,Kme,,,,,,,,,,,,,,,,,,,,,
100,MAT0001325,1001,,,,,,,C,,357,PD,Uyn,,,,,,,,,,,,,,,,,,,,,
100,MAT0000123,2001,,,,,,,A,,269,PD,kmJ,,,,,,,,,,,,,,,,,,,,,
100,MAT0001739,3000,,,,,,,,,752,VB,kde,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001196,1002,,,,,,,B,,222,,HEt,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000963,3000,,,,,,,C,,014,MRP,FeG,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001966,3001,,,,,,,C,,712,VB,RiI,,,,,,,,,,,,,,,,,,,,,
100,MZ-FG-C10,2001,,,,,,,A,,653,MRP,WFB,,,,,,,,,,,,,,,,,,,,,
100,MAT0001078,1001,,,,,,,C,,090,PD,oMU,,,,,,,,,,,,,,,,,,,,,
100,MAT0001284,2001,,,,,,,C,,440,PD,UoR,,,,,,,,,,,,,,,,,,,,,
100,MAT0001125,2000,,,,,,,B,,571,VB,OSc,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001244,1002,,,,,,,A,,928,MRP,anC,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001854,3001,,,,,,,,,839,PD,gSl,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000926,2000,,,,,,,,,715,PD,Xdr,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001008,2001,,,,,,,,,940,PD,lmM,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000419,1002,,,,,,,,,676,PD,vcx,,,,,,,,,,,,,,,,,,,,,
100,MAT0001723,4000,,,,,,,B,,684,PD,TVW,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001166,1000,,,,,,,C,,787,PD,ixp,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001653,2000,,,,,,,A,,221,MRP,mRO,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000153,1000,,,,,,,C,,258,PD,AKI,,,,,,,,,,,,,,,,,,,,,
100,MAT0000153,2001,,,,,,,B,,236,VB,wdk,,,,,,,,,,,,,,,,,,,,,
100,MAT0001107,2001,,,,,,,C,,086,MRP,OXC,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001035,1001,,,,,,,B,,051,PD,NVl,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001454,2000,,,,,,,A,,766,,oNu,,,,,,,,,,,,,,,,,,,,,
100,MAT0001576,2001,,,,,,,,,870,,TtU,,,,,,,,,,,,,,,,,,,,,
100,MAT0001022,1001,,,,,,,,,829,VB,lLl,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000338,1000,,,,,,,A,,676,,OfR,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000452,2001,,,,,,,,,813,,jPg,,,,,,,,,,,,,,,,,,,,,
100,MAT0001789,5001,,,,,,,C,,725,VB,nWi,,,,,,,,,,,,,,,,,,,,,
100,MAT0000572,1001,,,,,,,B,,854,,Rcd,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001823,5000,,,,,,,,,380,,XRT,,,,,,,,,,,,,,,,,,,,,
100,MAT0001490,1000,,,,,,,A,,742,,oMm,,,,,,,,,,,,,,,,,,,,,
100,MAT0001920,3000,,,,,,,B,,131,MRP,FmC,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001298,2001,,,,,,,A,,786,MRP,BbE,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001553,2001,,,,,,,,,565,MRP,CMg,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000233,5001,,,,,,,B,,187,,uhb,,,,,,,,,,,,,,,,,,,,,
100,MAT0001865,3000,,,,,,,,,251,PD,ibI,,,,,,,,,,,,,,,,,,,,,
100,MAT0000996,5001,,,,,,,C,,739,,LfK,,,,,,,,,,,,,,,,,,,,,
100,MAT0001787,4000,,,,,,,A,,900,,lCi,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000847,3000,,,,,,,,,134,MRP,FCH,,,,,,,,,,,,,,,,,,,,,
100,MAT0001059,1001,,,,,,,C,,454,MRP,oDR,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000214,5001,,,,,,,,,260,MRP,udp,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001114,3000,,,,,,,C,,285,,iiA,,,,,,,,,,,,,,,,,,,,,
100,MAT0000525,2001,,,,,,,A,,566,MRP,rzi,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001544,4000,,,,,,,A,,713,,ZLU,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001535,2001,,,,,,,,,042,PD,qeX,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001913,2001,,,,,,,C,,410,VB,kzf,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000820,1001,,,,,,,C,,862,MRP,kqT,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001778,5001,,,,,,,C,,058,,mQf,,,,,,,,,,,,,,,,,,,,,
100,MAT0001908,3001,,,,,,,B,,646,VB,RPz,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001663,1002,,,,,,,B,,410,,STs,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001755,5000,,,,,,,C,,737,PD,EgL,,,,,,,,,,,,,,,,,,,,,
100,MAT0000109,2001,,,,,,,C,,227,,vHu,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000621,1001,,,,,,,,,416,,cUR,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000057,5001,,,,,,,,,643,,YrO,,,,,,,,,,,,,,,,,,,,,
100,MAT0000866,5001,,,,,,,B,,318,MRP,mha,,,,,,,,,,,,,,,,,,,,,
100,MAT0000079,3000,,,,,,,B,,571,MRP,xcg,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000231,1001,,,,,,,C,,233,VB,irT,,,,,,,,,,,,,,,,,,,,,
100,MAT0001880,5001,,,,,,,B,,187,MRP,MLh,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001603,4000,,,,,,,B,,974,PD,KJe,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001661,2001,,,,,,,B,,944,MRP,qpS,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000471,3000,,,,,,,C,,732,VB,ZCA,,,,,,,,,,,,,,,,,,,,,
100,MAT0001164,5000,,,,,,,,,792,VB,YFv,,,,,,,,,,,,,,,,,,,,,
100,MAT0000571,2000,,,,,,,A,,872,PD,Zdv,,,,,,,,,,,,,,,,,,,,,
100,MAT0001953,1002,,,,,,,C,,507,MRP,JfR,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000903,1001,,,,,,,,,250,MRP,bkJ,,,,,,,,,,,,,,,,,,,,,
100,MAT0000017,1000,,,,,,,B,,257,VB,fix,,,,,,,,,,,,,,,,,,,,,
100,MAT0001523,1000,,,,,,,C,,154,,dFE,,,,,,,,,,,,,,,,,,,,,
100,MAT0000396,4000,,,,,,,,,704,VB,uUf,,,,,,,,,,,,,,,,,,,,,
100,MAT0001336,5001,,,,,,,,,569,VB,fLw,,,,,,,,,,,,,,,,,,,,,
100,MAT0000239,5001,,,,,,,C,,723,PD,Pwa,,,,,,,,,,,,,,,,,,,,,
100,MAT0001334,5001,,,,,,,A,,494,MRP,KVw,,,,,,,,,,,,,,,,,,,,,
100,MAT0001795,2001,,,,,,,C,,802,VB,Mvy,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001027,1002,,,,,,,C,,833,PD,ccD,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001539,4000,,,,,,,B,,599,PD,GBD,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001388,1001,,,,,,,,,794,MRP,ilk,,,,,,,,,,,,,,,,,,,,,
100,MAT0000524,1000,,,,,,,C,,506,,pFJ,,,,,,,,,,,X,,,,,,,,,,
100,MZ-FG-E15,3000,,,,,,,,,313,VB,Gxb,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000581,5000,,,,,,,C,,359,VB,qjR,,,,,,,,,,,,,,,,,,,,,
100,MAT0000789,4000,,,,,,,C,,247,MRP,vGI,,,,,,,,,,,,,,,,,,,,,
100,MAT0000970,5000,,,,,,,,,614,VB,Wmw,,,,,,,,,,,,,,,,,,,,,
100,MAT0000338,1001,,,,,,,A,,194,VB,quy,,,,,,,,,,,,,,,,,,,,,
100,MAT0001277,2001,,,,,,,B,,886,,CNt,,,,,,,,,,,,,,,,,,,,,
100,MAT0001517,2000,,,,,,,B,,819,,XAv,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001548,1002,,,,,,,,,866,VB,fZa,,,,,,,,,,,,,,,,,,,,,
100,MAT0000899,2000,,,,,,,,,029,PD,htS,,,,,,,,,,,,,,,,,,,,,
100,MAT0001514,2000,,,,,,,C,,261,MRP,qpL,,,,,,,,,,,X,,,,,,,,,,
200,MAT0001728,3001,,,,,,,B,,254,VB,jsv,,,,,,,,,,,,,,,,,,,,,
100,MAT0001703,2000,,,,,,,A,,113,,UuW,,,,,,,,,,,,,,,,,,,,,
100,MAT0000208,5001,,,,,,,C,,511,PD,ffT,,,,,,,,,,,,,,,,,,,,,
100,MAT0001274,5000,,,,,,,,,968,,mvA,,,,,,,,,,,,,,,,,,,,,
100,MAT0000310,1002,,,,,,,A,,686,PD,TsF,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000685,2000,,,,,,,A,,079,,lVJ,,,,,,,,,,,,,,,,,,,,,
100,MAT0001605,3001,,,,,,,A,,290,PD,xBG,,,,,,,,,,,,,,,,,,,,,
100,MAT0001326,5001,,,,,,,B,,823,VB,DVP,,,,,,,,,,,,,,,,,,,,,
100,MAT0001565,1002,,,,,,,B,,790,VB,Sju,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001632,3000,,,,,,,C,,250,MRP,mXb,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000789,5001,,,,,,,A,,842,,eTu,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000542,2001,,,,,,,,,760,MRP,qed,,,,,,,,,,,,,,,,,,,,,
100,MAT0000953,5001,,,,,,,A,,264,,ymZ,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001084,2000,,,,,,,,,016,MRP,gGe,,,,,,,,,,,,,,,,,,,,,
100,MAT0001133,4000,,,,,,,C,,226,,zpX,,,,,,,,,,,,,,,,,,,,,
100,MAT0000406,1002,,,,,,,A,,017,PD,sBB,,,,,,,,,,,,,,,,,,,,,
100,MAT0000515,4000,,,,,,,A,,994,PD,DOZ,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000372,4000,,,,,,,A,,208,VB,lZG,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001751,1002,,,,,,,B,,700,VB,oVP,,,,,,,,,,,,,,,,,,,,,
100,MAT0000450,5000,,,,,,,A,,039,PD,tfx,,,,,,,,,,,,,,,,,,,,,
100,MAT0000580,1001,,,,,,,,,920,VB,FUS,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000990,1001,,,,,,,,,194,MRP,fDv,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001749,5000,,,,,,,B,,003,MRP,fTQ,,,,,,,,,,,,,,,,,,,,,
100,MAT0000583,5000,,,,,,,,,275,VB,BOK,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000875,3001,,,,,,,,,810,VB,kWr,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001127,5001,,,,,,,A,,325,PD,EgK,,,,,,,,,,,,,,,,,,,,,
100,MAT0001483,1001,,,,,,,,,550,PD,MOs,,,,,,,,,,,,,,,,,,,,,
100,MAT0000102,1001,,,,,,,,,367,VB,ygc,,,,,,,,,,,,,,,,,,,,,
100,MAT0001966,1001,,,,,,,C,,853,,QVQ,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000348,4000,,,,,,,C,,130,PD,hBy,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000054,3000,,,,,,,C,,704,VB,jjh,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000992,2000,,,,,,,,,093,PD,jQq,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000298,1000,,,,,,,A,,047,,PsX,,,,,,,,,,,,,,,,,,,,,
100,MAT0000825,1000,,,,,,,,,728,MRP,DRD,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001594,3000,,,,,,,A,,330,MRP,UBK,,,,,,,,,,,,,,,,,,,,,
100,MAT0001509,3000,,,,,,,B,,021,MRP,AOV,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001965,1002,,,,,,,B,,927,,znd,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001936,4000,,,,,,,A,,595,VB,qWZ,,,,,,,,,,,,,,,,,,,,,
100,MAT0000400,5000,,,,,,,A,,744,,jOu,,,,,,,,,,,,,,,,,,,,,
100,MAT0000399,3000,,,,,,,,,531,PD,jAr,,,,,,,,,,,,,,,,,,,,,
100,MAT0000048,5000,,,,,,,B,,779,VB,iJB,,,,,,,,,,,,,,,,,,,,,
100,MAT0001377,5001,,,,,,,,,719,,faO,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000259,5000,,,,,,,,,528,VB,iSL,,,,,,,,,,,,,,,,,,,,,
100,MAT0001376,1002,,,,,,,A,,869,,TQF,,,,,,,,,,,,,,,,,,,,,
100,MAT0001328,5001,,,,,,,A,,948,MRP,DUW,,,,,,,,,,,,,,,,,,,,,
100,MAT0000477,5000,,,,,,,C,,331,PD,OHH,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000425,3001,,,,,,,,,068,PD,bJd,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001743,2001,,,,,,,B,,976,,CpU,,,,,,,,,,,,,,,,,,,,,
100,MAT0000989,2001,,,,,,,A,,019,VB,oGf,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000296,1002,,,,,,,B,,459,PD,LyE,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000763,5000,,,,,,,B,,168,,Ocp,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001199,1001,,,,,,,,,632,,MfL,,,,,,,,,,,,,,,,,,,,,
100,MAT0000582,3001,,,,,,,,,848,MRP,ERL,,,,,,,,,,,,,,,,,,,,,
100,MAT0000298,2000,,,,,,,,,090,MRP,Lwf,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001751,2000,,,,,,,A,,056,MRP,RrF,,,,,,,,,,,,,,,,,,,,,
100,MAT0000605,5001,,,,,,,A,,140,VB,YrS,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001398,5001,,,,,,,,,311,,AxF,,,,,,,,,,,,,,,,,,,,,
100,MAT0000143,3001,,,,,,,B,,458,PD,hzR,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000885,2001,,,,,,,C,,131,PD,MHN,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000549,1000,,,,,,,B,,992,VB,zBe,,,,,,,,,,,,,,,,,,,,,
100,MAT0000712,2001,,,,,,,C,,883,,aZr,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001405,2000,,,,,,,C,,002,,ARP,,,,,,,,,,,,,,,,,,,,,
100,MAT0001015,2000,,,,,,,C,,940,VB,BwG,,,,,,,,,,,,,,,,,,,,,
100,MAT0001553,1002,,,,,,,B,,306,VB,kRl,,,,,,,,,,,,,,,,,,,,,
100,MAT0001360,5001,,,,,,,A,,418,,gvy,,,,,,,,,,,,,,,,,,,,,
100,MAT0001513,1000,,,,,,,,,950,,kBZ,,,,,,,,,,,,,,,,,,,,,
100,MAT0000853,5000,,,,,,,A,,004,VB,FLn,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000665,1001,,,,,,,A,,559,VB,eWg,,,,,,,,,,,,,,,,,,,,,
100,MAT0001776,1000,,,,,,,A,,431,VB,PwU,,,,,,,,,,,,,,,,,,,,,
100,MAT0000565,1000,,,,,,,B,,051,VB,cfC,,,,,,,,,,,,,,,,,,,,,
100,MAT0001656,1001,,,,,,,,,671,,YUs,,,,,,,,,,,,,,,,,,,,,
100,MAT0001825,5000,,,,,,,B,,466,PD,lQH,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000854,5001,,,,,,,,,061,PD,lIB,,,,,,,,,,,,,,,,,,,,,
100,MAT0001449,4000,,,,,,,C,,003,VB,wwz,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001242,2000,,,,,,,A,,043,,ZsA,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000875,1000,,,,,,,B,,041,VB,Rsu,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000039,4000,,,,,,,B,,812,MRP,XGR,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001636,5000,,,,,,,,,045,,RfK,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000374,5001,,,,,,,A,,210,VB,CAE,,,,,,,,,,,,,,,,,,,,,
100,MAT0000559,3001,,,,,,,B,,216,VB,ZQl,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001764,1001,,,,,,,B,,987,MRP,lxU,,,,,,,,,,,,,,,,,,,,,
100,MAT0000645,3001,,,,,,,A,,852,VB,WdR,,,,,,,,,,,,,,,,,,,,,
100,MAT0001537,1000,,,,,,,,,772,MRP,kSd,,,,,,,,,,,,,,,,,,,,,
100,MAT0001579,5000,,,,,,,,,128,VB,Rwn,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001948,1000,,,,,,,B,,984,,qeJ,,,,,,,,,,,,,,,,,,,,,
100,MAT0000514,3001,,,,,,,A,,667,VB,IcN,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000185,4000,,,,,,,A,,975,VB,EGP,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000630,2001,,,,,,,,,235,MRP,OOC,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001801,1002,,,,,,,A,,289,PD,hgB,,,,,,,,,,,,,,,,,,,,,
100,MAT0001278,1002,,,,,,,A,,667,VB,ijo,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000250,3000,,,,,,,C,,214,VB,IqC,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000426,3000,,,,,,,B,,356,MRP,Nhs,,,,,,,,,,,,,,,,,,,,,
100,MAT0001562,3001,,,,,,,B,,171,,Fsi,,,,,,,,,,,,,,,,,,,,,
100,MAT0001499,1001,,,,,,,C,,244,MRP,jOe,,,,,,,,,,,,,,,,,,,,,
100,MAT0001646,5001,,,,,,,C,,035,PD,dTx,,,,,,,,,,,,,,,,,,,,,
100,MAT0000487,4000,,,,,,,B,,006,MRP,CLe,,,,,,,,,,,,,,,,,,,,,
100,MAT0001440,5000,,,,,,,,,007,VB,oTM,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001392,2000,,,,,,,A,,620,PD,prf,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000450,1000,,,,,,,C,,084,VB,gmg,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001321,3000,,,,,,,,,069,PD,VDH,,,,,,,,,,,X,,,,,,,,,,
100,MZ-TG-Y120,3000,,,,,,,B,,922,,EtO,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001338,3000,,,,,,,B,,646,VB,EhN,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000846,1001,,,,,,,B,,667,MRP,guY,,,,,,,,,,,,,,,,,,,,,
100,MAT0000874,1001,,,,,,,A,,367,PD,WeY,,,,,,,,,,,,,,,,,,,,,
100,MAT0001636,2000,,,,,,,,,620,VB,bkv,,,,,,,,,,,,,,,,,,,,,
100,MAT0000309,3000,,,,,,,,,848,PD,OQl,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001560,1001,,,,,,,,,635,,AOa,,,,,,,,,,,,,,,,,,,,,
100,MAT0000080,1001,,,,,,,C,,140,PD,Uig,,,,,,,,,,,,,,,,,,,,,
100,MAT0000541,3000,,,,,,,B,,552,PD,iZE,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001822,2001,,,,,,,C,,365,VB,ujw,,,,,,,,,,,,,,,,,,,,,
100,MAT0000060,1002,,,,,,,,,882,VB,HdX,,,,,,,,,,,,,,,,,,,,,
100,MAT0000913,2000,,,,,,,A,,499,MRP,vJO,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001761,1001,,,,,,,,,388,,pBY,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000259,2000,,,,,,,B,,491,,ZwJ,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001206,5001,,,,,,,,,588,,zYW,,,,,,,,,,,,,,,,,,,,,
100,MAT0001393,2001,,,,,,,C,,054,PD,Ihw,,,,,,,,,,,,,,,,,,,,,
100,MAT0000308,3001,,,,,,,A,,661,MRP,HzT,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001748,1001,,,,,,,B,,112,PD,BdS,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000596,3000,,,,,,,B,,975,MRP,Apa,,,,,,,,,,,,,,,,,,,,,
100,MAT0001815,1002,,,,,,,,,873,PD,yol,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001459,1002,,,,,,,,,391,VB,DXo,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000527,3000,,,,,,,B,,752,MRP,hlw,,,,,,,,,,,,,,,,,,,,,
100,MAT0000608,1000,,,,,,,,,632,MRP,Itl,,,,,,,,,,,,,,,,,,,,,
100,MAT0000640,3001,,,,,,,A,,738,PD,NIu,,,,,,,,,,,,,,,,,,,,,
100,MAT0000101,5000,,,,,,,,,533,VB,eis,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001426,5001,,,,,,,C,,873,PD,UQb,,,,,,,,,,,,,,,,,,,,,
100,MAT0001536,3001,,,,,,,A,,118,MRP,fVe,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000885,1002,,,,,,,B,,416,VB,itX,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001831,1001,,,,,,,B,,738,,Rgc,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001884,1002,,,,,,,A,,267,,lcV,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000296,5000,,,,,,,C,,338,PD,noj,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000844,3000,,,,,,,A,,112,PD,ZDA,,,,,,,,,,,,,,,,,,,,,
100,MAT0000810,1001,,,,,,,C,,717,,AEs,,,,,,,,,,,,,,,,,,,,,
100,MAT0000565,1000,,,,,,,A,,730,VB,Kve,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000679,3001,,,,,,,B,,502,PD,nuV,,,,,,,,,,,,,,,,,,,,,
100,MAT0001140,1002,,,,,,,B,,976,PD,RbL,,,,,,,,,,,,,,,,,,,,,
100,MAT0000942,5001,,,,,,,,,882,PD,wYo,,,,,,,,,,,,,,,,,,,,,
100,MAT0000956,4000,,,,,,,C,,396,,ChR,,,,,,,,,,,,,,,,,,,,,
100,MAT0000087,1000,,,,,,,,,527,,PwM,,,,,,,,,,,,,,,,,,,,,
100,MAT0001062,2001,,,,,,,A,,864,,ryO,,,,,,,,,,,,,,,,,,,,,
100,MAT0000505,1001,,,,,,,C,,337,,lxX,,,,,,,,,,,X,,,,,,,,,,
100,MZ-FG-C20,5000,,,,,,,A,,267,,Oti,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001476,1000,,,,,,,A,,307,MRP,WEr,,,,,,,,,,,,,,,,,,,,,
100,MAT0000507,5000,,,,,,,,,428,PD,lQf,,,,,,,,,,,,,,,,,,,,,
100,MAT0001298,1000,,,,,,,B,,003,,hGC,,,,,,,,,,,,,,,,,,,,,
100,MAT0000429,2000,,,,,,,C,,174,PD,fBA,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001592,5000,,,,,,,,,938,MRP,zJN,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000422,1001,,,,,,,A,,796,PD,zzK,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001604,1002,,,,,,,C,,351,MRP,ycw,,,,,,,,,,,,,,,,,,,,,
100,MAT0000695,5001,,,,,,,,,158,VB,GtX,,,,,,,,,,,,,,,,,,,,,
100,MAT0001587,5000,,,,,,,,,948,PD,TyV,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000377,1000,,,,,,,B,,458,VB,QLH,,,,,,,,,,,,,,,,,,,,,
100,MAT0000200,3000,,,,,,,B,,308,MRP,tHh,,,,,,,,,,,,,,,,,,,,,
100,MAT0001133,3001,,,,,,,C,,726,VB,fQk,,,,,,,,,,,,,,,,,,,,,
100,MZ-FG-R200,3000,,,,,,,,,767,PD,QqH,,,,,,,,,,,,,,,,,,,,,
100,MAT0001339,5001,,,,,,,C,,294,PD,olN,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000238,2001,,,,,,,B,,474,VB,zst,,,,,,,,,,,,,,,,,,,,,
100,MAT0000815,1000,,,,,,,,,541,MRP,wPV,,,,,,,,,,,,,,,,,,,,,
100,MAT0001905,3001,,,,,,,A,,842,PD,GUH,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000054,3000,,,,,,,B,,612,MRP,tEX,,,,,,,,,,,,,,,,,,,,,
100,MAT0001011,2001,,,,,,,,,006,PD,VEN,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000952,1002,,,,,,,A,,866,,Cfu,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001659,1000,,,,,,,A,,160,PD,VbY,,,,,,,,,,,,,,,,,,,,,
100,MAT0000533,5000,,,,,,,B,,907,MRP,VoN,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001001,2001,,,,,,,C,,907,MRP,Ueb,,,,,,,,,,,X,,,,,,,,,,
