MANDT,KUNNR,LAND1,NAME1,NAME2,NAME3,NAME4,ORT01,ORT02,PSTLZ,REGIO,SORTL,STRAS,TELF1,TELF2,TELFX,TELTX,XCPDK,STCD1,STCD2,STKZU,ERDAT,ERNAM,KTOKD,SPRAS,ANRED,MCOD1,MCOD2,MCOD3,LOEVM,SPERR
100,0000000371,NL,有限会社阿部情報,SARL,,,Coulon-sur-Rolland   ,Vargas,L2 9GA,PI,有限会社阿部情報,776 佐藤 Street,080-1535-7259,,41 9595-2646,,,N/A,,,09.12.2020,vladeck,0001,J,Firma,有限会社阿部情報,,,,
100,0000000372,JP,有限会社渡辺保険,,,,Jesus de Cassiano,N/A,860-1743,DE,有限会社渡辺保険,185 小林 Street,090-2358-2591   ,+49 (0) 1350 497,,,,3877897685,,,27.03.2013,oliveiraceci,0001,J,Firma,有限会社渡辺保険   ,,,,
100,0000000373,JP,Laporte Payet S.A.,,,,Main-Höchst   ,いすみ市,04281,ES,LAPORTE PA,"66, chemin de Buisson",+49(0)6496223502,,,,,9630128238,,X,30.03.2013,lberry,0001,P,Herr,LAPORTE PAYET S.A.,,,,
100,0000000374,AT,Rogers-Alexander,AG & Co. KGaA,,,Port Carlmouth   ,N/A,N3 2TG,NM,ROGERS-ALE,210 青木 Street   ,41 0917 3293,,,,,N/A,,X,20120616,dustin62,D001,P,Ms.,ROGERS-ALEXANDER,,,,
100,0000000375,CN,Novaes Ferreira S.A.,,,,Sarahburgh,Prévostboeuf,946-8456,DF,NOVAES FER   ,"25, rue de Descamps",080-8310-5977,500-609-4162x908,,,,,,X,20130313,owensmelissa,DEBI,D,,NOVAES FERREIRA S.A.   ,,,,
100,0000000376,BE,"Evans, Edwards and Dunn   ",and Sons,N/A,,Duarte   ,Schongau,661-4160,ND,"EVANS, EDW",588 坂本 Street   ,090-3523-1930,,341-428-6761x583,,,8549297289,,X,15.03.2020,olivie25,0001,J,Frau,"EVANS, EDWARDS AND DUNN",,,,
100,0000000377,IN,Jones-Clarke,Group,,,Port Matthew,N/A,24342,KY,JONES-CLAR   ,"Studio 47
Jacqueline Ville",4315352895,070-8278-5976,,,,5662775530,,,10.12.2019,cecile92,0001,E,Ms.,JONES-CLARKE,,,,
100,0000000378,US,Dias,Ltda.,,,Petitjean,N/A,27513,CE,DIAS,619 Rebecca Ports Suite 624,+49(0)1586 21021,950.553.0585x852,,,,,,X,29.11.2019,rita51,D001,E,Herr,DIAS   ,,,,
100,0000000379,CA,Camargo Mendonça S.A.   ,and Sons,N/A,,Sainte Isaacnec,,97662,RN,CAMARGO ME,25829 Rebecca Village,+33 (0)3 57 13 0,,09642 658656,,,7504328811,,,18.03.2015,araujoagatha,DEBI,D,,CAMARGO MENDONÇA S.A.   ,,,,
100,0000000380,IN,da Luz,Group,N/A,,Cloppenburg,,209-4285,MO,DA LUZ,"Studio 14U
Robinson Loaf",+33 2 76 60 04 6,,,,,6833341358,,X,20180205,montenegromi,0001,E,Ms.,DA LUZ   ,,,,
100,0000000381,GB,"Lawson, Herrera and Carter",LLC,,,Vallée,,52550129,GO,"LAWSON, HE","60, chemin de Delattre",070-6235-7319,,+55 71 4395-6499,,,4115280953,,,19.09.2015,yumiko30,0001,P,Ms.,"LAWSON, HERRERA AND CARTE   ",,,,
100,0000000382,BR,Reuter AG & Co. KGaA,,,,Säckingen   ,,32202,TN,REUTER AG ,Abdullah-Mühle-Platz 71,61 8767 4199,,+1-959-554-1945x,,,3462409708,,X,20250505,rachelnorton,D001,J,Firma,REUTER AG & CO. KGAA,,,,
100,0000000383,GB,Millet,GmbH & Co. KGaA,,,あきる野市,横浜市鶴見区,22563,MH,MILLET   ,441 Amanda Terrace Apt. 643   ,0800 141 9591,(737)961-2683x26,080-8008-2144,,,3873965433,,X,20200513,soelzerchris,DEBI,F,Herr,MILLET,,,,
100,0000000384,CH,株式会社山本通信,S.A.S.,N/A,,Cunha de Marques,Pinto-les-Bains,BL88 2XL,MA,株式会社山本通信   ,Vinko-Steckel-Ring 33/38,+33 1 60 89 55 6,,,,,2779200663,,,23.01.2025,ikedananami,0001,J,Mr.,株式会社山本通信,,,,
100,0000000385,CH,Allen Ltd,AG & Co. KG,,,Saint Laureboeuf   ,N/A,86550,PI,ALLEN LTD,08574 Daniels Heights,17-9056-4480   ,,3487392974,,,1905023209,,,21.01.2026,qsato,0001,F,Ms.,ALLEN LTD   ,,,X,
100,0000000386,BE,Blümel,PLC,N/A,,East Brandonfort,,94777,RJ,BLÜMEL   ,"69, rue Jacques",11 6710 6706,,,,,3073585658,,,20171102,takahashiaki,0001,D,Ms.,BLÜMEL,,,,
100,0000000387,SE,Pieper Rosemann e.V.,N/A,,,Meyer,,52984-017,MS,PIEPER ROS,Schottinallee 5680,+441314960384,84 1713-3717,+44(0)1144960413,,,0043491903,,,20.03.2019,rogersgeorgi,DEBI,F,Mr.,PIEPER ROSEMANN E.V.,,,,
100,0000000388,ES,Webster-Moore   ,OHG mbH,,,Leipziger Land,,279-4163,CA,WEBSTER-MO   ,3 Richardson Road   ,(262)596-3089x09   ,+55 51 1629 3999,0115 496 0585,,,4603519194,,,20231010,yumikomiura,0001,E,Firma,WEBSTER-MOORE,,,,
100,0000000389,US,Benoit,e Filhos,,,Bad Langensalza,N/A,241-9007,PA,BENOIT,900 石川 Street,03 67 08 50 20,,,,,8071620053,,,20170911,evametz,0001,E,Ms.,BENOIT   ,,,,
100,0000000390,KR,Adams Ltd,N/A,,,South Samuel,N/A,G0 1BX,MS,ADAMS LTD   ,004 佐藤 Street,(071) 7861-0361,+55 41 9717 1192,020 7946 0461,,,6567501784,,X,20190728,fdoyle,DEBI,E,Ms.,ADAMS LTD,,,,
100,0000000391,MX,藤井農林株式会社,PLC,,,South Hugh,Gainesside,57933,PI,藤井農林株式会社,"Largo de Pires, 12",+44131 4960473,0800-573-2726,,,,2516249016,,X,16.10.2020,bouvetjuliet,0001,E,Ms.,藤井農林株式会社,,,,
100,0000000392,BE,Bauer AG,,,,山武郡芝山町   ,N/A,19702,WI,BAUER AG,"76, rue Victoire Olivier",03509694049   ,,,,,0121230262,,X,20180808,rognerradmil,0001,F,Firma,BAUER AG,,,,
100,0000000393,IT,Birnbaum AG & Co. KG   ,AG & Co. KG,N/A,,Carolview   ,Eisleben,38985,SD,BIRNBAUM A,Marietta-Schaaf-Straße 5,11 2178-4366,,+49(0)4585 22436,,,3589904470,,,20180918,samantha74,DEBI,D,Ms.,BIRNBAUM AG & CO. KG,,,,
100,0000000394,CN,Cassiano,Ltd,,,町田市,横浜市戸塚区,387-3313,PA,CASSIANO,025 中島 Street,+33 4 87 35 11 2   ,,,,,7191468256,,X,20161012,kumiko90,0001,D,Herr,CASSIANO,,,,
100,0000000395,AT,Gröttner Naser AG,N/A,,,South Tanyabury,New Brianmouth,499-0630,CO,GRÖTTNER N,"Flat 1
Cheryl Loop",983.812.2809,+44(0)2074960760,,,,N/A,,,03.09.2025,nvasconcelos,D001,F,Herr,GRÖTTNER NASER AG,,,,
100,0000000396,SE,Siqueira,KG,,,Grantborough,Saint Aimée,804-3715,CT,SIQUEIRA,636 Henderson Islands Apt. 000,(674)752-4835x93   ,,+55 (061) 4370 4,,,9489869669,,X,20190301,vhanson,DEBI,J,Firma,SIQUEIRA,,,,
100,0000000397,JP,Nogueira Almeida - ME,,,,江戸川区,,04504,CO,NOGUEIRA A,"Largo de Duarte, 83",+49 (0) 3970 335,,,,,N/A,,X,01.02.2023,charles11,0001,F,Ms.,NOGUEIRA ALMEIDA - ME   ,,,,
100,0000000398,IN,das Neves - ME,N/A,,,West Roy   ,Barthelemy,BB2W 0PR,AL,DAS NEVES ,804 岡本 Street   ,080-8549-2164,,,,,4413749220,,X,24.01.2014,igorsa,D001,D,Mr.,DAS NEVES - ME,,,,
100,0000000399,CA,Andre   ,PLC,,,Freising,豊島区,02910,RJ,ANDRE,821 Alexander Shores,080-2447-1965,,84 7075 1678,,,8131105729,,X,08.02.2015,dmedina,DEBI,D,,ANDRE,,,,
100,0000000400,XX,Castro - EI,and Sons,,,Borges   ,,28622,RN,CASTRO - E,"2, chemin de Léger",070-1259-1070,0306 9990685,,,,2183831571,,X,11.06.2019,nigel43,0001,F,Ms.,CASTRO - EI   ,,,,
100,0000000401,FR,Walker-Richardson,PLC,,,横浜市港南区,N/A,436-6936,WY,WALKER-RIC,"Ladeira de Sampaio, 7",+55 (031) 5460 5,+44808 1570047,0671854654,,,1062783085,,,03.03.2014,mkroker,D001,F,Ms.,WALKER-RICHARDSON,,,,
100,0000000402,BR,"Grant, Hernandez and Parks",LLC,,,Schlüchtern,Novais de Fernandes,03410846,OR,"GRANT, HER   ",443 Gomez Shoals Suite 297,+33 4 23 05 44 9,,,,,8540892131,,,29.05.2018,kumiko47,DEBI,D,Herr,"GRANT, HERNANDEZ AND PARK   ",,,,
100,0000000403,JP,Lester-Stevens,,N/A,,Sainte Célinenec,,RH6 7RY,SE,LESTER-STE,072 小林 Street,(09330) 33245,,,,,N/A,,,20240409,eduarda13,0001,E,Frau,LESTER-STEVENS,,,,
100,0000000404,IN,Carvalho S/A,and Sons,,,Hebert,Melle,60512,MN,CARVALHO S,5486 Willis Manors Suite 245,450-559-8536x468,,04 98 14 78 77,,,9957084353,,,22.12.2023,sayuri17,0001,P,Mr.,CARVALHO S/A,,,,
100,0000000405,CA,Arnaud   ,S/A,,,Aragão Alegre,N/A,W9 7JX,RO,ARNAUD,"Alameda de Oliveira, 87",+442074960817,070-4960-3380,21 4853-4377,,,8262596047,,X,28.10.2019,albersdetlef,0001,E,Frau,ARNAUD,,,,
100,0000000406,IT,Jesus,and Sons,,,Bourgeois-les-Bains,N/A,HP5 7LL,AC,JESUS,"Studio 3
Charlotte Fields",+55 31 7602 1235   ,+55 (061) 5840-6,+33 (0)2 43 19 7,,,7081955409,,,20130403,mariajohnsto,D001,E,Mr.,JESUS   ,,,,
100,0000000407,KR,Camargo Mendonça S.A.,Group,,,South Kevin,Thomasfurt,97113,SP,CAMARGO ME,"Área Duarte, 1",0310734279,,84 1521-2188,,,2443402701,,,25.01.2024,agomes,0001,E,,CAMARGO MENDONÇA S.A.   ,,,,
100,0000000408,GB,Mason Inc,PLC,N/A,,Jacobton,N/A,E28 6HA,AL,MASON INC,5564 Miller Vista   ,070-8408-5296   ,(716)315-0321x34,,,,,,,20110729,gregoire64,0001,J,Herr,MASON INC   ,,,,
100,0000000409,DE,合同会社伊藤保険   ,- EI,N/A,,香取市,Saint Andrénec,98518,PI,合同会社伊藤保険,439 Nicholas Stream,+55 41 4571-5552,,,,,0040952449,,X,20131014,jeffery88,0001,E,Mr.,合同会社伊藤保険,,,,
100,0000000410,PL,小川銀行合同会社,PLC,,,South Melanie,West Teresaport,60264,AL,小川銀行合同会社,7 Saunders Fork   ,31 6594 4335,080-3261-2140,388-804-3079,,,3912877496,,,04.09.2023,silvajose-mi,0001,J,Frau,小川銀行合同会社,,,,
100,0000000411,SE,Blümel,S/A,,,West Shirley,Gadebusch,37007-636,SD,BLÜMEL   ,"Parque Teixeira, 1",001-763-735-2396   ,,,,,8566730046,,,21.09.2021,wpires,D001,E,Firma,BLÜMEL,,,,
100,0000000412,DE,Martinez Valentin S.A.R.L.   ,PLC,N/A,,Uffenheim,Pires,60998,PR,MARTINEZ V,Alwine-Heser-Ring 2992,+44808 1570349,+33 (0)2 21 65 2,,,,2337033147,,,20190814,ryosuke94,0001,D,Firma,MARTINEZ VALENTIN S.A.R.L,,,,
100,0000000413,BE,Fonseca Nunes - EI,N/A,N/A,,Viana,,44632-700,DC,FONSECA NU   ,93602 Beverly Ford,070-2441-0316,,090-0448-3720,,,6765393953,,,22.07.2013,doddjenna,DEBI,J,Herr,FONSECA NUNES - EI,,,,
100,0000000414,AT,"Oliver, Bradley and Brooks   ",N/A,,,Vieira do Oeste,,96403-566,AP,"OLIVER, BR","Vale Mendes, 973",0564111991   ,,,,,1552281367,,X,20250720,beerhans-chr,D001,P,Firma,"OLIVER, BRADLEY AND BROOK",,,,
100,0000000415,CA,田中食品有限会社   ,and Sons,,,白井市,,22266-054,GU,田中食品有限会社,0 Diana Plaza,+49(0)2017 10104,,,,,5541792229,,X,30.06.2020,vieiraelisa,D001,D,Firma,田中食品有限会社,,,,
100,0000000416,BE,Guyot,PLC,,,Lima do Campo,,05864,PE,GUYOT,723 阿部 Street,01 43 50 51 93   ,+49(0)7190 98069,(517)362-0032x74,,,,,X,03.11.2017,wrightruth,DEBI,E,Herr,GUYOT,,,,
100,0000000417,GB,合同会社藤原印刷,Ltd,,,Haldensleben   ,,26991-948,GO,合同会社藤原印刷,"Studio 40
Ball Field   ",+1-932-965-5138x,,+55 (061) 0139 4,,,2145071215,,X,20221006,tanakahanako,DEBI,E,Ms.,合同会社藤原印刷,,,,
100,0000000418,CA,"Chavez, Valenzuela and Phillips",S.A.R.L.,,,South Sarah,,05922-959,PR,"CHAVEZ, VA",8 Rita Lights,209.989.2883,,,,,,,,10.09.2024,johnjones,0001,P,,"CHAVEZ, VALENZUELA AND PH",,,,
100,0000000419,PL,Martins Melo S.A.,PLC,,,Moura,,21198,AC,MARTINS ME,1820 Warren Court,41 5250 6604   ,+49(0)4744 31182,,,,,,,20210218,wilkinsonder,0001,F,Ms.,MARTINS MELO S.A.,,,,
100,0000000420,FR,Hornig e.V.,,,,Rivière-les-Bains,Weißenfels,E6 8AN,RR,HORNIG E.V,"Recanto Emanuel Caldeira, 44",0590844033,+44(0)161 496053,,,,9447930871,,X,02.11.2016,maria-sophia,DEBI,F,Mr.,HORNIG E.V.,,,,
100,0000000421,KR,合同会社佐藤保険,N/A,,,Port Brenda,Bad Mergentheim,B9 8SS,GO,合同会社佐藤保険,"Sítio Cassiano, 67",+49(0) 429752703,04 44 75 93 19,,,,1914616394,,,20191023,woodsdeborah,D001,P,,合同会社佐藤保険,,,,
100,0000000422,JP,Johnson-Davis,,,,East Nathanside,,33061,UT,JOHNSON-DA,"89, rue de Marion",(00290) 03735   ,31 1588 3727,838-828-2919x056,,,8474322855,,,29.03.2013,eloa16,DEBI,D,Mr.,JOHNSON-DAVIS,,,,
100,0000000423,JP,"Holland, Turner and Holloway   ",Stiftung & Co. KG,,,Sainte Aiméeboeuf   ,清瀬市,64156,MT,"HOLLAND, T",241 吉田 Street,+49(0)5577832677   ,,,,,,,,22.10.2015,browntom,DEBI,E,,"HOLLAND, TURNER AND HOLLO",,,,
100,0000000424,SE,Adam S.A.,PLC,N/A,,Garcia,福生市,10010,NV,ADAM S.A.,558 佐藤 Street,0300 835 0670,,,,,,,X,20120831,ddidier,0001,P,Herr,ADAM S.A.,,,,
100,0000000425,CH,田中建設株式会社,PLC,,,横浜市中区,,25534,MD,田中建設株式会社,87366 Freeman Parks,08050 84402,,,,,5535907411,,X,08.05.2013,apearson,DEBI,P,Mr.,田中建設株式会社,,,,
100,0000000426,PL,"Russell, Gross and Burton",N/A,N/A,,渋谷区,,81357,AL,"RUSSELL, G",866 池田 Street,(539)299-5875x17,001-792-642-3515,625.638.2438x504,,,5210631861,,,20230630,kaori65,0001,F,Herr,"RUSSELL, GROSS AND BURTON   ",,,,
100,0000000427,US,Henk AG   ,LLC,,,Richardville   ,新島村,DD2 6WH,PA,HENK AG,25 Price Run,+33 4 76 47 76 9,+49(0) 734875151,04 76 08 54 49,,,2585766278,,,22.03.2013,yoshidayuta,D001,F,Firma,HENK AG,,,,
100,0000000428,BR,Herbert-Charlton,- EI,N/A,,多摩市,Moura,11262-542,MA,HERBERT-CH,257 鈴木 Street,+33 (0)4 67 69 1   ,,0630373292,,,,,X,28.02.2013,dbrooks,D001,F,,HERBERT-CHARLTON,,,,
100,0000000429,FR,da Luz Moura Ltda.,SA,,,Lenoir,,60465,PB,DA LUZ MOU,Chácara Freitas,080-8139-6401,,,,,5038603429,,X,18.10.2023,davi-lucas61,0001,E,,DA LUZ MOURA LTDA.,,,X,
100,0000000430,IT,橋本食品有限会社,e Filhos,,,川崎市川崎区   ,Raymondmouth,56934,PA,橋本食品有限会社,88197 Rodriguez Inlet Apt. 029,+49(0)6495 08441,,,,,0709099837,,X,20160408,perryjeremy,DEBI,D,Herr,橋本食品有限会社   ,,,,
100,0000000431,CN,Rodrigues,,,,西多摩郡檜原村,,M24 7ZT,VT,RODRIGUES,"Fazenda de Cunha, 55",02 77 33 40 67,,,,,9105388794,,,02.06.2021,andrejulien,D001,D,Firma,RODRIGUES,,,,
100,0000000432,NL,"Charlton, Bishop and Hughes   ",N/A,,,Seelow,Garcia,83150,PE,"CHARLTON, ",304 Joshua Prairie,0115 496 0325   ,,+33 (0)7 83 83 2,,,N/A,,,15.08.2013,suzukisayuri,0001,F,,"CHARLTON, BISHOP AND HUGH",,,,
100,0000000433,FR,"Owen, Davies and Sullivan",,,,Lüdenscheid   ,Cirino,367-4052,RJ,"OWEN, DAVI",Ullmannweg 4-8,81 2883 5947,070-2591-9582,02 44 77 65 96,,,4848840841,,X,15.07.2025,goncalvesjos,DEBI,E,Firma,"OWEN, DAVIES AND SULLIVAN",,,,
100,0000000434,AT,Potier SA,S/A,,,Lloydchester   ,Pacheco Paulista,08693-493,AC,POTIER SA,"Parque Ana Júlia Borges, 2",+33 (0)4 66 36 9,,0402205992,,,7923940381,,X,20161007,saramills,DEBI,D,Firma,POTIER SA   ,,,,
100,0000000435,US,Fox Inc,Ltda.,,,Dumont,da Mata de Goiás,60155,PE,FOX INC,452 佐藤 Street   ,090-5210-4379,(011) 0557 3156,,,,N/A,,X,20160625,barbosanicol,D001,P,Frau,FOX INC,,,,
100,0000000436,US,合同会社松田鉱業   ,,,,川崎市中原区,North Aliceside,CF5 9YU,IA,合同会社松田鉱業   ,Grein Grothplatz 36-38,080-1357-9153,,,,,0777989528,,,20210806,unakagawa,0001,D,,合同会社松田鉱業   ,,,,
100,0000000437,BR,松本銀行有限会社   ,N/A,,,Patelfurt,Rocha,657-8803,NE,松本銀行有限会社   ,Burghard-Weiß-Allee 5-4,0500 857 8635,,,,,6854647132,,X,20140104,taro14,D001,J,Ms.,松本銀行有限会社   ,,,,
100,0000000438,JP,Parker LLC   ,S.A.,,,RegnierVille,North Normanland,98655,RN,PARKER LLC   ,6589 Mcguire Manors Apt. 999,0121 4960084,,+55 (021) 5478-7,,,3770975276,,,19.02.2026,boucherandre,D001,P,Mr.,PARKER LLC   ,,,,
100,0000000439,FR,Neveu Salmon S.A.   ,Group,N/A,,東久留米市,N/A,34677,ES,NEVEU SALM,Rolf-Hübel-Platz 7/4,01346 69745,,261.299.4977,,,5494064409,,,12.12.2024,laurasmith,DEBI,P,Mr.,NEVEU SALMON S.A.,,,,
100,0000000440,ES,Jüttner AG   ,N/A,,,三宅島三宅村,Arnoldside,25016,ES,JÜTTNER AG   ,Mohammed-Stey-Allee 11,070-5009-2145,,,,,9417829994,,,02.11.2016,guilherme45,DEBI,F,Frau,JÜTTNER AG,,,,
100,0000000441,IT,Robinson LLC,PLC,N/A,,Kamenz   ,Pimenta,69598,MS,ROBINSON L,560 長谷川 Street,+49(0)8035280616   ,,,,,2268126746,,X,13.03.2015,zaenkerjakob,0001,P,Firma,ROBINSON LLC,,,,
100,0000000442,NL,Seip Vogt AG,KG,,,Nördlingen,Farias dos Dourados,51983,MG,SEIP VOGT ,095 斎藤 Street,01164960268   ,,,,,N/A,,,20211207,potierceline,DEBI,E,,SEIP VOGT AG   ,,,,
100,0000000443,SE,Mendes,- EI,,,Quedlinburg,South Ashleyview,76450,PW,MENDES,773 鈴木 Street   ,(05351) 130138,3684396713,0141 4960463,,,2067330922,,,20230630,qnakamura,D001,J,,MENDES,,,,
100,0000000444,BE,Hammond-Little,Ltd,,,DelannoyBourg,Diepholz,L4H 0RE,RS,HAMMOND-LI   ,964 Griffin Estate,(03668) 458685,,,,,1307841683,,,20140911,beverlyschne,DEBI,J,Ms.,HAMMOND-LITTLE,,,,
100,0000000445,PL,Novais   ,GmbH,,,Rezende,いすみ市,N82 8TQ,NH,NOVAIS,873 Kimberly Mews   ,+55 51 1902 9795,,+44(0)909 879 03,,,0590135201,,,30.09.2025,eloahrodrigu,0001,E,,NOVAIS,,,,
100,0000000446,ES,Power Group,GbR,,,Ramos   ,N/A,27832,WI,POWER GROU,980 鈴木 Street,(0141) 4960045,,,,,3125541370,,,20150916,kenichifukud,DEBI,P,Firma,POWER GROUP,,,,
100,0000000447,BE,合同会社吉田農林,,N/A,,小笠原村   ,das Neves,970-6920,PE,合同会社吉田農林,111 Karl Lane   ,+44306 999 0364,,+49(0)1240 05784,,,0652983858,,,20110829,ana-laura41,0001,P,Ms.,合同会社吉田農林,,,,
100,0000000448,GB,Stahr e.G.,N/A,,,南房総市,西多摩郡日の出町,16844,PI,STAHR E.G.,"7, chemin Lucas Roux",884.951.4754x599   ,,,,,4290291948,,,20250930,qalmeida,D001,P,Mr.,STAHR E.G.,,,,
100,0000000449,CN,Monteiro - EI,GmbH & Co. OHG,N/A,,Moraes de Nunes,Lindaburgh,643-4695,WV,MONTEIRO -,"97, avenue Inès Pruvost",30-6852-0859   ,,,,,1543297696,,X,27.04.2023,andrew68,0001,F,Ms.,MONTEIRO - EI,,,,
100,0000000450,MX,Besson,AG,,,Lake Christopher   ,N/A,973-1782,PB,BESSON,026 石川 Street,+55 51 0106 5681,,,,,N/A,,,20151230,christina13,DEBI,J,,BESSON,,,,
100,0000000451,US,Reeves-Garcia   ,GmbH,,,North Daniellefort,Gonzalezfort,73560,NJ,REEVES-GAR,4 Pritchard Spur,446-576-4809,,(0117)4960430,,,N/A,,X,20200827,atkinssimon,0001,P,,REEVES-GARCIA,,,,
100,0000000452,FR,山本電気株式会社,Inc,,,Osterburg,N/A,M3 8AG,SC,山本電気株式会社,4505 Austin Square Apt. 194   ,090-5109-9534,,0634113789,,,4055888182,,X,05.10.2017,emosemann,DEBI,D,Herr,山本電気株式会社,,,,
100,0000000453,DE,Fisher-Fisher,S.A.R.L.,,,Fosterton,North Colin,85000-782,CE,FISHER-FIS   ,"Residencial Eloá Almeida, 110",01134960136,,0262716630,,,7078342953,,X,26.11.2025,jnakamura,DEBI,P,Firma,FISHER-FISHER,,,,
100,0000000454,CN,Klotz GbR,Ltd,,,Pereira Paulista   ,da Cunha,12293,WA,KLOTZ GBR   ,28688 Dominic Square Apt. 769,07980 60326,,+44118 4960511,,,9212776713,,X,20120306,azevedoluana,DEBI,P,Mr.,KLOTZ GBR,,,,
100,0000000455,MX,Moura Oliveira - EI,Ltd,N/A,,Regensburg,,89654941,SC,MOURA OLIV,"Via de Castro, 1",(011) 6124 3158,,08215 639314,,,5285499816,,X,14.09.2020,mhill,DEBI,D,Ms.,MOURA OLIVEIRA - EI,,,,
100,0000000456,CH,Wong-Stevens,Group,,,New Alejandrohaven   ,Bernburg,58539-973,OR,WONG-STEVE,"491, rue Bigot   ",070-2637-7239   ,,+55 61 2869-7501,,,6066919315,,X,01.10.2023,kanahashimot,D001,P,Mr.,WONG-STEVENS   ,,,,
100,0000000457,GB,合同会社山本農林,Group,,,ValletBourg,New Victorview,52295,ID,合同会社山本農林   ,945 Kim Burgs,080-0161-8761,,,,,2638375084,,X,18.01.2022,preisssedat,0001,F,Frau,合同会社山本農林,,,,
100,0000000458,NL,Schaaf   ,Inc,,,Silveira Alegre,Eisenberg,99628-095,SD,SCHAAF   ,"Studio 03H
Jodie Ford   ",+33 3 22 69 36 5,,,,,9063569495,,,10.07.2014,gertraud06,0001,F,Firma,SCHAAF,,,,
100,0000000459,US,Brown Group,,,,Dianatown,N/A,40518,NC,BROWN GROU,"Recanto de Vasconcelos, 602   ",00037 921506   ,070-3212-3848,,,,N/A,,X,20200527,irmelarust,0001,E,Firma,BROWN GROUP,,,,
100,0000000460,AU,Sampaio Costela e Filhos,,,,das Neves,Forst,53244,NY,SAMPAIO CO,Justus-Hermighausen-Gasse 10/40   ,665.242.0508   ,,,,,,,X,20180704,katherinebut,0001,D,Frau,SAMPAIO COSTELA E FILHOS,,,,
100,0000000461,KR,"Roman, Vargas and Juarez   ",,,,西多摩郡瑞穂町   ,Holzminden,32594,MT,"ROMAN, VAR   ",678 鈴木 Street,0800 003 2862,,,,,2718128326,,,20260305,cpohl,DEBI,J,Mr.,"ROMAN, VARGAS AND JUAREZ   ",,,,
100,0000000462,CH,Joseph,PLC,,,Johnsstad   ,,L7S 8PT,AM,JOSEPH,631 中村 Street,+33 5 18 64 89 9,,070-3278-4385,,,N/A,,X,15.06.2022,chadwickhugh,0001,J,Frau,JOSEPH,,,,
100,0000000463,CA,Scheuermann AG & Co. KGaA,Ltda.,,,Blin,Riou-les-Bains,21888,MA,SCHEUERMAN,"Studio 7
Natalie Glens",(05307) 78079,,+449098790194,,,8712051423,,,20171221,bethanyiqbal,DEBI,D,Ms.,SCHEUERMANN AG & CO. KGAA,,,,
100,0000000464,IT,Turpin Gimenez SA   ,LLC,,,Lake Lewisbury   ,N/A,57839,OH,TURPIN GIM   ,Mirjana-Süßebier-Ring 97/27   ,8455982360,+55 (071) 7747-9,+441414960473,,,4859973214,,X,20140727,vincent26,DEBI,D,Herr,TURPIN GIMENEZ SA,,,,
100,0000000465,CA,Patel-Kent,S.A.S.,,,FontaineBourg,N/A,54806,AL,PATEL-KENT,Theobald-van der Dussen-Ring 9,+33 6 30 55 28 2,080-1180-5412,,,,2064699019,,X,25.06.2017,irmtraud54,0001,E,Firma,PATEL-KENT,,,,
100,0000000466,CH,Rodriguez-Avery,N/A,,,South Rachel,,30724,RN,RODRIGUEZ-   ,"Flat 61E
Chapman Isle",090-6742-6978   ,,+49(0)1394 45257,,,3642235564,,,20250731,mlachmann,DEBI,D,,RODRIGUEZ-AVERY,,,,
100,0000000467,IT,"Williams, Bender and Scott",Group,N/A,,北区,Pastor,ME7W 8YQ,IL,"WILLIAMS, ",rue de Baron,679.388.7503x679,,21-4705-0122,,,N/A,,,24.09.2011,jaynewilliam,DEBI,F,Frau,"WILLIAMS, BENDER AND SCOT   ",,,,
100,0000000468,JP,Jones-Miller   ,N/A,N/A,,New Cheryl,,60326-112,BA,JONES-MILL,224 渡辺 Street,+4429 2018193,070-4535-8740,,,,4275120619,,,20220318,mnakamura,D001,J,Mr.,JONES-MILLER   ,,,,
100,0000000469,ES,Baker LLC,,,,LegendreVille,East Susan,79834,MI,BAKER LLC,193 中村 Street   ,+33 (0)6 30 95 8   ,,,,,,,X,20150126,jonesdenise,D001,J,Ms.,BAKER LLC   ,,,,
100,0000000470,XX,Pasquier,S.A.S.,,,da Cruz,,395-1518,MT,PASQUIER,9 Thomson Inlet,090-0483-0474,,001-948-966-1546,,,5375275590,,,04.08.2017,oliviagomes,D001,D,Firma,PASQUIER,,,,
100,0000000471,CN,Andrade,- EI,,,長生郡長柄町,N/A,01379,MG,ANDRADE   ,815 中村 Street   ,04 69 37 79 69,,080-1211-1400,,,9032804132,,,20111104,sahinkohl,0001,P,,ANDRADE   ,,,,
100,0000000472,BR,Mangold Mälzer GmbH & Co. KG,and Sons,,,West Kristin,Rémy-les-Bains,GY3W 3GJ,GO,MANGOLD MÄ,"Flat 6
Marie Roads   ",+49(0) 800044173,,+33 1 45 17 57 9,,,4763975678,,X,20150630,juliana17,D001,F,Ms.,MANGOLD MÄLZER GMBH & CO.,,,,
100,0000000473,AT,Reynaud   ,Ltda.,N/A,,North Johnside,Lecoqdan,38004,DE,REYNAUD,745 斎藤 Street,+44(0)115 496 05,,080-5056-2317,,,8172279207,,X,20231227,morristrevor,D001,F,Firma,REYNAUD,,,X,
100,0000000474,KR,合同会社山本保険,N/A,,,Darmstadt,府中市,63857,TO,合同会社山本保険,115 伊藤 Street,080-7064-5723,,(02043) 063650,,,6338322203,,,20.12.2024,parkervictor,D001,D,,合同会社山本保険,,,,
