MANDT,MATNR,ERSDA,ERNAM,LAEDA,AENAM,MTART,MBRSH,MATKL,MEINS,BSTME,ZEINR,ZEIVR,ZEIFO,AESZN,BLANZ,FERTH,FORMT,NORMT,LABOR,EKWSL,BRGEW,GEWEI,NTGEW,VOLUM,VOLEH,BEHVO,RAUBE,TEMPB,DISST,TRAGR,STOFF,SPART,VHART,FUELG,IPRKZ,RDPRF,MHDRZ,MHDLP,MHDLF,BWVOR,BWSCL,SAISO,ETIAR,ETIFO,ENTAR,EAN11,NUMTP,LAENG,BREIT,HOEHE,MEABM,PRDHA,CADKZ,ERGEW,ERVOLM,WERKS,LMEINS,BRGEW2,GEWEI2
100,MAT0000481,20170617,ana-beatrizd,20250828,antoinelucas,FERT,F,584627,M3,M3,,,,,,,,,,,595.169,KG,535.652,24.548,L,,,,,,,01,,,,,,,,,,,,,,7319637198169,,6.3,193.1,33.7,M,,,,,2000,,,
100,MAT0000482,24.09.2023,fyamada,20241013,ybarry,VERP,A,761843,M,M,,,,,,,,,,,649.969,KG,584.972,58.877,CM3,,,,,,,00,,,,,,,,,,,,,,4538825998159,,78.9,192.0,2.1,CM,,,,,1000,,,
100,MAT0000483,18.07.2011,xhasegawa,20260210,ana-julia55,DIEN,F,685137,ST,ST,,,,,,,,,,,834.974,KG,751.477,90.739,CM3,,,,,,,02,,,,,,,,,,,,,,3879901778830,,55.4,71.5,187.3,M,,,,,1002,,,
100,MAT0000484,20.03.2024,vnakamura,20240810,bjenkins,ROH,F,039246,ST,ST,,,,,,,,,,,499.488,KG,449.539,1.128,L,,,,,,,00,,,,,,,,,,,,,,0780318677742,,87.5,69.2,6.0,CM,,,,,3001,,,
100,MAT0000485,20111020,martineznich,20260205,matthaeiemil,ROH,M,827933,ST,ST,,,,,,,,,,,719.148,KG,647.233,89.87,CM3,,,,,,,00,,,,,,,,,,,,,,1058136406202,,183.4,172.6,177.2,M,,,,,1001,,,
100,MAT0000486,20161021,abigailyates,20251122,leegriffiths,NLAG,C,146270,PC,PC,,,,,,,,,,,233.242,KG,209.918,46.177,M3,,,,,,,03,,,,,,,,,,,,,,1633922008244,,128.5,187.0,110.7,M,,,,,2000,,,
100,MAT0000487,06.04.2017,suzukiyasuhi,20241018,njones,ROH,R,574037,L,L,,,,,,,,,,,49.006,KG,44.105,9.466,M3,,,,,,,03,,,,,,,,,,,,,,8559484538223,,163.0,137.4,130.4,IN,,,,,2001,,,
100,MAT0000488,20110925,lydialowe,20260619,hasegawasayu,VERP,E,174314,M3,M3,,,,,,,,,,,219.837,KG,197.853,84.15,M3,,,,,,,01,,,,,,,,,,,,,,0242476603143,,141.0,199.0,161.2,CM,,,,,2001,,,
100,MAT0000489,29.07.2011,helena48,20250714,wilmsenmahmu,ROH,M,901048,PC,PC,,,,,,,,,,,577.954,KG,520.159,38.661,L,,,,,,,03,,,,,,,,,,,,,,2957385859335,,74.5,165.7,184.5,M,,,,,1001,,,
100,MAT0000490,28.03.2022,almeidadanie,20241213,luiz-felipeg,NLAG,A,553871,M2,M2,,,,,,,,,,,28.214,KG,25.393,95.253,M3,,,,,,,03,,,,,,,,,,,,,,6132295597133,,77.2,50.4,29.3,IN,,,,,2001,,,
100,MAT0000491,20160322,cohenkara,20250212,xdaniel,ROH,A,802442,M2,M2,,,,,,,,,,,209.701,KG,188.731,41.769,CM3,,,,,,,01,,,,,,,,,,,,,,1893651473472,,51.0,70.6,68.2,IN,,,,,1002,,,
200,MAT0000492,20140604,kevinmccall,20250105,tsmith,FERT,A,307044,PC,PC,,,,,,,,,,,882.041,KG,793.837,10.468,M3,,,,,,,04,,,,,,,,,,,,,,8428846627182,,34.5,16.5,48.4,CM,,,,,5000,,,
100,MAT0000493,07.05.2024,beatriz80,20251114,pedro29,ERSA,E,406928,PC,PC,,,,,,,,,,,334.226,KG,300.803,16.918,CM3,,,,,,,03,,,,,,,,,,,,,,9322204978444,,50.2,150.1,101.9,M,,,,,4000,,,
100,MAT0000494,23.11.2017,kana24,20260624,gillianshaw,HALB,C,639872,KG,KG,,,,,,,,,,,317.34,KG,285.606,21.462,L,,,,,,,02,,,,,,,,,,,,,,1753745947848,,20.2,170.3,89.3,CM,,,,,2000,,,
100,MAT0000495,20250705,colassusanne,20250607,alexandra84,VERP,M,187568,M,M,,,,,,,,,,,210.568,KG,189.511,44.905,CM3,,,,,,,04,,,,,,,,,,,,,,0510253375508,,182.6,156.1,121.7,M,,,,,3000,,,
100,MAT0000496,16.10.2024,yikeda,20260427,reinhardt65,VERP,M,122510,M2,M2,,,,,,,,,,,661.975,KG,595.778,5.138,M3,,,,,,,03,,,,,,,,,,,,,,8645796170401,,178.6,194.4,191.5,CM,,,,,4000,,,
100,MAT0000497,20121027,shannon88,20260417,crystalnelso,HIBE,F,656685,M3,M3,,,,,,,,,,,669.227,KG,602.304,87.394,M3,,,,,,,04,,,,,,,,,,,,,,4242456042586,,168.4,112.0,171.0,M,,,,,1000,,,
100,MAT0000498,01.12.2014,tyronecollin,20240813,jack08,ROH,F,790202,PC,PC,,,,,,,,,,,313.488,KG,282.139,60.56,CM3,,,,,,,04,,,,,,,,,,,,,,6657653596370,,155.2,156.3,15.1,CM,,,,,2000,,,
100,MAT0000499,20111016,arnaude03,20251220,gregoire96,NLAG,F,793731,M2,M2,,,,,,,,,,,309.659,KG,278.693,3.711,M3,,,,,,,01,,,,,,,,,,,,,,0583173340956,,129.8,55.5,35.4,IN,,,,,1002,,,
100,MAT0000500,20240605,qito,20251013,williamsdonn,FERT,M,621462,M3,M3,,,,,,,,,,,990.759,KG,891.683,47.287,M3,,,,,,,04,,,,,,,,,,,,,,9241834531969,,34.8,66.0,102.5,M,,,,,5001,,,
100,MAT0000501,31.12.2013,jfournier,20241009,yamamotomika,HALB,A,606469,M2,M2,,,,,,,,,,,769.538,KG,692.584,48.764,M3,,,,,,,03,,,,,,,,,,,,,,8139719811408,,115.0,122.3,99.5,CM,,,,,3000,,,
100,MAT0000502,20181010,pachecoeloah,20251226,bstahr,ERSA,M,916479,ST,ST,,,,,,,,,,,526.097,KG,473.487,32.164,L,,,,,,,04,,,,,,,,,,,,,,0202231663485,,49.5,62.5,162.5,CM,,,,,2000,,,
100,MAT0000503,20160611,hugheskathry,20251221,jose-pedro06,HIBE,R,752248,EA,EA,,,,,,,,,,,684.07,KG,615.663,80.851,CM3,,,,,,,02,,,,,,,,,,,,,,2718812926354,,117.8,64.8,88.8,CM,,,,,5000,,,
100,MAT0000504,16.03.2026,babreu,20250329,gordon39,ERSA,F,917869,EA,EA,,,,,,,,,,,818.041,KG,736.237,2.751,L,,,,,,,00,,,,,,,,,,,,,,8868342701274,,82.2,45.2,161.9,IN,,,,,3000,,,
100,MAT0000505,20200830,satominoru,20240721,davi-miguel9,ERSA,E,737762,M,M,,,,,,,,,,,435.058,KG,391.552,45.307,M3,,,,,,,03,,,,,,,,,,,,,,9681374446659,,177.1,37.7,50.5,M,,,,,3001,,,
100,MAT0000506,20.08.2015,ansgarheuser,20260305,hanakoinoue,ROH,C,022206,KG,KG,,,,,,,,,,,695.168,KG,625.651,40.99,L,,,,,,,04,,,,,,,,,,,,,,0844305218414,,170.7,9.0,183.2,M,,,,,1000,,,
100,MAT0000507,20121221,marie13,20250101,werneckeruth,ROH,A,921008,PC,PC,,,,,,,,,,,890.849,KG,801.764,30.116,CM3,,,,,,,04,,,,,,,,,,,,,,0899270922149,,103.7,121.9,115.1,CM,,,,,5001,,,
100,MAT0000508,20240105,sasakimanabu,20250818,kevinadams,HIBE,M,873899,PC,PC,,,,,,,,,,,829.094,KG,746.185,93.413,L,,,,,,,01,,,,,,,,,,,,,,6311525139279,,6.8,97.5,116.9,M,,,,,1000,,,
100,MAT0000509,20251123,lyamamoto,20241225,zfonseca,DIEN,F,356751,L,L,,,,,,,,,,,364.409,KG,327.968,16.818,L,,,,,,,00,,,,,,,,,,,,,,5253315963453,,125.8,168.7,87.9,IN,,,,,1000,,,
100,MAT0000510,12.11.2021,kumiko87,20251019,pkimura,FERT,F,762861,M,M,,,,,,,,,,,176.981,KG,159.283,99.819,CM3,,,,,,,01,,,,,,,,,,,,,,6990618341364,,176.2,92.5,94.3,CM,,,,,1000,,,
100,MAT0000511,07.07.2022,stephaniepat,20240630,nyamamoto,HIBE,M,900648,KG,KG,,,,,,,,,,,995.487,KG,895.938,56.936,M3,,,,,,,03,,,,,,,,,,,,,,2444493923190,,133.7,189.9,148.0,CM,,,,,3001,,,
100,MAT0000512,16.12.2021,vcline,20250720,iadam,FERT,F,188552,PC,PC,,,,,,,,,,,245.178,KG,220.66,0.214,M3,,,,,,,00,,,,,,,,,,,,,,2158180203211,,17.5,3.4,106.1,IN,,,,,2000,,,
100,MAT0000513,20241217,wayneyoung,20251123,susannesimon,HIBE,F,004618,PC,PC,,,,,,,,,,,696.669,KG,627.002,66.946,M3,,,,,,,00,,,,,,,,,,,,,,6699437059329,,27.6,123.5,72.7,CM,,,,,1001,,,
100,MAT0000514,20220623,kumiko28,20250219,blackwelleli,NLAG,R,551962,M3,M3,,,,,,,,,,,271.54,KG,244.386,38.017,CM3,,,,,,,00,,,,,,,,,,,,,,0683390907809,,188.5,47.8,71.1,M,,,,,1002,,,
100,MAT0000515,20181205,nda-paz,20250921,gito,HIBE,C,642270,L,L,,,,,,,,,,,106.992,KG,96.293,49.508,CM3,,,,,,,03,,,,,,,,,,,,,,9330626725485,,25.8,164.1,63.4,M,,,,,1001,,,
100,MAT0000516,20191101,henry16,20260501,bella87,NLAG,E,102971,ST,ST,,,,,,,,,,,730.173,KG,657.156,35.228,CM3,,,,,,,03,,,,,,,,,,,,,,2262996866123,,151.2,179.9,116.3,M,,,,,3001,,,
100,MAT0000517,16.06.2024,chiyo92,20260130,janice71,FERT,A,387252,EA,EA,,,,,,,,,,,272.455,KG,245.209,44.907,M3,,,,,,,01,,,,,,,,,,,,,,0084052021138,,20.8,47.0,110.2,CM,,,,,3000,,,
100,MAT0000518,28.10.2023,zrichardson,20251225,asousa,FERT,E,822996,M,M,,,,,,,,,,,740.527,KG,666.474,47.579,L,,,,,,,03,,,,,,,,,,,,,,8838241993568,,96.4,85.8,131.1,M,,,,,1001,,,
100,MAT0000519,20260512,deandodd,20260410,rikasasaki,ROH,M,160924,M3,M3,,,,,,,,,,,2.489,KG,2.24,45.105,CM3,,,,,,,01,,,,,,,,,,,,,,1893743258154,,159.2,28.8,22.7,CM,,,,,1002,,,
100,MAT0000520,12.12.2019,valentimnasc,20260319,yukigoto,DIEN,C,488565,M3,M3,,,,,,,,,,,127.204,KG,114.484,0.033,CM3,,,,,,,04,,,,,,,,,,,,,,8295175576784,,99.8,48.3,193.5,IN,,,,,3001,,,
100,MAT0000521,08.10.2015,laurentaime,20241230,qcooper,FERT,A,674795,EA,EA,,,,,,,,,,,996.816,KG,897.134,39.7,L,,,,,,,00,,,,,,,,,,,,,,3454127324179,,92.7,106.5,106.4,IN,,,,,2001,,,
100,MAT0000522,14.04.2012,maggiecousin,20260409,mossalbert,FERT,C,425784,ST,ST,,,,,,,,,,,599.656,KG,539.69,28.73,L,,,,,,,01,,,,,,,,,,,,,,7296875569619,,29.4,138.8,83.9,IN,,,,,1001,,,
100,MAT0000523,20180611,whiterhys,20250522,julietownsen,ERSA,F,744993,EA,EA,,,,,,,,,,,336.887,KG,303.198,15.983,M3,,,,,,,01,,,,,,,,,,,,,,1949443985972,,144.9,35.6,193.4,M,,,,,4000,,,
100,MAT0000524,20160523,robertdumas,20250724,mbonnin,VERP,C,229832,ST,ST,,,,,,,,,,,819.539,KG,737.585,54.016,CM3,,,,,,,03,,,,,,,,,,,,,,8053225624942,,101.3,19.6,163.4,IN,,,,,1000,,,
100,MAT0000525,11.07.2023,wbrown,20250723,otataichi,HIBE,E,328888,ST,ST,,,,,,,,,,,906.61,KG,815.949,94.983,M3,,,,,,,01,,,,,,,,,,,,,,9043482382050,,165.9,123.0,69.7,M,,,,,1001,,,
100,MAT0000526,10.02.2016,kreuselnikol,20240930,shettner,DIEN,E,052437,PC,PC,,,,,,,,,,,169.965,KG,152.969,98.51,CM3,,,,,,,02,,,,,,,,,,,,,,8624948085978,,80.3,162.2,194.0,M,,,,,3001,,,
100,MAT0000527,05.07.2021,sotarotakaha,20241005,ghendriks,ROH,E,252790,ST,ST,,,,,,,,,,,965.415,KG,868.874,34.953,CM3,,,,,,,01,,,,,,,,,,,,,,1052670053168,,30.3,39.5,159.8,CM,,,,,5000,,,
100,MAT0000528,22.04.2024,isabellele-r,20260319,mangoldharry,HALB,R,654417,M,M,,,,,,,,,,,311.522,KG,280.37,64.894,L,,,,,,,02,,,,,,,,,,,,,,2361702710665,,137.3,50.2,163.3,M,,,,,2000,,,
100,MAT0000529,20151118,jonescharles,20240919,schinkehalin,VERP,R,033091,M,M,,,,,,,,,,,533.193,KG,479.874,66.19,M3,,,,,,,01,,,,,,,,,,,,,,7612621997855,,132.5,102.5,121.8,M,,,,,2000,,,
100,MAT0000530,20150830,takahashisho,20241224,doerschneran,HIBE,E,355454,EA,EA,,,,,,,,,,,347.936,KG,313.142,8.32,M3,,,,,,,02,,,,,,,,,,,,,,9725529791994,,46.0,166.3,18.2,CM,,,,,1000,,,
100,MAT0000531,05.01.2018,takahashiken,20251215,wintersdarre,FERT,E,911200,EA,EA,,,,,,,,,,,144.437,KG,129.993,39.187,CM3,,,,,,,04,,,,,,,,,,,,,,0723546368716,,63.5,96.7,155.3,M,,,,,1002,,,
100,MAT0000532,22.09.2024,mguillaume,20251230,heatherbrown,DIEN,C,928729,KG,KG,,,,,,,,,,,287.891,KG,259.102,29.003,CM3,,,,,,,00,,,,,,,,,,,,,,8857658392375,,50.6,24.4,63.1,IN,,,,,5000,,,
100,MAT0000533,16.07.2019,bfrench,20250604,pirmintrupp,FERT,C,537116,PC,PC,,,,,,,,,,,683.94,KG,615.546,47.714,M3,,,,,,,03,,,,,,,,,,,,,,7394313327231,,68.2,85.9,77.9,M,,,,,1000,,,
100,MAT0000534,20130424,ester36,20250208,dishikawa,VERP,R,080106,KG,KG,,,,,,,,,,,60.276,KG,54.248,46.125,L,,,,,,,02,,,,,,,,,,,,,,1873637046357,,60.7,75.5,102.7,CM,,,,,1000,,,
100,MAT0000535,20190825,endoosamu,20241011,christellema,FERT,M,906441,L,L,,,,,,,,,,,609.397,KG,548.457,41.466,CM3,,,,,,,04,,,,,,,,,,,,,,3008758103964,,49.1,1.5,108.4,M,,,,,4000,,,
100,MAT0000536,20111223,moraesjulian,20250806,antony81,DIEN,E,627886,EA,EA,,,,,,,,,,,40.675,KG,36.608,25.096,CM3,,,,,,,01,,,,,,,,,,,,,,5145795231347,,109.4,99.5,107.8,CM,,,,,2000,,,
100,MAT0000537,07.01.2017,naoki23,20260116,enricoleao,NLAG,M,075432,M2,M2,,,,,,,,,,,507.87,KG,457.083,43.003,L,,,,,,,02,,,,,,,,,,,,,,1178838035835,,9.8,12.0,94.2,IN,,,,,4000,,,
100,MAT0000538,20221207,sasakihideki,20250820,sayurimatsum,ERSA,R,621358,EA,EA,,,,,,,,,,,593.159,KG,533.843,7.711,CM3,,,,,,,03,,,,,,,,,,,,,,4719512358726,,155.6,66.0,57.5,M,,,,,5000,,,
100,MAT0000539,20120819,hannahshephe,20240706,kdubois,NLAG,A,400243,M,M,,,,,,,,,,,1.195,KG,1.076,48.84,L,,,,,,,02,,,,,,,,,,,,,,4396321658171,,10.6,163.9,132.9,M,,,,,1000,,,
100,MAT0000540,20111105,ipons,20250531,heinz-dieter,HALB,M,051792,ST,ST,,,,,,,,,,,869.735,KG,782.762,24.033,L,,,,,,,02,,,,,,,,,,,,,,1584169900801,,9.8,65.5,124.7,CM,,,,,5001,,,
100,MAT0000541,06.09.2024,browndonna,20250729,guillonfranc,ERSA,A,631588,L,L,,,,,,,,,,,377.358,KG,339.622,47.098,L,,,,,,,01,,,,,,,,,,,,,,5142333332771,,31.1,98.6,123.0,CM,,,,,4000,,,
100,MAT0000542,15.11.2011,dhilton,20260429,goncalvesota,HIBE,F,667481,ST,ST,,,,,,,,,,,917.527,KG,825.774,67.111,M3,,,,,,,03,,,,,,,,,,,,,,8064534783732,,146.3,53.0,92.7,CM,,,,,1000,,,
100,MAT0000543,20210731,roerrichthei,20260511,cjohann,DIEN,A,453828,M2,M2,,,,,,,,,,,964.834,KG,868.351,75.329,M3,,,,,,,01,,,,,,,,,,,,,,7711464109453,,167.2,14.9,137.1,IN,,,,,4000,,,
100,MAT0000544,20200316,gauthierbeno,20250822,tintzmannger,HIBE,E,790111,EA,EA,,,,,,,,,,,429.826,KG,386.843,11.405,M3,,,,,,,03,,,,,,,,,,,,,,0499210284346,,47.0,79.5,30.2,CM,,,,,3000,,,
100,MAT0000545,20250727,shayashi,20250814,eleonoreherv,DIEN,F,466707,M3,M3,,,,,,,,,,,165.302,KG,148.772,87.463,L,,,,,,,03,,,,,,,,,,,,,,3398396340945,,38.1,31.9,2.9,M,,,,,5000,,,
100,MAT0000546,20130113,fporto,20240708,alix84,FERT,R,230747,L,L,,,,,,,,,,,607.354,KG,546.619,67.224,CM3,,,,,,,03,,,,,,,,,,,,,,5871509078235,,79.4,146.1,194.2,M,,,,,3001,,,
100,MAT0000547,29.09.2019,xberthelot,20250228,rnaser,HIBE,E,386526,EA,EA,,,,,,,,,,,448.857,KG,403.971,24.469,L,,,,,,,00,,,,,,,,,,,,,,8890061924016,,72.2,29.5,29.6,CM,,,,,2001,,,
100,MAT0000548,18.11.2013,maria-luiza0,20260513,nfranklin,ROH,F,545911,M2,M2,,,,,,,,,,,688.077,KG,619.269,71.757,CM3,,,,,,,04,,,,,,,,,,,,,,2938579610932,,119.1,10.7,20.3,CM,,,,,1001,,,
100,MAT0000549,20170920,qblack,20250531,melissa68,VERP,C,678245,M2,M2,,,,,,,,,,,934.253,KG,840.828,22.192,M3,,,,,,,00,,,,,,,,,,,,,,5554678821269,,199.8,196.8,159.0,M,,,,,3001,,,
100,MAT0000550,20150430,austermuehle,20251230,marcozirme,DIEN,A,351001,L,L,,,,,,,,,,,880.46,KG,792.414,53.083,L,,,,,,,03,,,,,,,,,,,,,,0509237864435,,99.8,130.4,27.4,CM,,,,,2000,,,
100,MAT0000551,20131014,byamada,20260125,omurakami,HIBE,R,974611,KG,KG,,,,,,,,,,,11.667,KG,10.5,98.268,M3,,,,,,,00,,,,,,,,,,,,,,6787135380200,,170.6,68.7,170.3,CM,,,,,1002,,,
100,MAT0000552,20240521,waltersusi,20250714,shotaito,VERP,A,255021,PC,PC,,,,,,,,,,,652.995,KG,587.696,57.107,M3,,,,,,,01,,,,,,,,,,,,,,7207887564158,,199.6,65.7,17.6,M,,,,,5000,,,
100,MAT0000553,30.06.2019,kateprice,20251201,jean56,ROH,R,814812,KG,KG,,,,,,,,,,,535.369,KG,481.832,33.286,L,,,,,,,02,,,,,,,,,,,,,,2557133051907,,85.7,8.3,155.5,M,,,,,2001,,,
100,MAT0000554,28.01.2021,rogergermain,20241123,da-pazhelois,NLAG,F,299674,L,L,,,,,,,,,,,962.498,KG,866.248,22.55,M3,,,,,,,01,,,,,,,,,,,,,,9635148965600,,185.3,191.5,24.3,M,,,,,1002,,,
100,MAT0000555,20240906,hans-wilhelm,20250730,nmorris,DIEN,A,415208,M2,M2,,,,,,,,,,,126.182,KG,113.564,53.878,L,,,,,,,00,,,,,,,,,,,,,,2628132360311,,34.5,95.8,129.1,IN,,,,,2000,,,
100,MAT0000556,16.09.2023,judithpowell,20260320,beverley52,NLAG,C,489613,PC,PC,,,,,,,,,,,531.735,KG,478.562,34.045,M3,,,,,,,03,,,,,,,,,,,,,,1454264910633,,98.9,93.8,3.3,M,,,,,1001,,,
100,MAT0000557,17.11.2017,gabriel22,20241026,cpeterson,ROH,E,806693,L,L,,,,,,,,,,,438.202,KG,394.382,11.184,L,,,,,,,04,,,,,,,,,,,,,,8609232124342,,156.3,103.6,167.6,IN,,,,,5000,,,
100,MAT0000558,12.12.2011,yamadaakira,20241214,meta57,HIBE,F,579370,ST,ST,,,,,,,,,,,55.695,KG,50.126,96.669,M3,,,,,,,00,,,,,,,,,,,,,,9361783739558,,97.1,31.5,152.1,IN,,,,,5000,,,
100,MAT0000559,20140418,ishikawaatsu,20241122,fredy08,NLAG,E,465087,EA,EA,,,,,,,,,,,64.977,KG,58.479,55.694,CM3,,,,,,,02,,,,,,,,,,,,,,0899743300023,,138.1,103.8,175.1,CM,,,,,2000,,,
100,MAT0000560,22.01.2016,manningmark,20251027,koneill,HALB,F,884586,EA,EA,,,,,,,,,,,427.436,KG,384.692,4.097,M3,,,,,,,04,,,,,,,,,,,,,,7223870893821,,51.6,97.5,115.0,M,,,,,5000,,,
100,MAT0000561,20230611,margotgrondi,20250811,robinhodgson,DIEN,R,454647,M2,M2,,,,,,,,,,,198.933,KG,179.04,91.903,CM3,,,,,,,01,,,,,,,,,,,,,,5457048991176,,22.4,154.2,138.6,M,,,,,3000,,,
100,MAT0000562,20161211,wwong,20240718,zmurakami,HIBE,F,343285,L,L,,,,,,,,,,,589.715,KG,530.744,45.126,M3,,,,,,,02,,,,,,,,,,,,,,3604938592001,,91.4,6.6,47.3,M,,,,,1001,,,
100,MAT0000563,20200708,samuelcaldei,20240829,kimurayumiko,DIEN,A,951164,EA,EA,,,,,,,,,,,395.066,KG,355.559,9.641,M3,,,,,,,01,,,,,,,,,,,,,,8748472998655,,199.0,133.7,75.3,CM,,,,,3000,,,
100,MAT0000564,20210124,fdehmel,20240802,akemi26,HIBE,R,098338,M,M,,,,,,,,,,,37.678,KG,33.91,72.817,CM3,,,,,,,02,,,,,,,,,,,,,,5829975614013,,119.3,42.5,133.4,IN,,,,,5000,,,
100,MAT0000565,20260206,vargasjoao,20260617,lunasilveira,ROH,R,943917,ST,ST,,,,,,,,,,,813.946,KG,732.551,7.962,CM3,,,,,,,04,,,,,,,,,,,,,,7644543637847,,164.9,180.0,142.5,IN,,,,,5000,,,
100,MAT0000566,26.08.2020,jenkinskirst,20250513,tpires,ERSA,M,771508,M2,M2,,,,,,,,,,,630.448,KG,567.403,88.573,CM3,,,,,,,02,,,,,,,,,,,,,,6362364088198,,35.4,199.8,55.5,M,,,,,2001,,,
100,MAT0000567,15.11.2020,susannelaroc,20260422,john10,NLAG,C,864146,M2,M2,,,,,,,,,,,979.086,KG,881.177,32.933,L,,,,,,,03,,,,,,,,,,,,,,2834950941254,,72.5,84.3,26.3,IN,,,,,5000,,,
100,MAT0000568,23.10.2024,ajesus,20250524,richard32,FERT,C,895657,KG,KG,,,,,,,,,,,621.496,KG,559.346,45.915,M3,,,,,,,03,,,,,,,,,,,,,,1334392888090,,97.6,8.8,32.2,M,,,,,1000,,,
100,MAT0000569,12.08.2011,gerolf24,20240814,franklinbruc,NLAG,C,742393,L,L,,,,,,,,,,,63.455,KG,57.109,58.958,CM3,,,,,,,02,,,,,,,,,,,,,,5778553622592,,78.0,172.5,113.8,IN,,,,,1002,,,
100,MAT0000570,12.03.2026,holly82,20240926,jungfercatri,ROH,E,089405,M,M,,,,,,,,,,,617.579,KG,555.821,18.275,CM3,,,,,,,02,,,,,,,,,,,,,,1364727918703,,131.6,115.5,59.6,IN,,,,,4000,,,
100,MAT0000571,30.12.2018,kaorimatsuda,20260507,guillouhenri,DIEN,M,633793,ST,ST,,,,,,,,,,,164.684,KG,148.216,87.562,CM3,,,,,,,00,,,,,,,,,,,,,,1324731729177,,39.2,4.0,184.2,IN,,,,,3000,,,
100,MAT0000572,22.03.2021,kevinbuckley,20251107,curtis96,VERP,R,863716,ST,ST,,,,,,,,,,,694.932,KG,625.439,23.864,CM3,,,,,,,03,,,,,,,,,,,,,,8872105845990,,83.6,163.2,25.8,M,,,,,2000,,,
100,MAT0000573,20210324,cbaum,20241016,tazevedo,NLAG,A,611632,KG,KG,,,,,,,,,,,718.892,KG,647.003,42.538,CM3,,,,,,,00,,,,,,,,,,,,,,7122469982949,,34.5,25.3,140.9,IN,,,,,2001,,,
100,MAT0000574,20230421,kevinaraujo,20240918,oliviemauric,FERT,F,882151,M2,M2,,,,,,,,,,,768.421,KG,691.579,1.612,M3,,,,,,,02,,,,,,,,,,,,,,0847109316140,,128.0,21.8,149.8,M,,,,,5001,,,
100,MAT0000575,01.05.2019,therese78,20260427,fariaslevi,HIBE,C,384602,M2,M2,,,,,,,,,,,494.587,KG,445.128,17.577,M3,,,,,,,04,,,,,,,,,,,,,,6642656009491,,137.5,100.9,199.5,M,,,,,1000,,,
100,MAT0000576,20240926,rhansen,20251020,dijouxgilles,NLAG,R,149588,M,M,,,,,,,,,,,811.519,KG,730.367,17.82,L,,,,,,,03,,,,,,,,,,,,,,4253113085518,,101.4,9.6,182.8,M,,,,,4000,,,
100,MAT0000577,03.01.2020,michael34,20250711,brunodias,FERT,C,592317,ST,ST,,,,,,,,,,,137.671,KG,123.904,63.278,CM3,,,,,,,01,,,,,,,,,,,,,,3070061969155,,50.0,122.6,4.3,M,,,,,5001,,,
100,MAT0000578,20200203,kcrawford,20260202,lacombelaeti,NLAG,C,540764,M,M,,,,,,,,,,,961.076,KG,864.968,47.701,M3,,,,,,,01,,,,,,,,,,,,,,5155274820627,,19.4,40.8,87.4,M,,,,,4000,,,
100,MAT0000579,10.04.2017,iblanchard,20241221,helmar85,FERT,M,573218,M2,M2,,,,,,,,,,,650.797,KG,585.717,57.412,L,,,,,,,01,,,,,,,,,,,,,,6592198811024,,179.4,192.4,171.2,CM,,,,,1002,,,
100,MAT0000580,22.05.2016,karl00,20260424,hasegawataic,NLAG,C,481061,M3,M3,,,,,,,,,,,382.61,KG,344.349,75.639,L,,,,,,,01,,,,,,,,,,,,,,1279286047224,,127.5,109.2,86.9,CM,,,,,1002,,,
100,MAT0000581,20151018,janiceali,20250628,psteele,HALB,F,092712,M3,M3,,,,,,,,,,,574.005,KG,516.605,29.353,CM3,,,,,,,01,,,,,,,,,,,,,,9606123651870,,144.6,73.3,139.6,IN,,,,,1001,,,
100,MAT0000582,27.02.2025,faivrecelina,20251129,xgoncalves,VERP,E,433935,KG,KG,,,,,,,,,,,945.362,KG,850.826,72.259,CM3,,,,,,,01,,,,,,,,,,,,,,2220376988018,,81.4,15.7,36.3,CM,,,,,1002,,,
100,MAT0000583,04.07.2018,johnsonmicha,20240812,da-conceicao,HIBE,M,396701,M3,M3,,,,,,,,,,,598.485,KG,538.637,32.668,M3,,,,,,,02,,,,,,,,,,,,,,1931002735111,,101.5,189.1,110.7,M,,,,,2001,,,
100,MAT0000584,28.10.2014,siqueirajoan,20251001,gsalz,VERP,A,978086,M3,M3,,,,,,,,,,,90.808,KG,81.727,7.888,CM3,,,,,,,02,,,,,,,,,,,,,,3174912691315,,100.9,77.4,28.1,CM,,,,,1001,,,
100,MAT0000585,18.07.2013,zfukuda,20241010,arthur-migue,VERP,A,128363,EA,EA,,,,,,,,,,,399.886,KG,359.897,90.422,L,,,,,,,01,,,,,,,,,,,,,,9768098259816,,9.9,180.0,146.8,M,,,,,3000,,,
100,MAT0000586,20201112,hannahprice,20260313,zcohen,HALB,C,263791,PC,PC,,,,,,,,,,,299.043,KG,269.139,20.149,CM3,,,,,,,04,,,,,,,,,,,,,,0451137675102,,178.6,171.6,145.0,IN,,,,,1000,,,
100,MAT0000587,20130922,victoria95,20241008,wduncan,ERSA,E,834090,ST,ST,,,,,,,,,,,861.956,KG,775.76,97.178,CM3,,,,,,,04,,,,,,,,,,,,,,8083679342031,,189.4,104.7,49.7,CM,,,,,5001,,,
100,MAT0000588,20220424,elisanunes,20250110,zahnklaere,NLAG,C,717614,PC,PC,,,,,,,,,,,183.636,KG,165.272,17.909,M3,,,,,,,00,,,,,,,,,,,,,,5051455508257,,60.2,19.0,136.7,CM,,,,,4000,,,
