MANDT,LIFNR,EKORG,WAERS,LIEFR,MINBW,KZABS,KZAUT,KZBESN,MEPRF,INCO1,INCO2,WEBRE,KZWBK,BOAUF,BOKRE,BOSPE,BOSTA,BOSPE2,UMSAE
100,0000001216,4000,CAD,,,,,,2,CFR,,X,,,,,,,
100,0000000539,5000,CHF,,,,,,2,DAP,,X,,,,,,,
100,0000000265,5000,GBP,,,,,,2,FOB,,X,,,,,,,
100,0000001227,3000,CHF,,,,,,3,FOB,,X,,,,,,,
100,0000001277,3000,GBP,,,,,,,FCA,,,,,,,,,
100,0000000212,3000,JPY,,,,,,1,CIF,,X,,,,,,,
100,0000001294,5000,EUR,,,,,,,FCA,,,,,,,,,
100,0000000716,1000,AUD,,,,,,,FCA,,,,,,,,,
100,0000001692,2000,KRW,,,,,,2,DAT,,X,,,,,,,
100,0000000971,3000,KRW,,,,,,2,EXW,,X,,,,,,,
100,0000001865,5000,BRL,,,,,,2,FCA,,,,,,,,,
100,0000001501,3000,JPY,,,,,,2,FOB,,X,,,,,,,
100,0000000983,4000,JPY,,,,,,2,DAT,,X,,,,,,,
100,0000000402,3000,BRL,,,,,,3,DAT,,X,,,,,,,
100,0000001732,3000,CHF,,,,,,2,DAT,,,,,,,,,
100,0000001173,3000,BRL,,,,,,3,DAP,,,,,,,,,
100,0000000244,3000,BRL,,,,,,3,CIF,,X,,,,,,,
100,0000000005,1000,USD,,,,,,2,CPT,,,,,,,,,
100,0000000788,4000,BRL,,,,,,1,DDP,,X,,,,,,,
100,0000000937,4000,USD,,,,,,,DAP,,,,,,,,,
100,0000000283,5000,CAD,,,,,,2,FOB,,,,,,,,,
100,0000001591,5000,BRL,,,,,,3,CIP,,X,,,,,,,
100,0000000643,2000,CNY,,,,,,,EXW,,,,,,,,,
100,0000000625,3000,EUR,,,,,,1,CIP,,X,,,,,,,
100,0000000286,4000,USD,,,,,,2,CFR,,,,,,,,,
100,0000001416,5000,KRW,,,,,,3,DAT,,X,,,,,,,
100,0000000293,4000,KRW,,,,,,,DAT,,,,,,,,,
100,0000000505,2000,USD,,,,,,3,EXW,,X,,,,,,,
100,0000001699,2000,CAD,,,,,,,FCA,,X,,,,,,,
100,0000000505,2000,GBP,,,,,,,FOB,,,,,,,,,
100,0000000959,4000,JPY,,,,,,1,DDP,,X,,,,,,,
100,0000001690,2000,CNY,,,,,,2,FCA,,,,,,,,,
100,0000001839,3000,AUD,,,,,,,CIF,,,,,,,,,
100,0000001333,1000,CAD,,,,,,2,CIP,,,,,,,,,
100,0000001123,3000,USD,,,,,,3,CIP,,,,,,,,,
100,0000001171,5000,EUR,,,,,,,CPT,,X,,,,,,,
100,0000000101,2000,CHF,,,,,,3,DAT,,,,,,,,,
100,0000000309,2000,AUD,,,,,,3,FCA,,X,,,,,,,
100,0000001076,4000,EUR,,,,,,3,CIF,,,,,,,,,
100,0000001958,1000,BRL,,,,,,3,FCA,,,,,,,,,
100,0000000529,3000,JPY,,,,,,2,DAT,,X,,,,,,,
100,0000000403,1000,GBP,,,,,,1,CPT,,,,,,,,,
100,0000000235,4000,CHF,,,,,,2,FCA,,,,,,,,,
100,0000001341,3000,CAD,,,,,,1,CFR,,X,,,,,,,
100,0000001186,3000,GBP,,,,,,3,EXW,,X,,,,,,,
100,0000000921,5000,BRL,,,,,,3,CPT,,,,,,,,,
100,0000001854,3000,CHF,,,,,,3,DAP,,,,,,,,,
100,0000000511,4000,EUR,,,,,,1,CIP,,X,,,,,,,
100,0000000757,4000,CAD,,,,,,1,CIP,,,,,,,,,
100,0000000952,1000,JPY,,,,,,,CPT,,X,,,,,,,
100,0000001030,5000,USD,,,,,,,DDP,,X,,,,,,,
100,0000001882,4000,CAD,,,,,,2,CIF,,X,,,,,,,
100,0000001225,2000,CNY,,,,,,,EXW,,X,,,,,,,
100,0000001267,5000,EUR,,,,,,3,CPT,,,,,,,,,
100,0000000767,2000,CHF,,,,,,,CIP,,X,,,,,,,
100,0000001873,5000,CHF,,,,,,,DAP,,,,,,,,,
100,0000001227,3000,JPY,,,,,,,CFR,,,,,,,,,
100,0000001815,4000,BRL,,,,,,1,DAT,,X,,,,,,,
100,0000001613,2000,KRW,,,,,,2,FOB,,,,,,,,,
100,0000000214,4000,CHF,,,,,,,DAP,,,,,,,,,
100,0000000139,4000,JPY,,,,,,1,EXW,,,,,,,,,
100,0000000578,1000,JPY,,,,,,,DAP,,X,,,,,,,
100,0000000982,4000,JPY,,,,,,2,CIF,,,,,,,,,
100,0000001751,4000,CAD,,,,,,2,DAP,,,,,,,,,
100,0000001037,4000,JPY,,,,,,,EXW,,X,,,,,,,
100,0000000755,2000,KRW,,,,,,1,CPT,,X,,,,,,,
100,0000001254,5000,AUD,,,,,,,CIP,,X,,,,,,,
100,0000000942,3000,CNY,,,,,,2,CFR,,,,,,,,,
100,0000001877,2000,CAD,,,,,,2,CIP,,X,,,,,,,
100,0000000311,3000,AUD,,,,,,2,CPT,,X,,,,,,,
100,0000000237,2000,GBP,,,,,,3,CFR,,X,,,,,,,
100,0000000910,5000,CAD,,,,,,,CPT,,,,,,,,,
100,0000000348,4000,AUD,,,,,,2,CPT,,X,,,,,,,
100,0000000403,2000,EUR,,,,,,,DDP,,,,,,,,,
100,0000001548,4000,CAD,,,,,,1,CIF,,X,,,,,,,
100,0000001352,1000,AUD,,,,,,3,DAT,,,,,,,,,
100,0000000595,2000,KRW,,,,,,1,DAP,,,,,,,,,
100,0000000602,4000,JPY,,,,,,2,FOB,,X,,,,,,,
100,0000001357,5000,GBP,,,,,,1,EXW,,,,,,,,,
100,0000001583,2000,CAD,,,,,,1,FCA,,,,,,,,,
100,0000001890,4000,CAD,,,,,,2,CPT,,X,,,,,,,
100,0000000470,5000,BRL,,,,,,3,FOB,,,,,,,,,
100,0000000096,4000,EUR,,,,,,2,CFR,,,,,,,,,
100,0000001872,2000,GBP,,,,,,2,DAP,,X,,,,,,,
100,0000000248,3000,EUR,,,,,,2,CFR,,X,,,,,,,
100,0000001677,3000,BRL,,,,,,2,CPT,,,,,,,,,
100,0000001911,1000,BRL,,,,,,3,CFR,,X,,,,,,,
100,0000001648,5000,USD,,,,,,3,CIP,,,,,,,,,
100,0000000888,4000,GBP,,,,,,2,FCA,,,,,,,,,
100,0000001341,5000,CNY,,,,,,1,FOB,,X,,,,,,,
100,0000001605,1000,BRL,,,,,,3,CIP,,,,,,,,,
100,0000001049,4000,KRW,,,,,,3,CFR,,,,,,,,,
100,0000001908,1000,GBP,,,,,,3,EXW,,X,,,,,,,
100,0000001648,5000,USD,,,,,,2,CIF,,,,,,,,,
100,0000001357,5000,CNY,,,,,,3,DAP,,X,,,,,,,
100,0000001823,4000,JPY,,,,,,1,DDP,,X,,,,,,,
100,0000000576,2000,KRW,,,,,,1,CIF,,X,,,,,,,
100,0000000462,2000,EUR,,,,,,2,EXW,,X,,,,,,,
100,0000001511,2000,KRW,,,,,,3,CIF,,,,,,,,,
100,0000001581,4000,CHF,,,,,,3,CPT,,,,,,,,,
100,0000000910,2000,AUD,,,,,,3,CIP,,X,,,,,,,
100,0000001040,4000,JPY,,,,,,2,EXW,,X,,,,,,,
100,0000001555,2000,KRW,,,,,,2,CPT,,,,,,,,,
100,0000000721,3000,CHF,,,,,,1,CPT,,,,,,,,,
100,0000001185,4000,CNY,,,,,,3,CIP,,,,,,,,,
100,0000001137,4000,JPY,,,,,,,FOB,,,,,,,,,
100,0000001265,3000,EUR,,,,,,2,FCA,,X,,,,,,,
100,0000001181,2000,CNY,,,,,,2,FCA,,X,,,,,,,
100,0000000329,1000,AUD,,,,,,2,DAT,,X,,,,,,,
100,0000000090,1000,CHF,,,,,,3,CIP,,X,,,,,,,
100,0000001108,3000,GBP,,,,,,1,CPT,,X,,,,,,,
100,0000000249,2000,GBP,,,,,,,EXW,,X,,,,,,,
100,0000001889,5000,JPY,,,,,,,DAT,,X,,,,,,,
100,0000001720,3000,CAD,,,,,,3,CPT,,,,,,,,,
100,0000001891,2000,GBP,,,,,,2,CPT,,X,,,,,,,
100,0000000113,2000,GBP,,,,,,,DAT,,,,,,,,,
100,0000000843,5000,EUR,,,,,,2,CIP,,,,,,,,,
100,0000001006,3000,CNY,,,,,,3,DDP,,,,,,,,,
100,0000001040,2000,CNY,,,,,,,DAT,,X,,,,,,,
100,0000000725,5000,GBP,,,,,,,DDP,,,,,,,,,
100,0000000484,1000,JPY,,,,,,3,CIP,,,,,,,,,
100,0000001459,2000,AUD,,,,,,3,FCA,,X,,,,,,,
100,0000001525,2000,CAD,,,,,,2,FCA,,,,,,,,,
100,0000000146,3000,CHF,,,,,,1,DAT,,X,,,,,,,
100,0000000498,2000,CHF,,,,,,,FOB,,X,,,,,,,
100,0000000360,2000,AUD,,,,,,1,DAP,,X,,,,,,,
100,0000000569,3000,JPY,,,,,,1,DAT,,,,,,,,,
100,0000000309,2000,CAD,,,,,,3,FCA,,,,,,,,,
100,0000001169,4000,CAD,,,,,,2,FCA,,,,,,,,,
100,0000000511,4000,JPY,,,,,,1,CPT,,,,,,,,,
100,0000000131,4000,GBP,,,,,,,FCA,,X,,,,,,,
100,0000001887,4000,USD,,,,,,3,CFR,,X,,,,,,,
100,0000001453,1000,JPY,,,,,,,DAT,,,,,,,,,
100,0000000276,1000,GBP,,,,,,,CIF,,X,,,,,,,
100,0000000351,4000,JPY,,,,,,1,FOB,,X,,,,,,,
100,0000001605,2000,KRW,,,,,,2,FCA,,X,,,,,,,
100,0000000154,1000,GBP,,,,,,1,CPT,,,,,,,,,
100,0000001299,5000,JPY,,,,,,3,FOB,,X,,,,,,,
100,0000001351,2000,AUD,,,,,,,FOB,,X,,,,,,,
100,0000000405,1000,CAD,,,,,,1,DAT,,,,,,,,,
100,0000000574,3000,CNY,,,,,,2,DDP,,,,,,,,,
100,0000001571,1000,GBP,,,,,,1,DDP,,,,,,,,,
100,0000000464,4000,CHF,,,,,,1,DAP,,,,,,,,,
100,0000000131,4000,USD,,,,,,2,DAT,,,,,,,,,
100,0000000446,2000,CNY,,,,,,2,CIP,,,,,,,,,
100,0000001748,1000,GBP,,,,,,,CIP,,X,,,,,,,
100,0000001122,3000,KRW,,,,,,1,CIF,,,,,,,,,
100,0000001167,5000,CNY,,,,,,3,CIF,,,,,,,,,
100,0000001721,4000,GBP,,,,,,2,CIF,,,,,,,,,
100,0000000144,1000,JPY,,,,,,3,FCA,,,,,,,,,
100,0000001441,1000,BRL,,,,,,,CPT,,X,,,,,,,
100,0000001143,1000,BRL,,,,,,1,CPT,,X,,,,,,,
100,0000000558,5000,JPY,,,,,,3,CIP,,,,,,,,,
100,0000001329,5000,EUR,,,,,,1,CPT,,,,,,,,,
100,0000001366,5000,EUR,,,,,,1,CPT,,X,,,,,,,
200,0000000397,2000,CNY,,,,,,2,CIF,,X,,,,,,,
100,0000000094,5000,AUD,,,,,,2,DAP,,X,,,,,,,
100,0000001701,3000,USD,,,,,,2,CFR,,X,,,,,,,
100,0000001911,5000,EUR,,,,,,,DAT,,,,,,,,,
100,0000000601,5000,EUR,,,,,,,CIF,,,,,,,,,
100,0000001254,2000,CNY,,,,,,1,DAP,,,,,,,,,
100,0000001974,4000,EUR,,,,,,1,DAP,,X,,,,,,,
100,0000001462,2000,CHF,,,,,,1,FCA,,,,,,,,,
100,0000001865,3000,CNY,,,,,,2,FOB,,X,,,,,,,
100,0000001750,2000,CNY,,,,,,3,EXW,,,,,,,,,
100,0000001366,4000,CHF,,,,,,1,CPT,,,,,,,,,
100,0000001096,3000,EUR,,,,,,1,CIP,,,,,,,,,
100,0000001265,1000,CAD,,,,,,,FOB,,X,,,,,,,
100,0000001071,1000,AUD,,,,,,3,CFR,,X,,,,,,,
100,0000001962,1000,CNY,,,,,,3,FCA,,,,,,,,,
100,0000000818,3000,CHF,,,,,,3,CFR,,X,,,,,,,
100,0000000298,3000,CAD,,,,,,2,DDP,,X,,,,,,,
100,0000001188,2000,CAD,,,,,,2,CIP,,X,,,,,,,
100,0000000548,2000,CNY,,,,,,3,DAP,,X,,,,,,,
100,0000000507,5000,BRL,,,,,,2,DAT,,X,,,,,,,
100,0000001716,3000,CAD,,,,,,3,CPT,,,,,,,,,
100,0000000434,3000,USD,,,,,,1,EXW,,,,,,,,,
100,0000001644,3000,USD,,,,,,1,DAP,,X,,,,,,,
100,0000001690,5000,EUR,,,,,,,EXW,,X,,,,,,,
100,0000000924,3000,GBP,,,,,,3,DAT,,X,,,,,,,
100,0000000998,5000,AUD,,,,,,1,CIF,,X,,,,,,,
100,0000000412,3000,GBP,,,,,,3,FCA,,X,,,,,,,
100,0000001610,4000,GBP,,,,,,3,DAT,,,,,,,,,
100,0000001745,2000,AUD,,,,,,3,FOB,,,,,,,,,
100,0000000716,1000,KRW,,,,,,2,FCA,,,,,,,,,
100,0000000210,1000,EUR,,,,,,,EXW,,X,,,,,,,
100,0000001910,4000,AUD,,,,,,2,CIF,,X,,,,,,,
100,0000000134,2000,CAD,,,,,,2,CFR,,X,,,,,,,
100,0000001706,1000,JPY,,,,,,3,DDP,,X,,,,,,,
100,0000001306,4000,CAD,,,,,,3,CFR,,,,,,,,,
100,0000001369,1000,CNY,,,,,,1,CPT,,,,,,,,,
100,0000000931,5000,BRL,,,,,,,DDP,,X,,,,,,,
100,0000000855,4000,GBP,,,,,,2,CPT,,,,,,,,,
100,0000001242,4000,CNY,,,,,,3,CIF,,X,,,,,,,
100,0000000013,1000,EUR,,,,,,3,FCA,,X,,,,,,,
100,0000001145,1000,GBP,,,,,,,CIP,,,,,,,,,
100,0000000643,3000,USD,,,,,,,EXW,,,,,,,,,
100,0000001627,1000,EUR,,,,,,1,CIP,,X,,,,,,,
100,0000001363,5000,AUD,,,,,,2,DAP,,X,,,,,,,
100,0000001103,2000,KRW,,,,,,,FOB,,X,,,,,,,
100,0000000308,2000,KRW,,,,,,1,DAT,,,,,,,,,
100,0000000469,2000,EUR,,,,,,2,DAP,,,,,,,,,
100,0000001342,3000,BRL,,,,,,,DAP,,,,,,,,,
100,0000001656,1000,GBP,,,,,,1,EXW,,,,,,,,,
100,0000001503,2000,KRW,,,,,,3,CIP,,,,,,,,,
100,0000000520,3000,CNY,,,,,,2,FCA,,,,,,,,,
100,0000000242,4000,BRL,,,,,,1,FCA,,,,,,,,,
100,0000000049,1000,CHF,,,,,,1,FCA,,X,,,,,,,
100,0000001033,2000,CNY,,,,,,,DAP,,X,,,,,,,
100,0000001401,3000,GBP,,,,,,,FCA,,X,,,,,,,
100,0000001494,3000,EUR,,,,,,3,CFR,,,,,,,,,
100,0000000110,3000,JPY,,,,,,1,EXW,,X,,,,,,,
100,0000000415,1000,EUR,,,,,,3,DAT,,X,,,,,,,
100,0000001363,2000,BRL,,,,,,1,DAT,,,,,,,,,
100,0000001469,3000,EUR,,,,,,2,DAP,,,,,,,,,
100,0000001730,1000,JPY,,,,,,3,DDP,,,,,,,,,
100,0000001940,4000,CAD,,,,,,,DDP,,,,,,,,,
100,0000001999,1000,CHF,,,,,,3,CIF,,,,,,,,,
100,0000001242,2000,EUR,,,,,,3,CFR,,,,,,,,,
100,0000000557,4000,BRL,,,,,,3,DDP,,X,,,,,,,
100,0000000163,4000,AUD,,,,,,,CPT,,X,,,,,,,
100,0000001470,3000,EUR,,,,,,2,CPT,,X,,,,,,,
100,0000001294,2000,BRL,,,,,,,CIF,,,,,,,,,
100,0000000578,1000,EUR,,,,,,,CIF,,X,,,,,,,
100,0000001102,2000,EUR,,,,,,2,EXW,,X,,,,,,,
100,0000001105,1000,BRL,,,,,,3,CFR,,X,,,,,,,
100,0000000255,2000,AUD,,,,,,3,FOB,,,,,,,,,
100,0000000127,1000,CHF,,,,,,1,CPT,,X,,,,,,,
100,0000000299,4000,CHF,,,,,,1,DAP,,X,,,,,,,
100,0000001969,5000,GBP,,,,,,,FCA,,X,,,,,,,
100,0000001476,1000,JPY,,,,,,2,CFR,,,,,,,,,
100,0000000740,2000,CHF,,,,,,2,DAP,,X,,,,,,,
100,0000001336,5000,CAD,,,,,,3,CPT,,,,,,,,,
100,0000001109,1000,BRL,,,,,,1,DAT,,,,,,,,,
100,0000001654,2000,CNY,,,,,,2,CFR,,,,,,,,,
100,0000001036,2000,USD,,,,,,2,DAP,,,,,,,,,
100,0000001237,2000,BRL,,,,,,3,FCA,,,,,,,,,
100,0000001403,3000,USD,,,,,,1,DAP,,X,,,,,,,
100,0000001323,2000,KRW,,,,,,1,FCA,,X,,,,,,,
100,0000001601,5000,CHF,,,,,,2,EXW,,X,,,,,,,
100,0000001463,3000,CNY,,,,,,,CFR,,,,,,,,,
100,0000000938,4000,KRW,,,,,,,DAP,,X,,,,,,,
100,0000000676,2000,AUD,,,,,,2,CFR,,X,,,,,,,
200,0000001072,5000,CAD,,,,,,,FCA,,X,,,,,,,
100,0000000816,5000,BRL,,,,,,2,CFR,,,,,,,,,
100,0000000357,3000,USD,,,,,,3,CFR,,,,,,,,,
100,0000001410,4000,EUR,,,,,,,FOB,,X,,,,,,,
100,0000001462,5000,EUR,,,,,,2,FOB,,X,,,,,,,
100,0000000072,5000,EUR,,,,,,1,CPT,,X,,,,,,,
100,0000001719,1000,GBP,,,,,,3,CFR,,,,,,,,,
100,0000000126,2000,JPY,,,,,,1,DAP,,X,,,,,,,
100,0000001824,5000,AUD,,,,,,,CFR,,X,,,,,,,
100,0000001107,3000,KRW,,,,,,,CIF,,X,,,,,,,
100,0000000457,5000,EUR,,,,,,2,CFR,,,,,,,,,
100,0000001605,4000,JPY,,,,,,2,DDP,,X,,,,,,,
100,0000000589,3000,EUR,,,,,,1,CIP,,,,,,,,,
100,0000000825,4000,CAD,,,,,,2,DAP,,,,,,,,,
100,0000000204,1000,KRW,,,,,,2,CIF,,X,,,,,,,
100,0000001584,2000,USD,,,,,,3,CPT,,,,,,,,,
100,0000001036,4000,CHF,,,,,,2,EXW,,X,,,,,,,
100,0000000587,3000,KRW,,,,,,,DDP,,X,,,,,,,
100,0000000952,4000,GBP,,,,,,,EXW,,,,,,,,,
100,0000001019,3000,CHF,,,,,,3,DAT,,,,,,,,,
100,0000000322,3000,AUD,,,,,,3,DDP,,X,,,,,,,
100,0000001032,1000,GBP,,,,,,3,CFR,,,,,,,,,
100,0000000187,2000,CAD,,,,,,2,CPT,,,,,,,,,
100,0000000710,5000,EUR,,,,,,1,DAT,,,,,,,,,
100,0000001401,2000,JPY,,,,,,,FOB,,,,,,,,,
100,0000001695,2000,JPY,,,,,,2,DAT,,,,,,,,,
200,0000000621,1000,JPY,,,,,,1,CFR,,X,,,,,,,
100,0000001834,2000,CAD,,,,,,3,CIF,,X,,,,,,,
100,0000000728,5000,CNY,,,,,,,CIF,,X,,,,,,,
100,0000001995,1000,KRW,,,,,,,DDP,,,,,,,,,
100,0000001842,4000,JPY,,,,,,2,DDP,,,,,,,,,
100,0000000161,4000,CAD,,,,,,1,EXW,,,,,,,,,
100,0000001383,5000,GBP,,,,,,2,FOB,,X,,,,,,,
100,0000000794,2000,AUD,,,,,,3,CFR,,X,,,,,,,
100,0000000897,4000,KRW,,,,,,2,DAP,,X,,,,,,,
100,0000000117,1000,KRW,,,,,,3,CIP,,X,,,,,,,
100,0000001624,3000,AUD,,,,,,,DDP,,,,,,,,,
100,0000001929,5000,AUD,,,,,,3,CIP,,,,,,,,,
100,0000000092,3000,BRL,,,,,,2,CFR,,X,,,,,,,
100,0000001023,2000,CAD,,,,,,2,CPT,,X,,,,,,,
100,0000000581,3000,BRL,,,,,,3,FOB,,X,,,,,,,
100,0000001099,4000,GBP,,,,,,2,FCA,,X,,,,,,,
100,0000000500,1000,JPY,,,,,,1,FOB,,X,,,,,,,
100,0000001317,3000,CAD,,,,,,2,DAT,,X,,,,,,,
100,0000000520,2000,GBP,,,,,,1,CPT,,,,,,,,,
100,0000001935,2000,KRW,,,,,,1,FCA,,,,,,,,,
100,0000001739,2000,JPY,,,,,,2,FCA,,,,,,,,,
100,0000001116,1000,CNY,,,,,,2,FOB,,X,,,,,,,
100,0000001125,2000,KRW,,,,,,2,EXW,,X,,,,,,,
100,0000001201,3000,CAD,,,,,,,CPT,,,,,,,,,
100,0000000394,2000,CAD,,,,,,2,DAP,,X,,,,,,,
100,0000001113,1000,CNY,,,,,,1,CPT,,X,,,,,,,
100,0000000611,1000,USD,,,,,,2,EXW,,X,,,,,,,
100,0000000380,3000,CNY,,,,,,,DAT,,X,,,,,,,
100,0000001020,2000,BRL,,,,,,1,FOB,,X,,,,,,,
100,0000000789,5000,CAD,,,,,,1,CPT,,,,,,,,,
100,0000001505,5000,USD,,,,,,1,CIF,,,,,,,,,
100,0000001514,3000,CHF,,,,,,3,DAP,,,,,,,,,
100,0000001839,4000,BRL,,,,,,3,FCA,,,,,,,,,
100,0000000216,1000,GBP,,,,,,1,DDP,,,,,,,,,
100,0000000084,2000,KRW,,,,,,1,CFR,,,,,,,,,
100,0000000422,4000,BRL,,,,,,1,FOB,,,,,,,,,
100,0000000984,1000,CHF,,,,,,1,EXW,,X,,,,,,,
100,0000001818,1000,CHF,,,,,,2,FOB,,X,,,,,,,
100,0000001151,3000,USD,,,,,,2,FCA,,,,,,,,,
100,0000000985,1000,GBP,,,,,,,FCA,,,,,,,,,
100,0000000553,2000,USD,,,,,,,DAP,,X,,,,,,,
100,0000001001,3000,CAD,,,,,,1,CPT,,X,,,,,,,
100,0000000510,5000,CHF,,,,,,2,FCA,,,,,,,,,
100,0000001219,1000,CAD,,,,,,3,DAP,,X,,,,,,,
100,0000001610,3000,JPY,,,,,,,DAT,,,,,,,,,
100,0000001414,1000,CHF,,,,,,,DDP,,X,,,,,,,
100,0000000598,3000,GBP,,,,,,,FOB,,X,,,,,,,
100,0000000734,2000,GBP,,,,,,2,EXW,,,,,,,,,
100,0000001677,3000,CNY,,,,,,3,CFR,,X,,,,,,,
100,0000001261,3000,CAD,,,,,,2,CIF,,,,,,,,,
100,0000001410,2000,CAD,,,,,,3,CPT,,X,,,,,,,
100,0000000273,1000,JPY,,,,,,2,CPT,,,,,,,,,
100,0000000488,3000,CNY,,,,,,,FCA,,,,,,,,,
100,0000001070,5000,BRL,,,,,,2,CIF,,,,,,,,,
100,0000001262,5000,CAD,,,,,,2,FOB,,,,,,,,,
100,0000001830,4000,USD,,,,,,3,EXW,,X,,,,,,,
100,0000001861,5000,KRW,,,,,,,CIF,,,,,,,,,
100,0000001239,5000,EUR,,,,,,1,FOB,,X,,,,,,,
100,0000001259,1000,EUR,,,,,,1,DAP,,,,,,,,,
100,0000001846,2000,EUR,,,,,,1,DDP,,X,,,,,,,
100,0000001649,1000,CAD,,,,,,2,CIP,,X,,,,,,,
100,0000000594,2000,GBP,,,,,,2,DAP,,,,,,,,,
100,0000001481,1000,AUD,,,,,,,CIP,,X,,,,,,,
100,0000000661,4000,CAD,,,,,,,CIF,,,,,,,,,
100,0000000421,4000,JPY,,,,,,1,EXW,,X,,,,,,,
100,0000000172,5000,CAD,,,,,,1,CFR,,,,,,,,,
100,0000000847,5000,CAD,,,,,,,CIF,,X,,,,,,,
100,0000000168,1000,AUD,,,,,,3,CPT,,X,,,,,,,
100,0000000872,3000,JPY,,,,,,3,DAP,,,,,,,,,
100,0000000806,3000,USD,,,,,,1,FCA,,,,,,,,,
100,0000000095,5000,GBP,,,,,,3,CIP,,,,,,,,,
100,0000000136,2000,BRL,,,,,,1,CIP,,X,,,,,,,
100,0000000002,1000,EUR,,,,,,1,CFR,,X,,,,,,,
100,0000001340,3000,KRW,,,,,,1,FCA,,,,,,,,,
200,0000000508,4000,CNY,,,,,,3,DAP,,,,,,,,,
100,0000000899,3000,GBP,,,,,,1,DDP,,X,,,,,,,
100,0000001362,5000,EUR,,,,,,2,EXW,,X,,,,,,,
100,0000000315,1000,KRW,,,,,,,FOB,,,,,,,,,
100,0000001156,5000,GBP,,,,,,1,CIP,,X,,,,,,,
100,0000001531,1000,CNY,,,,,,3,CPT,,X,,,,,,,
100,0000000773,3000,BRL,,,,,,3,DDP,,X,,,,,,,
100,0000000922,4000,CNY,,,,,,2,CIP,,X,,,,,,,
100,0000001466,5000,JPY,,,,,,3,FCA,,,,,,,,,
100,0000001796,3000,GBP,,,,,,3,CPT,,,,,,,,,
100,0000001116,1000,CHF,,,,,,2,EXW,,X,,,,,,,
100,0000001614,1000,CAD,,,,,,1,CPT,,X,,,,,,,
100,0000001901,5000,CAD,,,,,,3,FOB,,X,,,,,,,
100,0000000538,3000,AUD,,,,,,,DAP,,X,,,,,,,
100,0000000429,1000,AUD,,,,,,2,CPT,,,,,,,,,
100,0000001622,1000,BRL,,,,,,3,DDP,,X,,,,,,,
100,0000000292,1000,JPY,,,,,,2,CIF,,X,,,,,,,
100,0000001074,1000,BRL,,,,,,3,EXW,,X,,,,,,,
100,0000001782,2000,CNY,,,,,,2,CFR,,X,,,,,,,
100,0000001662,5000,CHF,,,,,,3,FOB,,,,,,,,,
100,0000000906,4000,JPY,,,,,,,DAT,,,,,,,,,
100,0000001560,1000,JPY,,,,,,,CPT,,,,,,,,,
100,0000001956,3000,BRL,,,,,,3,FOB,,X,,,,,,,
100,0000001740,1000,JPY,,,,,,2,EXW,,,,,,,,,
100,0000001299,3000,BRL,,,,,,1,CIP,,X,,,,,,,
100,0000001165,1000,CNY,,,,,,3,FOB,,X,,,,,,,
100,0000000878,1000,JPY,,,,,,3,DAT,,,,,,,,,
100,0000000066,2000,EUR,,,,,,1,FOB,,X,,,,,,,
100,0000000011,2000,GBP,,,,,,2,FCA,,,,,,,,,
100,0000000791,3000,CAD,,,,,,2,DAT,,X,,,,,,,
100,0000001036,3000,KRW,,,,,,3,CIF,,,,,,,,,
100,0000001673,5000,JPY,,,,,,1,FCA,,X,,,,,,,
100,0000000131,3000,CHF,,,,,,,FCA,,,,,,,,,
100,0000001849,2000,CHF,,,,,,1,CPT,,,,,,,,,
100,0000000859,2000,JPY,,,,,,1,CIP,,,,,,,,,
100,0000000338,2000,USD,,,,,,3,FOB,,,,,,,,,
100,0000000412,4000,CHF,,,,,,2,FOB,,,,,,,,,
100,0000000443,3000,CHF,,,,,,,DAP,,,,,,,,,
100,0000000621,1000,CNY,,,,,,3,FOB,,,,,,,,,
100,0000001947,1000,JPY,,,,,,1,CIF,,X,,,,,,,
100,0000001927,4000,BRL,,,,,,1,CFR,,X,,,,,,,
100,0000001301,5000,JPY,,,,,,3,DAP,,X,,,,,,,
100,0000001475,2000,GBP,,,,,,,CPT,,,,,,,,,
100,0000000257,2000,GBP,,,,,,1,DAT,,,,,,,,,
100,0000001722,1000,BRL,,,,,,3,FOB,,,,,,,,,
100,0000001755,2000,CAD,,,,,,1,FOB,,X,,,,,,,
100,0000001732,4000,USD,,,,,,1,CPT,,,,,,,,,
100,0000000821,1000,KRW,,,,,,,EXW,,,,,,,,,
100,0000000693,5000,BRL,,,,,,3,FCA,,,,,,,,,
100,0000001533,4000,CNY,,,,,,,FCA,,,,,,,,,
100,0000001824,1000,CAD,,,,,,2,FCA,,,,,,,,,
100,0000001283,1000,AUD,,,,,,3,CFR,,,,,,,,,
100,0000000480,5000,BRL,,,,,,1,CIF,,,,,,,,,
100,0000001914,5000,EUR,,,,,,,DDP,,X,,,,,,,
100,0000000630,3000,GBP,,,,,,3,CFR,,X,,,,,,,
100,0000001271,4000,CAD,,,,,,,FCA,,X,,,,,,,
100,0000000876,4000,EUR,,,,,,3,CPT,,,,,,,,,
100,0000000812,1000,USD,,,,,,1,DDP,,,,,,,,,
100,0000000261,1000,CAD,,,,,,3,CIF,,X,,,,,,,
100,0000001978,3000,CAD,,,,,,3,CFR,,,,,,,,,
100,0000000428,4000,USD,,,,,,1,DAP,,,,,,,,,
100,0000000449,2000,JPY,,,,,,1,DDP,,X,,,,,,,
