MANDT,KUNNR,VKORG,VTWEG,SPART,BZIRK,VKBUR,KDGRP,WAERS,ZTERM,INCO1,INCO2,KVGR1,KVGR2,KVGR3,KVGR4,KVGR5
100,0000001650,2000,10,00,,0832,Ft,GBP,0003,FCA,,,,,,
100,0000001469,2000,30,04,,4562,xS,AUD,2/10NET30,CIP,,,,,,
100,0000001207,1000,20,00,,9033,DC,CAD,2/10NET30,CIF,,,,,,
100,0000001175,3000,30,04,,2371,cH,GBP,0002,FOB,,,,,,
100,0000001599,3000,30,04,,6456,jQ,CAD,0002,DAT,,,,,,
100,0000001401,3000,10,01,,3431,Vv,KRW,NT30,CIF,,,,,,
100,0000001668,2000,20,02,,9734,VQ,EUR,2/10NET30,CIF,,,,,,
200,0000000293,3000,10,03,,8652,Ad,EUR,2/10NET30,DAT,,,,,,
100,0000001856,2000,30,00,,9843,ev,BRL,NT30,DAP,,,,,,
100,0000000763,3000,30,04,,3413,Fw,USD,0001,FOB,,,,,,
100,0000000028,3000,30,03,,4049,QR,CNY,0002,CPT,,,,,,
100,0000001054,2000,20,02,,0933,jC,CHF,0003,FCA,,,,,,
100,0000001005,1000,30,04,,7317,hR,CHF,0001,DAP,,,,,,
100,0000001713,2000,30,04,,9865,up,CNY,NT90,DDP,,,,,,
200,0000001065,1000,20,00,,6222,Ix,USD,NT90,DAP,,,,,,
100,0000000804,3000,20,02,,5714,EU,AUD,0002,CPT,,,,,,
100,0000001180,2000,20,01,,1652,qe,JPY,NT30,EXW,,,,,,
100,0000001641,1000,30,04,,1915,fP,KRW,0001,CPT,,,,,,
100,0000000878,3000,10,03,,1102,Vq,EUR,NT60,FCA,,,,,,
100,0000000909,3000,10,02,,6558,lk,BRL,NT60,CFR,,,,,,
100,0000000878,3000,30,00,,3787,ak,CAD,NT90,FCA,,,,,,
100,0000001458,2000,10,01,,6580,mz,KRW,0001,EXW,,,,,,
100,0000000768,3000,10,04,,9978,Ey,GBP,2/10NET30,FOB,,,,,,
100,0000001219,3000,20,02,,1833,wp,BRL,0002,DAP,,,,,,
100,0000000693,1000,30,00,,9693,ai,EUR,0003,FCA,,,,,,
100,0000000890,2000,30,04,,7201,lE,AUD,NT30,CFR,,,,,,
100,0000001707,1000,20,04,,9253,SF,AUD,NT30,CPT,,,,,,
100,0000001514,3000,20,00,,4687,nY,CNY,NT90,CIF,,,,,,
100,0000000733,2000,10,00,,0395,HU,EUR,NT60,FOB,,,,,,
100,0000001277,1000,30,02,,8955,Tt,JPY,NT60,CFR,,,,,,
100,0000001529,3000,30,03,,4239,IZ,BRL,NT90,CFR,,,,,,
100,0000000707,3000,30,03,,5242,iw,CNY,NT30,FOB,,,,,,
100,0000000946,2000,10,00,,4988,LQ,CAD,0001,FOB,,,,,,
100,0000001126,3000,30,04,,6398,br,AUD,2/10NET30,DDP,,,,,,
100,0000001549,2000,10,00,,6282,vj,BRL,0003,FCA,,,,,,
100,0000000972,3000,30,03,,0445,KW,CNY,0002,FOB,,,,,,
100,0000000394,2000,30,00,,0824,xQ,CAD,NT30,CFR,,,,,,
100,0000001088,3000,10,01,,4266,xE,AUD,0003,EXW,,,,,,
100,0000000396,3000,10,04,,8681,wP,EUR,NT30,DDP,,,,,,
100,0000001894,3000,10,01,,0473,ny,USD,NT60,DAP,,,,,,
100,0000001719,2000,30,03,,5179,Kc,USD,NT90,CPT,,,,,,
100,0000000286,1000,30,01,,1866,vC,JPY,0002,DAT,,,,,,
100,0000001152,3000,20,00,,6830,JH,CHF,0001,FOB,,,,,,
100,0000001604,2000,30,02,,3568,zY,KRW,0002,CPT,,,,,,
100,0000000366,1000,20,02,,5340,hf,CHF,NT90,DAT,,,,,,
100,0000001533,2000,10,00,,7843,bR,BRL,0001,EXW,,,,,,
100,0000000930,1000,10,00,,9733,nj,EUR,NT60,DDP,,,,,,
100,0000000093,2000,20,02,,3316,Kz,BRL,0003,CIP,,,,,,
100,0000001896,2000,10,03,,3224,Du,BRL,NT30,DAP,,,,,,
100,0000000093,2000,10,01,,1570,hi,AUD,2/10NET30,CIP,,,,,,
100,0000000416,3000,20,03,,2734,gZ,BRL,NT60,FOB,,,,,,
100,0000001531,3000,30,03,,4115,II,CAD,NT30,CIF,,,,,,
100,0000000167,3000,20,04,,7970,kU,EUR,NT60,EXW,,,,,,
100,0000001626,1000,20,02,,1997,VV,USD,0001,EXW,,,,,,
100,0000000104,1000,20,02,,9632,mp,JPY,0001,EXW,,,,,,
100,0000000032,1000,20,02,,7602,gC,GBP,0001,FOB,,,,,,
100,0000000662,1000,10,00,,0684,ZW,CNY,0002,CFR,,,,,,
100,0000001073,2000,20,03,,8843,TH,GBP,0001,CIF,,,,,,
100,0000000366,1000,20,01,,7416,aK,GBP,2/10NET30,CPT,,,,,,
100,0000001936,1000,20,00,,7397,qh,AUD,0001,DAP,,,,,,
100,0000001887,3000,20,01,,8248,Ea,CNY,NT90,CIF,,,,,,
100,0000000495,1000,10,01,,5289,CC,CNY,NT60,CIF,,,,,,
100,0000000724,3000,10,03,,2679,do,KRW,2/10NET30,FCA,,,,,,
100,0000000251,2000,30,04,,5363,rt,GBP,NT90,EXW,,,,,,
100,0000000515,3000,20,01,,2968,SW,KRW,NT90,DAP,,,,,,
100,0000001766,3000,30,00,,9611,Am,CHF,0003,DDP,,,,,,
100,0000001388,1000,30,03,,1081,ek,AUD,0001,CIP,,,,,,
100,0000000658,2000,10,01,,4323,uB,KRW,NT90,CPT,,,,,,
100,0000000576,3000,20,01,,7467,TY,KRW,2/10NET30,FCA,,,,,,
100,0000000646,1000,20,00,,6106,Sf,JPY,0003,CIP,,,,,,
100,0000001137,3000,20,01,,4684,QU,BRL,NT60,EXW,,,,,,
100,0000000918,1000,30,00,,2426,ke,CNY,NT60,CPT,,,,,,
100,0000000261,3000,20,00,,0047,Mj,AUD,NT60,DAT,,,,,,
100,0000000622,1000,10,02,,7995,eJ,CAD,0002,DAT,,,,,,
100,0000001086,2000,30,01,,5024,eM,AUD,0001,FOB,,,,,,
100,0000001847,2000,20,03,,3023,MP,BRL,NT60,CFR,,,,,,
100,0000000545,2000,30,02,,1068,AL,AUD,0003,DDP,,,,,,
100,0000000642,2000,20,01,,6451,CP,BRL,NT90,DDP,,,,,,
100,0000000516,2000,20,01,,0845,Eq,CNY,NT60,FOB,,,,,,
100,0000000356,2000,30,04,,4306,pn,BRL,NT90,DAP,,,,,,
100,0000000141,1000,30,00,,7690,gm,GBP,2/10NET30,CIP,,,,,,
100,0000000068,3000,30,01,,4329,nB,JPY,NT90,CIF,,,,,,
100,0000001302,1000,20,00,,1883,iQ,JPY,0002,CIP,,,,,,
100,0000001225,1000,10,03,,6625,wK,BRL,NT30,FCA,,,,,,
100,0000000187,3000,30,01,,3127,gg,CAD,0001,CPT,,,,,,
100,0000001711,2000,30,03,,1373,ou,EUR,NT30,CIP,,,,,,
100,0000000082,1000,20,02,,0232,ed,EUR,0003,CIP,,,,,,
100,0000001888,3000,30,03,,3590,Ka,USD,NT60,CIF,,,,,,
100,0000000730,3000,10,01,,8879,yb,KRW,0002,CFR,,,,,,
100,0000001508,1000,10,00,,8094,iP,GBP,NT60,FOB,,,,,,
100,0000000452,3000,20,00,,0595,sv,AUD,NT30,CPT,,,,,,
100,0000000694,1000,30,00,,9144,XR,USD,NT60,CFR,,,,,,
100,0000001800,2000,30,01,,4197,ud,CNY,0001,CPT,,,,,,
100,0000000416,3000,10,02,,3927,tn,AUD,NT90,DAT,,,,,,
100,0000000866,1000,20,02,,9136,HO,GBP,NT90,CIF,,,,,,
100,0000001523,1000,30,01,,8256,Tv,CHF,2/10NET30,DAP,,,,,,
100,0000000062,3000,10,01,,4344,ZG,CNY,0003,DAT,,,,,,
100,0000000630,3000,30,00,,5339,Fs,AUD,2/10NET30,EXW,,,,,,
200,0000000529,1000,10,00,,0693,YB,BRL,0003,CIF,,,,,,
100,0000000849,3000,30,02,,4588,YQ,JPY,NT90,CPT,,,,,,
100,0000000461,2000,10,04,,2968,oA,CAD,0002,FCA,,,,,,
100,0000000681,3000,30,04,,6204,Hu,USD,2/10NET30,DAT,,,,,,
100,0000001332,3000,10,00,,1542,oZ,KRW,NT90,EXW,,,,,,
100,0000001956,1000,20,04,,4538,XO,KRW,NT90,FCA,,,,,,
100,0000000480,3000,30,03,,5143,Rw,BRL,0001,DAP,,,,,,
100,0000000044,1000,20,02,,3841,fy,AUD,NT30,DAP,,,,,,
100,0000000905,1000,30,01,,1170,kb,CNY,2/10NET30,CFR,,,,,,
100,0000001711,1000,20,01,,0508,Ha,EUR,0002,CFR,,,,,,
100,0000001703,1000,10,03,,8626,ha,EUR,NT90,CPT,,,,,,
100,0000000836,2000,30,03,,8078,ws,USD,0001,FCA,,,,,,
100,0000000267,2000,30,03,,3980,YO,CAD,0001,CFR,,,,,,
100,0000000369,2000,10,03,,1973,DK,EUR,NT60,CPT,,,,,,
100,0000000916,3000,20,04,,2836,UJ,KRW,0002,FCA,,,,,,
100,0000001497,1000,10,03,,7650,bo,BRL,0003,EXW,,,,,,
100,0000001384,3000,10,00,,7286,sT,CHF,NT60,DDP,,,,,,
100,0000001480,1000,20,01,,0020,bi,AUD,0001,CIF,,,,,,
100,0000001013,1000,20,04,,3419,SE,USD,0001,FOB,,,,,,
100,0000000782,3000,30,04,,2470,JV,JPY,NT90,CIP,,,,,,
100,0000000460,2000,10,00,,4810,gr,KRW,0002,DAT,,,,,,
100,0000001636,2000,30,00,,0844,Fx,AUD,NT90,DAT,,,,,,
100,0000000639,1000,30,04,,3640,Gn,BRL,0001,EXW,,,,,,
100,0000000863,1000,10,03,,2889,DG,JPY,NT30,DAT,,,,,,
100,0000000946,3000,10,00,,0100,ji,USD,NT30,CFR,,,,,,
100,0000001334,2000,20,00,,7951,Cz,BRL,NT90,FOB,,,,,,
200,0000000046,3000,20,03,,9726,uJ,USD,0002,FOB,,,,,,
100,0000000947,3000,30,03,,0477,GS,CAD,0002,DAT,,,,,,
100,0000000309,1000,20,04,,7299,pe,USD,0001,DAP,,,,,,
100,0000000401,2000,30,03,,0586,KT,CAD,0003,DAT,,,,,,
100,0000001400,2000,20,04,,9790,qR,GBP,0003,CIP,,,,,,
100,0000001648,3000,30,04,,0962,Ru,AUD,NT30,DAT,,,,,,
100,0000001419,3000,30,00,,0716,Ve,KRW,0002,DAT,,,,,,
100,0000000845,2000,10,01,,0927,HW,GBP,0001,CPT,,,,,,
100,0000001402,3000,30,04,,8443,aM,EUR,NT30,FOB,,,,,,
100,0000001930,3000,20,00,,1488,fa,GBP,0002,FCA,,,,,,
100,0000001199,3000,10,02,,3380,BG,GBP,0002,FOB,,,,,,
100,0000001802,2000,20,00,,5719,lB,JPY,NT60,DAP,,,,,,
100,0000000628,1000,30,04,,6980,uI,USD,2/10NET30,FOB,,,,,,
100,0000001849,3000,30,04,,8592,CG,CHF,0002,CIP,,,,,,
100,0000000410,2000,30,00,,6297,uS,CAD,NT90,CIF,,,,,,
100,0000001911,3000,30,01,,8336,wO,CHF,0001,EXW,,,,,,
100,0000000492,1000,10,01,,6144,Ii,CHF,NT90,FCA,,,,,,
100,0000000306,1000,30,03,,1115,zl,USD,0001,CPT,,,,,,
100,0000000159,1000,20,01,,7568,TO,CHF,NT90,CIF,,,,,,
100,0000001627,2000,10,03,,2854,UI,KRW,NT90,CPT,,,,,,
100,0000001758,3000,20,03,,4449,bx,KRW,0003,CPT,,,,,,
100,0000000749,3000,10,03,,4556,gV,USD,2/10NET30,DAT,,,,,,
100,0000000407,3000,20,01,,5145,Nn,KRW,NT60,DDP,,,,,,
100,0000001960,3000,30,00,,5268,Hu,BRL,NT60,FCA,,,,,,
100,0000001164,1000,10,01,,7236,Zk,EUR,NT60,FOB,,,,,,
100,0000000337,3000,20,04,,9464,Ey,KRW,0003,FCA,,,,,,
100,0000000423,2000,30,03,,7000,aL,AUD,2/10NET30,FOB,,,,,,
100,0000001924,2000,10,04,,8456,lf,AUD,0003,CIF,,,,,,
100,0000001621,1000,20,04,,8176,fM,CNY,0002,FCA,,,,,,
100,0000000328,3000,20,03,,7000,hd,CNY,0001,EXW,,,,,,
100,0000001492,1000,10,04,,0734,iB,CHF,0002,CIP,,,,,,
100,0000000672,2000,20,03,,7717,xH,CAD,0001,FOB,,,,,,
100,0000001752,3000,20,04,,5711,cF,CAD,NT30,CFR,,,,,,
100,0000001308,2000,30,01,,0233,DF,KRW,2/10NET30,DAP,,,,,,
100,0000000950,1000,10,00,,1976,eV,JPY,0001,CFR,,,,,,
100,0000001774,2000,20,01,,5750,so,CNY,NT60,CIF,,,,,,
100,0000001927,3000,20,03,,6516,Mb,CNY,NT90,FCA,,,,,,
100,0000000010,3000,20,00,,5849,gu,JPY,2/10NET30,CFR,,,,,,
100,0000000560,2000,10,04,,9701,rf,JPY,NT90,DDP,,,,,,
100,0000001699,1000,30,02,,1432,Fv,BRL,2/10NET30,CPT,,,,,,
100,0000000809,1000,20,03,,9739,mv,CHF,NT60,CIF,,,,,,
100,0000001069,1000,20,01,,2722,gD,AUD,2/10NET30,DAP,,,,,,
100,0000000630,1000,30,02,,9593,CJ,CNY,0001,DDP,,,,,,
100,0000000723,3000,30,03,,7789,KF,CAD,0001,FCA,,,,,,
100,0000000327,1000,10,02,,7275,On,EUR,0001,DDP,,,,,,
100,0000001592,2000,30,01,,7406,Gt,GBP,2/10NET30,CIF,,,,,,
100,0000001975,1000,20,02,,7722,BY,AUD,0001,CIP,,,,,,
100,0000000309,1000,10,01,,2405,Ws,JPY,0001,CIF,,,,,,
100,0000001046,3000,10,03,,6432,Mk,BRL,NT90,FCA,,,,,,
100,0000000880,2000,30,02,,4542,BD,KRW,0002,FOB,,,,,,
100,0000000925,3000,10,01,,4271,Pb,JPY,0001,CFR,,,,,,
100,0000000044,1000,20,00,,3096,th,GBP,NT30,FCA,,,,,,
100,0000001148,2000,20,00,,4794,fY,AUD,NT90,FCA,,,,,,
100,0000000709,1000,30,03,,0227,vV,CHF,2/10NET30,CPT,,,,,,
100,0000000325,1000,30,01,,4802,Aj,EUR,2/10NET30,CIP,,,,,,
100,0000000193,1000,30,04,,7879,Hm,CNY,0002,EXW,,,,,,
100,0000001913,1000,10,03,,7279,of,CHF,2/10NET30,CPT,,,,,,
100,0000000189,3000,20,03,,1082,jU,CAD,0002,FCA,,,,,,
100,0000001831,3000,10,01,,5414,ih,KRW,0003,EXW,,,,,,
100,0000000782,3000,10,02,,1658,TY,BRL,0001,CFR,,,,,,
200,0000000699,2000,30,04,,2824,XF,CHF,0002,CIP,,,,,,
100,0000001770,2000,10,00,,2870,za,JPY,NT90,CIP,,,,,,
100,0000000771,2000,30,00,,7095,gz,CHF,0002,DAP,,,,,,
100,0000000803,1000,10,01,,1056,TG,GBP,NT60,DAT,,,,,,
100,0000001883,3000,30,01,,7718,qu,CNY,0002,CPT,,,,,,
100,0000001234,3000,10,00,,8220,LE,KRW,NT60,CPT,,,,,,
100,0000000258,3000,10,02,,9408,hT,KRW,0002,EXW,,,,,,
100,0000000918,2000,30,00,,4207,cD,KRW,NT60,DAT,,,,,,
100,0000001321,1000,30,01,,6115,sX,AUD,NT60,DAT,,,,,,
100,0000001891,2000,30,02,,0634,uv,CNY,2/10NET30,DAT,,,,,,
100,0000001176,1000,10,02,,5141,IF,JPY,0001,CIP,,,,,,
100,0000001907,1000,30,03,,8505,NL,GBP,NT30,DAP,,,,,,
100,0000001711,1000,30,00,,9424,wy,BRL,0002,CPT,,,,,,
100,0000001551,1000,20,04,,2842,qq,KRW,NT90,CIP,,,,,,
100,0000000846,1000,10,04,,0259,ef,EUR,NT90,CIP,,,,,,
100,0000000807,2000,30,01,,8969,Bc,CHF,0001,EXW,,,,,,
100,0000001049,1000,30,00,,5091,LR,CAD,NT90,DAT,,,,,,
100,0000001479,1000,10,04,,0255,qk,CHF,2/10NET30,CIF,,,,,,
100,0000001459,1000,10,04,,5460,nE,EUR,NT60,DDP,,,,,,
100,0000000769,2000,20,03,,5991,ry,USD,0002,FCA,,,,,,
100,0000000371,1000,10,04,,1168,Sg,CAD,NT60,CIF,,,,,,
100,0000001216,1000,20,03,,7200,Qp,JPY,NT90,DAP,,,,,,
100,0000001591,1000,10,00,,2466,PW,AUD,NT90,CIF,,,,,,
100,0000000840,3000,10,04,,9375,wA,USD,0002,CFR,,,,,,
100,0000000628,2000,10,02,,4847,iL,BRL,0001,DAT,,,,,,
100,0000000885,1000,30,00,,9082,ne,JPY,NT90,CPT,,,,,,
100,0000001757,2000,30,01,,7772,PI,USD,0003,CPT,,,,,,
100,0000000858,2000,10,03,,8227,Mr,KRW,0003,FCA,,,,,,
100,0000000412,3000,10,02,,9992,ru,CAD,0002,DAT,,,,,,
100,0000000205,3000,10,01,,0713,xD,CNY,0003,FOB,,,,,,
100,0000000298,2000,20,00,,7260,ep,CNY,NT60,DAP,,,,,,
100,0000000817,2000,20,01,,4752,iN,CNY,NT90,EXW,,,,,,
100,0000001651,1000,10,03,,8699,bW,CNY,NT30,DAP,,,,,,
100,0000001459,3000,20,03,,6138,kG,CNY,2/10NET30,EXW,,,,,,
100,0000001108,1000,10,00,,8827,GH,CAD,NT90,DDP,,,,,,
100,0000000661,2000,10,00,,3779,kZ,CAD,0001,DDP,,,,,,
100,0000000096,2000,30,01,,2351,CF,CHF,NT60,CIF,,,,,,
100,0000001332,1000,10,01,,3198,wD,AUD,0003,DDP,,,,,,
100,0000000066,1000,30,01,,6187,Wn,KRW,NT30,CIP,,,,,,
100,0000001660,2000,20,04,,8722,iQ,KRW,2/10NET30,EXW,,,,,,
100,0000000885,3000,30,04,,8900,yh,KRW,NT90,DDP,,,,,,
100,0000000938,1000,20,02,,2127,KY,JPY,0001,CPT,,,,,,
100,0000001273,3000,10,02,,1485,Av,CNY,NT60,CIF,,,,,,
100,0000000963,1000,30,03,,8499,SV,CNY,NT30,EXW,,,,,,
100,0000000817,2000,30,04,,3444,WQ,JPY,NT90,FOB,,,,,,
100,0000001576,2000,30,01,,2455,Xs,JPY,2/10NET30,DDP,,,,,,
100,0000001131,1000,10,03,,4026,cc,AUD,NT60,FCA,,,,,,
100,0000000723,2000,10,02,,8486,KL,EUR,2/10NET30,EXW,,,,,,
100,0000000538,3000,10,01,,4467,XK,USD,0002,FCA,,,,,,
100,0000000966,2000,30,02,,2154,qD,CNY,0001,DAP,,,,,,
100,0000000191,3000,30,03,,9428,Hx,BRL,2/10NET30,FOB,,,,,,
100,0000000116,1000,30,01,,3374,rR,CAD,0003,DAP,,,,,,
100,0000000379,3000,10,03,,0689,hG,CHF,0002,CIF,,,,,,
100,0000001249,2000,30,04,,2178,Ux,CNY,2/10NET30,CPT,,,,,,
100,0000000812,3000,20,00,,3163,kL,BRL,0001,EXW,,,,,,
100,0000001687,3000,10,04,,8967,mv,CNY,0003,CFR,,,,,,
100,0000001760,3000,30,03,,1143,sq,CHF,NT90,DDP,,,,,,
100,0000001122,1000,20,00,,0683,NY,JPY,0002,DDP,,,,,,
100,0000001422,3000,10,01,,8254,Xd,CHF,0001,DAT,,,,,,
100,0000000709,2000,20,00,,0113,as,USD,0002,FCA,,,,,,
100,0000001342,1000,20,03,,5911,WM,JPY,NT30,FOB,,,,,,
100,0000000538,2000,20,00,,6484,uw,CAD,0003,DAT,,,,,,
100,0000001384,3000,30,04,,9984,mc,USD,2/10NET30,CIP,,,,,,
100,0000000298,1000,10,04,,2067,un,JPY,2/10NET30,DDP,,,,,,
100,0000000980,1000,10,01,,3231,iB,KRW,0002,CFR,,,,,,
100,0000000411,1000,30,00,,9477,Ql,USD,NT90,DDP,,,,,,
100,0000001486,2000,10,03,,5063,wG,AUD,0003,CIP,,,,,,
100,0000000613,1000,30,00,,4506,UK,USD,0001,EXW,,,,,,
100,0000000189,3000,20,04,,8503,mt,BRL,0003,DAT,,,,,,
100,0000000122,3000,20,00,,5929,ss,CHF,0001,DAT,,,,,,
100,0000001739,3000,30,03,,4699,DN,JPY,NT90,FCA,,,,,,
100,0000001719,3000,10,03,,4275,Er,BRL,NT30,DAT,,,,,,
100,0000000653,1000,10,00,,0249,eA,GBP,NT30,FOB,,,,,,
100,0000000309,2000,20,01,,7462,nC,CAD,NT30,FOB,,,,,,
100,0000000061,3000,10,03,,2797,hK,AUD,0001,FCA,,,,,,
100,0000000585,1000,30,00,,7574,Xj,JPY,0002,CIF,,,,,,
100,0000000008,2000,20,02,,2812,CG,GBP,NT90,DAP,,,,,,
100,0000000573,2000,20,00,,7554,Sc,AUD,0001,FCA,,,,,,
100,0000001730,2000,10,04,,6497,nQ,GBP,NT90,FCA,,,,,,
100,0000001392,2000,20,02,,8824,CT,GBP,NT90,DDP,,,,,,
100,0000000478,2000,30,03,,3150,wD,EUR,NT60,EXW,,,,,,
100,0000001448,3000,10,04,,5228,sS,USD,NT60,CFR,,,,,,
100,0000001781,3000,20,04,,8691,AI,CNY,0001,DDP,,,,,,
100,0000001492,1000,30,00,,2760,cS,CAD,2/10NET30,DDP,,,,,,
100,0000000729,2000,20,01,,7491,NI,GBP,NT30,DDP,,,,,,
100,0000000262,1000,30,02,,8123,FJ,KRW,2/10NET30,DAP,,,,,,
100,0000001863,1000,10,02,,0955,XJ,KRW,NT30,CIF,,,,,,
100,0000000473,1000,30,04,,0515,AY,USD,NT30,FCA,,,,,,
100,0000001859,1000,30,02,,5366,To,AUD,NT60,CPT,,,,,,
100,0000000210,1000,30,01,,0352,hB,CAD,NT90,EXW,,,,,,
100,0000000690,3000,30,01,,7160,Hl,USD,0001,CFR,,,,,,
100,0000000118,2000,10,01,,2239,Tu,JPY,2/10NET30,EXW,,,,,,
100,0000000170,3000,20,01,,3960,Rx,CAD,NT60,EXW,,,,,,
100,0000000754,2000,10,04,,4374,eu,USD,NT90,FCA,,,,,,
100,0000000237,2000,20,01,,2484,wN,JPY,0002,DDP,,,,,,
100,0000000100,3000,30,04,,3192,GZ,JPY,NT60,CIF,,,,,,
100,0000000412,2000,20,01,,1881,Oj,CHF,0002,CFR,,,,,,
100,0000000483,3000,30,02,,7463,yE,BRL,NT90,DAT,,,,,,
100,0000000787,1000,30,01,,0767,if,CHF,0002,CIF,,,,,,
100,0000000777,3000,20,02,,7964,Wd,CHF,2/10NET30,FCA,,,,,,
100,0000000953,2000,30,03,,4437,wB,GBP,NT60,CPT,,,,,,
100,0000000270,1000,30,01,,0169,nN,GBP,NT90,CFR,,,,,,
100,0000001431,1000,20,03,,5258,al,KRW,NT30,CFR,,,,,,
100,0000000222,1000,20,01,,1800,Ge,CHF,NT60,EXW,,,,,,
100,0000000202,2000,10,04,,9934,mg,BRL,NT90,DDP,,,,,,
100,0000001099,1000,30,02,,5531,ZE,JPY,NT90,CIF,,,,,,
100,0000000710,3000,10,00,,2581,zt,EUR,NT60,FCA,,,,,,
100,0000001719,1000,20,03,,1773,rY,GBP,NT30,DAT,,,,,,
100,0000001701,1000,10,03,,0524,zY,CHF,2/10NET30,EXW,,,,,,
100,0000000829,2000,10,04,,3949,AP,CHF,0002,CPT,,,,,,
100,0000001482,1000,20,04,,5222,Mr,EUR,0003,CPT,,,,,,
100,0000000417,1000,20,01,,2166,nT,CNY,0003,DAP,,,,,,
100,0000000677,2000,30,00,,8760,rN,USD,0002,EXW,,,,,,
100,0000001748,1000,20,04,,0690,xk,EUR,NT90,CIP,,,,,,
100,0000000986,3000,20,02,,9062,jj,USD,0001,CFR,,,,,,
100,0000000448,3000,30,04,,6227,qI,CHF,NT90,CPT,,,,,,
100,0000000237,2000,20,03,,1547,RO,JPY,NT30,CIF,,,,,,
100,0000000680,2000,30,00,,4529,DX,GBP,0002,DDP,,,,,,
100,0000001090,1000,30,02,,2086,Rs,CHF,0001,CPT,,,,,,
100,0000000669,2000,20,00,,2597,dn,JPY,NT90,CIF,,,,,,
100,0000000912,1000,30,00,,7413,se,AUD,NT90,DAP,,,,,,
100,0000001534,2000,10,02,,9865,zp,CNY,NT30,CPT,,,,,,
100,0000000701,3000,30,04,,9030,eF,CNY,0001,CIP,,,,,,
100,0000001924,3000,20,04,,8447,Eo,KRW,NT60,CIP,,,,,,
100,0000001532,3000,30,03,,9119,ph,EUR,0003,CIP,,,,,,
100,0000001032,3000,10,00,,5640,BP,KRW,NT90,CPT,,,,,,
100,0000000555,3000,10,03,,5758,YC,CNY,0002,EXW,,,,,,
100,0000000616,2000,30,01,,2854,tZ,USD,0001,DAP,,,,,,
100,0000000349,1000,10,02,,9168,qR,KRW,0002,DAP,,,,,,
100,0000000709,3000,10,03,,2869,Ot,USD,0002,DDP,,,,,,
100,0000001353,1000,30,03,,2882,HB,GBP,0003,CPT,,,,,,
100,0000001636,2000,20,01,,1904,Db,EUR,0002,EXW,,,,,,
100,0000001246,2000,30,03,,3210,no,GBP,NT30,CPT,,,,,,
100,0000000803,2000,30,03,,1054,kw,USD,NT90,FOB,,,,,,
100,0000001543,1000,30,03,,0301,LT,CHF,0001,CPT,,,,,,
100,0000001213,2000,30,00,,4501,mS,EUR,NT90,EXW,,,,,,
100,0000000679,1000,20,03,,9115,Tp,CNY,0003,EXW,,,,,,
100,0000000085,3000,20,03,,8732,lo,EUR,2/10NET30,DAP,,,,,,
100,0000001040,3000,30,02,,8191,CD,AUD,0001,DAP,,,,,,
100,0000001117,2000,30,03,,9332,XA,BRL,0002,CIF,,,,,,
100,0000000178,1000,10,03,,5593,xF,AUD,0001,EXW,,,,,,
100,0000001587,1000,30,04,,1634,iB,AUD,NT90,CIF,,,,,,
100,0000001585,3000,20,03,,3859,er,KRW,0001,CIF,,,,,,
100,0000001076,2000,10,02,,1392,EG,EUR,0003,CIP,,,,,,
100,0000000190,3000,30,03,,6634,WT,CNY,NT90,CIP,,,,,,
100,0000000293,2000,30,00,,1764,bo,EUR,NT30,FOB,,,,,,
100,0000001385,1000,20,03,,0678,fn,USD,0001,CIF,,,,,,
100,0000000147,3000,10,01,,1998,LE,AUD,0002,DDP,,,,,,
100,0000001104,3000,10,00,,0788,vH,GBP,0003,DAP,,,,,,
100,0000001062,2000,20,02,,1100,vJ,KRW,0002,DDP,,,,,,
100,0000001764,3000,20,04,,6679,TE,KRW,NT30,CIP,,,,,,
100,0000000224,3000,20,04,,6164,Gb,JPY,0001,FCA,,,,,,
100,0000001835,2000,20,04,,9882,Hh,GBP,0003,FOB,,,,,,
100,0000000864,2000,10,03,,7486,dz,USD,NT60,CIP,,,,,,
100,0000001299,2000,20,01,,9424,Iy,CAD,2/10NET30,DDP,,,,,,
100,0000000290,3000,10,03,,2909,Hx,BRL,0001,CPT,,,,,,
100,0000001397,3000,20,01,,7791,AK,JPY,2/10NET30,DDP,,,,,,
100,0000000597,1000,20,00,,8480,vC,CAD,0003,DDP,,,,,,
100,0000001613,3000,30,04,,6504,cS,CHF,NT30,CIF,,,,,,
100,0000000290,1000,30,04,,1856,Iq,EUR,0001,DDP,,,,,,
100,0000000543,3000,30,02,,3779,OW,CHF,0002,DAP,,,,,,
100,0000000510,2000,10,01,,3211,Wj,CNY,NT30,CIP,,,,,,
100,0000000353,2000,10,03,,1292,ep,USD,2/10NET30,DDP,,,,,,
100,0000001593,2000,10,02,,1894,tl,JPY,2/10NET30,FCA,,,,,,
100,0000000849,1000,10,01,,2488,Au,KRW,0003,DAP,,,,,,
100,0000001563,1000,10,03,,1114,Oz,BRL,0002,DAP,,,,,,
100,0000000786,1000,30,01,,5577,wZ,KRW,NT60,DAT,,,,,,
100,0000001711,2000,30,00,,0147,Mk,JPY,NT30,FOB,,,,,,
100,0000001419,2000,10,01,,1001,sJ,USD,0003,CFR,,,,,,
100,0000001575,2000,20,03,,1568,Ea,CHF,NT90,EXW,,,,,,
100,0000000994,2000,20,00,,4634,il,CHF,NT30,EXW,,,,,,
