BP_NUMBER,COMPANY_CODE,RECONCILIATION_ACCOUNT,PAYMENT_TERMS,CURRENCY
0000001484,1000,508594,0002,CNY
0000001140,2000,234282,0003,BRL
0000000973,2000,007185,NT30,GBP
0000000166,2000,062116,NT60,CHF
0000001166,4000,319205,0001,EUR
0000000302,4000,831886,NT90,EUR
0000000753,2000,072923,NT30,AUD
0000001369,3000,994801,0003,CHF
0000001219,1000,015166,NT30,BRL
0000000960,5000,192818,NT90,KRW
0000000301,5000,600449,NT60,CHF
0000000348,3000,110725,0003,GBP
0000001837,2000,104536,0001,CAD
0000001822,2000,246876,NT60,AUD
0000001361,5000,307074,0001,CNY
0000000896,3000,251616,2/10,KRW
0000001514,5000,009317,0002,AUD
0000000655,4000,797274,NT60,GBP
0000001732,2000,041906,2/10,KRW
0000000004,5000,654978,NT30,BRL
0000000491,4000,122893,0002,CHF
0000001848,2000,593194,NT90,JPY
0000001368,3000,006514,NT60,EUR
0000001772,4000,187941,0002,KRW
0000001194,1000,674621,NT30,JPY
0000001064,3000,674587,0001,BRL
0000001417,5000,795778,NT30,USD
0000001547,3000,604187,0003,CHF
0000001181,5000,443479,NT30,EUR
0000000798,4000,462673,0001,BRL
0000001371,5000,853533,NT60,GBP
0000000463,3000,670211,0002,KRW
0000000634,1000,551492,0003,JPY
0000000715,5000,936749,NT60,KRW
0000001037,5000,225584,NT90,JPY
0000000324,1000,724959,0002,CNY
0000000266,3000,353785,0003,EUR
0000001206,2000,729740,NT30,GBP
0000001571,2000,865000,NT90,CAD
0000000182,2000,549979,0001,BRL
0000000808,2000,654526,2/10,USD
0000001392,5000,401198,NT60,KRW
0000000869,5000,928340,0002,CAD
0000001038,3000,210421,NT30,USD
0000001194,4000,492630,0001,JPY
0000001531,3000,746406,0001,AUD
0000001227,5000,898436,NT30,CAD
0000001489,5000,255938,0001,KRW
0000001201,3000,846354,NT30,JPY
0000000958,3000,579186,2/10,BRL
0000000620,1000,820617,NT60,USD
0000000366,3000,203570,0002,KRW
0000001835,5000,441337,0001,EUR
0000000073,5000,122352,NT30,AUD
0000001824,5000,048604,0001,CAD
0000000310,3000,841274,0002,CNY
0000000201,1000,794922,0001,GBP
0000001710,2000,572997,0001,JPY
0000000130,5000,400456,NT60,CNY
0000000319,3000,324894,NT30,EUR
0000000081,2000,613874,0001,KRW
0000000916,5000,944568,NT30,KRW
0000001503,4000,254239,NT90,BRL
0000001229,4000,986384,NT60,CAD
0000001654,1000,856849,NT90,CAD
0000000486,1000,070655,0001,JPY
0000000081,5000,267049,2/10,CHF
0000001138,3000,046164,NT90,AUD
0000001058,5000,720307,NT30,JPY
0000000884,2000,430299,0002,EUR
0000001277,3000,930420,2/10,KRW
0000000511,2000,979445,0001,AUD
0000000770,3000,014816,NT60,EUR
0000000042,4000,647066,2/10,GBP
0000001975,4000,166768,0001,KRW
0000001852,2000,028695,NT30,JPY
0000000595,5000,853828,2/10,GBP
0000000918,2000,212220,NT90,JPY
0000001180,1000,404628,2/10,JPY
0000000293,3000,121522,2/10,CHF
0000001053,1000,061395,NT60,CNY
0000000717,4000,257128,2/10,GBP
0000001260,4000,764249,0001,CAD
0000001286,3000,869933,2/10,CNY
0000001070,1000,056784,2/10,CAD
0000001105,3000,635820,2/10,AUD
0000001664,3000,174705,NT60,KRW
0000001169,1000,362188,NT90,GBP
0000001153,3000,747886,NT90,AUD
0000000963,2000,669805,2/10,EUR
0000001537,5000,805209,NT60,CHF
0000001549,1000,852339,0003,KRW
0000000245,3000,490669,2/10,BRL
0000001371,1000,543055,NT90,BRL
0000000605,1000,675469,0001,JPY
0000001754,3000,231801,NT30,CHF
0000000451,5000,102670,NT60,AUD
0000000007,3000,017289,0002,BRL
0000001064,1000,544225,0003,BRL
0000000327,3000,120642,NT60,JPY
0000001467,3000,663827,NT30,GBP
0000001401,5000,650939,NT90,AUD
0000001588,2000,324468,NT60,CAD
0000001803,5000,618844,0001,BRL
0000000109,3000,802963,2/10,JPY
0000001872,2000,405635,NT90,USD
0000001520,1000,837947,0002,GBP
0000001225,4000,043862,NT60,BRL
0000000854,4000,065819,0002,BRL
0000001403,5000,596072,2/10,EUR
0000001229,2000,909669,NT90,CAD
0000001170,2000,810487,NT30,BRL
0000001484,4000,899377,2/10,KRW
0000001328,1000,794355,0001,CAD
0000001949,1000,563517,0002,GBP
0000000193,5000,652859,NT30,EUR
0000001386,3000,081578,NT30,BRL
0000000289,1000,074988,0001,BRL
0000000686,1000,335074,NT90,USD
0000001976,3000,492349,2/10,CNY
0000001258,5000,674786,NT90,KRW
0000001910,2000,262860,NT60,JPY
0000001590,1000,625126,NT90,EUR
0000000158,4000,460814,0001,AUD
0000000014,5000,819916,NT60,EUR
0000001095,1000,522111,0001,CHF
0000000129,5000,543829,2/10,CAD
0000000761,3000,115967,NT30,AUD
0000001250,1000,232562,0003,BRL
0000001364,4000,970087,NT60,EUR
0000000591,3000,630682,0002,BRL
0000001356,4000,234113,NT60,AUD
0000000105,5000,377329,0002,CNY
0000001374,5000,387909,2/10,AUD
0000000625,2000,891887,0001,EUR
0000000993,4000,619135,0001,EUR
0000001907,4000,784062,NT60,BRL
0000001537,3000,152455,NT30,USD
0000001886,1000,474567,0002,USD
0000001168,2000,639092,NT90,CHF
0000000766,2000,471422,2/10,JPY
0000000996,4000,769949,NT60,EUR
0000001864,3000,061928,NT90,AUD
0000000660,3000,416945,NT60,CAD
0000000127,4000,275380,NT30,BRL
0000000558,4000,929815,NT90,CNY
0000000607,3000,634554,0001,CHF
0000000643,2000,194729,0002,CAD
0000000830,2000,087079,NT90,USD
0000001678,1000,206175,NT60,CHF
0000001830,1000,224596,0001,CAD
0000001691,1000,206667,0003,EUR
0000000338,5000,192119,2/10,JPY
0000001673,5000,084030,NT60,CAD
0000000069,3000,618908,NT60,CNY
0000000779,4000,317891,NT90,KRW
0000000187,4000,324198,NT60,BRL
0000001094,4000,504934,NT30,CAD
0000000733,1000,024828,NT90,CAD
0000000056,2000,650286,NT30,CHF
0000000018,2000,366531,0003,AUD
0000000830,4000,731997,0002,CHF
0000001114,1000,057006,NT90,GBP
0000000194,5000,608225,0003,GBP
0000000819,2000,065867,0003,EUR
0000000090,3000,389850,NT90,JPY
0000000657,1000,847341,2/10,USD
0000000605,3000,892800,NT90,AUD
0000000224,3000,643703,NT60,CHF
0000001690,1000,651524,NT30,GBP
0000001686,4000,035124,0001,KRW
0000000351,1000,144662,NT60,CNY
0000001665,2000,840222,0001,CAD
0000001580,2000,539556,0003,CHF
0000001350,1000,861890,0001,EUR
0000001596,3000,664460,NT90,EUR
0000001119,5000,989365,NT60,JPY
0000001154,4000,686073,NT60,JPY
0000000755,3000,509002,NT90,CAD
0000000050,4000,348283,0003,JPY
0000001047,3000,145763,0001,KRW
0000001401,3000,749039,0001,CAD
0000000349,5000,785543,0002,GBP
0000000648,5000,626367,NT90,BRL
0000000549,2000,871337,0003,CHF
0000000383,1000,584984,2/10,JPY
0000000221,1000,711367,NT60,GBP
0000000938,5000,518181,0003,AUD
0000001890,1000,946308,NT90,CAD
0000001803,4000,279950,0002,JPY
0000000100,2000,120228,2/10,AUD
0000001291,5000,651033,NT30,JPY
0000000056,4000,059531,2/10,USD
0000001419,5000,145915,0002,CHF
0000000812,2000,501980,0003,EUR
0000000573,3000,659558,NT90,CHF
0000001811,3000,237092,NT30,KRW
0000000623,2000,711418,0002,CNY
0000001696,2000,955262,0001,GBP
0000000382,1000,672530,0003,BRL
0000001316,3000,002471,0003,JPY
0000000806,2000,111367,2/10,GBP
0000001011,2000,360371,0003,JPY
0000000918,1000,595111,0003,CNY
0000001390,5000,043599,0003,CNY
0000000716,3000,305098,0003,KRW
0000001038,4000,864439,0001,USD
0000000688,1000,446541,NT30,KRW
0000001376,3000,387736,2/10,CAD
0000001729,4000,515968,NT90,CHF
0000000377,4000,079289,NT30,GBP
0000001501,5000,967112,2/10,CHF
0000001385,3000,742842,0002,AUD
0000001798,3000,544316,NT60,BRL
0000001497,1000,666743,NT90,CNY
0000001921,1000,600966,0001,CAD
0000000012,5000,343447,NT60,EUR
0000000865,1000,378187,2/10,CHF
0000000523,5000,978461,2/10,JPY
0000000551,4000,162316,NT60,BRL
0000000337,1000,084787,0003,CHF
0000001213,2000,742500,0001,BRL
0000001279,4000,411792,NT90,GBP
0000000760,3000,575489,NT30,CHF
0000001274,3000,963748,0003,CNY
0000001883,1000,921306,NT90,CNY
0000001070,5000,474828,0002,USD
0000001390,3000,313031,0003,GBP
0000001539,2000,261282,NT90,EUR
0000001538,3000,666343,NT60,CAD
0000000511,4000,299993,NT60,BRL
0000000907,2000,168969,NT90,BRL
0000000665,1000,104382,0003,BRL
0000001024,1000,886639,0001,CAD
0000001045,5000,421853,NT30,USD
0000000280,3000,489015,0001,KRW
0000000216,5000,066412,0003,CHF
0000001004,2000,798600,NT30,USD
0000001624,1000,100549,NT60,BRL
0000000701,1000,875025,2/10,USD
0000001370,1000,456250,2/10,CNY
0000001531,4000,092653,2/10,BRL
0000001036,4000,442530,NT60,GBP
0000000830,1000,311295,NT30,BRL
0000001374,2000,869872,NT30,CAD
0000001222,5000,692041,2/10,AUD
0000000759,3000,753051,NT60,CHF
0000001819,4000,212770,0002,CHF
0000001418,3000,847710,0003,GBP
0000000545,4000,441267,NT60,JPY
0000000365,3000,323879,NT30,GBP
0000001774,4000,388645,0001,CHF
0000000018,3000,011142,0001,GBP
0000000013,3000,698072,NT60,KRW
0000001473,5000,206667,2/10,USD
0000000789,4000,420603,0001,JPY
0000000397,5000,449226,0003,GBP
0000000053,2000,122983,NT90,AUD
0000000755,4000,162497,0003,GBP
0000001892,5000,243043,2/10,USD
0000000774,1000,342716,NT30,AUD
0000001531,5000,199619,0002,KRW
0000001386,1000,330056,2/10,USD
0000000116,1000,716095,2/10,CNY
0000001402,1000,400703,NT60,AUD
0000000357,5000,696701,0002,JPY
0000000886,2000,166460,NT30,JPY
0000001213,5000,611927,2/10,CHF
0000001867,4000,340841,0002,BRL
0000000924,2000,263409,0001,BRL
0000000199,5000,335149,2/10,CNY
0000000973,5000,464218,2/10,USD
0000001759,1000,343524,NT90,GBP
0000001051,2000,646791,NT30,CAD
0000001266,1000,425717,NT60,JPY
0000000405,1000,005630,0003,CHF
0000001970,1000,058760,NT60,CHF
0000001612,5000,835198,0001,USD
0000000017,5000,437497,NT60,CHF
0000000452,5000,248223,0001,EUR
0000001829,4000,538648,0001,KRW
0000000465,5000,402813,NT30,EUR
0000000923,5000,824969,0001,AUD
0000001716,4000,847110,NT60,CAD
0000000099,1000,568264,NT60,JPY
0000000550,1000,003311,0001,AUD
0000001785,1000,984917,2/10,BRL
0000000202,1000,753835,NT90,CAD
0000001812,1000,963743,0001,AUD
0000000405,3000,288498,NT90,GBP
0000000759,4000,856349,0003,CHF
0000000551,3000,066500,2/10,KRW
0000001683,5000,238707,NT60,JPY
0000001978,2000,167995,NT30,KRW
0000000775,5000,089338,2/10,EUR
0000000920,5000,728056,NT60,GBP
0000001833,1000,373955,0003,CAD
0000001985,3000,648399,2/10,AUD
0000001570,4000,996881,NT30,KRW
0000000562,3000,715346,0001,BRL
0000000803,4000,297035,0002,JPY
0000000415,4000,712189,2/10,GBP
0000000563,3000,261290,0001,CHF
0000001886,2000,800249,NT90,KRW
0000001256,1000,186303,NT90,CAD
0000001179,1000,906748,NT30,BRL
0000001091,4000,637656,0001,CHF
0000000997,1000,049480,NT30,BRL
0000000939,1000,944431,2/10,GBP
0000000312,4000,293696,NT30,JPY
0000001778,1000,549271,NT30,CNY
0000001338,4000,834655,NT90,CHF
0000001718,1000,275863,0003,AUD
0000000215,5000,987568,NT30,EUR
0000001146,2000,333525,0003,GBP
0000001847,5000,867400,NT30,CNY
0000000337,5000,042244,NT90,KRW
0000001780,3000,895274,NT30,CHF
0000000619,2000,042414,NT90,CNY
0000001381,3000,702411,0003,EUR
0000001433,1000,632408,0003,BRL
0000000111,4000,047156,0002,JPY
0000001672,2000,982868,2/10,CAD
0000001935,4000,608829,NT60,CHF
0000000848,2000,948608,2/10,EUR
0000000577,5000,353941,NT60,KRW
0000001506,1000,796102,2/10,USD
0000000855,3000,415448,NT90,GBP
0000001803,3000,249507,0002,USD
0000001955,5000,358749,0001,KRW
0000001513,1000,514225,NT30,CAD
0000000608,5000,284960,0001,USD
0000001003,5000,926296,0002,JPY
0000001742,2000,259292,NT30,AUD
0000001806,4000,893459,NT30,CNY
0000000832,4000,862258,NT60,AUD
0000000282,2000,086094,0001,AUD
0000001077,5000,105126,2/10,CHF
0000000447,3000,810380,NT90,KRW
0000000668,4000,371350,0003,BRL
0000001240,1000,476483,2/10,EUR
0000000770,1000,619582,0003,KRW
0000000411,5000,298700,0002,CAD
0000001984,5000,523287,NT60,EUR
0000001587,3000,220807,2/10,BRL
0000001015,3000,684776,NT60,AUD
0000000123,2000,003079,NT60,CAD
0000001711,4000,213592,NT60,CNY
0000000790,1000,346466,0002,CNY
0000000101,2000,134047,NT60,AUD
0000001308,1000,045465,NT30,BRL
0000000988,1000,723366,2/10,GBP
0000001203,2000,891785,0002,USD
0000001972,5000,501514,2/10,BRL
0000000689,1000,027554,2/10,AUD
0000000540,2000,357699,0002,JPY
0000000854,5000,281590,0003,JPY
0000001198,5000,741392,NT90,JPY
0000000266,5000,626886,0003,KRW
0000001283,5000,889888,NT60,CHF
0000000886,1000,469934,NT90,KRW
0000000760,4000,747466,0002,BRL
0000001203,3000,170085,0002,USD
0000001311,4000,049310,NT30,BRL
0000000635,1000,295948,2/10,KRW
0000000966,1000,632761,NT90,CNY
0000001088,4000,926854,NT90,GBP
0000001021,1000,165086,2/10,EUR
0000000159,1000,076333,NT30,GBP
0000000419,5000,187577,2/10,USD
0000001229,3000,168164,0001,CNY
0000001272,2000,546598,0002,BRL
0000001651,1000,682750,NT60,BRL
0000000164,5000,174427,0001,GBP
0000001154,3000,536726,0002,AUD
0000000151,1000,979880,NT60,CHF
0000001339,5000,013274,NT90,AUD
0000000083,5000,927912,NT60,JPY
0000001439,3000,186471,0003,CAD
0000000169,5000,928487,2/10,AUD
0000001656,1000,555622,NT30,CAD
0000000408,1000,721677,NT60,EUR
0000001979,4000,581446,0003,CNY
0000001009,5000,820034,NT60,JPY
0000000370,1000,464208,NT90,USD
0000001904,3000,167332,NT90,CNY
0000000819,5000,976059,NT30,AUD
0000000445,4000,543205,0001,BRL
0000001304,4000,622111,NT90,AUD
0000001533,2000,187324,NT90,EUR
0000000382,2000,125001,NT60,BRL
0000001688,1000,171711,0003,USD
0000000740,4000,588556,0002,CAD
0000001060,1000,516232,2/10,EUR
0000001814,2000,431287,0002,CAD
0000000121,2000,698892,NT90,CHF
0000000266,2000,036213,NT30,USD
0000000637,5000,708673,NT60,BRL
0000001958,4000,900906,0001,BRL
0000001279,2000,480841,0001,AUD
0000001505,2000,841663,NT60,AUD
0000000734,2000,773377,NT90,CNY
0000001655,5000,731820,0001,GBP
0000000829,5000,759853,0003,CNY
0000000318,1000,490574,NT60,KRW
0000000177,5000,961421,NT90,CNY
0000000416,2000,570257,0002,CNY
0000000226,1000,652748,0001,EUR
0000001219,5000,941521,NT90,BRL
0000001616,2000,159047,0002,BRL
0000001041,5000,642063,NT60,JPY
0000001261,3000,676709,NT90,BRL
0000000463,4000,629987,0001,KRW
0000001655,1000,505850,NT30,CAD
0000000006,2000,956208,0003,CNY
0000000399,2000,141294,0001,CAD
0000001153,2000,558115,NT90,CAD
0000001897,2000,274066,NT60,GBP
0000001238,2000,522733,2/10,USD
0000001364,2000,485094,2/10,JPY
0000000190,2000,972025,2/10,CAD
0000000077,5000,737188,0001,GBP
0000000828,3000,660905,NT90,AUD
0000000525,2000,766978,0002,JPY
0000002000,5000,391121,NT90,BRL
0000000231,1000,117459,2/10,JPY
0000000766,5000,627733,NT90,CNY
0000001929,4000,157729,0002,CNY
0000001280,1000,935448,NT60,JPY
0000000784,4000,429512,0002,CHF
0000000648,3000,983412,0003,CAD
0000001111,2000,213558,0001,GBP
0000000071,1000,804798,0002,CHF
0000001528,4000,412319,NT30,EUR
0000000324,5000,924742,NT90,CAD
0000001870,1000,240470,0001,CNY
0000001511,5000,860116,0001,EUR
0000001973,4000,698829,NT60,CNY
0000000753,5000,775761,0002,AUD
0000001234,5000,591432,NT30,CHF
0000001122,2000,101278,0003,CHF
0000001283,2000,215922,2/10,USD
0000000710,5000,911317,NT60,CHF
0000000271,2000,818143,NT90,CHF
0000001316,5000,350191,0003,CNY
0000000189,1000,454773,0001,CHF
0000001190,1000,904978,NT90,AUD
0000001319,5000,380670,0002,GBP
0000001126,1000,178320,2/10,USD
0000001157,1000,025823,NT30,JPY
0000000752,5000,716853,NT30,EUR
0000001818,3000,652255,2/10,EUR
0000001054,1000,323485,0001,JPY
0000000083,3000,029445,NT60,KRW
0000001753,3000,816172,2/10,JPY
0000001767,4000,598731,NT30,JPY
0000000607,1000,961181,0002,AUD
0000000345,5000,095682,NT90,CAD
0000001447,4000,169219,0003,CAD
0000000348,1000,416605,0003,CHF
0000000731,5000,619218,0001,CHF
0000000901,3000,537242,0001,GBP
0000000205,1000,946507,NT60,KRW
0000000298,2000,631299,0001,GBP
0000000552,3000,139149,0001,CHF
0000001783,5000,744504,NT60,AUD
0000001774,2000,470253,2/10,KRW
0000001262,5000,699273,NT90,KRW
0000000404,2000,630587,0001,CHF
0000001589,2000,193332,0002,USD
0000001940,4000,197407,0002,CAD
0000000792,5000,733574,0001,AUD
0000001334,1000,712978,0002,CNY
0000000629,2000,751746,NT30,BRL
0000001401,1000,835180,2/10,JPY
0000000905,4000,892305,0001,JPY
0000001761,4000,735368,0002,CHF
0000000898,1000,785368,0002,JPY
0000001574,5000,295019,0001,USD
0000000271,1000,837599,2/10,EUR
0000001505,1000,322580,0002,JPY
0000000327,4000,524396,2/10,CNY
0000000371,2000,271057,NT30,EUR
0000001053,4000,129430,NT30,AUD
0000000022,4000,427667,NT90,CAD
0000000437,5000,861692,0003,CAD
0000001944,5000,945962,0002,AUD
0000000933,4000,633913,2/10,KRW
0000001441,5000,165485,2/10,KRW
0000000665,5000,038165,0003,CNY
0000000456,4000,492046,NT90,GBP
0000001554,5000,745271,0002,KRW
0000001173,5000,218450,NT90,CAD
0000001765,4000,823404,0003,KRW
0000001534,4000,861367,NT30,KRW
0000001151,5000,736546,2/10,EUR
0000001963,3000,389830,NT90,BRL
0000000153,1000,393353,0002,CNY
0000000196,5000,977508,0002,BRL
0000001533,1000,980744,0002,KRW
0000001201,2000,196618,2/10,AUD
0000001866,5000,506258,0002,EUR
0000001712,1000,999972,NT30,CNY
0000000255,1000,560912,0002,KRW
0000001631,2000,581225,0002,CNY
0000001134,2000,899333,2/10,BRL
0000000839,3000,748628,2/10,CHF
0000000439,4000,992806,2/10,CHF
0000000256,4000,425936,0003,JPY
0000000759,2000,237625,0002,AUD
0000001667,5000,356619,NT30,USD
0000000124,1000,472000,2/10,EUR
0000001473,2000,620986,NT30,KRW
0000001939,3000,206944,0002,JPY
0000000220,4000,955240,0003,KRW
0000000992,5000,352672,0001,AUD
0000000589,4000,906323,0003,JPY
0000001375,4000,826928,NT30,CNY
0000000699,1000,700218,NT30,GBP
0000000088,4000,804347,2/10,KRW
0000000173,3000,447836,0001,JPY
0000000307,3000,850025,0002,CAD
0000000334,5000,331610,0003,CAD
0000000650,1000,204160,2/10,EUR
0000000652,3000,427995,NT60,JPY
0000000783,5000,865968,0003,CAD
0000001977,2000,822865,NT30,BRL
0000001523,4000,929007,NT60,CNY
0000000879,1000,773220,NT90,CHF
0000001827,5000,867594,0003,CNY
0000001469,1000,130812,2/10,CNY
0000001456,4000,518134,2/10,AUD
0000001265,1000,320951,0002,USD
0000000648,4000,743284,0002,BRL
0000001635,1000,059601,0002,AUD
0000000939,2000,924781,2/10,BRL
0000000820,4000,884238,NT90,USD
0000001659,1000,572769,0001,CAD
0000000805,3000,734229,0003,CHF
0000001976,1000,123880,NT60,USD
0000001066,5000,014011,NT60,GBP
0000001572,2000,228612,NT30,GBP
0000000567,5000,790661,NT60,CHF
0000001834,2000,360741,2/10,EUR
0000000843,1000,567145,NT90,KRW
0000001997,4000,310549,NT60,GBP
0000001121,5000,624269,NT30,USD
0000000223,1000,952633,NT60,CNY
0000001337,4000,287616,NT30,CNY
0000000040,1000,941515,NT60,CHF
0000000513,1000,708970,2/10,CAD
0000001263,2000,912950,2/10,BRL
0000001386,4000,821707,0003,KRW
0000000913,4000,633635,0002,CNY
0000001042,3000,451603,0001,CAD
0000001772,3000,286831,0001,JPY
0000000924,1000,519185,NT60,AUD
0000000272,2000,200706,0003,CNY
0000001818,1000,424219,NT30,BRL
0000000614,5000,318590,NT90,CHF
0000000027,5000,884636,2/10,CHF
0000000861,3000,978628,NT60,USD
0000001908,5000,762046,0002,BRL
0000001303,2000,190722,0002,JPY
0000000642,3000,925590,NT90,CHF
0000001449,1000,640454,NT30,CNY
0000001429,1000,029899,NT60,KRW
0000001693,1000,229821,0001,EUR
0000001335,2000,566232,NT60,AUD
0000001961,2000,272263,0002,EUR
0000001875,3000,102504,NT30,USD
0000000079,3000,711605,0002,USD
0000000415,1000,221732,0001,GBP
0000000012,1000,382658,NT30,CAD
0000000019,4000,499314,0002,CHF
0000000699,5000,025125,0001,USD
0000001626,1000,263199,NT30,KRW
0000001089,2000,745245,NT60,AUD
0000000014,3000,167019,0001,USD
0000000635,3000,145701,0001,USD
0000001915,4000,697206,2/10,JPY
0000000909,3000,923205,NT30,GBP
0000001080,2000,680567,2/10,USD
0000001868,4000,583752,NT90,AUD
0000001139,5000,690998,2/10,KRW
0000000216,3000,500607,NT60,CAD
0000001110,4000,418714,NT30,EUR
0000001807,2000,595968,NT90,KRW
0000000238,4000,448679,0002,BRL
0000001941,2000,686696,NT30,EUR
0000001317,3000,237592,NT60,CAD
0000000698,3000,118091,NT90,AUD
0000000428,1000,617151,NT30,USD
0000000481,1000,681628,2/10,CHF
0000001488,2000,490997,NT30,JPY
0000001867,3000,284734,NT90,CHF
0000001202,3000,051280,0001,BRL
0000000218,2000,661085,0002,AUD
0000000198,2000,852414,2/10,KRW
0000000856,5000,040675,0002,CHF
0000000274,2000,170401,0003,CAD
0000001178,2000,942150,0002,KRW
0000000887,3000,756545,NT60,GBP
0000001934,3000,320396,NT60,CAD
0000000351,2000,008013,NT90,USD
0000000446,4000,006639,2/10,JPY
0000000847,3000,601777,NT30,KRW
0000000369,3000,290263,NT60,GBP
0000000016,3000,566217,0003,CAD
0000001262,1000,354971,NT30,CHF
0000000372,4000,057129,0002,BRL
0000000442,2000,673469,NT60,KRW
0000001670,1000,897582,0001,KRW
0000000321,5000,550587,2/10,BRL
0000001380,1000,318815,NT30,BRL
0000001740,3000,156264,0002,BRL
0000001506,4000,437625,0002,CHF
0000001108,3000,392731,NT30,CAD
0000001677,2000,985170,0002,CHF
0000001634,5000,202915,NT30,BRL
0000000822,3000,890104,0003,GBP
0000000066,4000,393788,NT60,CAD
0000000051,1000,349206,NT90,USD
0000000769,4000,549160,NT30,JPY
0000000847,4000,546589,NT30,EUR
0000000557,2000,912443,0003,JPY
0000000038,5000,194443,2/10,CAD
0000000983,4000,616923,NT60,AUD
0000001607,4000,705892,2/10,JPY
0000001901,4000,488682,0003,CAD
0000001830,2000,381537,NT30,JPY
0000000730,5000,713182,NT60,USD
0000001450,4000,232963,NT30,CAD
0000000657,2000,265714,0001,AUD
0000000700,5000,587037,NT30,AUD
0000001733,1000,124103,2/10,USD
0000001580,1000,400910,0002,AUD
0000000145,3000,129439,0003,CNY
0000001799,2000,630664,0002,BRL
0000001689,1000,536939,NT60,KRW
0000000431,4000,935999,NT60,AUD
0000001726,4000,162240,0003,KRW
0000001186,2000,654084,0001,KRW
0000001475,4000,601308,0001,USD
0000001726,3000,821810,NT30,KRW
0000001377,5000,161317,NT30,KRW
0000001299,3000,440380,0001,GBP
0000001888,4000,115815,NT90,AUD
0000000505,1000,628585,0001,CNY
0000000048,2000,098728,2/10,CHF
0000000711,4000,186064,NT30,KRW
0000001124,4000,524890,0002,CHF
0000000339,2000,692404,0002,BRL
0000000423,4000,286452,0003,EUR
0000000554,4000,923232,NT60,KRW
0000001095,5000,734225,NT30,JPY
0000000163,2000,920321,2/10,CNY
0000000571,4000,559537,NT90,EUR
0000000176,5000,520254,0003,CNY
0000001971,2000,104647,0003,JPY
0000001768,4000,998377,NT30,EUR
0000001951,5000,198132,NT90,KRW
0000001049,4000,541090,2/10,GBP
0000001499,4000,895957,0002,AUD
0000001091,3000,083122,NT30,EUR
0000000718,1000,657220,NT90,AUD
0000001676,5000,290872,0003,CNY
0000001297,5000,159812,NT30,CNY
0000001839,3000,158213,NT30,EUR
0000001970,2000,748378,NT90,JPY
0000000322,4000,296961,NT60,AUD
0000000696,4000,555238,NT90,KRW
0000001342,2000,998418,NT60,GBP
0000000824,5000,502057,NT60,JPY
0000001676,4000,695226,NT30,EUR
0000001090,5000,155368,0003,JPY
0000001521,3000,456250,2/10,CHF
0000000909,5000,605808,0003,BRL
0000001055,2000,694629,NT90,KRW
0000000305,3000,637827,2/10,CHF
0000001746,3000,511186,0002,CHF
0000001027,1000,913411,2/10,BRL
0000000481,2000,705058,0001,GBP
0000001591,5000,788176,0001,KRW
0000001029,4000,926371,0003,KRW
0000001828,1000,805024,NT90,AUD
0000000434,5000,514021,NT90,CNY
0000001231,4000,963701,0003,USD
0000000912,2000,774544,NT30,CAD
0000000009,1000,404031,NT60,JPY
0000000363,2000,159744,NT60,CHF
0000001879,5000,262071,NT60,EUR
0000001133,2000,763944,NT60,CNY
0000001383,4000,353604,NT60,CAD
0000001494,2000,466997,2/10,CHF
0000000117,1000,933244,0003,CAD
0000001986,3000,506395,2/10,EUR
0000000936,2000,549964,NT90,JPY
0000001154,5000,494846,NT90,USD
0000000003,2000,544561,NT60,CAD
0000000545,5000,488759,NT90,CHF
0000001010,2000,916972,2/10,GBP
0000000340,2000,154896,NT90,GBP
0000000829,2000,589109,NT60,GBP
0000001362,2000,503323,NT90,CAD
0000001563,1000,430972,2/10,GBP
0000001030,1000,950291,0003,CNY
0000001560,5000,913905,0002,CHF
0000000932,3000,163684,0001,GBP
0000000505,2000,073981,NT90,CNY
0000001524,3000,918505,NT90,CHF
0000000451,4000,512621,2/10,JPY
0000000187,5000,780993,2/10,BRL
0000000457,1000,174371,NT90,KRW
0000001423,1000,715956,NT30,CAD
0000001836,3000,604569,NT30,AUD
0000001335,1000,582863,0001,CAD
0000000069,1000,602172,2/10,GBP
0000000482,4000,597055,NT30,JPY
0000001052,2000,447317,NT60,CAD
0000001591,2000,990887,NT60,GBP
0000000984,2000,477717,NT30,BRL
0000000649,3000,741135,NT30,CNY
0000001691,3000,082500,NT30,KRW
0000000782,4000,004380,NT30,USD
0000001814,4000,303842,0003,CAD
0000001486,2000,275605,NT60,CNY
0000001358,4000,021539,NT60,CHF
0000000874,2000,598030,NT90,CNY
0000000396,5000,625362,0003,EUR
0000001945,1000,297208,NT60,USD
0000001786,4000,606669,0003,KRW
0000001601,2000,963989,NT60,CAD
0000001645,1000,965174,NT60,GBP
0000000611,3000,078209,0001,CAD
0000000510,3000,868023,0001,CAD
0000000636,5000,461535,2/10,GBP
0000001257,5000,390372,2/10,JPY
0000001928,2000,361085,NT90,KRW
0000000836,5000,330454,0001,CHF
0000000729,3000,947539,0003,CHF
0000001293,5000,895406,NT60,BRL
0000000515,4000,128256,0002,JPY
0000001168,1000,124177,0001,CNY
0000001921,4000,687625,2/10,GBP
0000000890,4000,609373,0002,CAD
0000000551,2000,514526,NT60,BRL
0000001398,4000,479084,NT60,BRL
0000001896,1000,486012,NT30,JPY
0000000583,2000,204567,NT60,GBP
0000000838,3000,313644,NT30,CAD
