BP_NUMBER,ROLE_CODE,VALID_FROM,VALID_TO
0000000602,FLVN01,2000-01-01,9999-12-31
0000000603,FLVN01,2000-01-01,9999-12-31
0000000604,FLVN01,2000-01-01,9999-12-31
0000000605,FLVN01,2000-01-01,9999-12-31
0000000606,FLVN01,2000-01-01,9999-12-31
0000000607,FLVN01,2000-01-01,9999-12-31
0000000608,FLVN01,2000-01-01,9999-12-31
0000000609,FLVN01,2000-01-01,9999-12-31
0000000610,FLVN01,2000-01-01,9999-12-31
0000000611,FLVN01,2000-01-01,9999-12-31
0000000612,FLVN01,2000-01-01,9999-12-31
0000000614,FLVN01,2000-01-01,9999-12-31
0000000615,FLVN01,2000-01-01,9999-12-31
0000000616,FLVN01,2000-01-01,9999-12-31
0000000617,FLVN01,2000-01-01,9999-12-31
0000000618,FLVN01,2000-01-01,9999-12-31
0000000619,FLVN01,2000-01-01,9999-12-31
0000000620,FLVN01,2000-01-01,9999-12-31
0000000621,FLVN01,2000-01-01,9999-12-31
0000000622,FLVN01,2000-01-01,9999-12-31
0000000623,FLVN01,2000-01-01,9999-12-31
0000000624,FLVN01,2000-01-01,9999-12-31
0000000625,FLVN01,2000-01-01,9999-12-31
0000000626,FLVN01,2000-01-01,9999-12-31
0000000627,FLVN01,2000-01-01,9999-12-31
0000000628,FLVN01,2000-01-01,9999-12-31
0000000629,FLVN01,2000-01-01,9999-12-31
0000000630,FLVN01,2000-01-01,9999-12-31
0000000632,FLVN01,2000-01-01,9999-12-31
0000000633,FLVN01,2000-01-01,9999-12-31
0000000634,FLVN01,2000-01-01,9999-12-31
0000000635,FLVN01,2000-01-01,9999-12-31
0000000636,FLVN01,2000-01-01,9999-12-31
0000000637,FLVN01,2000-01-01,9999-12-31
0000000638,FLVN01,2000-01-01,9999-12-31
0000000639,FLVN01,2000-01-01,9999-12-31
0000000640,FLVN01,2000-01-01,9999-12-31
0000000641,FLVN01,2000-01-01,9999-12-31
0000000642,FLVN01,2000-01-01,9999-12-31
0000000643,FLVN01,2000-01-01,9999-12-31
0000000644,FLVN01,2000-01-01,9999-12-31
0000000645,FLVN01,2000-01-01,9999-12-31
0000000646,FLVN01,2000-01-01,9999-12-31
0000000647,FLVN01,2000-01-01,9999-12-31
0000000648,FLVN01,2000-01-01,9999-12-31
0000000649,FLVN01,2000-01-01,9999-12-31
0000000650,FLVN01,2000-01-01,9999-12-31
0000000651,FLVN01,2000-01-01,9999-12-31
0000000652,FLVN01,2000-01-01,9999-12-31
0000000653,FLVN01,2000-01-01,9999-12-31
0000000654,FLVN01,2000-01-01,9999-12-31
0000000655,FLVN01,2000-01-01,9999-12-31
0000000656,FLVN01,2000-01-01,9999-12-31
0000000657,FLVN01,2000-01-01,9999-12-31
0000000658,FLVN01,2000-01-01,9999-12-31
0000000659,FLVN01,2000-01-01,9999-12-31
0000000660,FLVN01,2000-01-01,9999-12-31
0000000661,FLVN01,2000-01-01,9999-12-31
0000000662,FLVN01,2000-01-01,9999-12-31
0000000663,FLVN01,2000-01-01,9999-12-31
0000000664,FLVN01,2000-01-01,9999-12-31
0000000665,FLVN01,2000-01-01,9999-12-31
0000000666,FLVN01,2000-01-01,9999-12-31
0000000667,FLVN01,2000-01-01,9999-12-31
0000000668,FLVN01,2000-01-01,9999-12-31
0000000669,FLVN01,2000-01-01,9999-12-31
0000000670,FLVN01,2000-01-01,9999-12-31
0000000671,FLVN01,2000-01-01,9999-12-31
0000000672,FLVN01,2000-01-01,9999-12-31
0000000673,FLVN01,2000-01-01,9999-12-31
0000000674,FLVN01,2000-01-01,9999-12-31
0000000675,FLVN01,2000-01-01,9999-12-31
0000000676,FLVN01,2000-01-01,9999-12-31
0000000677,FLVN01,2000-01-01,9999-12-31
0000000678,FLVN01,2000-01-01,9999-12-31
0000000679,FLVN01,2000-01-01,9999-12-31
0000000680,FLVN01,2000-01-01,9999-12-31
0000000681,FLVN01,2000-01-01,9999-12-31
0000000682,FLVN01,2000-01-01,9999-12-31
0000000683,FLVN01,2000-01-01,9999-12-31
0000000684,FLVN01,2000-01-01,9999-12-31
0000000685,FLVN01,2000-01-01,9999-12-31
0000000686,FLVN01,2000-01-01,9999-12-31
0000000687,FLVN01,2000-01-01,9999-12-31
0000000688,FLVN01,2000-01-01,9999-12-31
0000000689,FLVN01,2000-01-01,9999-12-31
0000000690,FLVN01,2000-01-01,9999-12-31
0000000691,FLVN01,2000-01-01,9999-12-31
0000000692,FLVN01,2000-01-01,9999-12-31
0000000693,FLVN01,2000-01-01,9999-12-31
0000000694,FLVN01,2000-01-01,9999-12-31
0000000695,FLVN01,2000-01-01,9999-12-31
0000000696,FLVN01,2000-01-01,9999-12-31
0000000697,FLVN01,2000-01-01,9999-12-31
0000000698,FLVN01,2000-01-01,9999-12-31
0000000699,FLVN01,2000-01-01,9999-12-31
0000000700,FLVN01,2000-01-01,9999-12-31
0000000701,FLVN01,2000-01-01,9999-12-31
0000000702,FLVN01,2000-01-01,9999-12-31
0000000703,FLVN01,2000-01-01,9999-12-31
0000000704,FLVN01,2000-01-01,9999-12-31
0000000705,FLVN01,2000-01-01,9999-12-31
0000000707,FLVN01,2000-01-01,9999-12-31
0000000708,FLVN01,2000-01-01,9999-12-31
0000000709,FLVN01,2000-01-01,9999-12-31
0000000710,FLVN01,2000-01-01,9999-12-31
0000000711,FLVN01,2000-01-01,9999-12-31
0000000712,FLVN01,2000-01-01,9999-12-31
0000000713,FLVN01,2000-01-01,9999-12-31
0000000714,FLVN01,2000-01-01,9999-12-31
0000000715,FLVN01,2000-01-01,9999-12-31
0000000716,FLVN01,2000-01-01,9999-12-31
0000000717,FLVN01,2000-01-01,9999-12-31
0000000718,FLVN01,2000-01-01,9999-12-31
0000000719,FLVN01,2000-01-01,9999-12-31
0000000720,FLVN01,2000-01-01,9999-12-31
0000000721,FLVN01,2000-01-01,9999-12-31
0000000722,FLVN01,2000-01-01,9999-12-31
0000000723,FLVN01,2000-01-01,9999-12-31
0000000724,FLVN01,2000-01-01,9999-12-31
0000000725,FLVN01,2000-01-01,9999-12-31
0000000726,FLVN01,2000-01-01,9999-12-31
0000000727,FLVN01,2000-01-01,9999-12-31
0000000728,FLVN01,2000-01-01,9999-12-31
0000000729,FLVN01,2000-01-01,9999-12-31
0000000730,FLVN01,2000-01-01,9999-12-31
0000000731,FLVN01,2000-01-01,9999-12-31
0000000732,FLVN01,2000-01-01,9999-12-31
0000000733,FLVN01,2000-01-01,9999-12-31
0000000734,FLVN01,2000-01-01,9999-12-31
0000000735,FLVN01,2000-01-01,9999-12-31
0000000736,FLVN01,2000-01-01,9999-12-31
0000000737,FLVN01,2000-01-01,9999-12-31
0000000738,FLVN01,2000-01-01,9999-12-31
0000000739,FLVN01,2000-01-01,9999-12-31
0000000740,FLVN01,2000-01-01,9999-12-31
0000000741,FLVN01,2000-01-01,9999-12-31
0000000742,FLVN01,2000-01-01,9999-12-31
0000000743,FLVN01,2000-01-01,9999-12-31
0000000744,FLVN01,2000-01-01,9999-12-31
0000000745,FLVN01,2000-01-01,9999-12-31
0000000746,FLVN01,2000-01-01,9999-12-31
0000000747,FLVN01,2000-01-01,9999-12-31
0000000748,FLVN01,2000-01-01,9999-12-31
0000000749,FLVN01,2000-01-01,9999-12-31
0000000750,FLVN01,2000-01-01,9999-12-31
0000000751,FLVN01,2000-01-01,9999-12-31
0000000752,FLVN01,2000-01-01,9999-12-31
0000000753,FLVN01,2000-01-01,9999-12-31
0000000754,FLVN01,2000-01-01,9999-12-31
0000000755,FLVN01,2000-01-01,9999-12-31
0000000756,FLVN01,2000-01-01,9999-12-31
0000000757,FLVN01,2000-01-01,9999-12-31
0000000758,FLVN01,2000-01-01,9999-12-31
0000000759,FLVN01,2000-01-01,9999-12-31
0000000760,FLVN01,2000-01-01,9999-12-31
0000000761,FLVN01,2000-01-01,9999-12-31
0000000762,FLVN01,2000-01-01,9999-12-31
0000000763,FLVN01,2000-01-01,9999-12-31
0000000764,FLVN01,2000-01-01,9999-12-31
0000000766,FLVN01,2000-01-01,9999-12-31
0000000767,FLVN01,2000-01-01,9999-12-31
0000000768,FLVN01,2000-01-01,9999-12-31
0000000769,FLVN01,2000-01-01,9999-12-31
0000000770,FLVN01,2000-01-01,9999-12-31
0000000771,FLVN01,2000-01-01,9999-12-31
0000000772,FLVN01,2000-01-01,9999-12-31
0000000773,FLVN01,2000-01-01,9999-12-31
0000000774,FLVN01,2000-01-01,9999-12-31
0000000775,FLVN01,2000-01-01,9999-12-31
0000000776,FLVN01,2000-01-01,9999-12-31
0000000777,FLVN01,2000-01-01,9999-12-31
0000000778,FLVN01,2000-01-01,9999-12-31
0000000779,FLVN01,2000-01-01,9999-12-31
0000000780,FLVN01,2000-01-01,9999-12-31
0000000781,FLVN01,2000-01-01,9999-12-31
0000000782,FLVN01,2000-01-01,9999-12-31
0000000783,FLVN01,2000-01-01,9999-12-31
0000000784,FLVN01,2000-01-01,9999-12-31
0000000785,FLVN01,2000-01-01,9999-12-31
0000000786,FLVN01,2000-01-01,9999-12-31
0000000787,FLVN01,2000-01-01,9999-12-31
0000000788,FLVN01,2000-01-01,9999-12-31
0000000789,FLVN01,2000-01-01,9999-12-31
0000000790,FLVN01,2000-01-01,9999-12-31
0000000791,FLVN01,2000-01-01,9999-12-31
0000000792,FLVN01,2000-01-01,9999-12-31
0000000793,FLVN01,2000-01-01,9999-12-31
0000000794,FLVN01,2000-01-01,9999-12-31
0000000795,FLVN01,2000-01-01,9999-12-31
0000000796,FLVN01,2000-01-01,9999-12-31
0000000797,FLVN01,2000-01-01,9999-12-31
0000000798,FLVN01,2000-01-01,9999-12-31
0000000799,FLVN01,2000-01-01,9999-12-31
0000000800,FLVN01,2000-01-01,9999-12-31
0000000801,FLVN01,2000-01-01,9999-12-31
0000000802,FLVN01,2000-01-01,9999-12-31
0000000803,FLVN01,2000-01-01,9999-12-31
0000000804,FLVN01,2000-01-01,9999-12-31
0000000805,FLVN01,2000-01-01,9999-12-31
0000000806,FLVN01,2000-01-01,9999-12-31
0000000807,FLVN01,2000-01-01,9999-12-31
0000000808,FLVN01,2000-01-01,9999-12-31
0000000809,FLVN01,2000-01-01,9999-12-31
0000000810,FLVN01,2000-01-01,9999-12-31
0000000811,FLVN01,2000-01-01,9999-12-31
0000000812,FLVN01,2000-01-01,9999-12-31
0000000813,FLVN01,2000-01-01,9999-12-31
0000000814,FLVN01,2000-01-01,9999-12-31
0000000816,FLVN01,2000-01-01,9999-12-31
0000000817,FLVN01,2000-01-01,9999-12-31
0000000818,FLVN01,2000-01-01,9999-12-31
0000000819,FLVN01,2000-01-01,9999-12-31
0000000820,FLVN01,2000-01-01,9999-12-31
0000000821,FLVN01,2000-01-01,9999-12-31
0000000822,FLVN01,2000-01-01,9999-12-31
0000000823,FLVN01,2000-01-01,9999-12-31
0000000824,FLVN01,2000-01-01,9999-12-31
0000000825,FLVN01,2000-01-01,9999-12-31
0000000826,FLVN01,2000-01-01,9999-12-31
0000000827,FLVN01,2000-01-01,9999-12-31
0000000828,FLVN01,2000-01-01,9999-12-31
0000000829,FLVN01,2000-01-01,9999-12-31
0000000830,FLVN01,2000-01-01,9999-12-31
0000000831,FLVN01,2000-01-01,9999-12-31
0000000832,FLVN01,2000-01-01,9999-12-31
0000000833,FLVN01,2000-01-01,9999-12-31
0000000834,FLVN01,2000-01-01,9999-12-31
0000000835,FLVN01,2000-01-01,9999-12-31
0000000836,FLVN01,2000-01-01,9999-12-31
0000000837,FLVN01,2000-01-01,9999-12-31
0000000838,FLVN01,2000-01-01,9999-12-31
0000000839,FLVN01,2000-01-01,9999-12-31
0000000840,FLVN01,2000-01-01,9999-12-31
0000000841,FLVN01,2000-01-01,9999-12-31
0000000842,FLVN01,2000-01-01,9999-12-31
0000000843,FLVN01,2000-01-01,9999-12-31
0000000844,FLVN01,2000-01-01,9999-12-31
0000000846,FLVN01,2000-01-01,9999-12-31
0000000847,FLVN01,2000-01-01,9999-12-31
0000000848,FLVN01,2000-01-01,9999-12-31
0000000849,FLVN01,2000-01-01,9999-12-31
0000000850,FLVN01,2000-01-01,9999-12-31
0000000852,FLVN01,2000-01-01,9999-12-31
0000000853,FLVN01,2000-01-01,9999-12-31
0000000854,FLVN01,2000-01-01,9999-12-31
0000000855,FLVN01,2000-01-01,9999-12-31
0000000856,FLVN01,2000-01-01,9999-12-31
0000000857,FLVN01,2000-01-01,9999-12-31
0000000858,FLVN01,2000-01-01,9999-12-31
0000000859,FLVN01,2000-01-01,9999-12-31
0000000860,FLVN01,2000-01-01,9999-12-31
0000000861,FLVN01,2000-01-01,9999-12-31
0000000862,FLVN01,2000-01-01,9999-12-31
0000000863,FLVN01,2000-01-01,9999-12-31
0000000864,FLVN01,2000-01-01,9999-12-31
0000000865,FLVN01,2000-01-01,9999-12-31
0000000866,FLVN01,2000-01-01,9999-12-31
0000000868,FLVN01,2000-01-01,9999-12-31
0000000869,FLVN01,2000-01-01,9999-12-31
0000000870,FLVN01,2000-01-01,9999-12-31
0000000871,FLVN01,2000-01-01,9999-12-31
0000000872,FLVN01,2000-01-01,9999-12-31
0000000873,FLVN01,2000-01-01,9999-12-31
0000000874,FLVN01,2000-01-01,9999-12-31
0000000875,FLVN01,2000-01-01,9999-12-31
0000000876,FLVN01,2000-01-01,9999-12-31
0000000877,FLVN01,2000-01-01,9999-12-31
0000000878,FLVN01,2000-01-01,9999-12-31
0000000879,FLVN01,2000-01-01,9999-12-31
0000000880,FLVN01,2000-01-01,9999-12-31
0000000881,FLVN01,2000-01-01,9999-12-31
0000000882,FLVN01,2000-01-01,9999-12-31
0000000883,FLVN01,2000-01-01,9999-12-31
0000000884,FLVN01,2000-01-01,9999-12-31
0000000885,FLVN01,2000-01-01,9999-12-31
0000000886,FLVN01,2000-01-01,9999-12-31
0000000887,FLVN01,2000-01-01,9999-12-31
0000000888,FLVN01,2000-01-01,9999-12-31
0000000889,FLVN01,2000-01-01,9999-12-31
0000000890,FLVN01,2000-01-01,9999-12-31
0000000891,FLVN01,2000-01-01,9999-12-31
0000000892,FLVN01,2000-01-01,9999-12-31
0000000893,FLVN01,2000-01-01,9999-12-31
0000000894,FLVN01,2000-01-01,9999-12-31
0000000895,FLVN01,2000-01-01,9999-12-31
0000000896,FLVN01,2000-01-01,9999-12-31
0000000897,FLVN01,2000-01-01,9999-12-31
0000000898,FLVN01,2000-01-01,9999-12-31
0000000899,FLVN01,2000-01-01,9999-12-31
0000000900,FLVN01,2000-01-01,9999-12-31
0000000901,FLVN01,2000-01-01,9999-12-31
0000000902,FLVN01,2000-01-01,9999-12-31
0000000903,FLVN01,2000-01-01,9999-12-31
0000000905,FLVN01,2000-01-01,9999-12-31
0000000906,FLVN01,2000-01-01,9999-12-31
0000000907,FLVN01,2000-01-01,9999-12-31
0000000909,FLVN01,2000-01-01,9999-12-31
0000000910,FLVN01,2000-01-01,9999-12-31
0000000911,FLVN01,2000-01-01,9999-12-31
0000000912,FLVN01,2000-01-01,9999-12-31
0000000913,FLVN01,2000-01-01,9999-12-31
0000000915,FLVN01,2000-01-01,9999-12-31
0000000916,FLVN01,2000-01-01,9999-12-31
0000000917,FLVN01,2000-01-01,9999-12-31
0000000918,FLVN01,2000-01-01,9999-12-31
0000000919,FLVN01,2000-01-01,9999-12-31
0000000920,FLVN01,2000-01-01,9999-12-31
0000000921,FLVN01,2000-01-01,9999-12-31
0000000922,FLVN01,2000-01-01,9999-12-31
0000000923,FLVN01,2000-01-01,9999-12-31
0000000924,FLVN01,2000-01-01,9999-12-31
0000000925,FLVN01,2000-01-01,9999-12-31
0000000926,FLVN01,2000-01-01,9999-12-31
0000000927,FLVN01,2000-01-01,9999-12-31
0000000930,FLVN01,2000-01-01,9999-12-31
0000000931,FLVN01,2000-01-01,9999-12-31
0000000932,FLVN01,2000-01-01,9999-12-31
0000000933,FLVN01,2000-01-01,9999-12-31
0000000934,FLVN01,2000-01-01,9999-12-31
0000000935,FLVN01,2000-01-01,9999-12-31
0000000936,FLVN01,2000-01-01,9999-12-31
0000000937,FLVN01,2000-01-01,9999-12-31
0000000938,FLVN01,2000-01-01,9999-12-31
0000000939,FLVN01,2000-01-01,9999-12-31
0000000940,FLVN01,2000-01-01,9999-12-31
0000000941,FLVN01,2000-01-01,9999-12-31
0000000943,FLVN01,2000-01-01,9999-12-31
0000000944,FLVN01,2000-01-01,9999-12-31
0000000945,FLVN01,2000-01-01,9999-12-31
0000000946,FLVN01,2000-01-01,9999-12-31
0000000947,FLVN01,2000-01-01,9999-12-31
0000000948,FLVN01,2000-01-01,9999-12-31
0000000949,FLVN01,2000-01-01,9999-12-31
0000000950,FLVN01,2000-01-01,9999-12-31
0000000951,FLVN01,2000-01-01,9999-12-31
0000000952,FLVN01,2000-01-01,9999-12-31
0000000953,FLVN01,2000-01-01,9999-12-31
0000000954,FLVN01,2000-01-01,9999-12-31
0000000955,FLVN01,2000-01-01,9999-12-31
0000000956,FLVN01,2000-01-01,9999-12-31
0000000957,FLVN01,2000-01-01,9999-12-31
0000000958,FLVN01,2000-01-01,9999-12-31
0000000959,FLVN01,2000-01-01,9999-12-31
0000000960,FLVN01,2000-01-01,9999-12-31
0000000961,FLVN01,2000-01-01,9999-12-31
0000000962,FLVN01,2000-01-01,9999-12-31
0000000963,FLVN01,2000-01-01,9999-12-31
0000000964,FLVN01,2000-01-01,9999-12-31
0000000965,FLVN01,2000-01-01,9999-12-31
0000000966,FLVN01,2000-01-01,9999-12-31
0000000967,FLVN01,2000-01-01,9999-12-31
0000000968,FLVN01,2000-01-01,9999-12-31
0000000969,FLVN01,2000-01-01,9999-12-31
0000000970,FLVN01,2000-01-01,9999-12-31
0000000971,FLVN01,2000-01-01,9999-12-31
0000000972,FLVN01,2000-01-01,9999-12-31
0000000973,FLVN01,2000-01-01,9999-12-31
0000000974,FLVN01,2000-01-01,9999-12-31
0000000975,FLVN01,2000-01-01,9999-12-31
0000000976,FLVN01,2000-01-01,9999-12-31
0000000977,FLVN01,2000-01-01,9999-12-31
0000000978,FLVN01,2000-01-01,9999-12-31
0000000979,FLVN01,2000-01-01,9999-12-31
0000000981,FLVN01,2000-01-01,9999-12-31
0000000982,FLVN01,2000-01-01,9999-12-31
0000000983,FLVN01,2000-01-01,9999-12-31
0000000984,FLVN01,2000-01-01,9999-12-31
0000000985,FLVN01,2000-01-01,9999-12-31
0000000986,FLVN01,2000-01-01,9999-12-31
0000000987,FLVN01,2000-01-01,9999-12-31
0000000988,FLVN01,2000-01-01,9999-12-31
0000000989,FLVN01,2000-01-01,9999-12-31
0000000990,FLVN01,2000-01-01,9999-12-31
0000000991,FLVN01,2000-01-01,9999-12-31
0000000992,FLVN01,2000-01-01,9999-12-31
0000000993,FLVN01,2000-01-01,9999-12-31
0000000994,FLVN01,2000-01-01,9999-12-31
0000000996,FLVN01,2000-01-01,9999-12-31
0000000997,FLVN01,2000-01-01,9999-12-31
0000000998,FLVN01,2000-01-01,9999-12-31
0000000999,FLVN01,2000-01-01,9999-12-31
0000001000,FLVN01,2000-01-01,9999-12-31
0000001002,FLVN01,2000-01-01,9999-12-31
0000001003,FLVN01,2000-01-01,9999-12-31
0000001004,FLVN01,2000-01-01,9999-12-31
0000001006,FLVN01,2000-01-01,9999-12-31
0000001007,FLVN01,2000-01-01,9999-12-31
0000001008,FLVN01,2000-01-01,9999-12-31
0000001009,FLVN01,2000-01-01,9999-12-31
0000001010,FLVN01,2000-01-01,9999-12-31
0000001011,FLVN01,2000-01-01,9999-12-31
0000001012,FLVN01,2000-01-01,9999-12-31
0000001013,FLVN01,2000-01-01,9999-12-31
0000001014,FLVN01,2000-01-01,9999-12-31
0000001015,FLVN01,2000-01-01,9999-12-31
0000001016,FLVN01,2000-01-01,9999-12-31
0000001017,FLVN01,2000-01-01,9999-12-31
0000001018,FLVN01,2000-01-01,9999-12-31
0000001019,FLVN01,2000-01-01,9999-12-31
0000001020,FLVN01,2000-01-01,9999-12-31
0000001021,FLVN01,2000-01-01,9999-12-31
0000001022,FLVN01,2000-01-01,9999-12-31
0000001023,FLVN01,2000-01-01,9999-12-31
0000001024,FLVN01,2000-01-01,9999-12-31
0000001025,FLVN01,2000-01-01,9999-12-31
0000001026,FLVN01,2000-01-01,9999-12-31
0000001027,FLVN01,2000-01-01,9999-12-31
0000001028,FLVN01,2000-01-01,9999-12-31
0000001029,FLVN01,2000-01-01,9999-12-31
0000001030,FLVN01,2000-01-01,9999-12-31
0000001031,FLVN01,2000-01-01,9999-12-31
0000001032,FLVN01,2000-01-01,9999-12-31
0000001033,FLVN01,2000-01-01,9999-12-31
0000001034,FLVN01,2000-01-01,9999-12-31
0000001035,FLVN01,2000-01-01,9999-12-31
0000001036,FLVN01,2000-01-01,9999-12-31
0000001037,FLVN01,2000-01-01,9999-12-31
0000001038,FLVN01,2000-01-01,9999-12-31
0000001039,FLVN01,2000-01-01,9999-12-31
0000001040,FLVN01,2000-01-01,9999-12-31
0000001041,FLVN01,2000-01-01,9999-12-31
0000001042,FLVN01,2000-01-01,9999-12-31
0000001043,FLVN01,2000-01-01,9999-12-31
0000001044,FLVN01,2000-01-01,9999-12-31
0000001045,FLVN01,2000-01-01,9999-12-31
0000001046,FLVN01,2000-01-01,9999-12-31
0000001047,FLVN01,2000-01-01,9999-12-31
0000001049,FLVN01,2000-01-01,9999-12-31
0000001050,FLVN01,2000-01-01,9999-12-31
0000001051,FLVN01,2000-01-01,9999-12-31
0000001052,FLVN01,2000-01-01,9999-12-31
0000001053,FLVN01,2000-01-01,9999-12-31
0000001054,FLVN01,2000-01-01,9999-12-31
0000001055,FLVN01,2000-01-01,9999-12-31
0000001056,FLVN01,2000-01-01,9999-12-31
0000001057,FLVN01,2000-01-01,9999-12-31
0000001058,FLVN01,2000-01-01,9999-12-31
0000001059,FLVN01,2000-01-01,9999-12-31
0000001060,FLVN01,2000-01-01,9999-12-31
0000001061,FLVN01,2000-01-01,9999-12-31
0000001063,FLVN01,2000-01-01,9999-12-31
0000001064,FLVN01,2000-01-01,9999-12-31
0000001065,FLVN01,2000-01-01,9999-12-31
0000001066,FLVN01,2000-01-01,9999-12-31
0000001067,FLVN01,2000-01-01,9999-12-31
0000001068,FLVN01,2000-01-01,9999-12-31
0000001069,FLVN01,2000-01-01,9999-12-31
0000001070,FLVN01,2000-01-01,9999-12-31
0000001071,FLVN01,2000-01-01,9999-12-31
0000001072,FLVN01,2000-01-01,9999-12-31
0000001073,FLVN01,2000-01-01,9999-12-31
0000001074,FLVN01,2000-01-01,9999-12-31
0000001075,FLVN01,2000-01-01,9999-12-31
0000001076,FLVN01,2000-01-01,9999-12-31
0000001077,FLVN01,2000-01-01,9999-12-31
0000001078,FLVN01,2000-01-01,9999-12-31
0000001079,FLVN01,2000-01-01,9999-12-31
0000001080,FLVN01,2000-01-01,9999-12-31
0000001081,FLVN01,2000-01-01,9999-12-31
0000001082,FLVN01,2000-01-01,9999-12-31
0000001083,FLVN01,2000-01-01,9999-12-31
0000001084,FLVN01,2000-01-01,9999-12-31
0000001085,FLVN01,2000-01-01,9999-12-31
0000001086,FLVN01,2000-01-01,9999-12-31
0000001087,FLVN01,2000-01-01,9999-12-31
0000001088,FLVN01,2000-01-01,9999-12-31
0000001089,FLVN01,2000-01-01,9999-12-31
0000001090,FLVN01,2000-01-01,9999-12-31
0000001091,FLVN01,2000-01-01,9999-12-31
0000001092,FLVN01,2000-01-01,9999-12-31
0000001093,FLVN01,2000-01-01,9999-12-31
0000001094,FLVN01,2000-01-01,9999-12-31
0000001095,FLVN01,2000-01-01,9999-12-31
0000001096,FLVN01,2000-01-01,9999-12-31
0000001097,FLVN01,2000-01-01,9999-12-31
0000001098,FLVN01,2000-01-01,9999-12-31
0000001099,FLVN01,2000-01-01,9999-12-31
0000001100,FLVN01,2000-01-01,9999-12-31
0000001101,FLVN01,2000-01-01,9999-12-31
0000001102,FLVN01,2000-01-01,9999-12-31
0000001104,FLVN01,2000-01-01,9999-12-31
0000001105,FLVN01,2000-01-01,9999-12-31
0000001107,FLVN01,2000-01-01,9999-12-31
0000001108,FLVN01,2000-01-01,9999-12-31
0000001109,FLVN01,2000-01-01,9999-12-31
0000001110,FLVN01,2000-01-01,9999-12-31
0000001111,FLVN01,2000-01-01,9999-12-31
0000001112,FLVN01,2000-01-01,9999-12-31
0000001113,FLVN01,2000-01-01,9999-12-31
0000001114,FLVN01,2000-01-01,9999-12-31
0000001115,FLVN01,2000-01-01,9999-12-31
0000001116,FLVN01,2000-01-01,9999-12-31
0000001117,FLVN01,2000-01-01,9999-12-31
0000001118,FLVN01,2000-01-01,9999-12-31
0000001119,FLVN01,2000-01-01,9999-12-31
0000001120,FLVN01,2000-01-01,9999-12-31
0000001121,FLVN01,2000-01-01,9999-12-31
0000001122,FLVN01,2000-01-01,9999-12-31
0000001123,FLVN01,2000-01-01,9999-12-31
0000001124,FLVN01,2000-01-01,9999-12-31
0000001125,FLVN01,2000-01-01,9999-12-31
0000001126,FLVN01,2000-01-01,9999-12-31
0000001127,FLVN01,2000-01-01,9999-12-31
0000001128,FLVN01,2000-01-01,9999-12-31
0000001129,FLVN01,2000-01-01,9999-12-31
0000001130,FLVN01,2000-01-01,9999-12-31
0000001131,FLVN01,2000-01-01,9999-12-31
0000001132,FLVN01,2000-01-01,9999-12-31
0000001133,FLVN01,2000-01-01,9999-12-31
0000001134,FLVN01,2000-01-01,9999-12-31
0000001135,FLVN01,2000-01-01,9999-12-31
0000001136,FLVN01,2000-01-01,9999-12-31
0000001138,FLVN01,2000-01-01,9999-12-31
0000001139,FLVN01,2000-01-01,9999-12-31
0000001140,FLVN01,2000-01-01,9999-12-31
0000001141,FLVN01,2000-01-01,9999-12-31
0000001142,FLVN01,2000-01-01,9999-12-31
0000001143,FLVN01,2000-01-01,9999-12-31
0000001144,FLVN01,2000-01-01,9999-12-31
0000001145,FLVN01,2000-01-01,9999-12-31
0000001146,FLVN01,2000-01-01,9999-12-31
0000001147,FLVN01,2000-01-01,9999-12-31
0000001148,FLVN01,2000-01-01,9999-12-31
0000001150,FLVN01,2000-01-01,9999-12-31
0000001151,FLVN01,2000-01-01,9999-12-31
0000001152,FLVN01,2000-01-01,9999-12-31
0000001153,FLVN01,2000-01-01,9999-12-31
0000001154,FLVN01,2000-01-01,9999-12-31
0000001155,FLVN01,2000-01-01,9999-12-31
0000001156,FLVN01,2000-01-01,9999-12-31
0000001157,FLVN01,2000-01-01,9999-12-31
0000001159,FLVN01,2000-01-01,9999-12-31
0000001162,FLVN01,2000-01-01,9999-12-31
0000001163,FLVN01,2000-01-01,9999-12-31
0000001164,FLVN01,2000-01-01,9999-12-31
0000001165,FLVN01,2000-01-01,9999-12-31
0000001166,FLVN01,2000-01-01,9999-12-31
0000001167,FLVN01,2000-01-01,9999-12-31
0000001168,FLVN01,2000-01-01,9999-12-31
0000001169,FLVN01,2000-01-01,9999-12-31
0000001170,FLVN01,2000-01-01,9999-12-31
0000001171,FLVN01,2000-01-01,9999-12-31
0000001172,FLVN01,2000-01-01,9999-12-31
0000001173,FLVN01,2000-01-01,9999-12-31
0000001174,FLVN01,2000-01-01,9999-12-31
0000001175,FLVN01,2000-01-01,9999-12-31
0000001176,FLVN01,2000-01-01,9999-12-31
0000001177,FLVN01,2000-01-01,9999-12-31
0000001178,FLVN01,2000-01-01,9999-12-31
0000001179,FLVN01,2000-01-01,9999-12-31
0000001180,FLVN01,2000-01-01,9999-12-31
0000001181,FLVN01,2000-01-01,9999-12-31
0000001182,FLVN01,2000-01-01,9999-12-31
0000001183,FLVN01,2000-01-01,9999-12-31
0000001184,FLVN01,2000-01-01,9999-12-31
0000001185,FLVN01,2000-01-01,9999-12-31
0000001186,FLVN01,2000-01-01,9999-12-31
