PO_NUMBER,ITEM_NUMBER,PRODUCT,PLANT,QUANTITY,UNIT,NET_PRICE,CURRENCY,DELIVERY_DATE
0200000861,00020,P000000011,P002,8,EA,1212.68,USD,
0200000861,00030,P000000004,P010,7,EA,143.0,USD,
0200000862,00010,P000000021,P008,9,EA,4507.03,USD,
0200000864,00010,P000000018,P010,2,EA,267.86,USD,
0200000864,00020,P000000006,P007,8,EA,1838.15,USD,
0200000864,00030,P000000006,P010,10,EA,432.15,USD,
0200000864,00040,P000000022,P003,6,EA,3580.25,USD,
0200000865,00010,P000000025,P009,3,EA,4424.02,USD,
0200000865,00020,P000000023,P002,2,EA,2269.9,USD,
0200000865,00030,P000000005,P009,5,EA,210.0,USD,
0200000865,00040,P000000028,P008,6,EA,8063.97,USD,
0200000865,00050,P000000026,P005,3,EA,9662.23,USD,
0200000866,00010,P000000022,P007,6,EA,916.85,USD,
0200000867,00010,P000000015,P006,6,EA,5995.52,USD,
0200000867,00020,P000000018,P001,9,EA,7161.78,USD,
0200000867,00030,P000000003,P006,6,EA,822.61,USD,
0200000867,00040,P000000014,P006,2,EA,8210.53,USD,
0200000867,00050,P000000015,P002,5,EA,8605.92,USD,
0200000868,00010,P000000003,P004,10,EA,7867.64,USD,
0200000868,00020,P000000023,P002,7,EA,6912.5,USD,
0200000868,00030,P000000023,P003,9,EA,4935.45,USD,
0200000868,00040,P000000009,P009,3,EA,8485.67,USD,
0200000868,00050,P000000029,P009,6,EA,211.22,USD,
0200000868,00060,P000000016,P007,3,EA,6250.49,USD,
0200000870,00010,P000000019,P004,3,EA,9397.46,USD,
0200000870,00020,P000000021,P002,1,EA,821.32,USD,
0200000870,00030,P000000015,P008,4,EA,8467.79,USD,
0200000872,00010,P000000029,P002,5,EA,7536.44,USD,
0200000872,00020,P000000009,P009,8,EA,1081.48,USD,
0200000872,00030,P000000023,P001,3,EA,5582.02,USD,
0200000872,00040,P000000009,P002,1,EA,6120.2,USD,
0200000872,00050,P000000005,P010,7,EA,150.0,USD,
0200000872,00060,P000000002,P001,1,EA,3800.91,USD,
0200000873,00010,P000000003,P005,6,EA,4109.33,USD,
0200000873,00020,P000000011,P008,3,EA,1697.64,USD,
0200000874,00010,P000000022,P002,4,EA,2462.44,USD,
0200000874,00020,P000000010,P010,3,EA,6301.99,USD,
0200000874,00030,P000000013,P009,1,EA,6990.9,USD,
0200000876,00010,P000000012,P010,6,EA,2356.61,USD,
0200000876,00020,P000000024,P009,5,EA,311.44,USD,
0200000877,00010,P000000018,P010,9,EA,7478.63,USD,
0200000878,00010,P000000011,P008,4,EA,2400.29,USD,
0200000878,00020,P000000030,P005,3,EA,1400.0,USD,
0200000878,00030,P000000013,P007,6,EA,8803.23,USD,
0200000879,00010,P000000034,P010,1,EA,2625.0,USD,
0200000879,00020,P000000001,P008,1,EA,5625.25,USD,
0200000879,00030,P000000010,P008,9,EA,3948.99,USD,
0200000879,00040,P000000016,P010,8,EA,8340.55,USD,
0200000881,00010,P000000006,P002,2,EA,6907.33,USD,
0200000881,00020,P000000011,P005,9,EA,7462.37,USD,
0200000881,00030,P000000027,P001,2,EA,1607.32,USD,
0200000881,00040,P000000001,P003,4,EA,1733.48,USD,
0200000881,00050,P000000034,P002,7,EA,375.0,USD,
0200000882,00010,P000000008,P010,9,EA,4079.96,USD,
0200000882,00020,P000000018,P008,4,EA,5883.86,USD,
0200000882,00030,P000000006,P003,2,EA,5195.59,USD,
0200000882,00040,P000000017,P001,5,EA,5973.08,USD,
0200000884,00010,P000000005,P003,10,EA,105.0,USD,
0200000884,00020,P000000014,P010,7,EA,9279.17,USD,
0200000884,00030,P000000013,P003,6,EA,6386.25,USD,
0200000886,00010,P000000010,P010,7,EA,2584.31,USD,
0200000886,00020,P000000006,P007,1,EA,143.31,USD,
0200000886,00030,P000000023,P001,5,EA,3944.22,USD,
0200000886,00040,P000000016,P005,9,EA,6195.49,USD,
0200000886,00050,P000000032,P010,8,EA,8273.92,USD,
0200000886,00060,P000000022,P010,10,EA,3241.72,USD,
0200000889,00010,P000000034,P010,10,EA,262.5,USD,
0200000889,00020,P000000007,P009,8,EA,9162.78,USD,
0200000889,00030,P000000024,P002,6,EA,679.63,USD,
0200000890,00010,P000000020,P008,8,EA,2313.75,USD,
0200000890,00020,P000000004,P001,2,EA,500.5,USD,
0200000890,00030,P000000005,P003,5,EA,210.0,USD,
0200000890,00040,P000000002,P007,3,EA,1180.47,USD,
0200000890,00050,P000000006,P007,10,EA,945.21,USD,
0200000891,00010,P000000015,P002,10,EA,7783.58,USD,
0200000891,00020,P000000027,P001,6,EA,6339.88,USD,
0200000891,00030,P000000018,P001,8,EA,6382.6,USD,
0200000891,00040,P000000020,P004,4,EA,2979.5,USD,
0200000892,00010,P000000021,P004,3,EA,2153.27,USD,
0200000892,00020,P000000016,P007,5,EA,4442.69,USD,
0200000892,00030,P000000025,P006,3,EA,9321.56,USD,
0200000892,00040,P000000023,P004,6,EA,9167.9,USD,
0200000892,00050,P000000003,P001,8,EA,4466.9,USD,
0200000893,00010,P000000011,P009,5,EA,5781.61,USD,
0200000893,00020,P000000030,P002,10,EA,420.0,USD,
0200000893,00030,P000000031,P006,3,EA,7357.46,USD,
0200000895,00010,P000000032,P007,8,EA,8544.82,USD,
0200000895,00020,P000000011,P009,8,EA,2977.07,USD,
0200000895,00030,P000000015,P003,6,EA,5924.17,USD,
0200000896,00010,P000000023,P006,1,EA,8435.3,USD,
0200000898,00010,P000000012,P008,7,EA,8428.48,USD,
0200000898,00020,P000000028,P005,4,EA,5608.26,USD,
0200000898,00030,P000000025,P006,8,EA,7018.35,USD,
0200000898,00040,P000000017,P002,7,EA,5826.53,USD,
0200000898,00050,P000000019,P007,4,EA,6220.32,USD,
0200000899,00010,P000000029,P008,3,EA,2287.24,USD,
0200000899,00020,P000000020,P005,4,EA,8641.14,USD,
0200000899,00030,P000000017,P004,10,EA,8540.24,USD,
0200000899,00040,P000000002,P010,9,EA,1710.23,USD,
0200000899,00050,P000000013,P007,2,EA,7188.81,USD,
0200000899,00060,P000000021,P010,8,EA,6709.78,USD,
0200000900,00010,P000000028,P005,6,EA,8195.75,USD,
0200000900,00020,P000000028,P002,9,EA,5956.04,USD,
0200000901,00010,P000000002,P001,1,EA,4251.77,USD,
0200000901,00020,P000000025,P006,7,EA,4587.61,USD,
0200000902,00010,P000000007,P005,9,EA,5940.56,USD,
0200000902,00020,P000000031,P001,10,EA,727.32,USD,
0200000902,00030,P000000025,P007,3,EA,2045.24,USD,
0200000902,00040,P000000030,P002,4,EA,1050.0,USD,
0200000902,00050,P000000015,P008,6,EA,6947.22,USD,
0200000904,00010,P000000015,P002,9,EA,3329.36,USD,
0200000905,00010,P000000024,P001,10,EA,2069.52,USD,
0200000905,00020,P000000005,P006,2,EA,525.0,USD,
0200000905,00030,P000000015,P009,7,EA,7306.09,USD,
0200000906,00010,P000000005,P006,5,EA,210.0,USD,
0200000906,00020,P000000009,P007,9,EA,6670.22,USD,
0200000906,00030,P000000025,P001,6,EA,387.06,USD,
0200000906,00040,P000000001,P010,5,EA,6709.94,USD,
0200000906,00050,P000000026,P009,8,EA,2429.96,USD,
0200000907,00010,P000000020,P002,3,EA,4439.87,USD,
0200000907,00020,P000000008,P008,6,EA,7270.04,USD,
0200000907,00030,P000000003,P007,7,EA,1132.11,USD,
0200000907,00040,P000000020,P010,6,EA,4132.58,USD,
0200000907,00050,P000000016,P005,9,EA,6144.59,USD,
0200000907,00060,P000000030,P004,3,EA,1400.0,USD,
0200000908,00010,P000000003,P008,4,EA,506.6,USD,
0200000910,00010,P000000012,P010,5,EA,1444.21,USD,
0200000910,00020,P000000001,P002,7,EA,211.58,USD,
0200000910,00030,P000000030,P008,6,EA,700.0,USD,
0200000910,00040,P000000024,P002,8,EA,3138.21,USD,
0200000911,00010,P000000018,P010,6,EA,7829.87,USD,
0200000911,00020,P000000004,P001,4,EA,250.25,USD,
0200000911,00030,P000000028,P003,1,EA,7883.24,USD,
0200000913,00010,P000000017,P009,2,EA,7413.43,USD,
0200000913,00020,P000000006,P004,3,EA,9256.58,USD,
0200000913,00030,P000000006,P004,4,EA,7361.32,USD,
0200000913,00040,P000000017,P007,7,EA,7392.73,USD,
0200000913,00050,P000000014,P007,3,EA,7498.08,USD,
0200000913,00060,P000000006,P001,7,EA,7812.46,USD,
0200000914,00010,P000000020,P006,2,EA,2671.94,USD,
0200000914,00020,P000000007,P003,9,EA,8573.04,USD,
0200000914,00030,P000000023,P001,7,EA,3301.2,USD,
0200000914,00040,P000000030,P010,10,EA,420.0,USD,
0200000914,00050,P000000009,P003,1,EA,7250.54,USD,
0200000914,00060,P000000001,P003,9,EA,5142.67,USD,
0200000917,00010,P000000015,P001,10,EA,7170.67,USD,
0200000917,00020,P000000007,P006,7,EA,5156.89,USD,
0200000917,00030,P000000032,P003,6,EA,7049.52,USD,
0200000917,00040,P000000001,P002,9,EA,7328.55,USD,
0200000918,00010,P000000033,P006,6,EA,58.33,USD,
0200000918,00020,P000000008,P008,7,EA,5475.62,USD,
0200000918,00030,P000000006,P001,6,EA,8417.26,USD,
0200000918,00040,P000000026,P010,7,EA,3447.92,USD,
0200000921,00010,P000000027,P002,4,EA,773.46,USD,
0200000921,00020,P000000024,P003,3,EA,8092.45,USD,
0200000921,00030,P000000017,P001,2,EA,410.98,USD,
0200000921,00040,P000000007,P006,7,EA,8881.46,USD,
0200000921,00050,P000000003,P005,9,EA,4346.05,USD,
0200000922,00010,P000000010,P004,5,EA,8692.06,USD,
0200000922,00020,P000000033,P009,1,EA,350.0,USD,
0200000922,00030,P000000023,P001,8,EA,2065.07,USD,
0200000922,00040,P000000001,P009,5,EA,9186.51,USD,
0200000922,00050,P000000018,P009,1,EA,3714.31,USD,
0200000922,00060,P000000004,P006,7,EA,143.0,USD,
0200000923,00010,P000000024,P007,10,EA,6460.72,USD,
0200000923,00020,P000000001,P002,6,EA,869.02,USD,
0200000923,00030,P000000017,P002,10,EA,4090.02,USD,
0200000923,00040,P000000023,P006,7,EA,4896.44,USD,
0200000923,00050,P000000008,P003,9,EA,2096.29,USD,
0200000924,00010,P000000025,P006,9,EA,2712.02,USD,
0200000924,00020,P000000029,P002,2,EA,8383.77,USD,
0200000925,00010,P000000012,P001,6,EA,7051.48,USD,
0200000925,00020,P000000009,P006,3,EA,1373.99,USD,
0200000925,00030,P000000021,P006,6,EA,7120.91,USD,
0200000925,00040,P000000002,P009,1,EA,6172.12,USD,
0200000925,00050,P000000012,P009,4,EA,2733.0,USD,
0200000925,00060,P000000017,P006,7,EA,692.56,USD,
0200000927,00010,P000000031,P010,10,EA,6782.15,USD,
0200000927,00020,P000000002,P003,3,EA,2545.95,USD,
0200000927,00030,P000000027,P001,9,EA,7520.68,USD,
0200000928,00010,P000000027,P007,1,EA,2352.03,USD,
0200000929,00010,P000000026,P006,3,EA,7630.62,USD,
0200000929,00020,P000000020,P004,7,EA,42.79,USD,
0200000929,00030,P000000001,P009,2,EA,7332.97,USD,
0200000931,00010,P000000022,P008,3,EA,1460.88,USD,
0200000931,00020,P000000013,P007,3,EA,2899.01,USD,
0200000931,00030,P000000024,P006,1,EA,9168.17,USD,
0200000931,00040,P000000018,P010,10,EA,9123.81,USD,
0200000931,00050,P000000031,P008,8,EA,8585.77,USD,
0200000932,00010,P000000017,P008,10,EA,1222.05,USD,
0200000932,00020,P000000027,P009,1,EA,1648.63,USD,
0200000932,00030,P000000025,P008,2,EA,7454.37,USD,
0200000932,00040,P000000009,P007,5,EA,8774.15,USD,
0200000932,00050,P000000016,P008,8,EA,5087.54,USD,
0200000933,00010,P000000029,P007,10,EA,6779.21,USD,
0200000933,00020,P000000003,P010,9,EA,7290.91,USD,
0200000933,00030,P000000030,P002,6,EA,700.0,USD,
0200000933,00040,P000000032,P009,8,EA,29.14,USD,
0200000933,00050,P000000016,P001,2,EA,1159.05,USD,
0200000935,00010,P000000011,P008,10,EA,8755.9,USD,
0200000936,00010,P000000031,P002,7,EA,6308.61,USD,
0200000936,00020,P000000007,P010,10,EA,8087.73,USD,
0200000936,00030,P000000006,P006,8,EA,8466.02,USD,
0200000936,00040,P000000019,P002,7,EA,4023.02,USD,
0200000937,00010,P000000029,P006,6,EA,7149.19,USD,
0200000937,00020,P000000001,P008,8,EA,4619.54,USD,
0200000937,00030,P000000023,P002,3,EA,5793.16,USD,
0200000937,00040,P000000010,P003,1,EA,805.65,USD,
0200000937,00050,P000000008,P007,2,EA,9492.93,USD,
0200000937,00060,P000000028,P001,3,EA,5521.74,USD,
0200000938,00010,P000000030,P009,8,EA,525.0,USD,
0200000940,00010,P000000010,P001,5,EA,5050.89,USD,
0200000940,00020,P000000028,P007,6,EA,4605.41,USD,
0200000940,00030,P000000015,P002,2,EA,2180.72,USD,
0200000941,00010,P000000003,P005,8,EA,680.67,USD,
0200000941,00020,P000000006,P008,9,EA,8422.3,USD,
0200000941,00030,P000000001,P004,4,EA,2597.46,USD,
0200000942,00010,P000000023,P001,10,EA,1593.09,USD,
0200000942,00020,P000000014,P001,4,EA,1965.01,USD,
0200000942,00030,P000000023,P007,7,EA,9276.0,USD,
0200000942,00040,P000000032,P004,2,EA,2861.76,USD,
0200000942,00050,P000000020,P008,1,EA,9640.55,USD,
0200000942,00060,P000000024,P003,4,EA,800.62,USD,
0200000943,00010,P000000013,P001,10,EA,910.77,USD,
0200000943,00020,P000000003,P008,10,EA,2477.23,USD,
0200000943,00030,P000000018,P010,6,EA,3797.25,USD,
0200000943,00040,P000000011,P005,5,EA,5840.56,USD,
0200000943,00050,P000000003,P010,2,EA,74.55,USD,
0200000944,00010,P000000023,P003,3,EA,4985.76,USD,
0200000944,00020,P000000028,P008,2,EA,1784.73,USD,
0200000944,00040,P000000008,P003,10,EA,4817.5,USD,
0200000945,00010,P000000017,P005,2,EA,7063.24,USD,
0200000947,00010,P000000019,P001,3,EA,7123.15,USD,
0200000947,00020,P000000008,P009,8,EA,5866.18,USD,
0200000947,00030,P000000004,P007,3,EA,333.67,USD,
0200000947,00040,P000000028,P010,8,EA,2281.52,USD,
0200000947,00050,P000000020,P006,1,EA,9540.13,USD,
0200000947,00060,P000000019,P008,3,EA,4481.78,USD,
0200000948,00010,P000000032,P006,6,EA,3353.01,USD,
0200000948,00020,P000000010,P009,4,EA,1552.27,USD,
0200000948,00030,P000000006,P010,8,EA,5677.28,USD,
0200000948,00040,P000000033,P009,8,EA,43.75,USD,
0200000949,00010,P000000020,P006,2,EA,8301.91,USD,
0200000949,00020,P000000029,P005,3,EA,153.32,USD,
0200000949,00030,P000000015,P009,9,EA,9834.39,USD,
0200000949,00040,P000000006,P009,3,EA,1884.82,USD,
0200000951,00010,P000000018,P004,2,EA,4547.6,USD,
0200000952,00010,P000000011,P009,7,EA,1664.62,USD,
0200000952,00020,P000000026,P010,8,EA,8796.82,USD,
0200000952,00030,P000000006,P005,7,EA,4306.55,USD,
0200000952,00040,P000000025,P006,5,EA,5164.1,USD,
0200000953,00010,P000000031,P010,4,EA,859.68,USD,
0200000953,00020,P000000004,P010,6,EA,166.83,USD,
0200000953,00030,P000000022,P008,5,EA,1089.07,USD,
0200000953,00040,P000000004,P008,5,EA,200.2,USD,
0200000955,00010,P000000031,P007,10,EA,2355.27,USD,
0200000955,00020,P000000002,P009,5,EA,4049.94,USD,
0200000955,00030,P000000005,P007,6,EA,175.0,USD,
0200000955,00040,P000000028,P005,3,EA,1196.64,USD,
0200000956,00010,P000000019,P006,6,EA,8403.16,USD,
0200000956,00020,P000000018,P010,1,EA,1897.78,USD,
0200000956,00030,P000000006,P003,10,EA,6579.4,USD,
0200000956,00040,P000000011,P004,5,EA,9368.29,USD,
0200000957,00010,P000000028,P002,1,EA,448.48,USD,
0200000957,00020,P000000031,P004,1,EA,7939.12,USD,
0200000957,00030,P000000009,P008,10,EA,3596.95,USD,
0200000957,00040,P000000033,P001,8,EA,43.75,USD,
0200000957,00050,P000000016,P005,6,EA,2866.56,USD,
0200000957,00060,P000000028,P008,3,EA,552.55,USD,
0200000959,00010,P000000017,P006,7,EA,3243.21,USD,
0200000960,00010,P000000017,P009,10,EA,5805.73,USD,
0200000961,00010,P000000025,P007,1,EA,5760.19,USD,
0200000962,00010,P000000013,P002,8,EA,7058.33,USD,
0200000962,00020,P000000022,P003,7,EA,3790.93,USD,
0200000962,00030,P000000006,P008,8,EA,2343.74,USD,
0200000962,00040,P000000006,P005,8,EA,7757.28,USD,
0200000963,00010,P000000007,P003,10,EA,5234.87,USD,
0200000964,00010,P000000034,P004,4,EA,656.25,USD,
0200000964,00020,P000000022,P003,2,EA,6688.22,USD,
0200000967,00010,P000000005,P006,3,EA,350.0,USD,
0200000969,00010,P000000022,P004,4,EA,6671.55,USD,
0200000972,00010,P000000027,P007,6,EA,2207.47,USD,
0200000972,00020,P000000025,P009,5,EA,3565.01,USD,
0200000972,00030,P000000006,P003,9,EA,1378.0,USD,
0200000972,00040,P000000002,P010,6,EA,3651.67,USD,
0200000973,00010,P000000015,P005,10,EA,3060.99,USD,
0200000973,00020,P000000019,P008,6,EA,329.69,USD,
0200000973,00030,P000000007,P009,8,EA,1060.43,USD,
0200000973,00040,P000000027,P006,5,EA,1826.7,USD,
0200000973,00050,P000000011,P003,4,EA,2382.9,USD,
0200000973,00060,P000000033,P001,6,EA,58.33,USD,
0200000974,00010,P000000017,P009,2,EA,5915.17,USD,
0200000974,00020,P000000017,P007,5,EA,7889.6,USD,
0200000974,00030,P000000025,P003,2,EA,5063.49,USD,
0200000974,00040,P000000009,P008,6,EA,9944.69,USD,
0200000974,00050,P000000006,P003,9,EA,5276.75,USD,
0200000975,00010,P000000010,P009,1,EA,7929.2,USD,
0200000975,00020,P000000005,P008,7,EA,150.0,USD,
0200000976,00010,P000000009,P006,3,EA,4539.34,USD,
0200000976,00020,P000000011,P010,9,EA,3659.86,USD,
0200000976,00030,P000000006,P006,6,EA,3013.34,USD,
0200000976,00040,P000000009,P001,2,EA,1475.01,USD,
0200000978,00010,P000000006,P004,8,EA,7903.93,USD,
0200000978,00020,P000000010,P010,9,EA,2831.63,USD,
0200000978,00030,P000000023,P006,8,EA,3710.69,USD,
0200000978,00040,P000000006,P003,10,EA,9188.73,USD,
0200000978,00050,P000000002,P003,7,EA,5561.61,USD,
0200000978,00060,P000000023,P004,8,EA,9581.1,USD,
0200000979,00010,P000000028,P008,7,EA,1134.89,USD,
0200000979,00020,P000000021,P002,1,EA,2809.06,USD,
0200000979,00030,P000000017,P005,4,EA,6989.44,USD,
0200000980,00010,P000000022,P007,10,EA,3412.23,USD,
0200000980,00020,P000000011,P006,2,EA,2558.71,USD,
0200000980,00030,P000000015,P006,9,EA,2890.18,USD,
0200000981,00010,P000000002,P001,10,EA,978.13,USD,
0200000981,00020,P000000005,P010,3,EA,350.0,USD,
0200000983,00010,P000000031,P010,5,EA,3436.97,USD,
0200000983,00020,P000000016,P003,4,EA,9964.41,USD,
0200000983,00030,P000000029,P009,3,EA,5568.04,USD,
0200000983,00040,P000000017,P004,5,EA,9813.79,USD,
0200000983,00050,P000000001,P002,10,EA,8972.94,USD,
0200000984,00010,P000000031,P005,8,EA,8665.4,USD,
0200000985,00010,P000000007,P009,7,EA,1183.57,USD,
0200000985,00020,P000000002,P004,9,EA,9157.51,USD,
0200000987,00010,P000000021,P007,5,EA,2457.76,USD,
0200000987,00020,P000000017,P009,2,EA,8438.95,USD,
0200000988,00010,P000000008,P010,5,EA,9909.08,USD,
0200000988,00020,P000000034,P005,6,EA,437.5,USD,
0200000988,00030,P000000006,P006,10,EA,4453.69,USD,
0200000988,00040,P000000017,P002,2,EA,5972.32,USD,
0200000989,00010,P000000030,P004,4,EA,1050.0,USD,
0200000989,00020,P000000033,P004,2,EA,175.0,USD,
0200000989,00030,P000000031,P005,8,EA,7566.2,USD,
0200000990,00010,P000000018,P002,6,EA,2358.2,USD,
0200000990,00020,P000000005,P002,5,EA,210.0,USD,
0200000990,00030,P000000015,P002,2,EA,478.44,USD,
0200000992,00010,P000000031,P005,9,EA,9942.4,USD,
0200000992,00020,P000000030,P009,3,EA,1400.0,USD,
0200000992,00030,P000000023,P010,8,EA,5249.42,USD,
0200000992,00040,P000000034,P002,8,EA,328.12,USD,
0200000992,00050,P000000024,P003,6,EA,5888.66,USD,
0200000992,00060,P000000012,P001,3,EA,6687.54,USD,
0200000994,00010,P000000030,P007,8,EA,525.0,USD,
0200000994,00020,P000000022,P001,1,EA,6496.86,USD,
0200000997,00010,P000000033,P010,3,EA,116.67,USD,
0200000997,00020,P000000013,P004,10,EA,5815.37,USD,
0200000997,00030,P000000005,P008,9,EA,116.67,USD,
0200000997,00040,P000000013,P001,6,EA,1763.08,USD,
0200000997,00050,P000000011,P009,10,EA,4308.18,USD,
0200000997,00060,P000000003,P007,5,EA,378.85,USD,
0200000998,00010,P000000033,P010,1,EA,350.0,USD,
0200000998,00020,P000000008,P006,9,EA,948.84,USD,
0200000998,00030,P000000006,P010,2,EA,2372.28,USD,
0200000998,00040,P000000018,P001,6,EA,7446.94,USD,
0200001000,00010,P000000007,P006,6,EA,8062.92,USD,
0200001000,00020,P000000029,P001,5,EA,791.81,USD,
0200001000,00030,P000000021,P008,1,EA,3118.63,USD,
0200001000,00040,P000000023,P006,5,EA,617.81,USD,
0200001000,00050,P000000017,P010,10,EA,3893.01,USD,
0200001000,00060,P000000027,P002,5,EA,3214.53,USD,
0200001001,00010,P000000021,P005,5,EA,180.35,USD,
0200001001,00020,P000000020,P009,5,EA,7849.1,USD,
0200001001,00030,P000000031,P009,10,EA,3779.71,USD,
0200001001,00040,P000000022,P010,8,EA,6181.87,USD,
0200001001,00050,P000000012,P001,6,EA,9693.29,USD,
0200001001,00060,P000000003,P006,5,EA,6472.14,USD,
0200001002,00010,P000000015,P001,3,EA,5086.59,USD,
0200001002,00020,P000000011,P010,10,EA,7118.53,USD,
0200001002,00030,P000000025,P009,5,EA,2506.01,USD,
0200001002,00040,P000000022,P006,9,EA,5139.28,USD,
0200001002,00050,P000000030,P004,10,EA,420.0,USD,
0200001003,00010,P000000008,P010,6,EA,510.28,USD,
0200001003,00020,P000000012,P006,1,EA,5105.83,USD,
0200001003,00030,P000000024,P007,4,EA,3644.78,USD,
0200001003,00040,P000000020,P010,8,EA,4327.17,USD,
0200001004,00010,P000000002,P004,3,EA,2857.57,USD,
0200001004,00020,P000000022,P002,8,EA,7194.33,USD,
0200001004,00030,P000000023,P010,1,EA,8700.82,USD,
0200001004,00040,P000000031,P003,8,EA,3722.91,USD,
0200001004,00050,P000000023,P002,8,EA,4276.36,USD,
0200001004,00060,P000000002,P002,10,EA,9542.39,USD,
0200001005,00010,P000000003,P001,9,EA,2511.35,USD,
0200001005,00020,P000000023,P008,9,EA,6977.5,USD,
0200001005,00030,P000000021,P008,3,EA,3069.66,USD,
0200001005,00040,P000000006,P008,4,EA,8444.2,USD,
0200001005,00050,P000000034,P001,9,EA,291.67,USD,
0200001005,00060,P000000023,P006,2,EA,454.21,USD,
0200001006,00010,P000000015,P004,3,EA,8796.82,USD,
0200001006,00020,P000000029,P008,5,EA,9451.2,USD,
0200001006,00030,P000000025,P002,1,EA,5071.61,USD,
0200001006,00040,P000000013,P007,10,EA,8856.41,USD,
0200001006,00050,P000000027,P008,7,EA,2599.52,USD,
0200001008,00010,P000000005,P008,3,EA,350.0,USD,
0200001008,00020,P000000034,P001,8,EA,328.12,USD,
0200001008,00030,P000000023,P007,5,EA,9405.09,USD,
0200001008,00040,P000000012,P010,3,EA,1991.06,USD,
0200001008,00050,P000000002,P003,10,EA,4222.84,USD,
0200001008,00060,P000000020,P007,4,EA,130.54,USD,
0200001009,00010,P000000022,P003,9,EA,3757.15,USD,
0200001009,00020,P000000010,P004,4,EA,9357.88,USD,
0200001009,00030,P000000001,P004,5,EA,5985.08,USD,
0200001009,00040,P000000010,P004,3,EA,8355.74,USD,
0200001009,00050,P000000023,P001,5,EA,8007.41,USD,
0200001009,00060,P000000031,P002,1,EA,5797.35,USD,
0200001013,00010,P000000024,P008,2,EA,872.82,USD,
0200001013,00020,P000000001,P005,7,EA,2517.04,USD,
0200001013,00030,P000000004,P008,1,EA,1001.0,USD,
0200001013,00040,P000000028,P003,2,EA,2002.27,USD,
0200001014,00010,P000000027,P010,8,EA,7253.4,USD,
0200001014,00020,P000000017,P002,6,EA,7662.97,USD,
0200001014,00030,P000000025,P010,10,EA,2112.4,USD,
0200001014,00040,P000000032,P004,7,EA,9968.32,USD,
0200001014,00050,P000000017,P005,6,EA,3407.6,USD,
0200001015,00010,P000000002,P006,2,EA,110.88,USD,
0200001016,00010,P000000005,P007,1,EA,1050.0,USD,
0200001016,00020,P000000010,P006,9,EA,4691.4,USD,
0200001016,00030,P000000013,P002,4,EA,187.42,USD,
0200001017,00010,P000000030,P001,10,EA,420.0,USD,
0200001017,00020,P000000019,P005,2,EA,5290.87,USD,
0200001018,00010,P000000032,P009,4,EA,5158.08,USD,
0200001018,00020,P000000014,P009,7,EA,4718.4,USD,
0200001018,00030,P000000025,P005,4,EA,5387.67,USD,
0200001018,00040,P000000032,P005,4,EA,7514.45,USD,
0200001018,00050,P000000027,P005,8,EA,794.91,USD,
0200001020,00010,P000000030,P001,3,EA,1400.0,USD,
0200001020,00020,P000000018,P006,3,EA,1698.49,USD,
0200001020,00030,P000000015,P006,8,EA,3375.72,USD,
0200001021,00010,P000000021,P009,9,EA,2416.91,USD,
0200001021,00020,P000000019,P001,10,EA,3456.35,USD,
0200001021,00030,P000000012,P005,9,EA,1875.67,USD,
0200001021,00040,P000000016,P007,7,EA,1104.41,USD,
0200001021,00050,P000000024,P002,4,EA,9826.51,USD,
0200001021,00060,P000000016,P001,10,EA,3659.32,USD,
0200001022,00010,P000000019,P008,1,EA,475.18,USD,
0200001022,00020,P000000013,P003,10,EA,9981.19,USD,
0200001022,00030,P000000013,P008,5,EA,4581.76,USD,
0200001024,00010,P000000021,P006,4,EA,7697.48,USD,
0200001024,00020,P000000005,P005,10,EA,105.0,USD,
0200001024,00030,P000000013,P003,3,EA,8497.31,USD,
0200001025,00010,P000000024,P004,5,EA,8234.12,USD,
0200001025,00020,P000000002,P004,2,EA,9997.68,USD,
0200001025,00030,P000000005,P001,9,EA,116.67,USD,
0200001025,00040,P000000017,P001,10,EA,8722.02,USD,
0200001025,00050,P000000002,P010,10,EA,5731.91,USD,
0200001026,00010,P000000020,P006,8,EA,5210.46,USD,
0200001026,00020,P000000011,P007,8,EA,8799.25,USD,
0200001026,00030,P000000025,P006,3,EA,1416.14,USD,
0200001026,00040,P000000020,P001,8,EA,7177.47,USD,
0200001026,00050,P000000010,P008,10,EA,3322.85,USD,
0200001028,00010,P000000032,P006,5,EA,9573.21,USD,
0200001028,00020,P000000016,P005,10,EA,9692.82,USD,
0200001029,00010,P000000004,P005,4,EA,250.25,USD,
0200001029,00020,P000000008,P010,9,EA,5892.74,USD,
0200001029,00030,P000000021,P005,7,EA,305.67,USD,
0200001029,00040,P000000015,P005,10,EA,6389.38,USD,
0200001029,00050,P000000001,P007,8,EA,9551.97,USD,
0200001030,00010,P000000022,P003,1,EA,2172.46,USD,
0200001030,00020,P000000025,P001,6,EA,8495.23,USD,
0200001030,00030,P000000030,P003,8,EA,525.0,USD,
0200001030,00040,P000000001,P002,10,EA,9654.27,USD,
0200001032,00010,P000000020,P007,4,EA,9282.36,USD,
0200001032,00020,P000000006,P010,2,EA,2541.19,USD,
0200001032,00030,P000000013,P001,8,EA,3916.02,USD,
0200001034,00010,P000000001,P010,8,EA,7406.29,USD,
0200001035,00010,P000000032,P009,8,EA,825.88,USD,
0200001035,00020,P000000012,P003,5,EA,4489.89,USD,
0200001035,00030,P000000021,P010,4,EA,8552.84,USD,
